        tauB               sizeBin             clust_size           bulk_area            bulk_ndens         bulk_ndens_std          int_area            int_ndens          int_ndens_std           bub_area            bub_ndens          bub_ndens_std           gas_area            gas_ndens          gas_ndens_std    
        0.00               5.016308              44193             10694.422029           1.737728             0.096929           19199.632961           1.360026             0.569030             0.000000             0.000000             0.000000           35555.807829           0.149174             0.063276      
        0.10               5.016308              44458             7624.493823            2.293529             0.098144           16356.174868           1.665426             0.818162             0.000000             0.000000             0.000000           41469.194127           0.127155             0.078262      
        0.20               5.016308              44895             7800.637245            2.290198             0.096828           16758.788403           1.640035             0.788118             0.000000             0.000000             0.000000           40890.437170           0.113719             0.070457      
        0.30               5.016308              45316             8530.374277            2.221942             0.062606           16632.971674           1.613241             0.739887             0.000000             0.000000             0.000000           40286.516867           0.104576             0.068094      
        0.40               5.016308              45489             9486.581423            2.156941             0.085310           16054.214717           1.584942             0.700518             0.000000             0.000000             0.000000           39909.066678           0.102558             0.066494      
        0.50               5.016308              45494             10216.318456           2.101833             0.107774           16079.378063           1.523318             0.688060             0.000000             0.000000             0.000000           39154.166300           0.103003             0.067325      
        0.60               5.016308              45469             11097.035564           2.047304             0.112181           15878.071295           1.463024             0.690844             0.000000             0.000000             0.000000           38474.755959           0.105290             0.067139      
        0.70               5.016308              45247             12657.163013           2.003372             0.110598           14796.047419           1.383816             0.683279             0.000000             0.000000             0.000000           37996.652386           0.109694             0.069311      
        0.80               5.016308              45026             13235.919970           1.966316             0.113059           14494.087268           1.349033             0.689989             0.000000             0.000000             0.000000           37719.855580           0.117206             0.072943      
        0.90               5.016308              44721             14292.780500           1.933913             0.107092           13412.063392           1.312848             0.682079             0.000000             0.000000             0.000000           37745.018926           0.125871             0.076888      
        1.00               5.016308              44386             13839.840273           1.916857             0.104935           13814.676927           1.334306             0.674591             0.000000             0.000000             0.000000           37795.345618           0.133297             0.075321      
        1.10               5.016308              44202             14091.473732           1.906188             0.101128           13437.226738           1.334874             0.662531             0.000000             0.000000             0.000000           37921.162348           0.137179             0.076383      
        1.20               5.016308              44025             14015.983695           1.895336             0.098018           14343.107192           1.269042             0.691543             0.000000             0.000000             0.000000           37090.771932           0.141086             0.077741      
        1.30               5.016308              43764             14192.127116           1.886187             0.096160           14745.720727           1.210521             0.709135             0.000000             0.000000             0.000000           36512.014975           0.147376             0.081694      
        1.40               5.016308              43491             13814.676927           1.883866             0.096843           14796.047419           1.238169             0.701927             0.000000             0.000000             0.000000           36839.138472           0.153505             0.083888      
        1.50               5.016308              43341             13915.330311           1.886768             0.092283           13839.840273           1.287298             0.676756             0.000000             0.000000             0.000000           37694.692234           0.157290             0.084260      
        1.60               5.016308              43208             13865.003619           1.888135             0.092259           13965.657003           1.273624             0.687346           1635.617487            0.164464             0.095803           35983.584710           0.160212             0.081806      
        1.70               5.016308              43209             14821.210765           1.884192             0.092929           12153.896094           1.304685             0.661236             0.000000             0.000000             0.000000           38474.755959           0.161586             0.084692      
        1.80               5.016308              43277             14368.270538           1.878584             0.091891           13739.186889           1.244906             0.700895             0.000000             0.000000             0.000000           37342.405391           0.158104             0.085302      
        1.90               5.016308              43436             14695.394035           1.872287             0.088840           13009.449857           1.277763             0.684145             0.000000             0.000000             0.000000           37745.018926           0.155332             0.083867      
        2.00               5.016308              43578             14619.903997           1.870053             0.093136           13235.919970           1.278944             0.682265             0.000000             0.000000             0.000000           37594.038851           0.152471             0.082279      
        2.10               5.016308              43635             15022.517533           1.867929             0.088549           12355.202862           1.306494             0.658429             0.000000             0.000000             0.000000           38072.142424           0.152264             0.083715      
        2.20               5.016308              43561             14494.087268           1.864553             0.087293           14116.637078           1.230038             0.694377             0.000000             0.000000             0.000000           36839.138472           0.152311             0.081504      
        2.30               5.016308              43392             14192.127116           1.862018             0.084469           13663.696851           1.292622             0.657500             0.000000             0.000000             0.000000           37594.038851           0.157259             0.081343      
        2.40               5.016308              42869             13613.370159           1.863168             0.080678           13814.676927           1.327574             0.639429             0.000000             0.000000             0.000000           38021.815732           0.165589             0.089792      
        2.50               5.016308              42731             13386.900046           1.866377             0.075699           14770.884073           1.260046             0.692259            754.900379            0.180156             0.097199           36537.178321           0.171524             0.088075      
        2.60               5.016308              42601             13412.063392           1.875028             0.085607           13487.553430           1.344202             0.650712             0.000000             0.000000             0.000000           38550.245997           0.174370             0.086854      
        2.70               5.016308              42471             13235.919970           1.880942             0.078920           13588.206813           1.340280             0.649316             0.000000             0.000000             0.000000           38625.736035           0.178430             0.090392      
        2.80               5.016308              42276             13286.246662           1.884204             0.082327           14317.943846           1.270224             0.681120             0.000000             0.000000             0.000000           37845.672310           0.179122             0.087744      
        2.90               5.016308              42401             13286.246662           1.880441             0.085858           14066.310387           1.294085             0.678137             0.000000             0.000000             0.000000           38097.305770           0.178832             0.090413      
        3.00               5.016308              42456             13009.449857           1.883938             0.082807           14116.637078           1.323828             0.663921             0.000000             0.000000             0.000000           38323.775883           0.177514             0.089316      
        3.10               5.016308              42524             12883.633127           1.890305             0.087388           14292.780500           1.325354             0.659157             0.000000             0.000000             0.000000           38273.449191           0.175134             0.084907      
        3.20               5.016308              42514             13110.103240           1.896247             0.084973           13764.350235           1.332936             0.656330             0.000000             0.000000             0.000000           38575.409343           0.176097             0.087135      
        3.30               5.016308              42488             13135.266586           1.902055             0.079177           13311.410008           1.360111             0.646790             0.000000             0.000000             0.000000           39003.186224           0.177191             0.085382      
        3.40               5.016308              42521             13084.939894           1.908530             0.081902           14192.127116           1.289095             0.695504             0.000000             0.000000             0.000000           38172.795807           0.176356             0.088536      
