        tauB               sizeBin             clust_size           bulk_area            bulk_ndens         bulk_ndens_std          int_area            int_ndens          int_ndens_std           bub_area            bub_ndens          bub_ndens_std           gas_area            gas_ndens          gas_ndens_std    
        0.00               5.016308              44899             7096.063558            1.807481             0.121326           22269.561167           1.422749             0.554764            503.266919            1.696913             0.056342           35580.971175           0.130294             0.061535      
        0.10               5.016308              45162             7599.330477            2.310730             0.095159           16557.481636           1.680690             0.819292             0.000000             0.000000             0.000000           41293.050705           0.111689             0.070647      
        0.20               5.016308              45556             7624.493823            2.292742             0.080603           17085.911901           1.666636             0.785486             0.000000             0.000000             0.000000           40739.457094           0.099240             0.067398      
        0.30               5.016308              45818             8631.027661            2.226154             0.062408           16507.154944           1.638259             0.724423             0.000000             0.000000             0.000000           40311.680213           0.092852             0.062431      
        0.40               5.016308              45902             9486.581423            2.160104             0.071734           16129.704755           1.600029             0.689056             0.000000             0.000000             0.000000           39833.576640           0.092886             0.061959      
        0.50               5.016308              45890             10115.665072           2.101196             0.091057           16104.541409           1.552481             0.674495             0.000000             0.000000             0.000000           39229.656337           0.095413             0.063148      
        0.60               5.016308              45674             11122.198910           2.044200             0.107808           16079.378063           1.461126             0.689869             0.000000             0.000000             0.000000           38248.285845           0.098567             0.066774      
        0.70               5.016308              45412             11952.589327           2.000320             0.104107           15525.784452           1.420733             0.675629             0.000000             0.000000             0.000000           37971.489040           0.106211             0.070301      
        0.80               5.016308              45145             13588.206813           1.960376             0.102600           14443.760576           1.322093             0.700457            931.043800            0.111703             0.075537           36486.851629           0.114068             0.070006      
        0.90               5.016308              44799             14368.270538           1.927302             0.105769           13235.919970           1.339990             0.660158           1409.147373            0.129156             0.078139           36436.524937           0.120483             0.071510      
        1.00               5.016308              44598             14846.374111           1.906189             0.091873           12330.039516           1.358714             0.631403             0.000000             0.000000             0.000000           38273.449191           0.129254             0.074358      
        1.10               5.016308              44202             14091.473732           1.891995             0.094033           13940.493657           1.310571             0.666122             0.000000             0.000000             0.000000           37417.895429           0.135470             0.077364      
        1.20               5.016308              43809             13865.003619           1.891020             0.084613           13563.043468           1.344167             0.643072             0.000000             0.000000             0.000000           38021.815732           0.145969             0.080321      
        1.30               5.016308              43468             13965.657003           1.889277             0.088007           13487.553430           1.314100             0.659648             0.000000             0.000000             0.000000           37996.652386           0.155040             0.084570      
        1.40               5.016308              43329             13537.880122           1.885376             0.085713           15223.824300           1.228601             0.707261             0.000000             0.000000             0.000000           36688.158396           0.157326             0.084447      
        1.50               5.016308              43107             13512.716776           1.882819             0.082820           13764.350235           1.329376             0.662738             0.000000             0.000000             0.000000           38172.795807           0.163991             0.086864      
        1.60               5.016308              43173             13688.860197           1.875905             0.080827           14217.290462           1.283226             0.686718             0.000000             0.000000             0.000000           37543.712159           0.161865             0.085839      
        1.70               5.016308              43251             13739.186889           1.875511             0.083169           13789.513581           1.290473             0.682378            276.796805            1.448716             0.316276           37644.365542           0.160343             0.083042      
        1.80               5.016308              43266             12606.836321           1.873904             0.079266           13965.657003           1.291525             0.670953           1383.984027            1.699442             0.332661           37493.385467           0.159681             0.082378      
        1.90               5.016308              43071             11600.302483           1.874951             0.078397           13537.880122           1.333444             0.638956           2390.517865            1.670768             0.417275           37921.162348           0.163603             0.085658      
