        tauB               sizeBin             clust_size           bulk_area            bulk_ndens         bulk_ndens_std          int_area            int_ndens          int_ndens_std           bub_area            bub_ndens          bub_ndens_std           gas_area            gas_ndens          gas_ndens_std    
        0.00               5.016308              36510             11424.159062           1.553375             0.117996           16255.521484           1.222846             0.465007             0.000000             0.000000             0.000000           37770.182272           0.327666             0.076498      
        0.10               5.016308              36520             11877.099289           1.555346             0.110270           15802.581257           1.210372             0.510094             0.000000             0.000000             0.000000           37770.182272           0.328301             0.111035      
        0.20               5.016308              36780             12581.672975           1.520624             0.205908           15852.907949           1.184578             0.510886             0.000000             0.000000             0.000000           37015.281894           0.326595             0.114330      
        0.30               5.016308              36920             7372.860364            1.549738             0.219896           21917.274323           1.194857             0.493518            452.940227            1.430652             0.208611           35706.787904           0.328733             0.127739      
        0.40               5.016308              37082             2767.968055            1.573718             0.217152           28333.927541           1.215998             0.489552             0.000000             0.000000             0.000000           34347.967223           0.325783             0.119578      
        0.50               5.016308              37072              528.430265            1.631246             0.099238           32158.756125           1.194667             0.503451             0.000000             0.000000             0.000000           32762.676428           0.327171             0.126921      
        0.60               5.016308              37377             1585.290795            1.594660             0.130656           30799.935444           1.187178             0.507731             0.000000             0.000000             0.000000           33064.636579           0.329869             0.133814      
        0.70               5.016308              37629             2214.374444            1.555293             0.094382           30095.361757           1.155627             0.532721             0.000000             0.000000             0.000000           33140.126617           0.355370             0.187635      
        0.80               5.016308              37860             1233.003952            1.534464             0.169902           32611.696352           1.113220             0.555424             0.000000             0.000000             0.000000           31605.162514           0.373483             0.217473      
        0.90               5.016308              37976             1107.187222            1.558905             0.087175           32963.983196           1.104600             0.551902             0.000000             0.000000             0.000000           31378.692401           0.378027             0.227046      
        1.00               5.016308              38414             3749.338547            1.573344             0.148767           27704.843892           1.083854             0.559407             0.000000             0.000000             0.000000           33995.680380           0.413964             0.287802      
        1.10               5.016308              38657             1987.904330            1.608226             0.111480           28585.561000           1.130151             0.524174             0.000000             0.000000             0.000000           34876.397488           0.415668             0.300743      
        1.20               5.016308              38721             1157.513914            1.581838             0.145573           34196.987147           1.023804             0.557133             0.000000             0.000000             0.000000           30095.361757           0.437210             0.313405      
        1.30               5.016308              26975             3120.254898            1.570385             0.109822           28384.254233           1.023913             0.552393             0.000000             0.000000             0.000000           33945.353688           0.472436             0.336673      
        1.40               5.016308              25426             2642.151325            1.525651             0.197791           33316.270039           0.979852             0.554727             0.000000             0.000000             0.000000           29491.441454           0.451792             0.312172      
        1.50               5.016308              28070             2692.478017            1.586642             0.080532           36084.238094           0.954821             0.566880             0.000000             0.000000             0.000000           26673.146708           0.422672             0.284970      
        1.60               5.016308              28968             4680.382347            1.586195             0.150303           25817.592946           0.921581             0.562421           5485.609417            1.232680             0.557964           29466.278108           0.407958             0.285904      
        1.70               5.016308              29701             4177.115428            1.621933             0.119826           31907.122666           0.989372             0.586838             0.000000             0.000000             0.000000           29365.624725           0.396961             0.273051      
        1.80               5.016308              30321             3824.828585            1.600856             0.128807           36587.505013           0.940649             0.601387            578.756957            0.252265             0.112163           24458.772264           0.380845             0.261927      
        1.90               5.016308              31282             3673.848509            1.644869             0.103732           39229.656337           0.897816             0.611372             0.000000             0.000000             0.000000           22546.357972           0.387468             0.262831      
        2.00               5.016308              31829             4655.219001            1.637732             0.091502           30145.688449           1.047248             0.585929           1786.597563            0.250756             0.116406           28862.357806           0.358876             0.266573      
        2.10               5.016308              32760             4730.709039            1.642671             0.098880           30523.138638           1.067551             0.576847             0.000000             0.000000             0.000000           30196.015141           0.319380             0.237353      
        2.20               5.016308              33535             2742.804709            1.668365             0.077071           36813.975126           1.026567             0.604835             0.000000             0.000000             0.000000           25893.082983           0.294751             0.209556      
        2.30               5.016308              34111             3296.398320            1.655140             0.100623           26295.696519           1.165172             0.539582           7574.167131            0.760480             0.665856           28283.600849           0.287976             0.217256      
        2.40               5.016308              34831             2717.641363            1.662839             0.110323           35505.481137           1.072679             0.600261             0.000000             0.000000             0.000000           27226.740319           0.271608             0.193941      
        2.50               5.016308              35269             2239.537790            1.691867             0.069189           28283.600849           1.188356             0.527512           6290.836488            0.824215             0.673620           28635.887692           0.258941             0.186905      
        2.60               5.016308              35348             3195.744936            1.667843             0.090997           26195.043135           1.211641             0.512324           7196.716942            0.715882             0.665713           28862.357806           0.269521             0.201196      
        2.70               5.016308              36052             2189.211098            1.679600             0.054715           39456.126451           1.020171             0.609524             0.000000             0.000000             0.000000           23804.525270           0.255036             0.190693      
        2.80               5.016308              36195             3195.744936            1.666904             0.081231           25742.102908           1.249626             0.490479           5737.242877            0.786266             0.657338           30774.772098           0.259758             0.188233      
        2.90               5.016308              36722             3824.828585            1.672232             0.062757           26094.389751           1.206849             0.523518           4554.565617            0.870116             0.654235           30976.078866           0.263074             0.195994      
        3.00               5.016308              37001             2818.294746            1.675836             0.048349           27050.596897           1.232542             0.509764           6643.123331            0.636899             0.626962           28937.847843           0.266260             0.198576      
