    Timestep        gasArea         gasSigXX        gasSigXY        gasSigYX        gasSigYY        gasTrace        bulkArea       bulkSigXX       bulkSigXY       bulkSigYX       bulkSigYY       bulkTrace         Length          NDense    
     0.500         124613.897     24435804.925     -57512.263      -57512.263     24557899.709    24439340.054      1233.451       866456.340       4489.803        4489.803       836003.062      855719.504        1415.7           5037     
     0.600         122328.794     25142976.222     -55510.360      -55510.360     24993010.970    25012483.236      1869.745      1751496.766       8200.631        8200.631      1780138.813     1774018.421        1827.0           7229     
     1.200         127359.809     68106921.279     388497.547      388497.547     67528108.269    68206012.321      2357.065      10582917.179    -190233.400     -190233.400     10170592.721    10186521.551       300.0            5024     
     1.300         119845.479     61177229.156    -291322.312     -291322.312     60357191.025    60475887.779      7630.479      36640712.905     48667.814       48667.814      36355831.637    36546940.085       853.9            5763     
     1.400         109010.806     41164144.915     291350.991      291350.991     40757497.372    41252172.135     15378.369      77481181.977     295184.939      295184.939     76536153.697    77303852.776       1609.0           8132     
     1.500         103559.382     34632297.817    -356198.276     -356198.276     33747894.887    33833898.077     20054.625     103950786.326     -37838.652      -37838.652    104271859.675   104073484.348       1743.8           9061     
     1.600         97562.563      23805722.132    -382274.344     -382274.344     23363790.169    23202481.806     24795.268     130813523.119     445075.447      445075.447    130943069.518   131323371.765       2053.9           9791     
     1.700         91468.532      13069600.724    -113636.556     -113636.556     12206474.522    12524401.067     29724.022     155784655.945     673787.843      673787.843    157072622.645   157102427.138       2332.6          14703     
     1.800         89405.627      12893920.952    -143273.337     -143273.337     12238208.327    12422791.302     31898.027     166682012.407    1392932.385     1392932.385    168446583.731   168957230.455       2249.5          15805     
     1.900         87338.933      12603853.924     86688.500       86688.500      12282580.387    12529905.655     33923.058     174926525.804     76359.605       76359.605     177094304.468   176086774.742       2240.5          16646     
     2.000         82552.841       983760.609       3699.339        3699.339      1036251.891     1013705.589      37942.820     189995145.608     810155.411      810155.411    191825377.853   191720417.141       2409.0          17302     
     2.100         81318.127       769615.145       -556.708        -556.708       783560.289      776031.009      39276.008     191220515.754    1449683.468     1449683.468    193788839.795   193954361.242       2395.5          17978     
     2.200         79918.028       644013.316       1296.344        1296.344       644180.136      645393.070      40452.647     189003210.351    1877527.096     1877527.096    190666212.212   191712238.378       2446.1          25312     
     2.300         79070.898       567464.989      -5046.258       -5046.258       540778.081      549075.277      41462.637     186249112.814     647940.178      647940.178    186869642.101   187207317.635       2413.5          18968     
     2.400         78247.756       513051.712       4195.822        4195.822       511005.392      516224.375      42016.870     183097849.526    -469210.447     -469210.447    183525873.713   182842651.173       2477.5          23359     
     2.500         78081.107       479604.031      -6464.540       -6464.540       492960.184      479817.568      42254.217     180385778.106     594569.057      594569.057    179440283.023   180507599.621       2441.6          23256     
     2.600         78193.469       503577.460      -9339.381       -9339.381       499920.795      492409.746      42244.118     177154854.707    -210373.263     -210373.263    177284869.510   177009488.845       2430.4          26732     
     2.700         78240.181       529404.016       1961.852        1961.852       517622.793      525475.257      42226.443     175709177.194     193206.625      193206.625    175338234.750   175716912.597       2416.9          26763     
     2.800         78342.443       505450.597       3696.087        3696.087       514692.198      513767.484      42244.118     175081417.142     344141.823      344141.823    174965539.787   175367620.287       2409.0          26780     
     2.900         81528.963      9811847.333      330044.456      330044.456     9687897.969     10079917.107     39849.177     164979719.451    -750945.518     -750945.518    165555634.626   164516731.521       2206.8          26843     
     3.000         81151.479      9527762.949      153742.162      153742.162     9299019.320     9567133.297      40060.013     163514902.362     648480.599      648480.599    163922074.315   164366968.937       2254.0          26872     
     3.100         81409.026      8464246.344      122656.941      122656.941     8335129.624     8522344.925      39875.690     162207524.880    -565688.118     -565688.118    163419405.381   162247777.012       2236.0          26840     
     3.200         81684.249      8059812.030       4769.438        4769.438      8208216.913     8138783.909      39647.179     162431493.480     177662.844      177662.844    161931931.676   162359375.423       2234.9          26977     
     3.300         82031.433      7901375.732      94188.305       94188.305      7903182.438     7996467.390      39337.870     164480597.587    -403827.608     -403827.608    164737133.776   164205038.073       2241.6          27084     
     3.400         82301.605      7750219.910      18778.753       18778.753      7721029.386     7754403.401      39220.458     169418173.795    -688349.580     -688349.580    170679599.607   169360537.122       2191.0          27201     
     3.500         82352.105      6863917.442      115128.058      115128.058     7057357.203     7075765.380      39374.482     172760628.164    -1372085.249    -1372085.249   172773085.039   171394771.352       2128.1          27446     
     3.600         82195.556      6436917.621      -17499.078      -17499.078     6516216.484     6459067.975      39594.155     173949179.676    -899109.199     -899109.199    171958983.467   172054972.372       2092.2          27768     
     3.700         81791.560      5969280.510      51776.107       51776.107      6012411.616     6042622.170      39948.914     173996810.484    -1316736.974    -1316736.974   170913491.260   171138413.898       2109.0          27851     
     3.800         81632.487      5298433.520      -38152.957      -38152.957     5524225.082     5373176.344      40302.411     174640164.334    -964439.117     -964439.117    172730613.174   172720949.637       2068.6          28022     
     3.900         81015.130      4778077.158      103788.180      103788.180     4771791.112     4878722.316      40599.095     175267593.873    -418705.482     -418705.482    172914112.227   173672147.568       2159.6          28419     
     4.000         81118.654      4145219.738      44589.053       44589.053      4182197.991     4208297.917      40744.282     178145786.350    -951921.662     -951921.662    175458569.184   175850256.106       2092.2          28638     
     4.100         80967.155      3467389.815      28632.370       28632.370      3474870.811     3499762.683      41086.416     178539083.986    -395364.420     -395364.420    175507152.675   176627753.911       2029.2          28855     
     4.200         80642.696      3073285.643      -1310.980       -1310.980      3110129.565     3090396.624      41133.128     177489838.647    -911370.835     -911370.835    175455403.997   175561250.487       2139.3          29026     
     4.300         80768.945      2402994.779      11936.410       11936.410      2389122.706     2407995.153      41080.103     179958416.515    -775071.004     -775071.004    177825647.043   178116960.775       2113.5          29156     
     4.400         80412.923      1839055.493      -18221.224      -18221.224     1941782.205     1872197.625      41340.176     178634795.303    -431369.264     -431369.264    178461022.693   178116539.734       2116.9          29258     
     4.500         80289.199      1233551.337      10291.276       10291.276      1266067.995     1260100.941      41436.125     179606725.682    -117299.143     -117299.143    177691407.131   178531767.264       2137.1          29334     
     4.600         80477.310       815332.499      -15080.054      -15080.054      806730.004      795951.197      41422.238     181408630.841    -466116.521     -466116.521    179574904.497   180025651.149       2087.7          29376     
     4.700         79851.116       596672.698       4077.905        4077.905       624279.863      614554.186      41747.960     178912377.187     964253.069      964253.069    178164577.607   179502730.466       2188.8          29480     
     4.800         79710.980       591845.929       3536.019        3536.019       590828.791      594873.379      42030.757     178677678.111    -309890.000     -309890.000    178692117.468   178375007.790       2115.7          29658     
     4.900         79694.567       594517.418       5200.332        5200.332       575495.582      590206.832      41919.658     180813555.892     328671.116      328671.116    179283118.662   180377008.393       2148.3          29798     
     5.000         79963.477       576583.967      -3028.721       -3028.721       598900.485      584713.505      41866.634     180918244.533    -281996.803     -281996.803    181459168.854   180906709.891       2122.5          29715     
     5.100         79738.754       570185.017       3759.344        3759.344       581760.245      579731.975      41925.971     181381785.868    -1636496.773    -1636496.773   182571398.752   180340095.537       2137.1          29880     
     5.200         79708.455       570135.263       5791.076        5791.076       582381.658      582049.536      41871.684     179935792.637    -467495.399     -467495.399    184473296.027   181737048.933       2176.4          30067     
     5.300         80092.251       583933.333      -5501.931       -5501.931       565042.077      568985.774      41830.021     183732870.449    -541529.923     -541529.923    186115206.424   184382508.513       2071.9          30045     
     5.400         79740.017       563246.969       8591.734        8591.734       557268.904      568849.671      42072.419     183563052.784    -1267398.508    -1267398.508   186307367.327   183667811.548       2112.4          30123     
     5.500         79543.069       515573.565      -10074.911      -10074.911      505266.097      500344.921      42260.530     183061540.282    -427125.961     -427125.961    186648992.226   184428140.293       2119.1          30211     
     5.600         79135.285       508670.388       1384.138        1384.138       510586.958      511012.811      42438.541     182840086.584     -89833.068      -89833.068    186344711.463   184502565.955       2193.3          30277     
     5.700         81653.949      4475330.153      83374.132       83374.132      4539047.296     4590562.857      40953.855     179974136.738    -510124.246     -510124.246    181697562.050   180325725.147       1925.9          28435     
     5.800         81701.924      3893421.397      -92277.318      -92277.318     3756947.825     3732907.293      40969.004     182895172.721    -1548136.715    -1548136.715   183873278.500   181836088.895       1894.4          28604     
     5.900         81628.699      3043955.694      -32252.602      -32252.602     3031902.067     3005676.278      40971.529     183674203.275    -1485983.211    -1485983.211   185872974.271   183287605.562       1927.0          28936     
     6.000         81693.086      2582822.025      46444.281       46444.281      2522843.912     2599277.249      40932.392     183178955.860    -1741499.022    -1741499.022   186361175.691   183028566.753       1936.0          29179     
     6.100         82342.005      2689177.914      12405.636       12405.636      2621900.876     2667945.031      40793.519     182404607.173    -1776165.135    -1776165.135   187357201.500   183104739.201       1783.2          29598     
     6.200         81896.347      1632296.519      -7111.383       -7111.383      1655172.638     1636623.195      41222.765     184835460.579    -1246698.971    -1246698.971   188511850.836   185426956.737       1795.5          29973     
     6.300         81474.676       919251.229      -4979.019       -4979.019       901555.875      905424.533      41687.360     188588982.674    -221710.381     -221710.381    192613346.598   190379454.255       1802.3          30283     
     6.400         81036.592       614098.666      -8278.764       -8278.764       613976.198      605758.668      42101.456     189340408.744    -1250784.864    -1250784.864   193196630.532   190017734.773       1800.0          30431     
     6.500         80815.657       550695.243      -2474.672       -2474.672       520948.376      533347.137      42389.304     191589198.524    -2057250.078    -2057250.078   193754033.279   190614365.823       1773.0          30560     
     6.600         80630.071       517797.589       7990.435        7990.435       528332.549      531055.504      42664.526     195083375.615    -941074.725     -941074.725    196131063.509   194666144.837       1741.6          30957     
     6.700         80068.264       440306.444      -1344.748       -1344.748       442875.784      440246.366      43054.635     193306944.998     665179.767      665179.767    193458487.437   194047895.985       1821.4          31239     
     6.800         80053.114       458077.950      -1055.443       -1055.443       457505.050      456736.057      43159.421     192272116.612     241973.991      241973.991    192860993.988   192808529.291       1770.8          31346     
     6.900         79983.677       478754.256      -10377.812      -10377.812      462325.412      460162.023      43149.322     190748451.586     760296.358      760296.358    192425791.421   192347417.861       1794.4          31525     
     7.000         79959.690       452980.420      -7988.927       -7988.927       453011.840      445007.203      43193.509     191138263.043     375228.734      375228.734    192229600.887   192059160.699       1787.7          31730     
     7.100         79748.854       463788.414      -8566.443       -8566.443       463284.326      454969.927      43304.608     190059877.490     664442.520      664442.520    188959700.471   190174231.500       1825.9          31900     
     7.200         79817.029       444189.304      -3391.255       -3391.255       454298.767      445852.781      43297.033     189748404.955    1074697.721     1074697.721    188153644.570   190025722.484       1825.9          31922     
     7.300         80099.826       465465.312       5063.356        5063.356       448328.517      461960.271      43182.146     188268897.874    1011539.276     1011539.276    186964263.612   188628120.020       1758.4          31910     
     7.400         80034.177       472938.276       7165.959        7165.959       486466.465      486868.329      43164.471     186448938.414    -828536.942     -828536.942    186429820.584   185610842.557       1773.0          32034     
     7.500         80181.888       518244.047      -13256.383      -13256.383      509269.440      500500.361      42935.961     185762320.480     234060.917      234060.917    183379939.457   184805190.886       1807.9          31939     
     7.600         80352.324       545802.253       613.710         613.710        537344.946      542187.309      42845.062     184569777.926     690896.956      690896.956    182937186.247   184444379.043       1758.4          31975     
     7.700         80322.024       534458.058       1040.638        1040.638       542568.268      539553.801      42922.074     185939230.299     549592.832      549592.832    183268679.173   185153547.568       1771.9          32061     
     7.800         80113.713       530268.963      -9956.202       -9956.202       530903.903      520630.231      42756.688     185844432.889     814818.391      814818.391    183821932.761   185648001.216       1878.7          32189     
     7.900         80316.974       526216.942       8962.046        8962.046       529448.904      536794.969      42667.051     184806225.268    -119813.104     -119813.104    184554974.689   184560786.875       1827.0          32089     
     8.000         80392.723       547409.075      -1814.299       -1814.299       548192.964      545986.721      42643.064     186770882.793    -153412.473     -153412.473    184263847.991   185363952.919       1829.2          32305     
     8.100         80960.843       574748.206      -3567.462       -3567.462       575724.544      571668.913      42252.955     184839865.185     237096.306      237096.306    186976962.820   186145510.308       1785.4          32287     
     8.200         80919.181       575680.458      -6590.051       -6590.051       563941.555      563220.955      42338.804     186361317.803    -554838.822     -554838.822    189632322.174   187441981.167       1768.6          32525     
     8.300         81018.917       549714.887      -3091.410       -3091.410       579891.784      561711.926      42183.518     192177239.695     217574.599      217574.599    192602179.956   192607284.425       1778.7          32916     
     8.400         81138.854       569484.970      -2676.399       -2676.399       555122.636      559627.404      42225.180     194538445.326    -916656.955     -916656.955    194469415.938   193587273.677       1749.5          33207     
     8.500         80979.780       537868.995       3429.485        3429.485       541818.624      543273.294      42398.141     194121786.569     675758.519      675758.519    194194804.022   194834053.814       1750.6          33594     
     8.600         80736.120       535418.181      -1007.821       -1007.821       553717.519      543560.029      42417.078     193358734.961    1241163.101     1241163.101    193713032.197   194777046.680       1809.0          33786     
     8.700         80698.245       530546.257      -5196.516       -5196.516       519321.311      519737.267      42744.063     191998363.993     117411.173      117411.173    191779335.613   192006260.976       1731.5          34057     
     8.800         80651.533       512121.480       -585.335        -585.335       532981.803      521966.306      42626.651     192248872.894    -161489.187     -161489.187    192481002.621   192203448.570       1774.2          34116     
     8.900         81123.704       544613.287       4432.882        4432.882       535913.503      544696.277      42452.428     195979813.246     932423.705      932423.705    195300143.144   196572401.900       1678.7          34213     
     9.000         80833.332       529845.318      -1855.981       -1855.981       522694.333      524413.844      42568.577     193756855.959     492570.844      492570.844    194283750.561   194512874.103       1749.5          34483     
     9.100         80599.771       501080.381       5100.212        5100.212       489154.833      500217.819      42799.612     193111384.659     427296.699      427296.699    193265269.385   193615623.721       1734.8          34671     
     9.200         80592.196       499731.756       8385.330        8385.330       495116.246      505809.330      42915.761     192682902.442     115531.191      115531.191    193311270.000   193112617.412       1715.7          34819     
     9.300         80630.071       530601.788       9020.823        9020.823       527813.449      538228.442      42810.975     192490874.889    1574293.917     1574293.917    191233048.360   193436255.541       1760.7          35014     
     9.400         80444.485       527739.266       -712.727        -712.727       543427.851      534870.831      42871.574     190448859.800     786619.083      786619.083    189456173.678   190739135.822       1785.4          35212     
     9.500         80702.033       541263.146       3192.698        3192.698       534049.396      540848.969      42704.926     190647059.187     961084.721      961084.721    187062558.929   189815893.778       1737.1          35277     
     9.600         80688.146       530281.744      -2037.380       -2037.380       505291.140      515749.062      42855.162     190532709.428    -364095.726     -364095.726    188498806.683   189151662.330       1709.0          35245     
     9.700         80859.844       563779.998       2388.089        2388.089       570116.531      569336.353      42643.064     192099793.510    -752664.181     -752664.181    190758259.819   190676362.484       1700.0          35095     
     9.800         81011.343       564084.635      -4905.277       -4905.277       534663.473      544468.777      42386.779     195313262.346    -1737111.599    -1737111.599   192667814.061   192253426.604       1748.3          35094     
     9.900         81112.342       530169.640       5658.052        5658.052       513515.638      527500.691      42449.903     194547352.208    -547349.190     -547349.190    192384900.240   192918777.034       1711.3          35107     
     10.000        80762.632       508777.885      -8110.746       -8110.746       499756.698      496156.546      42650.639     192068083.267    -1729576.723    -1729576.723   193943836.450   191276383.136       1750.6          35267     
     10.100        81031.542       539715.250      -3384.567       -3384.567       544412.871      538679.493      42577.414     194151841.395    -2357836.160    -2357836.160   191833629.652   190634899.363       1693.3          35192     
     10.200        81051.742       546922.075      -6147.695       -6147.695       561008.747      547817.716      42491.565     192664726.844    -991472.800     -991472.800    192309662.707   191495721.976       1713.5          35421     
     10.300        80905.294       530781.041       7443.289        7443.289       549857.182      547762.401      42553.427     191094671.284    -451461.276     -451461.276    192381213.766   191286481.249       1759.6          35580     
     10.400        80925.493       535972.546       3328.749        3328.749       545984.194      544307.119      42566.052     191642830.440    -701448.268     -701448.268    191918502.980   191079218.442       1729.2          35779     
     10.500        80880.044       544720.253      -7829.136       -7829.136       537702.229      533382.106      42712.501     191899627.194    -210535.686     -210535.686    191458264.131   191468409.977       1701.1          36069     
     10.600        80837.119       538545.897      -3996.492       -3996.492       541362.391      535957.652      42673.364     193257974.250    -193190.055     -193190.055    192867895.987   192869745.063       1716.9          36303     
     10.700        80808.082       544916.260       2597.277        2597.277       529565.589      539838.201      42731.438     194468621.632    -240085.281     -240085.281    191772391.990   192880421.531       1700.0          36655     
     10.800        80896.456       507997.840      11688.448       11688.448       509936.912      520655.824      42737.750     198970605.598    -988347.799     -988347.799    195356321.998   196175115.999       1675.3          36968     
     10.900        80919.181       529711.547      -10357.483      -10357.483      514920.672      511958.627      42740.275     199104931.792    -1837889.408    -1837889.408   197428135.772   196428644.374       1682.0          37150     
     11.000        81013.868       512675.131       2647.100        2647.100       484458.421      501213.876      42814.762     197797369.228    -1363646.606    -1363646.606   197351048.680   196210562.348       1623.6          37400     
     11.100        80824.494       504532.864      -3345.277       -3345.277       497556.670      497699.490      42886.724     197696666.428    -565499.554     -565499.554    196023962.177   196294814.749       1691.0          37607     
     11.200        81130.016       522159.490       -562.562        -562.562       493158.880      507096.623      42673.364     198642364.179    -109796.219     -109796.219    194521744.926   196472258.334       1656.2          37688     
     11.300        80839.644       511915.964       967.983         967.983        496564.812      505208.371      42833.700     195876340.702    -237589.567     -237589.567    193891105.515   194646133.541       1693.3          37960     
     11.400        84298.862      8504800.066      159173.157      159173.157     8230383.734     8526765.057      40573.846     185543868.425     144275.141      144275.141    185042039.496   185437229.101       1400.0          38254     
     11.500        83952.940      7924281.616      111587.493      111587.493     8237153.402     8192305.002      40809.931     188210987.179    -319478.909     -319478.909    184948761.865   186260395.613       1423.6          38549     
     11.600        83879.716      7856456.788      -8502.346       -8502.346      7639924.060     7739688.078      40953.855     188110290.308    -251499.860     -251499.860    185757684.918   186682487.753       1397.8          38949     
     11.700        86900.850      15737553.621     -2602.799       -2602.799      16261504.506    15996926.265     38938.923     180417759.648    -332208.664     -332208.664    178113963.444   178933652.882       1174.2          39346     
     11.800        86328.943      14467658.579     -8463.485       -8463.485      14411415.282    14431073.445     39424.981     179085430.728     419271.190      419271.190    176817068.209   178370520.659       1185.4          39727     
     11.900        86142.095      13745537.958     124835.202      124835.202     13617203.477    13806205.919     39632.029     177436025.311     -90375.535      -90375.535    175661201.540   176458237.891       1202.3          39944     
     12.000        85852.985      12224796.403     -29588.409      -29588.409     12263576.558    12214598.071     39836.553     177369603.882    -1150489.362    -1150489.362   177743512.357   176406068.758       1209.0          40104     
