    Timestep        gasArea         gasSigXX        gasSigXY        gasSigYX        gasSigYY        gasTrace        bulkArea       bulkSigXX       bulkSigXY       bulkSigYX       bulkSigYY       bulkTrace         Length          NDense    
     1.000         126905.313     58889910.261     -76699.757      -76699.757     59216981.992    58976746.369      2363.378      10370794.082     -43394.453      -43394.453     9979657.511     10131831.344       437.1            5248     
     1.100         118309.031     42191956.754     89180.363       89180.363      42633224.730    42501771.105      7818.589      44707463.431     17276.442       17276.442      42565987.954    43654002.134       1258.4           6370     
     1.200         114179.432     36156291.244     -17667.940      -17667.940     35581949.664    35851452.513     11431.831      71640638.029     709805.999      709805.999     70659084.282    71859667.155       1352.8          12129     
     1.300         103804.304     16614682.524     75426.510       75426.510      16598686.831    16682111.188     18280.829     114608677.398     406139.996      406139.996    114656845.466   115038901.428       2198.9          13665     
     1.400         105965.684     28849676.676     16283.515       16283.515      28668791.539    28775517.623     18225.280     129147988.290     593456.331      593456.331    129096952.243   129715926.598       1674.2          15475     
     1.500         99739.092      17133941.140     -69534.243      -69534.243     17200958.140    17097915.397     23066.922     165432091.392     14430.279       14430.279     163780823.125   164620887.538       1998.9          17196     
     1.600         97079.030      17542045.715     31823.787       31823.787      17734094.832    17669894.060     25859.546     190917052.468     33444.181       33444.181     191414162.258   191199051.544       1942.7          18973     
     1.700         91416.770      4801734.661      48660.411       48660.411      4886790.570     4892923.027      30710.025     220908327.028    1220709.163     1220709.163    224204410.593   223777077.973       2096.6          20301     
     1.800         89076.117      3342033.221      -19769.221      -19769.221     3321112.108     3311803.443      32804.493     237307384.579    2839453.109     2839453.109    241384346.286   242185318.542       2188.8          27392     
     1.900         87525.782      2271169.456       1348.951        1348.951      2232228.022     2253047.690      34672.976     244653971.047    2830254.375     2830254.375    246856075.693   248585277.745       2066.3          22697     
     2.000         85832.785      1452858.786      -3917.744       -3917.744      1421484.587     1433253.943      36186.699     248590968.367    2374041.992     2374041.992    248952061.248   251145556.800       2077.5          29549     
     2.100         84469.298      1078130.904       4935.816        4935.816      1084128.838     1086065.687      37649.923     247382451.934    2865461.118     2865461.118    251723598.279   252418486.225       2052.8          30486     
     2.200         83644.893       872042.496      13906.091       13906.091       869400.101      884627.389      38642.239     248763096.626    1777885.458     1777885.458    251844067.587   252081467.565       2012.4          30856     
     2.300         82980.824       764633.948       4292.725        4292.725       755293.290      764256.344      39327.770     250443001.748    1534363.650     1534363.650    251162044.819   252336886.934       2004.5          31056     
     2.400         82359.680       679382.729      12924.614       12924.614       683872.211      694552.084      40065.063     249860026.807    -434701.702     -434701.702    253246223.894   251118423.648       1965.2          31457     
     2.500         81681.724       629239.534       6583.004        6583.004       609643.091      626024.316      40519.559     247309413.330    -1960231.597    -1960231.597   247061447.196   245225198.666       2027.0          31862     
     2.600         81603.450       635745.319      -1050.147       -1050.147       608014.767      620829.896      40448.859     242899703.055    -1096534.730    -1096534.730   243023349.385   241864991.490       2069.7          31788     
     2.700         81468.363       639890.857      -4068.729       -4068.729       626548.564      629150.982      40612.983     241183706.341    -308695.724     -308695.724    239050317.866   239808316.380       2052.8          31790     
     2.800         81435.539       640702.573       5373.278        5373.278       634683.248      643066.188      40806.143     239685887.143    -425790.503     -425790.503    236775219.492   237804762.815       2024.7          31934     
