    Timestep        gasArea         gasSigXX        gasSigXY        gasSigYX        gasSigYY        gasTrace        bulkArea       bulkSigXX       bulkSigXY       bulkSigYX       bulkSigYY       bulkTrace         Length          NDense    
     0.800         126583.379     45412569.117     239408.511      239408.511     45104353.290    45497869.714      2302.778      10097919.034     28212.718       28212.718      10055061.579    10104703.024       539.3            5499     
     0.900         126195.795     59219188.935     448595.570      448595.570     59848834.487    59982607.281      2981.997      14998701.215     482214.489      482214.489     14803144.122    15383137.158       428.1            6677     
     1.000         118021.184     33796942.189     131754.114      131754.114     34172397.591    34116424.004      8805.855      61209588.373    -133089.047     -133089.047     60580121.838    60761766.059       1018.0           8158     
     1.100         115756.280     41299763.092     120620.516      120620.516     41001089.722    41271046.923     10868.761      83999881.154    -510796.029     -510796.029     82506523.445    82742406.271       1069.7           9850     
     1.200         111914.529     47463953.396    -366633.860     -366633.860     47573876.448    47152281.062     13697.997     112656530.304    -348623.406     -348623.406    112464228.904   112211756.198       1360.7          11693     
     1.300         103063.224     19653224.949     130645.889      130645.889     19442162.153    19678339.440     20500.283     176789465.630     654224.668      654224.668    175004985.488   176551450.227       1795.5          13344     
     1.400         100987.693     20979913.616     109581.598      109581.598     20800960.068    21000018.440     23080.809     210399870.357     865323.087      865323.087    208747815.681   210439166.106       1649.5          15060     
     1.500         93665.262      5142148.609      -28562.504      -28562.504     5171978.898     5128501.249      28566.320     254886994.650    1074987.768     1074987.768    254344800.669   255690885.427       2087.7          16734     
     1.600         91731.130      3342318.223      -40120.170      -40120.170     3334074.731     3298076.307      30814.812     285239283.205    1516083.354     1516083.354    284763397.094   286517423.503       1979.8          18142     
     1.700         92800.457      14753109.018    -131525.951     -131525.951     13963645.446    14226851.281     30932.223     294941739.283    4117739.087     4117739.087    297724243.867   300450730.662       1684.3          19482     
     1.800         90209.832      14207517.761    -131858.286     -131858.286     13591497.610    13767649.399     33146.628     306693866.343    -998909.097     -998909.097    307062391.420   305879219.784       1762.9          33203     
     1.900         88476.435      13876455.360     -69114.196      -69114.196     13418997.119    13578612.044     34751.250     314999817.206    -397637.285     -397637.285    308442591.843   311323567.240       1795.5          34632     
     2.000         87100.323      12001016.485     361185.933      361185.933     11968003.177    12345695.764     36176.599     310264464.730    -2961357.125    -2961357.125   305150587.890   304746169.185       1761.8          57822     
     2.100         86196.382      9205124.489      213490.681      213490.681     9349860.008     9490982.929      37083.066     305795669.422    -1313146.092    -1313146.092   298552468.979   300860923.109       1771.9          59316     
     2.200         85798.698      6597187.830      86778.469       86778.469      6606863.219     6688803.994      37699.160     297292337.901    1047687.974     1047687.974    295540469.608   297464091.729       1718.0          60317     
     2.300         85236.891      4661623.580      52850.243       52850.243      4736801.676     4752062.871      38093.056     293695719.971    -2170990.508    -2170990.508   293583128.386   291468433.670       1752.8          61265     
     2.400         84815.219      3056741.638      -15834.426      -15834.426     2977424.486     3001248.636      38510.940     295261591.890    -2124352.096    -2124352.096   292044087.008   291528487.353       1736.0          61947     
     2.500         83562.831       722767.878       322.165         322.165        729862.816      726637.512      39317.670     297926463.815    -2497532.314    -2497532.314   295619030.518   294275214.852       1858.4          64090     
     2.600         83830.479       698711.104       3799.749        3799.749       657781.402      682046.002      39625.717     303048251.552    -1588762.150    -1588762.150   304172704.410   302021715.831       1720.2          46205     
     2.700         83588.081       688638.649      -6649.634       -6649.634       667564.285      671451.832      39740.603     301613107.887    -571275.457     -571275.457    302177966.552   301324261.763       1752.8          46696     
     2.800         83504.757       653496.776       849.705         849.705        630953.637      643074.912      39830.240     301864281.480    -2274521.785    -2274521.785   300325713.344   298820475.627       1748.3          47448     
     2.900         83807.754       677530.966      -25989.019      -25989.019      682050.651      653801.789      39635.817     303078965.364     263069.461      263069.461    302960143.047   303282623.666       1723.6          67009     
     3.000         83647.418       647347.525      -7383.089       -7383.089       668173.394      650377.370      39837.815     301888931.540    -1442679.061    -1442679.061   306789827.512   302896700.465       1704.5          48832     
     3.100         83405.020       659509.344       2454.218        2454.218       647574.389      655996.084      39851.702     297768578.902     531429.888      531429.888    300455867.867   299643653.272       1791.0          49459     
     3.200         83566.619       668362.826      -9189.155       -9189.155       680212.734      665098.625      39977.951     300926435.690     211603.202      211603.202    302649889.844   301999765.969       1716.9          50167     
     3.300         83353.258       632912.247       217.269         217.269        630192.628      631769.707      39903.464     301886030.359    -690409.089     -690409.089    295884515.552   298194863.866       1784.3          70377     
