        tauB               sizeBin             clust_size           bulk_area            bulk_ndens         bulk_ndens_std          int_area            int_ndens          int_ndens_std           bub_area            bub_ndens          bub_ndens_std           gas_area            gas_ndens          gas_ndens_std    
        0.00               5.016308              36746             7045.736866            1.554415             0.115627           20659.107026           1.300540             0.432513             0.000000             0.000000             0.000000           37745.018926           0.322692             0.072224      
        0.10               5.016308              36315             6290.836488            1.852695             0.123154           18344.079198           1.408302             0.666492             0.000000             0.000000             0.000000           40814.947132           0.306530             0.115781      
        0.20               5.016308              37016             5988.876336            2.005051             0.118914           18318.915852           1.421209             0.686571             0.000000             0.000000             0.000000           41142.070630           0.290627             0.118239      
        0.30               5.016308              37506             6542.469947            1.997105             0.124779           17916.302317           1.421108             0.658965             0.000000             0.000000             0.000000           40991.090554           0.279890             0.113957      
        0.40               5.016308              37964             6970.246828            1.963345             0.126275           18495.059274           1.376854             0.648500             0.000000             0.000000             0.000000           39984.556716           0.271355             0.110369      
        0.50               5.016308              38328             7297.370326            1.924666             0.125781           19375.776382           1.325779             0.647778             0.000000             0.000000             0.000000           38776.716110           0.264772             0.107987      
        0.60               5.016308              38514             8152.924088            1.881534             0.117891           18595.712658           1.320842             0.612961             0.000000             0.000000             0.000000           38701.226072           0.260922             0.106076      
        0.70               5.016308              38558             9738.214883            1.845615             0.119263           17312.382014           1.272557             0.599267             0.000000             0.000000             0.000000           38399.265921           0.260317             0.106296      
        0.80               5.016308              38595             10518.278607           1.816932             0.108054           16230.358138           1.281611             0.567582            830.390416            0.284204             0.139434           37870.835656           0.260147             0.109552      
        0.90               5.016308              38666             11524.812445           1.785712             0.101608           15601.274490           1.244706             0.561186            327.123497            0.314866             0.122202           37996.652386           0.260497             0.108303      
        1.00               5.016308              38528             12430.692900           1.760240             0.090049           15274.150992           1.191294             0.565405             0.000000             0.000000             0.000000           37745.018926           0.262896             0.112557      
        1.10               5.016308              38572             12128.732748           1.742969             0.083588           15852.907949           1.195049             0.558734           1333.657335            0.253438             0.140922           36134.564785           0.265037             0.112598      
