        tauB               sizeBin             clust_size           bulk_area            bulk_ndens         bulk_ndens_std          int_area            int_ndens          int_ndens_std           bub_area            bub_ndens          bub_ndens_std           gas_area            gas_ndens          gas_ndens_std    
        0.00               5.016308              40303             7750.310553            1.618258             0.090689           21489.497442           1.330790             0.474071             0.000000             0.000000             0.000000           36210.054823           0.244683             0.071626      
        0.10               5.016308              39657             6743.776715            2.002587             0.128587           19350.613036           1.427500             0.750597             0.000000             0.000000             0.000000           39355.473067           0.225432             0.100117      
        0.20               5.016308              40642             6441.816563            2.119433             0.100670           18646.039350           1.497101             0.734152             0.000000             0.000000             0.000000           40362.006905           0.208909             0.098190      
        0.30               5.016308              41152             6743.776715            2.096155             0.108474           19275.122998           1.453687             0.724844             0.000000             0.000000             0.000000           39430.963105           0.198930             0.093245      
        0.40               5.016308              41463             7272.206980            2.049447             0.120493           18444.732582           1.486603             0.659728             0.000000             0.000000             0.000000           39732.923256           0.193190             0.092402      
        0.50               5.016308              41513             7800.637245            2.009964             0.119895           18167.935777           1.471934             0.626368             0.000000             0.000000             0.000000           39481.289797           0.191964             0.090656      
        0.60               5.016308              41404             8857.497775            1.969969             0.124490           17564.015474           1.426952             0.616017             0.000000             0.000000             0.000000           39028.349570           0.191861             0.089137      
        0.70               5.016308              41300             10316.971840           1.934192             0.120994           15500.621106           1.433620             0.566255             0.000000             0.000000             0.000000           39632.269873           0.197390             0.095462      
        0.80               5.016308              41044             11097.035564           1.899787             0.120212           14921.864149           1.401366             0.563761             0.000000             0.000000             0.000000           39430.963105           0.203064             0.100126      
        0.90               5.016308              40943             11851.935943           1.874124             0.117179           15123.170916           1.310439             0.589178             0.000000             0.000000             0.000000           38474.755959           0.207149             0.097131      
        1.00               5.016308              40429             12204.222786           1.850179             0.115089           15349.641030           1.259899             0.594747           1207.840606            0.201185             0.090114           36688.158396           0.213638             0.101729      
        1.10               5.016308              40267             12732.653051           1.827585             0.106146           14494.087268           1.258237             0.578607            503.266919            0.242416             0.093959           37719.855580           0.221926             0.104142      
        1.20               5.016308              39881             12430.692900           1.814300             0.098093           16079.378063           1.180021             0.616573             0.000000             0.000000             0.000000           36939.791856           0.229373             0.108519      
        1.30               5.016308              39594             12808.143089           1.806039             0.093999           13286.246662           1.304206             0.537560           1006.533838            0.252351             0.122343           38348.939229           0.242145             0.118413      
        1.40               5.016308              39100             12581.672975           1.796502             0.088288           15802.581257           1.157343             0.601998           2013.067676            0.228010             0.102239           35052.540910           0.246744             0.115988      
