        tauB               sizeBin             clust_size           bulk_area            bulk_ndens         bulk_ndens_std          int_area            int_ndens          int_ndens_std           bub_area            bub_ndens          bub_ndens_std           gas_area            gas_ndens          gas_ndens_std    
        0.00               5.016308              43096             9360.764694            1.686187             0.041882           20633.943680           1.352092             0.527950             0.000000             0.000000             0.000000           35455.154445           0.178169             0.067391      
        0.10               5.016308              43275             7070.900212            2.206791             0.072297           17438.198744           1.607161             0.784029             0.000000             0.000000             0.000000           40940.763862           0.155591             0.083741      
        0.20               5.016308              43712             6970.246828            2.251283             0.061484           17639.505512           1.617562             0.756636             0.000000             0.000000             0.000000           40840.110478           0.141405             0.077499      
        0.30               5.016308              44134             7247.043634            2.187789             0.068522           18042.119047           1.597318             0.718834             0.000000             0.000000             0.000000           40160.700138           0.132617             0.076568      
        0.40               5.016308              44354             7876.127283            2.130489             0.102505           18067.282393           1.560666             0.687207             0.000000             0.000000             0.000000           39506.453143           0.127144             0.074101      
        0.50               5.016308              44451             8731.681045            2.076691             0.118785           17916.302317           1.504886             0.681785             0.000000             0.000000             0.000000           38801.879456           0.126411             0.072573      
        0.60               5.016308              44525             10115.665072           2.023199             0.128097           16607.808328           1.481713             0.646845             0.000000             0.000000             0.000000           38726.389418           0.127200             0.072985      
        0.70               5.016308              44488             11977.752673           1.975162             0.127552           15248.987646           1.403044             0.650202             0.000000             0.000000             0.000000           38223.122499           0.129424             0.072888      
        0.80               5.016308              44418             13084.939894           1.932298             0.114995           15324.477684           1.296814             0.674584             0.000000             0.000000             0.000000           37040.445240           0.130749             0.074384      
        0.90               5.016308              44262             14368.270538           1.891877             0.117036           13412.063392           1.312699             0.629025             0.000000             0.000000             0.000000           37669.528888           0.138335             0.079120      
        1.00               5.016308              44027             14418.597230           1.864745             0.104954           13890.166965           1.283498             0.633003             0.000000             0.000000             0.000000           37141.098623           0.142295             0.079960      
        1.10               5.016308              43744             15123.170916           1.838768             0.101238           12581.672975           1.312306             0.597626             0.000000             0.000000             0.000000           37745.018926           0.150510             0.082911      
        1.20               5.016308              43521             14645.067343           1.823481             0.100893           13789.513581           1.275244             0.624136           1660.780833            0.159563             0.078722           35354.501061           0.154012             0.081569      
        1.30               5.016308              43221             14594.740652           1.815174             0.100956           13688.860197           1.279654             0.622914            855.553762            0.129741             0.082525           36310.708207           0.161936             0.087026      
        1.40               5.016308              43096             14846.374111           1.807714             0.092456           13563.043468           1.257609             0.624902             0.000000             0.000000             0.000000           37040.445240           0.164820             0.081461      
        1.50               5.016308              42833             14468.923922           1.805801             0.088377           13563.043468           1.283488             0.622283             0.000000             0.000000             0.000000           37417.895429           0.172752             0.088826      
        1.60               5.016308              42661             14343.107192           1.806443             0.086129           13814.676927           1.265176             0.632387             0.000000             0.000000             0.000000           37292.078699           0.177303             0.088936      
        1.70               5.016308              42424             14317.943846           1.805567             0.080172           13663.696851           1.269129             0.626781             0.000000             0.000000             0.000000           37468.222121           0.181674             0.094359      
        1.80               5.016308              42303             13965.657003           1.807792             0.074961           14846.374111           1.211878             0.653937           1862.087600            0.196554             0.105728           34775.744104           0.183893             0.093420      
        1.90               5.016308              41997             14116.637078           1.808929             0.075894           13210.756624           1.300607             0.603884             0.000000             0.000000             0.000000           38122.469116           0.191016             0.094045      
        2.00               5.016308              41917             13865.003619           1.817381             0.075831           13714.023543           1.274389             0.623578             0.000000             0.000000             0.000000           37870.835656           0.193421             0.094928      
        2.10               5.016308              41802             13789.513581           1.820514             0.082195           14041.147041           1.250824             0.642746             0.000000             0.000000             0.000000           37619.202197           0.194927             0.092425      
        2.20               5.016308              41882             13613.370159           1.822326             0.080371           14343.107192           1.248265             0.641753             0.000000             0.000000             0.000000           37493.385467           0.194381             0.091671      
        2.30               5.016308              41700             13714.023543           1.825577             0.080960           13361.736700           1.300205             0.611266             0.000000             0.000000             0.000000           38374.102575           0.197816             0.097169      
        2.40               5.016308              41658             12959.123165           1.835387             0.086315           14544.413960           1.285098             0.626550             0.000000             0.000000             0.000000           37946.325694           0.198280             0.092000      
        2.50               5.016308              41556             13361.736700           1.838084             0.084771           14192.127116           1.259008             0.639548             0.000000             0.000000             0.000000           37895.999002           0.199810             0.094228      
