        tauB               sizeBin             clust_size           bulk_area            bulk_ndens         bulk_ndens_std          int_area            int_ndens          int_ndens_std           bub_area            bub_ndens          bub_ndens_std           gas_area            gas_ndens          gas_ndens_std    
        0.00               5.016308              42321             8731.681045            1.668064             0.043448           21086.883907           1.347378             0.507145             0.000000             0.000000             0.000000           35631.297866           0.197102             0.069643      
        0.10               5.016308              42458             7045.736866            2.139592             0.091359           17614.342166           1.575250             0.772100             0.000000             0.000000             0.000000           40789.783786           0.175975             0.089157      
        0.20               5.016308              42902             6945.083482            2.204437             0.072665           17639.505512           1.593979             0.745756             0.000000             0.000000             0.000000           40865.273824           0.160846             0.086124      
        0.30               5.016308              43222             7096.063558            2.155702             0.079273           18167.935777           1.570734             0.710829             0.000000             0.000000             0.000000           40185.863484           0.153437             0.083682      
        0.40               5.016308              43470             7825.800591            2.096143             0.108563           18042.119047           1.535019             0.680172             0.000000             0.000000             0.000000           39581.943181           0.149083             0.081697      
        0.50               5.016308              43620             8681.354353            2.045073             0.113773           17689.832203           1.496962             0.659368             0.000000             0.000000             0.000000           39078.676262           0.147523             0.078595      
        0.60               5.016308              43635             10392.461878           1.992213             0.116199           16733.625057           1.413262             0.659312             0.000000             0.000000             0.000000           38323.775883           0.147350             0.080845      
        0.70               5.016308              43613             10518.278607           1.950890             0.116699           17211.728630           1.388820             0.655996             0.000000             0.000000             0.000000           37719.855580           0.147827             0.080103      
        0.80               5.016308              43573             12808.143089           1.919560             0.110978           14569.577306           1.346436             0.626513             0.000000             0.000000             0.000000           38072.142424           0.152264             0.083265      
        0.90               5.016308              43374             14393.433884           1.882595             0.106832           12631.999667           1.330431             0.594650             0.000000             0.000000             0.000000           38424.429267           0.158675             0.084458      
        1.00               5.016308              43143             14519.250614           1.856088             0.103317           13059.776548           1.290451             0.598744             0.000000             0.000000             0.000000           37870.835656           0.163662             0.087613      
        1.10               5.016308              42843             14443.760576           1.832418             0.097458           13688.860197           1.256569             0.619660             0.000000             0.000000             0.000000           37317.242045           0.169680             0.090648      
        1.20               5.016308              42675             14695.394035           1.814514             0.094484           12707.489705           1.304034             0.583607             0.000000             0.000000             0.000000           38046.979078           0.177780             0.093081      
        1.30               5.016308              42238             14720.557381           1.800815             0.090056           12833.306435           1.282678             0.584099             0.000000             0.000000             0.000000           37895.999002           0.185508             0.093329      
        1.40               5.016308              41907             14267.617154           1.790628             0.085996           14141.800424           1.220637             0.617142             0.000000             0.000000             0.000000           37040.445240           0.194112             0.096593      
        1.50               5.016308              41569             13990.820349           1.783098             0.080076           16180.031446           1.106982             0.671034            553.593611            0.238442             0.133428           34725.417412           0.201869             0.101664      
        1.60               5.016308              41335             13839.840273           1.785064             0.082029           15550.947798           1.154721             0.653167             0.000000             0.000000             0.000000           36059.074748           0.203499             0.092836      
        1.70               5.016308              41232             14015.983695           1.787317             0.081760           13915.330311           1.228070             0.622204             0.000000             0.000000             0.000000           37518.548813           0.209496             0.097382      
        1.80               5.016308              41125             13714.023543           1.788388             0.080008           14066.310387           1.243183             0.621122            528.430265            0.238442             0.122641           37141.098623           0.211652             0.101330      
        1.90               5.016308              40971             13663.696851           1.793219             0.080800           14217.290462           1.230474             0.624173             0.000000             0.000000             0.000000           37568.875505           0.213049             0.098190      
        2.00               5.016308              40960             13739.186889           1.797195             0.080650           14292.780500           1.210191             0.632062             0.000000             0.000000             0.000000           37417.895429           0.214095             0.095353      
        2.10               5.016308              40793             13462.390084           1.800795             0.081593           13739.186889           1.267324             0.600137             0.000000             0.000000             0.000000           38248.285845           0.218180             0.101133      
        2.20               5.016308              40743             13764.350235           1.801320             0.081142           13235.919970           1.266705             0.591848             0.000000             0.000000             0.000000           38449.592613           0.219508             0.101955      
        2.30               5.016308              40567             13286.246662           1.805551             0.081114           13865.003619           1.261305             0.601512             0.000000             0.000000             0.000000           38298.612537           0.222541             0.102663      
        2.40               5.016308              40443             13084.939894           1.812695             0.085648           13965.657003           1.265819             0.611187             0.000000             0.000000             0.000000           38399.265921           0.224041             0.100547      
        2.50               5.016308              40434             13034.613203           1.815244             0.084305           13814.676927           1.276686             0.616118             0.000000             0.000000             0.000000           38600.572689           0.225437             0.100229      
        2.60               5.016308              40310             13084.939894           1.817815             0.090512           14116.637078           1.243285             0.625423             0.000000             0.000000             0.000000           38248.285845           0.226494             0.102782      
        2.70               5.016308              40215             13613.370159           1.817258             0.088501           12732.653051           1.281979             0.600765             0.000000             0.000000             0.000000           39103.839608           0.228571             0.103025      
        2.80               5.016308              40230             13311.410008           1.815660             0.091127           14015.983695           1.225101             0.624261             0.000000             0.000000             0.000000           38122.469116           0.227163             0.101269      
        2.90               5.016308              40315             13185.593278           1.811068             0.081507           13613.370159           1.271764             0.610457             0.000000             0.000000             0.000000           38650.899381           0.227860             0.101896      
        3.00               5.016308              40221             12959.123165           1.810848             0.088645           14292.780500           1.241116             0.626508             0.000000             0.000000             0.000000           38197.959153           0.230222             0.102736      
        3.10               5.016308              40193             13084.939894           1.810478             0.083146           14116.637078           1.234572             0.627127             0.000000             0.000000             0.000000           38248.285845           0.232220             0.104622      
        3.20               5.016308              40106             12808.143089           1.811972             0.082368           14192.127116           1.256260             0.611891             0.000000             0.000000             0.000000           38449.592613           0.233110             0.104944      
        3.30               5.016308              40014             12531.346284           1.811298             0.080185           15148.334262           1.221520             0.626021             0.000000             0.000000             0.000000           37770.182272           0.232935             0.103052      
        3.40               5.016308              39935             12531.346284           1.810260             0.084605           14972.190841           1.225539             0.628752             0.000000             0.000000             0.000000           37946.325694           0.236281             0.103180      
        3.50               5.016308              39860             12581.672975           1.808821             0.079934           14418.597230           1.253867             0.606075             0.000000             0.000000             0.000000           38449.592613           0.238312             0.106486      
        3.60               5.016308              39543             12204.222786           1.812324             0.077068           14468.923922           1.274317             0.604675             0.000000             0.000000             0.000000           38776.716110           0.243548             0.110316      
        3.70               5.016308              39430             12002.916019           1.821057             0.087363           15123.170916           1.240613             0.622713             0.000000             0.000000             0.000000           38323.775883           0.244757             0.104403      
        3.80               5.016308              39464             12179.059440           1.821816             0.089522           15098.007571           1.221088             0.633949             0.000000             0.000000             0.000000           38172.795807           0.245620             0.106214      
        3.90               5.016308              39591             12153.896094           1.820568             0.090518           14745.720727           1.245785             0.630848             0.000000             0.000000             0.000000           38550.245997           0.246509             0.106516      
        4.00               5.016308              39558             12053.242710           1.827143             0.090984           14997.354187           1.240619             0.632875             0.000000             0.000000             0.000000           38399.265921           0.244041             0.103729      
        4.10               5.016308              39590             12455.856246           1.828618             0.092104           14594.740652           1.227017             0.639775             0.000000             0.000000             0.000000           38399.265921           0.242583             0.104146      
        4.20               5.016308              39794             12581.672975           1.826148             0.089090           15072.844225           1.192874             0.653739            578.756957            0.253993             0.114064           37216.588661           0.239060             0.102321      
        4.30               5.016308              39992             12808.143089           1.820014             0.091463           14393.433884           1.227990             0.634723             0.000000             0.000000             0.000000           38248.285845           0.235671             0.101833      
        4.40               5.016308              40065             12984.286511           1.819199             0.084797           13990.820349           1.237025             0.631340             0.000000             0.000000             0.000000           38474.755959           0.235791             0.105712      
        4.50               5.016308              40033             13009.449857           1.817064             0.083005           15123.170916           1.167745             0.654424             0.000000             0.000000             0.000000           37317.242045           0.233163             0.103055      
        4.60               5.016308              40103             12808.143089           1.810567             0.084539           15198.660954           1.193526             0.645164             0.000000             0.000000             0.000000           37443.058775           0.231552             0.100283      
        4.70               5.016308              40147             12933.959819           1.807258             0.083739           14217.290462           1.249535             0.612006             0.000000             0.000000             0.000000           38298.612537           0.231340             0.101994      
        4.80               5.016308              40227             13034.613203           1.802892             0.082940           14670.230689           1.213546             0.625214             0.000000             0.000000             0.000000           37745.018926           0.230415             0.104126      
        4.90               5.016308              39989             12808.143089           1.799871             0.083497           15148.334262           1.201782             0.629760             0.000000             0.000000             0.000000           37493.385467           0.233161             0.101395      
        5.00               5.016308              39943             13059.776548           1.798040             0.084310           13940.493657           1.253327             0.590000             0.000000             0.000000             0.000000           38449.592613           0.235269             0.100696      
        5.10               5.016308              39717             12782.979743           1.800363             0.077446           13865.003619           1.272629             0.582072             0.000000             0.000000             0.000000           38801.879456           0.240736             0.106795      
        5.20               5.016308              39527             12581.672975           1.803735             0.081263           13563.043468           1.300888             0.569860             0.000000             0.000000             0.000000           39305.146375           0.245820             0.113593      
        5.30               5.016308              39474             12355.202862           1.808388             0.085123           14645.067343           1.240486             0.613589             0.000000             0.000000             0.000000           38449.592613           0.246817             0.109336      
        5.40               5.016308              39344             12757.816397           1.808538             0.087799           14645.067343           1.196102             0.629815             0.000000             0.000000             0.000000           38046.979078           0.247326             0.104307      
        5.50               5.016308              39476             12657.163013           1.809726             0.077985           14695.394035           1.207861             0.629475             0.000000             0.000000             0.000000           38097.305770           0.245267             0.105298      
        5.60               5.016308              39546             12430.692900           1.818724             0.083765           14015.983695           1.269907             0.612144             0.000000             0.000000             0.000000           39003.186224           0.245954             0.103441      
        5.70               5.016308              39469             12732.653051           1.824522             0.078988           13865.003619           1.247674             0.617634             0.000000             0.000000             0.000000           38852.206148           0.243744             0.105301      
        5.80               5.016308              39522             12002.916019           1.827306             0.082683           15047.680879           1.245574             0.628977             0.000000             0.000000             0.000000           38399.265921           0.242817             0.104628      
        5.90               5.016308              39575             12707.489705           1.824278             0.079036           13613.370159           1.273748             0.606816             0.000000             0.000000             0.000000           39129.002954           0.242224             0.100283      
        6.00               5.016308              39711             13210.756624           1.817080             0.076765           13135.266586           1.262251             0.611608             0.000000             0.000000             0.000000           39103.839608           0.240769             0.106801      
        6.10               5.016308              39936             12984.286511           1.809803             0.079944           14116.637078           1.234784             0.623892             0.000000             0.000000             0.000000           38348.939229           0.236512             0.102843      
        6.20               5.016308              39878             12481.019592           1.814115             0.072328           14720.557381           1.244926             0.631035             0.000000             0.000000             0.000000           38248.285845           0.236141             0.102779      
        6.30               5.016308              40072             12908.796473           1.814267             0.073194           14443.760576           1.221358             0.643327             0.000000             0.000000             0.000000           38097.305770           0.234636             0.105406      
        6.40               5.016308              40176             12984.286511           1.807107             0.070341           14619.903997           1.218955             0.637578             0.000000             0.000000             0.000000           37845.672310           0.230277             0.102889      
        6.50               5.016308              40331             13361.736700           1.796997             0.079306           14519.250614           1.199649             0.635014             0.000000             0.000000             0.000000           37568.875505           0.228141             0.103662      
        6.60               5.016308              40429             13361.736700           1.797895             0.080911           13890.166965           1.247789             0.606842             0.000000             0.000000             0.000000           38197.959153           0.226321             0.099373      
        6.70               5.016308              40309             12959.123165           1.801356             0.079588           14594.740652           1.232225             0.613386             0.000000             0.000000             0.000000           37895.999002           0.228837             0.105551      
        6.80               5.016308              40107             12707.489705           1.808304             0.075324           14519.250614           1.250547             0.601600             0.000000             0.000000             0.000000           38223.122499           0.231902             0.106107      
        6.90               5.016308              40006             12330.039516           1.813214             0.076139           15299.314338           1.227114             0.616146             0.000000             0.000000             0.000000           37820.508964           0.234502             0.098813      
        7.00               5.016308              39697             12153.896094           1.811847             0.075572           15072.844225           1.246878             0.607803             0.000000             0.000000             0.000000           38223.122499           0.240300             0.105374      
        7.10               5.016308              39643             12304.876170           1.818222             0.075502           14418.597230           1.263507             0.599647             0.000000             0.000000             0.000000           38726.389418           0.242961             0.108657      
        7.20               5.016308              39625             12153.896094           1.818182             0.087662           15399.967722           1.218444             0.624257             0.000000             0.000000             0.000000           37895.999002           0.241134             0.099691      
        7.30               5.016308              39612             12506.182938           1.815342             0.082273           14192.127116           1.262038             0.602919             0.000000             0.000000             0.000000           38751.552764           0.242210             0.103532      
        7.40               5.016308              39549             12682.326359           1.807555             0.086175           14569.577306           1.216439             0.634772             0.000000             0.000000             0.000000           38197.959153           0.244856             0.108193      
        7.50               5.016308              39709             12732.653051           1.802609             0.084404           14418.597230           1.233130             0.625683             0.000000             0.000000             0.000000           38298.612537           0.241993             0.105192      
        7.60               5.016308              39686             12606.836321           1.802911             0.082753           14468.923922           1.248400             0.609624             0.000000             0.000000             0.000000           38374.102575           0.239953             0.100997      
        7.70               5.016308              39651             12732.653051           1.805987             0.085002           13764.350235           1.271473             0.601856             0.000000             0.000000             0.000000           38952.859532           0.243987             0.106127      
        7.80               5.016308              39514             12531.346284           1.811697             0.083539           14292.780500           1.251121             0.608628             0.000000             0.000000             0.000000           38625.736035           0.243749             0.104232      
        7.90               5.016308              39416             12481.019592           1.815076             0.086338           13965.657003           1.269256             0.604488             0.000000             0.000000             0.000000           39003.186224           0.246647             0.106586      
        8.00               5.016308              39437             12657.163013           1.818259             0.087982           14166.963770           1.233574             0.623636             0.000000             0.000000             0.000000           38625.736035           0.246209             0.102980      
        8.10               5.016308              39499             12556.509629           1.816827             0.088222           14443.760576           1.234097             0.620408             0.000000             0.000000             0.000000           38449.592613           0.243488             0.104707      
        8.20               5.016308              39588             12808.143089           1.811582             0.087818           14393.433884           1.216388             0.628961             0.000000             0.000000             0.000000           38248.285845           0.242861             0.104609      
        8.30               5.016308              39739             12405.529554           1.810564             0.091289           15072.844225           1.219013             0.635803             0.000000             0.000000             0.000000           37971.489040           0.241365             0.104021      
        8.40               5.016308              39737             12556.509629           1.804881             0.083846           15098.007571           1.215525             0.626095             0.000000             0.000000             0.000000           37795.345618           0.237728             0.103665      
        8.50               5.016308              39760             12481.019592           1.800814             0.081556           15349.641030           1.209605             0.632875            805.227070            0.267005             0.133380           36813.975126           0.237464             0.108946      
        8.60               5.016308              39791             12606.836321           1.804259             0.082638           15047.680879           1.213941             0.623147             0.000000             0.000000             0.000000           37795.345618           0.237781             0.102081      
