      tauB          sizeBin        clust_size        int_id          bub_id            Na              Nb            radius        radius_err        sa_ext          sa_int        edge_width    edge_width_err       NBin     
      0.00          5.016308         42321             1               1             14094           14318         94.163168        1.022890       611.258488      375.212989      38.307057        4.093244          838      
      0.10          5.016308         42458             1               1             13634           14113         85.376126        1.568783       554.078542      324.154240      34.898640        2.490581          700      
      0.20          5.016308         42902             1               1             13717           14400         85.188551        1.421556       559.408764      322.952898      35.031979        2.458923          701      
      0.30          5.016308         43222             1               1             13856           14681         86.373853        1.764298       571.995869      326.920292      35.730191        3.042776          722      
      0.40          5.016308         43470             2               2             13369           14326         87.448111        1.678048       576.223470      346.963083      34.313600        3.774806          717      
      0.50          5.016308         43620             1               1             12730           13751         88.183168        1.861706       586.060453      364.394878      32.374973        4.246564          703      
      0.60          5.016308         43635             3               3             11272           12377         89.515881        2.189240       591.933500      408.085613      28.670290        5.221190          665      
      0.70          5.016308         43613             2               2             11390           12514         90.572022        2.858939       605.957129      422.902823      29.243045        7.353474          684      
      0.80          5.016308         43573             1               1              9242           10375         78.056111       28.161132       539.221686      456.667578      10.895661       31.455844          579      
      0.90          5.016308         43374             1               1              7887            8919         89.396424        2.150023       595.249200      464.680185      18.497595        3.794634          502      
      1.00          5.016308         43143             1               1              7926            8927         90.318405        2.680628       597.562903      466.906451      19.140414        4.373993          519      
      1.10          5.016308         42843             2               2              8108            9093         91.149389        3.401084       625.853445      472.872209      20.101889        5.878940          544      
      1.20          5.016308         42675             2               2              7776            8795         90.098363        2.579960       599.708166      472.042593      18.447114        4.865142          505      
      1.30          5.016308         42238             1               1              7742            8719         90.220669        2.795228       607.679200      472.554489      18.598738        4.748672          510      
      1.40          5.016308         41907             2               2              8171            9091         92.569019        5.937521       695.098956      467.896811      21.906234        8.430218          562      
      1.50          5.016308         41569             1               1              8479            9432         94.000525        8.395690       684.737606      464.322681      24.007051       11.739663          643      
      1.50          5.016308         41569             1               5               72              60           9.647893        0.723333       63.379924        0.000000        9.647893        0.723333           22      
      1.60          5.016308         41335             1               1              8527            9430         95.006518        8.817760       687.607145      465.866884      25.367448       12.251805          618      
      1.70          5.016308         41232             3               3              7987            9102         91.404613        4.490465       638.513320      468.878204      21.363050        7.379761          553      
      1.80          5.016308         41125             3               3              8158            9329         90.487369        2.896008       607.884313      464.906592      21.043260        5.885253          559      
      1.80          5.016308         41125             3               1               71              55           8.932502        1.601471       67.980272        0.000000        8.932502        1.601471           21      
      1.90          5.016308         40971             3               3              8080            9414         90.657205        2.683836       602.264291      464.848138      21.441871        6.068512          565      
      2.00          5.016308         40960             2               2              7900            9397         83.399929       20.297619       608.698533      467.656319      13.962690       23.679106          568      
      2.10          5.016308         40793             1               1              7972            9440         89.584486        3.216483       601.191128      466.339692      20.771896        6.755590          546      
      2.20          5.016308         40743             1               1              7669            9097         89.282736        3.789184       601.717557      465.788852      19.831606        7.518092          526      
      2.30          5.016308         40567             1               1              7977            9511         89.655883        2.680376       598.582492      460.166569      21.312610        6.696626          551      
      2.40          5.016308         40443             2               2              7977            9701         89.100728        3.142725       597.743693      455.727430      21.213505        7.451384          555      
      2.50          5.016308         40434             3               3              7922            9715         89.039236        2.611537       592.694233      453.134407      21.249564        6.764730          549      
      2.60          5.016308         40310             2               2              7890            9661         89.665439        4.018658       605.158653      452.241789      21.861656        8.171059          561      
      2.70          5.016308         40215             1               1              7260            9063         88.298369        3.349549       583.065604      457.632987      19.151363        7.157536          506      
      2.80          5.016308         40230             1               1              7634            9537         89.681751        3.177964       597.132934      462.099044      21.118733        7.549296          557      
      2.90          5.016308         40315             3               3              7651            9662         89.054396        3.990218       598.124679      462.403846      20.797761        8.900448          541      
      3.00          5.016308         40221             2               2              7847            9892         89.781546        4.146446       622.644630      453.092053      22.172470        8.573469          568      
      3.10          5.016308         40193             3               3              7730            9698         89.705008        4.425979       611.071745      467.800211      21.751369        9.016254          561      
      3.20          5.016308         40106             1               1              7911            9918         85.614203        7.880465       615.522960      461.870193      18.314154       12.343310          564      
