      tauB          sizeBin        clust_size        int_id          bub_id            Na              Nb            radius        radius_err        sa_ext          sa_int        edge_width    edge_width_err       NBin     
      0.00          5.016308         43621             1               1             14115           13889         94.378096        1.474571       611.070843      377.119855      36.153445        2.699244          811      
      0.10          5.016308         43861             1               1             13934           13908         84.611908        1.235019       549.211354      329.471603      33.576625        2.134213          677      
      0.20          5.016308         44370             1               1             14242           14283         85.260323        1.329490       557.076712      328.160493      34.459704        2.437504          695      
      0.30          5.016308         44757             1               1             14327           14492         86.559987        1.399745       565.968591      335.580724      34.720745        2.888678          711      
      0.40          5.016308         44969             1               1             13507           13682         86.803950        1.772030       568.810925      363.077411      31.505565        3.678009          675      
      0.50          5.016308         45020             1               1             12829           13072         87.665859        1.880231       571.401476      383.310702      29.688387        4.093180          659      
      0.60          5.016308         44982             1               1             12074           12256         88.543295        2.262629       589.348346      416.449305      27.615496        5.689784          641      
      0.70          5.016308         44936             1               1             10340           10559         90.632052        2.666881       603.189281      449.167787      24.526714        5.520801          612      
      0.80          5.016308         44807             2               2              9934           10152         90.579673        2.175993       596.981707      457.568963      22.989559        4.918412          593      
      0.90          5.016308         44670             1               1              9125            9432         93.834324        7.190018       686.847110      462.935162      23.699916        9.179505          591      
      1.00          5.016308         44465             3               3              9070            9364         91.256021        3.167111       622.653225      465.082823      20.963213        5.078104          560      
      1.10          5.016308         44086             3               3              8732            8939         91.465691        5.547643       649.857832      472.246796      20.215372        7.817324          537      
      1.20          5.016308         43734             2               2              8850            9086         89.353581       11.101880       641.344186      467.443640      18.584865       13.268973          572      
      1.30          5.016308         43554             2               2              8465            8732         92.147019        3.087702       626.485363      482.032693      20.449366        5.291654          556      
      1.40          5.016308         43251             2               2              8783            9161         96.938513       12.858319       769.216813      470.710175      25.961299       15.682772          615      
      1.50          5.016308         42931             1               1              8278            8651         90.441567        2.493099       594.438709      476.729045      18.971557        5.445114          518      
      1.60          5.016308         42617             2               2              8578            9012         90.523059        3.935558       633.429417      467.441535      20.171546        6.721235          552      
      1.70          5.016308         42497             4               4              8507            9020         91.088782        3.694871       615.682469      472.541252      20.945268        6.935513          552      
      1.80          5.016308         42418             3               3              8542            9005         90.836480        2.795644       613.054620      468.154249      20.687818        6.123160          558      
      1.90          5.016308         42320             2               2              8482            8864         90.738314        3.006792       627.058120      473.566948      20.300664        6.660903          551      
      2.00          5.016308         42204             2               2              8403            8918         90.777190        3.722309       612.807657      468.738163      20.584373        7.175203          548      
      2.10          5.016308         42237             1               1              8323            8847         89.700260        3.463749       594.599065      470.705668      19.570541        6.392733          525      
      2.20          5.016308         42088             2               2              8656            9177         90.087628        2.933582       612.604503      465.832038      21.040430        6.356733          552      
      2.30          5.016308         41939             1               1              8581            9158         89.902430        3.449863       594.942604      458.417052      20.964952        7.061858          547      
      2.40          5.016308         41865             1               1              8600            9149         90.053139        4.366750       609.772453      462.258171      21.075799        8.056545          550      
      2.50          5.016308         41768             1               1              8361            8897         89.488449        3.381369       593.121596      459.824952      20.208648        6.685523          532      
      2.60          5.016308         41781             1               1              8617            9167         91.323179        4.053919       640.115395      461.436105      22.531279        7.199442          581      
      2.70          5.016308         41887             1               1              8208            8858         89.705171        3.189390       600.573785      465.004272      19.999576        6.491086          533      
      2.80          5.016308         41982             1               1              8240            8891         89.929569        3.290178       600.451700      467.768388      20.252786        6.613736          539      
      2.90          5.016308         42298             1               1              8267            8886         90.859298        3.523067       606.582045      471.211826      20.615574        7.086433          553      
      3.00          5.016308         42503             3               3              8010            8714         90.605791        3.123201       603.636522      478.804443      19.413707        7.344495          532      
      3.10          5.016308         42621             2               2              7894            8556         90.782561        4.477682       625.541414      496.542963      18.710268        9.447079          527      
      3.20          5.016308         42645             1               1              7885            8526         90.793085        3.574149       609.785096      472.200714      19.140490        6.922786          523      
      3.30          5.016308         42504             1               1              7857            8398         89.974264        3.630465       600.464457      476.274516      18.273063        7.050344          503      
      3.40          5.016308         42396             1               1              8188            8748         90.602466        4.402846       614.154469      475.182468      19.726014        8.521668          532      
      3.50          5.016308         42362             1               1              8237            8736         90.905428        4.406388       623.219487      469.739544      20.123548        8.290938          544      
      3.60          5.016308         42317             2               2              8010            8539         90.430722        4.532661       612.665999      486.159207      19.266870        8.820742          529      
      3.70          5.016308         42428             1               1              8253            8828         90.828235        4.903470       621.016310      476.034587      20.202295        9.792058          546      
      3.80          5.016308         42476             2               2              8820            9411         93.704640        6.904062       678.231506      471.340115      24.037609       12.020780          619      
      3.90          5.016308         42377             1               1              8434            9020         90.292052        4.273749       608.574354      476.081716      20.024043        9.515306          540      
      4.00          5.016308         42414             1               1              8553            9109         91.083377        4.711622       633.816529      488.622081      20.837924       10.264882          564      
      4.10          5.016308         42297             1               1              8548            9115         90.200484        4.131018       609.884961      478.758827      20.382455        9.623778          546      
      4.20          5.016308         42210             1               1              8709            9284         90.422880        5.146188       620.714005      474.175721      21.157671       10.396285          557      
      4.30          5.016308         42099             1               1              8834            9470         89.831393        4.289950       607.024957      467.440110      21.316369        8.869834          560      
      4.40          5.016308         42083             1               1              8885            9531         90.903244        4.738171       630.245287      467.548199      22.576788        9.040607          585      
      4.50          5.016308         42122             1               1              8359            9004         89.800492        4.179417       601.961982      473.666530      20.252278        8.299729          536      
      4.60          5.016308         42275             1               1              8645            9252         91.004519        3.746705       609.513466      471.475488      21.943869        7.947949          572      
      4.70          5.016308         42349             1               1              8392            9018         89.947359        4.444485       610.761443      473.415555      20.156301        8.920009          536      
      4.80          5.016308         42370             1               1              8494            9108         90.739297        4.304831       617.498128      476.856244      20.951665        8.939204          558      
      4.90          5.016308         42457             2               2              8381            8954         90.870875        4.619369       618.824873      486.293031      20.319161        9.777931          554      
      5.00          5.016308         42467             1               1              8018            8660         90.521181        4.424804       609.015706      490.577716      18.993657        9.344162          524      
      5.10          5.016308         42539             1               1              8268            8858         91.019818        4.573769       614.399079      487.479948      19.931465        9.636031          543      
      5.20          5.016308         42539             2               2              8492            9127         91.689457        5.108267       632.124784      494.414306      20.952726       10.830004          569      
      5.30          5.016308         42521             1               1              8346            8950         90.677802        4.542604       618.988356      483.764804      19.945184        9.418027          538      
      5.40          5.016308         42726             1               1              8428            8926         90.915667        4.701248       614.784850      487.957845      19.963864        9.701386          546      
      5.50          5.016308         42836             1               1              8178            8692         90.914246        4.221653       605.511727      492.134932      19.213664        9.051855          531      
      5.60          5.016308         42949             1               1              8485            9010         91.490609        3.839191       625.165512      495.960635      20.274776        9.337928          558      
      5.70          5.016308         43030             2               2              8376            8902         91.406526        4.358279       627.558660      486.712661      20.078581        9.162108          550      
      5.80          5.016308         43015             1               1              8695            9359         91.374846        4.181402       626.908484      481.532130      21.151248        8.345915          564      
      5.90          5.016308         42903             1               1              8569            9137         90.695289        3.456388       616.931903      483.975781      20.336617        7.816392          550      
      6.00          5.016308         42876             1               1              8430            8920         90.541738        4.434710       602.306511      487.084872      19.626242        9.291009          536      
      6.10          5.016308         42737             2               2              8392            9010         90.357899        3.496195       609.676512      472.303315      20.024156        6.632054          536      
      6.20          5.016308         42589             3               3              8687            9230         90.890902        4.738696       639.107115      469.716450      21.207525        8.181219          552      
      6.20          5.016308         42589             3               2               76              57          73.489749       40.121854       598.915674       0.000000       73.489749       40.121854           26      
      6.20          5.016308         42589             3               5               53              50           9.952074        3.964130       88.419551        0.000000        9.952074        3.964130           27      
      6.30          5.016308         42500             2               2              8647            9148         90.533589        3.737923       607.313879      474.973945      20.821813        7.688667          552      
      6.40          5.016308         42443             2               2              8568            9002         90.413813        3.227316       603.813798      475.031353      20.334527        7.386602          543      
      6.50          5.016308         42363             2               2              8527            9081         90.660505        3.985730       609.678424      473.612536      20.511958        8.363522          568      
      6.60          5.016308         42484             1               1              8033            8529         91.086488        4.441349       621.365713      478.906084      19.485733        8.760342          532      
      6.70          5.016308         42705             1               1              8205            8792         91.123276        3.573177       607.339195      472.458974      19.913640        7.531298          538      
      6.80          5.016308         42785             1               1              8333            8971         91.812811        4.222851       634.213972      477.517945      20.691609        8.404955          556      
      6.90          5.016308         42770             1               1              8397            9134         92.419191        5.533906       650.865770      477.547170      21.468380        9.991281          567      
      7.00          5.016308         42758             1               1              8195            8937         91.583054        6.002827       646.562680      491.804117      20.097888       11.064379          536      
      7.10          5.016308         42526             2               2              8170            8922         89.909684        4.619392       621.835368      483.780305      18.857213        9.464937          516      
      7.20          5.016308         42333             3               3              8455            9154         89.600879        3.770379       621.040236      485.470747      19.312077        8.916804          530      
      7.30          5.016308         42187             1               1              8547            9172         91.337396        4.183625       630.410875      476.262716      21.439737        8.684142          568      
      7.40          5.016308         42210             1               1              8629            9262         89.942992        4.498832       607.669163      464.898991      20.662522        8.885141          547      
      7.50          5.016308         42218             1               1              8453            9033         90.175436        3.847791       608.369933      472.562487      20.458324        8.401009          543      
      7.60          5.016308         42335             1               1              8070            8626         89.642051        4.057987       603.635117      473.780292      18.817623        8.155066          513      
      7.70          5.016308         42319             1               1              8222            8764         89.831190        5.360726       590.821770      489.892044      19.202548       10.664590          517      
      7.80          5.016308         42346             1               1              8619            9063         90.610941        4.343386       608.893088      469.903550      20.667731        8.414115          552      
      7.90          5.016308         42529             1               1              8434            8868         91.691121        4.480455       641.659210      475.472538      20.959190        8.460849          559      
      8.00          5.016308         42539             2               2              8217            8617         91.224690        5.303506       623.899912      478.985377      19.829723        8.963579          534      
      8.10          5.016308         42371             1               1              8492            9055         90.223476        4.569059       613.359515      468.089395      20.087306        9.045785          536      
      8.20          5.016308         42288             1               1              8696            9195         92.515660        5.658808       637.172856      478.656848      22.786481       10.608929          591      
      8.30          5.016308         42313             2               2              8528            9118         90.481685        5.437332       607.148573      490.639041      20.193716       11.335075          545      
      8.40          5.016308         42329             1               1              8634            9162         91.656948        5.082178       640.991829      490.230912      21.630594       11.249751          572      
      8.50          5.016308         42281             1               1              8446            8997         90.250247        4.438088       612.877990      478.403520      20.093305        9.930372          546      
      8.60          5.016308         42247             1               1              8399            8881         90.452949        4.839466       624.220050      481.595664      20.051142       10.812666          538      
      8.70          5.016308         42364             2               2              8572            9006         91.257849        5.266730       640.333487      473.811566      21.080520       11.525100          558      
      8.80          5.016308         42450             2               2              8788            9294         91.423380        4.348108       621.568288      474.153987      21.702364       10.087809          577      
      8.90          5.016308         42421             1               1              8825            9424         91.303400        5.228207       635.852628      465.771160      22.087197       10.289708          581      
      9.00          5.016308         42228             1               1              8161            8763         89.201861        4.397823       595.821090      480.847776      18.924744        9.193636          510      
      9.10          5.016308         42129             1               1              8464            8988         90.368013        3.981691       636.458390      475.052158      20.835086        8.380013          555      
      9.20          5.016308         42094             2               2              8703            9266         91.042104        4.501261       630.601855      469.980672      21.965966        8.396281          579      
      9.30          5.016308         42167             2               2              8359            8919         91.095446        4.623239       620.346039      472.975944      21.037649        8.488177          559      
      9.40          5.016308         42299             1               1              8656            9259         92.001113        5.065518       654.618800      471.861359      22.564034        8.871552          586      
      9.50          5.016308         42378             3               3              8702            9434         91.621410        4.240576       653.261252      472.999796      22.386568        8.543491          588      
      9.60          5.016308         42404             2               2              8506            9260         92.561012        4.182687       654.235576      468.817079      22.482276        8.016828          593      
      9.70          5.016308         42382             2               2              8168            8913         89.759010        3.683118       600.723697      477.390157      19.309943        7.529159          519      
      9.80          5.016308         42079             2               2              8742            9467         126.247051       1.667523       15.155451       466.057140      57.264920        5.666181          589      
      9.90          5.016308         42103             1               1              8091            8814         89.961982        3.370502       602.491206      480.174776      19.531414        7.851410          526      
     10.00          5.016308         42108             1               1              8774            9332         91.470629        4.926089       630.086166      476.137233      22.334810        9.409627          580      
     10.10          5.016308         42217             1               1              8726            9346         91.124474        3.899008       616.392377      476.806340      22.028630        8.698642          578      
     10.20          5.016308         42241             1               1              8396            9020         91.030021        5.014529       625.722356      484.013731      20.913312       10.014200          557      
     10.30          5.016308         42597             1               1              8646            9315         92.856067        5.152686       670.713529      479.124200      23.038182       10.014935          596      
     10.40          5.016308         42679             2               2              8529            9198         91.322193        3.992429       618.905717      474.820735      21.204613        8.557065          564      
     10.50          5.016308         42804             1               1              8554            9209         91.237939        4.923239       620.390170      475.593371      20.938270        9.473948          562      
     10.60          5.016308         42772             1               1              8400            9043         90.729105        3.830365       622.227616      478.539108      19.985411        8.338093          542      
     10.70          5.016308         42772             1               1              8455            9159         91.266588        5.278208       624.519752      473.513660      20.781390        9.827108          557      
     10.80          5.016308         42655             1               1              8556            9196         90.828330        4.332102       612.460810      488.097083      20.571858        9.419106          549      
     10.90          5.016308         42735             3               3              8453            9039         91.180618        4.059195       606.768040      476.292622      20.456064        8.112551          548      
     11.00          5.016308         42696             1               1              8633            9149         91.954099        5.197198       630.198568      478.731778      21.449599        9.739405          572      
     11.10          5.016308         42869             1               1              8274            8725         91.521116        4.680873       619.737192      482.143024      19.946014        9.272251          540      
     11.20          5.016308         42842             2               2              8778            9270         92.214801        4.589373       630.753034      481.806882      21.798796        9.280877          581      
     11.30          5.016308         42810             1               1              8697            9186         92.186724        5.232085       641.774842      485.614779      21.502027        9.914702          571      
     11.40          5.016308         42749             2               2              8227            8756         91.117486        5.412115       612.953799      484.887563      19.662396       10.308184          534      
     11.50          5.016308         42715             1               1              8334            8898         90.554579        4.089424       602.789566      486.997086      19.558518        8.742933          532      
     11.60          5.016308         42627             1               1              9124            9760         91.507420        5.633666       644.061593      476.189523      22.478462       10.837046          598      
     11.70          5.016308         42623             2               2              9072            9648         85.718787        2.881362       98.906566       477.450461      16.602072        8.411182          584      
     11.80          5.016308         42522             1               1              8526            9135         91.262212        4.694434       650.162781      483.443981      21.123442        9.865562          560      
     11.90          5.016308         42453             1               1              8109            8595         89.720880        4.216377       619.076092      480.274764      18.461187        9.440211          514      
     12.00          5.016308         42448             1               1              8294            8708         90.814549        4.632171       626.386956      479.393544      19.919052        9.685679          539      
     12.10          5.016308         42346             2               2              8458            8810         90.786444        4.898430       610.031375      479.447320      20.173946       10.057780          543      
     12.20          5.016308         42195             4               4              8752            9087         92.017379        6.107819       648.814661      474.381074      22.075743       10.875385          573      
     12.30          5.016308         42240             1               1              8509            8829         91.433287        5.491080       633.840157      483.486391      20.716163       10.771736          561      
     12.40          5.016308         42306             3               3              8476            8889         89.807666        5.010292       624.915967      490.566700      19.378788       10.954720          528      
     12.50          5.016308         42226             2               2              8635            8974         90.883009        4.913930       611.047161      481.081770      20.627629       10.774468          553      
     12.60          5.016308         42261             3               3              8788            9186         91.404317        5.093001       611.791207      481.473710      21.679441       11.244597          568      
     12.70          5.016308         42262             1               1              8967            9310         91.964171        5.043357       630.908400      477.488156      22.637522       11.426654          593      
     12.80          5.016308         42289             2               2              8670            9052         90.766366        4.953583       614.667758      490.887061      20.773506       10.405618          557      
     12.90          5.016308         42256             3               3              8568            8957         91.835741        5.186149       647.894321      490.569978      21.502979       10.293531          579      
     13.00          5.016308         42351             1               1              8646            9124         90.792407        5.143879       623.281420      482.617845      20.885020       10.195529          560      
     13.10          5.016308         42367             1               1              8592            9043         90.779843        4.769482       621.495618      479.852579      20.626437        9.857797          554      
     13.20          5.016308         42414             1               1              8770            9303         80.583740       20.136486       471.573166      481.637353      11.059445       25.529150          567      
     13.30          5.016308         42383             1               1              8332            8782         89.748845        4.568874       627.424136      486.424907      19.288118       10.021488          520      
     13.40          5.016308         42382             1               1              8715            9192         92.495549        6.282241       641.424580      486.497972      22.415423       12.287354          598      
     13.50          5.016308         42509             1               1              8309            8775         91.347092        5.920190       624.932844      495.523122      20.307948       11.449514          552      
     13.60          5.016308         42638             1               1              8415            9004         91.268150        4.971362       621.825008      489.655651      20.363789       10.712454          556      
     13.70          5.016308         42564             2               2              8721            9247         90.392047        5.328690       619.820974      486.723413      20.440661       11.233037          551      
     13.70          5.016308         42564             2               1               66              44           6.403972        1.275972       43.869329        0.000000        6.403972        1.275972           18      
     13.80          5.016308         42289             1               1              8782            9222         91.395339        5.190509       626.875695      477.871555      21.674612       10.877573          579      
     13.90          5.016308         42204             1               1              8546            8950         90.754328        5.293517       617.932279      482.504245      20.737477       11.500770          556      
     14.00          5.016308         42283             1               1              8730            9242         90.708332        5.666553       618.317559      486.309122      21.156124       12.602274          564      
     14.10          5.016308         42623             2               2              8497            9002         91.240129        4.983930       621.593783      495.316969      20.584801       11.749193          561      
     14.20          5.016308         42720             1               1              8570            9092         92.222778        4.466476       643.561627      492.451813      21.554696       11.127369          584      
     14.30          5.016308         42872             1               1              8212            8751         90.432949        5.262650       639.229906      499.161858      19.023292       11.859652          529      
     14.40          5.016308         42757             1               1              8069            8543         90.444028        4.501017       607.930170      499.418149      18.681013       10.410118          517      
     14.50          5.016308         42725             2               2              8690            9228         91.398322        4.575707       616.257845      490.360121      21.259747       10.591065          574      
     14.60          5.016308         42526             2               2              8654            9180         90.258161        4.196699       606.434969      495.299267      20.433030       10.329918          548      
     14.70          5.016308         42487             1               1              8531            9082         90.552574        5.008008       631.554723      496.512903      20.559331       11.163129          547      
     14.80          5.016308         42502             2               2              8641            9118         90.504712        3.430868       608.746834      488.933180      20.626095        9.252936          549      
     14.90          5.016308         42511             1               1              7475            7776         97.370375       37.264102       602.944266      296.825456      62.317013       55.273158          475      
     15.00          5.016308         42527             3               3              9009            9467         91.726732        4.370778       626.833640      489.205404      22.418362       10.202707          589      
     15.10          5.016308         42323             1               1              8950            9415         91.128320        4.842464       651.548248      478.562127      22.113461       10.388298          578      
     15.20          5.016308         42373             1               1              8733            9273         90.931214        4.154855       624.604978      487.562130      21.275450        9.594463          569      
     15.30          5.016308         42316             1               1              8756            9281         90.887563        4.440579       633.465954      476.071500      21.304362        9.630602          569      
     15.40          5.016308         42262             1               1              8369            8933         90.780067        5.008928       629.637665      482.776152      20.313415        9.936459          550      
     15.50          5.016308         42285             1               1              8309            8777         90.513449        4.199810       624.260067      488.333107      19.522436        9.493179          537      
