      tauB          sizeBin        clust_size        int_id          bub_id            Na              Nb            radius        radius_err        sa_ext          sa_int        edge_width    edge_width_err       NBin     
      0.00          5.016308         16892             0               0             16656           16638          0.000000        0.000000        0.000000        0.000000        0.000000        0.000000          2054     
      0.00          5.016308         16892             0               1              8344            8362         66.145435        0.923795       427.467884       0.000000       66.145435        0.923795          547      
      0.10          5.016308         16699             1               1              7851            7880         62.242037        1.965411       450.019642      147.813019      39.367783        3.463582          486      
      0.20          5.016308         17057             1               1              7798            7927         61.279127        1.920267       409.411172      148.014735      38.777544        3.244016          474      
      0.30          5.016308         17354             1               1              8252            8425         64.620688        2.418925       432.660735      145.337864      42.275733        3.832043          532      
      0.40          5.016308         17644             1               1              8568            8783         67.394705        4.153424       460.045757      149.288899      44.366137        5.372347          575      
      0.50          5.016308         17966             1               1              8401            8623         67.382388        4.854243       462.911554      169.339114      41.702970        6.585709          566      
      0.60          5.016308         18277             2               2              8505            8775         69.144939        3.489064       490.141074      185.740483      41.695500        6.922436          590      
      0.70          5.016308         18628             2               2              8100            8425         68.339692        2.899110       458.659372      200.645552      38.438899        5.367734          555      
      0.70          5.016308         18628             2               3               60              78           4.438264        1.593259       33.161488        0.000000        4.438264        1.593259           10      
      0.80          5.016308         18753             3               3              8027            8364         74.818154        8.785098       657.655211      248.649092      39.853792       12.081599          604      
      0.80          5.016308         18753             3               4               82             121           4.793931        1.476168       36.983756        0.000000        4.793931        1.476168           15      
      0.90          5.016308         19063             5               5              7135            7521         74.863949       25.076646       502.231752      91.361807       61.770269       27.031352          534      
      0.90          5.016308         19063             5               1              141             126          72.951410       42.433264       569.493995       0.000000       72.951410       42.433264           15      
      1.00          5.016308         19210             3               3              6390            6851         70.427286        3.270245       477.459628      289.924458      27.560687        6.300799          487      
      1.00          5.016308         19210             3               6              116             122           6.478695        2.944274       68.384768        0.000000        6.478695        2.944274           15      
      1.00          5.016308         19210             3               5              121             104           6.254992        2.023756       55.125039        0.000000        6.254992        2.023756           14      
      1.00          5.016308         19210             3               1               85              99           5.111245        0.665850       32.723786        0.000000        5.111245        0.665850           11      
      1.10          5.016308         19299             3               3              7378            7802         87.920536       13.764003       398.024552      300.849311      45.499540       17.973595          596      
      1.10          5.016308         19299             3               12             239             228          12.451778        5.067247       97.699194        0.000000       12.451778        5.067247           30      
      1.10          5.016308         19299             3               11             165             185          56.307204       26.514546       424.843149       0.000000       56.307204       26.514546           24      
      1.10          5.016308         19299             3               1              134             138           4.784179        0.475495       30.398326        0.000000        4.784179        0.475495           18      
      1.10          5.016308         19299             3               6              125             124           0.000000        0.000000        0.000000        0.000000        0.000000        0.000000           18      
      1.20          5.016308         19538             6               6              6922            7427         74.998661        5.885899       535.342847      327.518364      30.647183       11.487232          561      
      1.20          5.016308         19538             6               9              170             174           8.909700        3.800316       77.947689        0.000000        8.909700        3.800316           20      
      1.20          5.016308         19538             6               10             117             109           6.665406        2.007896       49.238928        0.000000        6.665406        2.007896           15      
      1.20          5.016308         19538             6               5              101              96           5.883356        2.274294       54.541495        0.000000        5.883356        2.274294           14      
      1.20          5.016308         19538             6               2               98              96           0.000000        0.000000        0.000000        0.000000        0.000000        0.000000           12      
      1.30          5.016308         19592             6               6              7672            8162         75.824437       16.201649       589.356494      325.177600      32.280273       21.491946          634      
      1.30          5.016308         19592             6               2              496             462          16.220362        5.475719       123.133714       0.000000       16.220362        5.475719           63      
      1.30          5.016308         19592             6               5              221             205          10.081744        2.938072       84.697086        0.000000       10.081744        2.938072           26      
      1.30          5.016308         19592             6               4              188             219          10.382029        4.687924       90.607461        0.000000       10.382029        4.687924           22      
      1.30          5.016308         19592             6               10             163             216           0.000000        0.000000        0.000000        0.000000        0.000000        0.000000           22      
      1.40          5.016308         19757             3               3              9823           10267         90.622159       17.899497       935.805113      393.258050      53.417126       30.661145          842      
      1.40          5.016308         19757             3               1              494             498          13.394728        2.994611       92.739065        0.000000       13.394728        2.994611           64      
      1.40          5.016308         19757             3               7              387             322          14.774392        6.749396       165.028169       0.000000       14.774392        6.749396           44      
      1.40          5.016308         19757             3               4              343             337          13.061456        3.303053       102.683055       0.000000       13.061456        3.303053           35      
      1.40          5.016308         19757             3               2              100              93           0.000000        0.000000        0.000000        0.000000        0.000000        0.000000           14      
      1.50          5.016308         19898             9               9              7230            7831         78.538380        8.382820       603.639982      327.568639      31.753651       12.143995          625      
      1.50          5.016308         19898             9               4              474             460          12.608292        3.679936       97.527569        0.000000       12.608292        3.679936           52      
      1.50          5.016308         19898             9               2              377             358          10.125182        4.938113       98.761911        0.000000       10.125182        4.938113           47      
      1.50          5.016308         19898             9               10             320             296          71.507211       37.055709       596.984460       0.000000       71.507211       37.055709           38      
      1.50          5.016308         19898             9               1              291             282           0.000000        0.000000        0.000000        0.000000        0.000000        0.000000           35      
      1.60          5.016308         20101             5               5              6764            7361         76.480561        5.149916       569.645606      316.352746      29.584139        8.875096          565      
      1.60          5.016308         20101             5               11             571             548          11.674730        1.810320       85.475342        0.000000       11.674730        1.810320           30      
      1.60          5.016308         20101             5               1              214             226          71.463511       40.258433       559.978102       0.000000       71.463511       40.258433           26      
      1.60          5.016308         20101             5               9              136             120           7.446443        1.805559       59.724849        0.000000        7.446443        1.805559           16      
      1.60          5.016308         20101             5               2              131             124           0.000000        0.000000        0.000000        0.000000        0.000000        0.000000           16      
      1.70          5.016308         20242             5               5              7298            7898         78.207946        6.941986       589.175531      318.118223      30.639814        9.436659          610      
      1.70          5.016308         20242             5               3              422             439          16.835403        6.244587       130.491048       0.000000       16.835403        6.244587           49      
      1.70          5.016308         20242             5               10             219             226          11.848400        5.361433       100.881618       0.000000       11.848400        5.361433           28      
      1.70          5.016308         20242             5               8              123             113           7.392360        1.403276       52.334800        0.000000        7.392360        1.403276           15      
      1.70          5.016308         20242             5               11              81              67           4.414439        1.456354       33.357873        0.000000        4.414439        1.456354           10      
      1.80          5.016308         20335             1               1             10248           10687         85.889061        9.710475       732.425609      415.821264      50.026687       23.899133          895      
      1.80          5.016308         20335             1               11             897             853          22.555439        7.908847       177.425148       0.000000       22.555439        7.908847          115      
      1.80          5.016308         20335             1               3              340             315          14.173245        1.125700       92.034550        0.000000       14.173245        1.125700           39      
      1.80          5.016308         20335             1               7              299             301          12.871387        3.428035       103.137050       0.000000       12.871387        3.428035           35      
      1.80          5.016308         20335             1               8              219             192           0.000000        0.000000        0.000000        0.000000        0.000000        0.000000           30      
      1.90          5.016308         20547             6               6              8112            8741         80.800041        8.271992       646.557364      319.254892      41.278100       15.467496          674      
      1.90          5.016308         20547             6               9              786             762          16.101960        5.580620       122.450176       0.000000       16.101960        5.580620           97      
      1.90          5.016308         20547             6               8              355             338           7.129303        3.538400       65.409038        0.000000        7.129303        3.538400           43      
      1.90          5.016308         20547             6               3              157             163           8.631340        2.389132       67.945169        0.000000        8.631340        2.389132           20      
      1.90          5.016308         20547             6               2              112              90          54.640489       25.645934       393.034261       0.000000       54.640489       25.645934           11      
      2.00          5.016308         20440             2               2              9141            9847         104.466364      18.506853       353.729406      452.722636      66.623799       32.206434          777      
      2.00          5.016308         20440             2               9              342             330          13.660529        4.101998       99.346497        0.000000       13.660529        4.101998           42      
      2.00          5.016308         20440             2               6              233             222           8.551092        1.470922       56.731418        0.000000        8.551092        1.470922           34      
      2.00          5.016308         20440             2               3              196             234           6.453320        2.494278       62.323413        0.000000        6.453320        2.494278           25      
      2.00          5.016308         20440             2               1              201             190           0.000000        0.000000        0.000000        0.000000        0.000000        0.000000           27      
      2.10          5.016308         20599             12              12             8996            9613         85.750039       16.313532       716.231570      454.063337      48.270732       30.431219          753      
      2.10          5.016308         20599             12              1              317             315           9.597408        3.791141       77.143513        0.000000        9.597408        3.791141           40      
      2.10          5.016308         20599             12              18             214             210          10.145219        2.812036       88.043498        0.000000       10.145219        2.812036           27      
      2.10          5.016308         20599             12              2              161             175           9.101074        4.299363       82.611840        0.000000        9.101074        4.299363           19      
      2.10          5.016308         20599             12              6              153             152           0.000000        0.000000        0.000000        0.000000        0.000000        0.000000           21      
      2.20          5.016308         20889             3               3              9649           10241         127.786433       8.451521       128.617091      395.813041      85.240151       16.750850          852      
      2.20          5.016308         20889             3               2              623             585          80.962293       39.138841       727.469849       0.000000       80.962293       39.138841           77      
      2.20          5.016308         20889             3               6              531             538          22.955086       11.282870       194.383782       0.000000       22.955086       11.282870           68      
      2.20          5.016308         20889             3               4              206             183          10.914400        2.115234       77.958305        0.000000       10.914400        2.115234           30      
      2.20          5.016308         20889             3               5              102              88          70.356374       40.431832       544.632309       0.000000       70.356374       40.431832           13      
      2.30          5.016308         21081             3               3              8641            9264         77.930909       26.857274       599.827743      324.538730      31.514416       30.737197          767      
      2.30          5.016308         21081             3               1              891             819           6.137925        2.543678       60.930474        0.000000        6.137925        2.543678          112      
      2.30          5.016308         21081             3               2              297             318           9.941583        1.942606       66.000473        0.000000        9.941583        1.942606           40      
      2.30          5.016308         21081             3               9              256             240          11.660596        4.282142       105.705456       0.000000       11.660596        4.282142           32      
      2.40          5.016308         21208             2               2              8291            9021         90.476349       16.626038       363.651116      346.962614      44.327304       21.698278          708      
      2.40          5.016308         21208             2               1              506             446          17.862256        3.721506       131.394072       0.000000       17.862256        3.721506           61      
      2.40          5.016308         21208             2               6              110             107           6.674418        1.397877       44.650596        0.000000        6.674418        1.397877           14      
      2.40          5.016308         21208             2               5               99             101           5.902188        1.585045       44.323356        0.000000        5.902188        1.585045           13      
      2.40          5.016308         21208             2               11              84              76           4.156510        2.199454       44.878566        0.000000        4.156510        2.199454           12      
      2.50          5.016308         21349             8               8              6773            7608         78.181389        8.038914       621.448198      340.678850      29.318402       10.923302          564      
      2.50          5.016308         21349             8               3              381             407          13.325693        2.678417       95.569754        0.000000       13.325693        2.678417           44      
      2.50          5.016308         21349             8               11             242             267           6.149804        2.687429       55.601155        0.000000        6.149804        2.687429           14      
      2.50          5.016308         21349             8               9              175             161          10.210874        2.775072       74.111721        0.000000       10.210874        2.775072           24      
      2.50          5.016308         21349             8               1              177             157           0.000000        0.000000        0.000000        0.000000        0.000000        0.000000           24      
      2.60          5.016308         21140             10              10             6789            7560         75.932874        4.816119       539.414440      330.752889      27.774294        8.774294          554      
      2.60          5.016308         21140             10              13             423             409           9.667706        2.686904       67.668606        0.000000        9.667706        2.686904           23      
      2.60          5.016308         21140             10              3              227             214          11.651682        3.959169       85.738454        0.000000       11.651682        3.959169           31      
      2.60          5.016308         21140             10              18             165             156           6.915204        0.855020       45.961749        0.000000        6.915204        0.855020           18      
      2.60          5.016308         21140             10              2              148             136           0.000000        0.000000        0.000000        0.000000        0.000000        0.000000           18      
      2.70          5.016308         21346             8               8              7181            8027         79.053980        8.197308       583.962658      344.006653      31.273118       12.650210          606      
      2.70          5.016308         21346             8               9              358             333          16.211351        7.417200       147.227241       0.000000       16.211351        7.417200           51      
      2.70          5.016308         21346             8               7              275             278          14.353269        1.130952       95.227256        0.000000       14.353269        1.130952           40      
      2.70          5.016308         21346             8               5              240             243          10.471798        3.868473       78.288317        0.000000       10.471798        3.868473           25      
      2.70          5.016308         21346             8               1              237             216           0.000000        0.000000        0.000000        0.000000        0.000000        0.000000           30      
      2.80          5.016308         21333             2               2              8607            9398         82.744117       23.305033      1152.554726      269.584760      48.268223       32.003525          787      
      2.80          5.016308         21333             2               5              485             451          21.099168        7.956980       167.460434       0.000000       21.099168        7.956980           69      
      2.80          5.016308         21333             2               3              279             266          14.690764        7.303346       128.077640       0.000000       14.690764        7.303346           34      
      2.80          5.016308         21333             2               1              207             219           2.110999        0.953420       15.013652        0.000000        2.110999        0.953420           24      
      2.80          5.016308         21333             2               6              117             131           0.000000        0.000000        0.000000        0.000000        0.000000        0.000000           17      
      2.90          5.016308         21294             2               2              9202           10029         91.424868       14.980119       950.154069      364.596860      46.008914       20.605804          850      
      2.90          5.016308         21294             2               10             221             223           9.475224        2.133501       68.163411        0.000000        9.475224        2.133501           22      
      2.90          5.016308         21294             2               8              206             203          11.225352        4.240728       103.900893       0.000000       11.225352        4.240728           28      
      2.90          5.016308         21294             2               1              197             209           8.656830        3.136827       66.561562        0.000000        8.656830        3.136827           23      
      2.90          5.016308         21294             2               3              145             147           0.000000        0.000000        0.000000        0.000000        0.000000        0.000000           20      
      3.00          5.016308         21353             5               5              7787            8695         80.816021       16.110365       592.853555      232.687032      49.010836       23.630135          635      
      3.00          5.016308         21353             5               1              842             821          17.058592        4.932176       139.033641       0.000000       17.058592        4.932176          101      
      3.00          5.016308         21353             5               8              343             333           3.299159        0.714912       21.930148        0.000000        3.299159        0.714912           43      
      3.00          5.016308         21353             5               2              213             194          11.403486        1.660551       78.642255        0.000000       11.403486        1.660551           28      
      3.00          5.016308         21353             5               12             190             184           0.000000        0.000000        0.000000        0.000000        0.000000        0.000000           24      
      3.10          5.016308         21567             5               5              7207            8172         78.123435        7.240507       568.001557      324.139449      31.799109       12.199906          590      
      3.10          5.016308         21567             5               3              272             277          14.609793        5.539384       124.061084       0.000000       14.609793        5.539384           37      
      3.10          5.016308         21567             5               1              208             202          29.941341       13.173671       244.460325       0.000000       29.941341       13.173671           23      
      3.10          5.016308         21567             5               2              208             178          11.274923        2.708100       86.195639        0.000000       11.274923        2.708100           32      
      3.10          5.016308         21567             5               8              157             136           0.000000        0.000000        0.000000        0.000000        0.000000        0.000000           18      
      3.20          5.016308         21488             6               6              6796            7781         79.471616        9.638470       573.749069      336.724550      30.471772       13.327666          578      
      3.20          5.016308         21488             6               9              390             379          16.922155        5.369942       130.077544       0.000000       16.922155        5.369942           51      
      3.20          5.016308         21488             6               4              228             215           9.559999        1.473348       64.297583        0.000000        9.559999        1.473348           26      
      3.20          5.016308         21488             6               7              147             158           8.497955        2.184029       58.640774        0.000000        8.497955        2.184029           20      
      3.20          5.016308         21488             6               1              110             132           0.000000        0.000000        0.000000        0.000000        0.000000        0.000000           12      
      3.30          5.016308         21576             8               8              6618            7652         76.419487        5.462124       578.274614      365.459066      27.893287       12.290244          542      
      3.30          5.016308         21576             8               2              200             184          76.511997       43.513071       627.312928       0.000000       76.511997       43.513071           27      
      3.30          5.016308         21576             8               14             152             149           8.660624        3.187283       65.077952        0.000000        8.660624        3.187283           19      
      3.30          5.016308         21576             8               10              90              85           5.021994        2.327116       43.571871        0.000000        5.021994        2.327116           11      
      3.30          5.016308         21576             8               1               85              67           0.000000        0.000000        0.000000        0.000000        0.000000        0.000000           10      
      3.40          5.016308         21430             7               7              8402            9444         121.886358      17.495623       310.803591      373.347900      76.398230       26.950206          728      
      3.40          5.016308         21430             7               2              512             483          19.095810        3.822897       131.124274       0.000000       19.095810        3.822897           63      
      3.40          5.016308         21430             7               5              400             389          13.496438        4.720931       131.482018       0.000000       13.496438        4.720931           53      
      3.40          5.016308         21430             7               10             404             349          14.421887        3.532682       105.989435       0.000000       14.421887        3.532682           49      
      3.40          5.016308         21430             7               4              168             173           0.000000        0.000000        0.000000        0.000000        0.000000        0.000000           27      
      3.50          5.016308         21646             8               8              6167            7215         77.412378        7.298699       584.667206      346.216867      26.458473       10.355438          521      
      3.50          5.016308         21646             8               10             421             401           9.396479        1.485603       61.617917        0.000000        9.396479        1.485603           23      
      3.50          5.016308         21646             8               15             356             304          13.549676        6.401417       116.804084       0.000000       13.549676        6.401417           44      
      3.50          5.016308         21646             8               7              332             302          14.930807        6.889655       125.071804       0.000000       14.930807        6.889655           43      
      3.50          5.016308         21646             8               13             175             165           0.000000        0.000000        0.000000        0.000000        0.000000        0.000000           21      
      3.60          5.016308         21428             6               6              6385            7490         76.683967        4.444524       557.836727      339.608668      26.832987        8.165192          531      
      3.60          5.016308         21428             6               1              400             403          14.480658        5.337102       137.680933       0.000000       14.480658        5.337102           47      
      3.60          5.016308         21428             6               14             239             245          12.683598        4.346069       97.084407        0.000000       12.683598        4.346069           34      
      3.60          5.016308         21428             6               4              162             155           6.499227        1.868157       46.099867        0.000000        6.499227        1.868157           18      
      3.60          5.016308         21428             6               7              141             131           0.000000        0.000000        0.000000        0.000000        0.000000        0.000000           23      
      3.70          5.016308         21586             3               3              7290            8311         83.686056       23.888762      1238.149543      340.693664      34.845805       27.313566          622      
      3.70          5.016308         21586             3               7              424             389          13.537326        4.114825       100.724657       0.000000       13.537326        4.114825           49      
      3.70          5.016308         21586             3               6              173             185           3.859214        1.751999       35.864538        0.000000        3.859214        1.751999           10      
      3.70          5.016308         21586             3               4              182             138           9.382510        3.227607       72.424993        0.000000        9.382510        3.227607           23      
      3.70          5.016308         21586             3               8              113             131           0.000000        0.000000        0.000000        0.000000        0.000000        0.000000           15      
      3.80          5.016308         21691             2               2              8393            9419         98.668092       24.201101       575.204538      339.268783      50.719040       29.507094          760      
      3.80          5.016308         21691             2               12             564             547          22.423936        9.242132       193.708753       0.000000       22.423936        9.242132           73      
      3.80          5.016308         21691             2               1              203             194          10.152770        4.732843       94.637130        0.000000       10.152770        4.732843           26      
      3.80          5.016308         21691             2               7              148             127           4.085245        1.422745       31.013550        0.000000        4.085245        1.422745           18      
      3.80          5.016308         21691             2               6              118             128           0.000000        0.000000        0.000000        0.000000        0.000000        0.000000           18      
      3.90          5.016308         21491             4               4              9931           10823         121.200067      14.584055       322.184039      366.972629      72.614319       20.609775          968      
      3.90          5.016308         21491             4               1              413             419           9.196283        3.440855       70.441855        0.000000        9.196283        3.440855           49      
      3.90          5.016308         21491             4               3              242             243           9.979895        5.640347       85.617546        0.000000        9.979895        5.640347           31      
      3.90          5.016308         21491             4               2              210             195          10.075045        2.826591       70.730026        0.000000       10.075045        2.826591           25      
      3.90          5.016308         21491             4               5               97              95           4.400687        0.339283       28.101840        0.000000        4.400687        0.339283           12      
      4.00          5.016308         21576             3               3              8561            9578         99.622453       30.364772      1544.775427      343.093613      50.839367       35.780494          782      
      4.00          5.016308         21576             3               1              264             279          77.288444       39.823535       626.345592       0.000000       77.288444       39.823535           37      
      4.00          5.016308         21576             3               10             144             134           8.972354        1.991884       61.417440        0.000000        8.972354        1.991884           20      
      4.00          5.016308         21576             3               5              138             118           6.073829        3.133989       74.921586        0.000000        6.073829        3.133989           16      
      4.00          5.016308         21576             3               7              103             105           0.000000        0.000000        0.000000        0.000000        0.000000        0.000000           15      
      4.10          5.016308         21711             8               8              7351            8497         74.393231       25.578197       580.589060      332.825059      26.500525       30.695436          620      
      4.10          5.016308         21711             8               12             619             598          19.879564        7.634537       166.104988       0.000000       19.879564        7.634537           74      
      4.10          5.016308         21711             8               1              305             369          73.932706       42.108393       570.858812       0.000000       73.932706       42.108393           43      
      4.10          5.016308         21711             8               11             255             256          13.958370        3.092027       103.322522       0.000000       13.958370        3.092027           38      
      4.10          5.016308         21711             8               4              160             124           0.000000        0.000000        0.000000        0.000000        0.000000        0.000000           20      
      4.20          5.016308         21713             7               7              7512            8591         79.807015        8.129466       597.351523      358.865780      32.945679       14.166427          627      
      4.20          5.016308         21713             7               1              965             944          32.880108       14.653542       341.020495       0.000000       32.880108       14.653542          119      
      4.20          5.016308         21713             7               9              579             492           8.749082        3.841546       100.443292       0.000000        8.749082        3.841546           71      
      4.20          5.016308         21713             7               14             336             345           9.661989        2.243378       68.478453        0.000000        9.661989        2.243378           40      
      4.20          5.016308         21713             7               8               81              86           0.000000        0.000000        0.000000        0.000000        0.000000        0.000000           11      
      4.30          5.016308         21598             6               6              7091            8191         116.519326       4.063749       35.179670       355.980332      67.394121        9.706043          608      
      4.30          5.016308         21598             6               11             202             213          13.613136        5.435977       125.728997       0.000000       13.613136        5.435977           29      
      4.30          5.016308         21598             6               5              152             123           8.830934        3.917341       75.062516        0.000000        8.830934        3.917341           18      
      4.30          5.016308         21598             6               9              101             103           7.515220        2.299232       64.631950        0.000000        7.515220        2.299232           17      
      4.30          5.016308         21598             6               7               84              75           0.000000        0.000000        0.000000        0.000000        0.000000        0.000000           11      
      4.40          5.016308         21779             4               4              6333            7500         75.930809        5.530667       539.254513      357.897309      25.849465       10.969065          534      
      4.40          5.016308         21779             4               2              172             144           6.974409        1.654462       47.082368        0.000000        6.974409        1.654462           18      
      4.40          5.016308         21779             4               8              158             153          11.405747        5.085903       87.264729        0.000000       11.405747        5.085903           22      
      4.40          5.016308         21779             4               13              89              84           6.184847        1.138687       40.707979        0.000000        6.184847        1.138687           12      
      4.40          5.016308         21779             4               11              92              76           0.000000        0.000000        0.000000        0.000000        0.000000        0.000000           12      
      4.50          5.016308         21826             8               8              7375            8538         87.442490       16.205448       781.775270      355.416616      38.022646       21.511026          658      
      4.50          5.016308         21826             8               14             232             217          11.029661        2.888169       83.533378        0.000000       11.029661        2.888169           27      
      4.50          5.016308         21826             8               2              219             204           9.798311        4.294161       91.120583        0.000000        9.798311        4.294161           26      
      4.50          5.016308         21826             8               12             164             190           5.160731        0.906437       36.588907        0.000000        5.160731        0.906437           10      
      4.50          5.016308         21826             8               13             152             111           0.000000        0.000000        0.000000        0.000000        0.000000        0.000000           21      
      4.60          5.016308         21802             5               5              8417            9544         84.671973       10.824183       757.945897      346.467194      39.631723       17.725954          719      
      4.60          5.016308         21802             5               4              177             180          10.998518        4.081570       85.827286        0.000000       10.998518        4.081570           25      
