      tauB          sizeBin        clust_size        int_id          bub_id            Na              Nb            radius        radius_err        sa_ext          sa_int        edge_width    edge_width_err       NBin     
      0.00          5.016308         38874             1               1             13402           13237         92.346324        1.320356       601.211610      362.188341      37.778085        2.962180          813      
      0.10          5.016308         38939             1               1             13146           13086         85.165114        1.255450       554.658533      320.162161      35.488116        2.321331          707      
      0.20          5.016308         39328             1               1             13537           13561         85.266414        2.162317       576.211307      308.056132      37.619695        3.675009          733      
      0.30          5.016308         39770             1               1             13360           13414         77.274021       19.294180       543.308412      323.107332      27.677863       20.646284          750      
      0.40          5.016308         40157             1               1             13398           13545         89.037891        3.796492       626.687716      331.835282      38.055504        5.479241          784      
      0.50          5.016308         40624             1               1             12696           12918         89.770221        3.231299       607.183226      367.910587      35.113932        6.050925          759      
      0.60          5.016308         41005             1               1             11886           12202         89.692519        2.707261       606.608667      397.961853      31.510931        5.567433          713      
      0.70          5.016308         41224             1               1             10325           10698         91.533013        2.665045       616.084848      437.174044      27.763370        6.160927          668      
      0.80          5.016308         41494             1               1              9034            9534         91.388519        2.703380       608.021096      457.808792      23.640630        5.153903          600      
      0.90          5.016308         41594             2               2              8558            9109         91.766229        2.366137       611.980939      465.252268      22.108894        4.353106          579      
      1.00          5.016308         41658             1               1              8534            9043         94.261601        4.414176       687.804354      470.808526      23.706173        6.946329          613      
      1.10          5.016308         41779             4               4              8228            8691         93.686438        3.497430       640.818505      484.204632      21.696120        6.197759          592      
      1.20          5.016308         41725             1               1              7847            8306         93.818556        3.661387       646.043051      482.898990      20.467064        6.027501          563      
      1.30          5.016308         41738             1               1              8183            8656         89.257606       20.051923       691.277266      487.349075      15.986689       22.902453          625      
      1.40          5.016308         41742             2               2              7982            8474         93.646942        2.755542       653.386008      498.792063      20.277787        6.482258          562      
      1.40          5.016308         41742             2               1               51              68           8.357433        1.559519       54.959964        0.000000        8.357433        1.559519           21      
      1.50          5.016308         41719             1               1              7662            8156         93.962873        2.457322       635.605770      489.944402      19.295007        4.885510          546      
      1.60          5.016308         41761             4               4              8053            8536         96.315574        3.680922       678.424004      499.846793      21.957012        6.644243          622      
      1.60          5.016308         41761             4               1               62              57           9.768522        2.696556       69.417938        0.000000        9.768522        2.696556           21      
      1.70          5.016308         41755             4               4              8037            8605         100.853801       5.225266       117.560021      513.591844      26.505381        8.201696          603      
      1.70          5.016308         41755             4               1               96              98          13.799161        5.992465       109.248702       0.000000       13.799161        5.992465           38      
      1.70          5.016308         41755             4               3               69              64          10.912815        2.054470       74.606971        0.000000       10.912815        2.054470           26      
      1.70          5.016308         41755             4               6               62              54          56.524228       26.958304       429.125216       0.000000       56.524228       26.958304           22      
      1.80          5.016308         41650             4               4              8046            8622         93.017933        9.149478       709.942286      495.641180      18.713483       11.961319          606      
      1.90          5.016308         41441             4               4              7705            8251         94.793872        3.923875       644.111744      497.187888      19.806968        6.615565          564      
      1.90          5.016308         41441             4               1               94             107          13.899813        5.017310       109.878924       0.000000       13.899813        5.017310           36      
      2.00          5.016308         41518             1               1              7979            8601         95.984212        4.897530       652.932672      501.650543      21.520515        8.111828          616      
      2.10          5.016308         41538             3               3              7723            8392         93.931461        3.479305       621.891050      504.051770      19.117761        6.871530          547      
      2.20          5.016308         41395             4               4              8305            8994         94.757520        2.752168       641.120519      486.941101      21.847013        5.981628          595      
      2.30          5.016308         41296             4               4              8013            8660         93.527077        3.401953       641.706216      488.516589      20.166872        6.651963          565      
