      tauB          sizeBin        clust_size        int_id          bub_id            Na              Nb            radius        radius_err        sa_ext          sa_int        edge_width    edge_width_err       NBin     
      0.00          5.016308         44165             1               1             14172           14201         94.500032        1.053924       611.041220      375.846279      36.547314        1.892881          818      
      0.10          5.016308         44331             1               1             14179           14438         84.607415        1.207145       551.638631      324.103169      34.364045        1.676321          688      
      0.20          5.016308         44836             1               1             14372           14774         84.906541        1.187143       549.710564      327.026781      34.653000        2.027958          693      
      0.30          5.016308         45114             1               1             14212           14792         86.164148        1.656887       569.631303      335.764567      34.492208        2.313024          706      
      0.40          5.016308         45171             1               1             14108           14741         87.114942        1.584868       569.207165      346.681836      34.196494        2.612173          715      
      0.50          5.016308         45018             1               1             12874           13430         87.265255        1.721781       568.936648      379.079344      30.071455        2.847296          663      
      0.60          5.016308         44853             2               2             11652           12190         87.843218        2.083547       577.622992      417.971640      26.860666        4.266193          624      
      0.70          5.016308         44735             1               1             10738           11279         88.992827        2.018885       589.775945      433.755927      25.080166        3.084665          606      
      0.80          5.016308         44418             3               3             10023           10421         89.229705        2.387883       588.210900      445.352710      23.106661        2.961597          576      
      0.90          5.016308         44055             5               5              9792           10296         93.003132        7.445288       710.978793      453.476956      25.929294        8.202299          629      
      1.00          5.016308         43757             2               2              9283            9811         89.661011        3.217108       608.230042      459.208522      21.537416        3.819088          556      
      1.10          5.016308         43540             3               3              9117            9699         90.907991       31.629210       602.084916      458.159822      33.282982       19.904977          614      
      1.20          5.016308         43273             2               2              8448            9001         89.838904        1.955332       585.989231      462.335752      19.630486        2.083594          524      
      1.30          5.016308         43087             1               1              8193            8854         89.881048        2.046998       592.467502      459.027626      19.160279        1.935776          516      
      1.40          5.016308         42835             1               1              8500            9225         90.014336        3.999149       613.460914      460.653374      20.270142        4.465985          546      
      1.50          5.016308         42541             1               1              8656            9508         89.411175        4.266724       611.893154      466.821462      20.396541        2.919527          571      
      1.60          5.016308         42297             2               2              7949            8930         88.274886        3.334328       588.350551      469.293414      18.274437        2.705819          498      
      1.70          5.016308         42221             2               2              8440            9575         88.989440        3.403499       599.684693      469.771604      20.493078        3.432345          540      
      1.80          5.016308         41906             1               1              7941            9113         88.237228        4.385262       605.052333      468.583160      19.064236        2.877225          513      
      1.90          5.016308         41824             1               1              8173            9381         88.258788        4.657614       595.507414      476.470005      20.025655        3.376997          524      
      2.00          5.016308         41603             1               1              8440            9672         88.344487        4.491069       603.988711      460.239807      21.030664        2.963621          542      
      2.10          5.016308         41513             2               2              8750           10100         89.263317        3.663963       597.969578      452.326444      22.972691        3.696935          580      
      2.20          5.016308         41327             1               1              8719           10037         88.288328        4.353846       602.027763      457.253892      22.289961        5.224186          564      
      2.30          5.016308         41385             1               1              7970            9488         87.035403        3.932627       582.133297      457.340368      19.559005        4.037604          512      
      2.40          5.016308         41388             1               1              8777           10194         88.230637        4.868587       601.025685      449.785454      22.372727        5.446241          568      
