        tauB               sizeBin             clust_size          interface_id       press_align_bub1     press_align_bub2     press_align_bub3     press_align_bub4     press_align_bub5  
        0.00               5.016308              39989                  1               5981.963986            0.000000             0.000000             0.000000             0.000000      
        0.10               5.016308              40194                  1               5036.528442            0.000000             0.000000             0.000000             0.000000      
        0.20               5.016308              40648                  1               3815.341217            0.000000             0.000000             0.000000             0.000000      
        0.30               5.016308              41150                  1               3139.482283            0.000000             0.000000             0.000000             0.000000      
        0.40               5.016308              41606                  1               2524.733785            0.000000             0.000000             0.000000             0.000000      
        0.50               5.016308              42003                  1               2004.267468            0.000000             0.000000             0.000000             0.000000      
        0.60               5.016308              42347                  3               1719.123544            0.000000             0.000000             0.000000             0.000000      
        0.70               5.016308              42572                  2               1475.220612            0.000000             0.000000             0.000000             0.000000      
        0.80               5.016308              42734                  2               1249.248677            0.000000             0.000000             0.000000             0.000000      
        0.90               5.016308              42836                  1               1180.021863            0.000000             0.000000             0.000000             0.000000      
        1.00               5.016308              42920                  2               1043.223742           -4.552208             0.000000             0.000000             0.000000      
        1.10               5.016308              42927                  3                980.136030            0.000000             0.000000             0.000000             0.000000      
        1.20               5.016308              43007                  2                995.958951            0.000000             0.000000             0.000000             0.000000      
        1.30               5.016308              42957                  1               1008.847326            0.000000             0.000000             0.000000             0.000000      
        1.40               5.016308              42865                  3                914.000821            0.000000             0.000000             0.000000             0.000000      
        1.50               5.016308              42804                  2                882.542617            0.000000             0.000000             0.000000             0.000000      
        1.60               5.016308              42743                  3                990.865470            3.294218             0.000000             0.000000             0.000000      
        1.70               5.016308              42599                  3                965.507317            0.000000             0.000000             0.000000             0.000000      
        1.80               5.016308              42358                  2               1017.367741            0.000000             0.000000             0.000000             0.000000      
        1.90               5.016308              42201                  2                997.611960            0.000000             0.000000             0.000000             0.000000      
        2.00               5.016308              42048                  4               1007.821255           94.939254             0.000000             0.000000             0.000000      
        2.10               5.016308              41820                  2                982.529124            0.000000             0.000000             0.000000             0.000000      
        2.20               5.016308              41763                  1                969.662010            0.000000             0.000000             0.000000             0.000000      
        2.30               5.016308              41782                  1               1027.798833            0.000000             0.000000             0.000000             0.000000      
        2.40               5.016308              41672                  1                538.744795            0.000000             0.000000             0.000000             0.000000      
        2.50               5.016308              41566                  2               1021.762960            0.000000             0.000000             0.000000             0.000000      
        2.60               5.016308              41448                  4                997.984693            0.000000             0.000000             0.000000             0.000000      
        2.70               5.016308              41332                  2               1021.266761           -79.842483            0.000000             0.000000             0.000000      
        2.80               5.016308              41193                  2                993.116186            0.000000             0.000000             0.000000             0.000000      
        2.90               5.016308              41025                  1               1005.699908            0.000000             0.000000             0.000000             0.000000      
        3.00               5.016308              41150                  1                968.212018            0.000000             0.000000             0.000000             0.000000      
        3.10               5.016308              41223                  1                977.694311            0.000000             0.000000             0.000000             0.000000      
        3.20               5.016308              41127                  1               1016.807568            0.000000             0.000000             0.000000             0.000000      
        3.30               5.016308              40995                  1                948.505116            0.000000             0.000000             0.000000             0.000000      
        3.40               5.016308              41039                  2                985.353892            0.000000             0.000000             0.000000             0.000000      
        3.50               5.016308              41015                  1                964.381175            0.000000             0.000000             0.000000             0.000000      
        3.60               5.016308              40991                  2                962.986384            0.000000             0.000000             0.000000             0.000000      
        3.70               5.016308              40853                  1               1003.909123            0.000000             0.000000             0.000000             0.000000      
        3.80               5.016308              40718                  2                951.508641            0.000000             0.000000             0.000000             0.000000      
        3.90               5.016308              40763                  1                934.886160            0.000000             0.000000             0.000000             0.000000      
        4.00               5.016308              40781                  2                982.712266            0.000000             0.000000             0.000000             0.000000      
        4.10               5.016308              40549                  3               1003.967254           -20.978706           -29.145620           48.710150             0.000000      
        4.20               5.016308              40495                  3                629.527828           76.117004             0.000000             0.000000             0.000000      
        4.30               5.016308              40337                  3               1073.653393            0.000000             0.000000             0.000000             0.000000      
        4.40               5.016308              40415                  3               1097.217767           -23.915604            0.000000             0.000000             0.000000      
        4.50               5.016308              40422                  2               1111.559952            0.000000             0.000000             0.000000             0.000000      
        4.60               5.016308              40348                  1               1131.369010            0.000000             0.000000             0.000000             0.000000      
        4.70               5.016308              40475                  2               1170.516892            0.000000             0.000000             0.000000             0.000000      
        4.80               5.016308              40487                  2               1089.703172           28.235542             0.000000             0.000000             0.000000      
        4.90               5.016308              40641                  1               1142.762127            0.000000             0.000000             0.000000             0.000000      
        5.00               5.016308              40737                  1               1117.390288            0.000000             0.000000             0.000000             0.000000      
        5.10               5.016308              40896                  1               1041.519522            0.000000             0.000000             0.000000             0.000000      
        5.20               5.016308              40976                  2               1098.750855            0.000000             0.000000             0.000000             0.000000      
        5.30               5.016308              40957                  5               1043.390987            0.000000             0.000000             0.000000             0.000000      
        5.40               5.016308              40912                  1                986.681457            0.000000             0.000000             0.000000             0.000000      
        5.50               5.016308              40886                  1               1071.800750           51.613927             0.000000             0.000000             0.000000      
