        tauB               sizeBin             clust_size           bulk_area            bulk_ndens         bulk_ndens_std          int_area            int_ndens          int_ndens_std           bub_area            bub_ndens          bub_ndens_std           gas_area            gas_ndens          gas_ndens_std    
        0.00               5.016308                11                0.000000             0.000000             0.000000           61373.400774           0.764468             0.059299             0.000000             0.000000             0.000000           4076.462044            0.756048             0.060536      
        0.10               5.016308               175                0.000000             0.000000             0.000000           59184.189676           0.763447             0.130743             0.000000             0.000000             0.000000           6265.673142            0.768632             0.125215      
        0.20               5.016308               300                0.000000             0.000000             0.000000           55032.237595           0.764043             0.155058             0.000000             0.000000             0.000000           10417.625224           0.763418             0.150337      
        0.30               5.016308               673                0.000000             0.000000             0.000000           47458.070463           0.766487             0.171241             0.000000             0.000000             0.000000           17991.792355           0.757234             0.166898      
        0.40               5.016308               577                0.000000             0.000000             0.000000           31579.999168           0.763680             0.174376           33869.863650           0.764190             0.181397             0.000000             0.000000             0.000000      
        0.50               5.016308               666                0.000000             0.000000             0.000000           40915.600516           0.764672             0.180979           1258.167298            0.759835             0.176590           23276.095005           0.762886             0.178435      
        0.60               5.016308               693                0.000000             0.000000             0.000000           50276.365210           0.766165             0.186454             0.000000             0.000000             0.000000           15173.497608           0.756582             0.178358      
        0.70               5.016308               896                0.000000             0.000000             0.000000           58127.329146           0.763513             0.187439             0.000000             0.000000             0.000000           7322.533672            0.767357             0.181563      
        0.80               5.016308               980                0.000000             0.000000             0.000000           57120.795308           0.762069             0.191298             0.000000             0.000000             0.000000           8329.067510            0.776798             0.178528      
        0.90               5.016308               980                0.000000             0.000000             0.000000           50980.938896           0.766561             0.192817             0.000000             0.000000             0.000000           14468.923922           0.754721             0.182022      
        1.00               5.016308               920                0.000000             0.000000             0.000000           57624.062227           0.764091             0.189899             0.000000             0.000000             0.000000           7825.800591            0.762861             0.183004      
        1.10               5.016308               902                0.000000             0.000000             0.000000           49571.791523           0.769026             0.191584            352.286843            0.774937             0.186247           15525.784452           0.747466             0.188810      
        1.20               5.016308               1030               0.000000             0.000000             0.000000           51735.839275           0.771380             0.192456             0.000000             0.000000             0.000000           13714.023543           0.735889             0.189575      
        1.30               5.016308               1216               0.000000             0.000000             0.000000           54403.153946           0.764349             0.195923             0.000000             0.000000             0.000000           11046.708872           0.761946             0.188270      
        1.40               5.016308               815                0.000000             0.000000             0.000000           45042.389252           0.763059             0.195473             0.000000             0.000000             0.000000           20407.473566           0.765896             0.194311      
        1.50               5.016308               1115               0.000000             0.000000             0.000000           47156.110312           0.769508             0.197949             0.000000             0.000000             0.000000           18293.752506           0.749600             0.193210      
        1.60               5.016308               1115               0.000000             0.000000             0.000000           50276.365210           0.764514             0.197933             0.000000             0.000000             0.000000           15173.497608           0.762052             0.194063      
        1.70               5.016308               1856               0.000000             0.000000             0.000000           45545.656171           0.769711             0.193620             0.000000             0.000000             0.000000           19904.206647           0.750746             0.196984      
        1.80               5.016308               1484               0.000000             0.000000             0.000000           57573.735536           0.765262             0.194730             0.000000             0.000000             0.000000           7876.127283            0.754305             0.185093      
        1.90               5.016308               1490               0.000000             0.000000             0.000000           48716.237761           0.769908             0.196030            377.450189            0.728573             0.232027           16356.174868           0.746996             0.188725      
        2.00               5.016308               1265               0.000000             0.000000             0.000000           54000.540411           0.767529             0.196216            553.593611            0.713520             0.188877           10895.728797           0.748734             0.202691      
        2.10               5.016308               1114               0.000000             0.000000             0.000000           47005.130236           0.767235             0.197748             0.000000             0.000000             0.000000           18444.732582           0.755554             0.189897      
        2.20               5.016308               1391               0.000000             0.000000             0.000000           54881.257519           0.767056             0.198382             0.000000             0.000000             0.000000           10568.605299           0.747781             0.192872      
        2.30               5.016308               1318               0.000000             0.000000             0.000000           51106.755626           0.771718             0.201953             0.000000             0.000000             0.000000           14343.107192           0.736242             0.193875      
        2.40               5.016308               1651               0.000000             0.000000             0.000000           54277.337216           0.762141             0.200920             0.000000             0.000000             0.000000           11172.525602           0.772699             0.189911      
        2.50               5.016308               1391               0.000000             0.000000             0.000000           48917.544528           0.764961             0.202331             0.000000             0.000000             0.000000           16532.318290           0.760934             0.193204      
        2.60               5.016308               1368               0.000000             0.000000             0.000000           49471.138139           0.768731             0.205635            377.450189            0.696781             0.142081           15601.274490           0.750387             0.194507      
        2.70               5.016308               1276               0.000000             0.000000             0.000000           57397.592114           0.762471             0.206438             0.000000             0.000000             0.000000           8052.270704            0.774440             0.179327      
        2.80               5.016308               1513               0.000000             0.000000             0.000000           46376.046587           0.769794             0.202366             0.000000             0.000000             0.000000           19073.816231           0.749719             0.199310      
        2.90               5.016308               1477               0.000000             0.000000             0.000000           56843.998503           0.766783             0.203156             0.000000             0.000000             0.000000           8605.864315            0.745190             0.198491      
        3.00               5.016308               2600               0.000000             0.000000             0.000000           52037.799426           0.768768             0.207991             0.000000             0.000000             0.000000           13412.063392           0.745225             0.190108      
        3.10               5.016308               1850               0.000000             0.000000             0.000000           57196.285346           0.763808             0.206983             0.000000             0.000000             0.000000           8253.577472            0.764880             0.206369      
        3.20               5.016308               1570               0.000000             0.000000             0.000000           60995.950585           0.766969             0.204812             0.000000             0.000000             0.000000           4453.912233            0.722511             0.192989      
        3.30               5.016308               1823               0.000000             0.000000             0.000000           48036.827420           0.762082             0.206422             0.000000             0.000000             0.000000           17413.035398           0.769079             0.198598      
        3.40               5.016308               1578               0.000000             0.000000             0.000000           51735.839275           0.769428             0.207999             0.000000             0.000000             0.000000           13714.023543           0.743254             0.195651      
        3.50               5.016308               2167               0.000000             0.000000             0.000000           52767.536459           0.768503             0.208136             0.000000             0.000000             0.000000           12682.326359           0.744974             0.196382      
        3.60               5.016308               2148               0.000000             0.000000             0.000000           54579.297367           0.769687             0.208192             0.000000             0.000000             0.000000           10870.565451           0.735104             0.194574      
        3.70               5.016308               1366               0.000000             0.000000             0.000000           55007.074249           0.764465             0.207907             0.000000             0.000000             0.000000           10442.788570           0.761195             0.199057      
        3.80               5.016308               2013               0.000000             0.000000             0.000000           53019.169918           0.767307             0.211035             0.000000             0.000000             0.000000           12430.692900           0.749596             0.199622      
        3.90               5.016308               1356               0.000000             0.000000             0.000000           52364.922924           0.768377             0.209349             0.000000             0.000000             0.000000           13084.939894           0.746201             0.195622      
        4.00               5.016308               1318               0.000000             0.000000             0.000000           53144.986648           0.765754             0.209626             0.000000             0.000000             0.000000           12304.876170           0.756123             0.193027      
        4.10               5.016308               1972               0.000000             0.000000             0.000000           52968.843227           0.769433             0.206171             0.000000             0.000000             0.000000           12481.019592           0.740645             0.192538      
        4.20               5.016308               2032               0.000000             0.000000             0.000000           56391.058276           0.770122             0.206398             0.000000             0.000000             0.000000           9058.804542            0.725482             0.187741      
        4.30               5.016308               2597               0.000000             0.000000             0.000000           55359.361092           0.766248             0.208835             0.000000             0.000000             0.000000           10090.501726           0.751301             0.198854      
        4.40               5.016308               2203               0.000000             0.000000             0.000000           51610.022545           0.772040             0.208716             0.000000             0.000000             0.000000           13839.840273           0.733751             0.194988      
        4.50               5.016308               2432               0.000000             0.000000             0.000000           44463.632295           0.766087             0.212009             0.000000             0.000000             0.000000           20986.230523           0.759403             0.197070      
