        tauB               sizeBin             clust_size           bulk_area            bulk_ndens         bulk_ndens_std          int_area            int_ndens          int_ndens_std           bub_area            bub_ndens          bub_ndens_std           gas_area            gas_ndens          gas_ndens_std    
        0.00               5.016308              40334             7901.290629            1.618090             0.088515           21313.354020           1.331278             0.471876             0.000000             0.000000             0.000000           36235.218169           0.243989             0.072396      
        0.10               5.016308              40534             7221.880288            1.972893             0.188829           17765.322241           1.505011             0.683567             0.000000             0.000000             0.000000           40462.660289           0.222798             0.103133      
        0.20               5.016308              40940             6743.776715            2.086368             0.141569           18268.589160           1.503948             0.690383             0.000000             0.000000             0.000000           40437.496943           0.209088             0.096524      
        0.30               5.016308              41352             7171.553596            2.064546             0.116168           18218.262468           1.493776             0.660575             0.000000             0.000000             0.000000           40060.046754           0.199201             0.094288      
        0.40               5.016308              41576             7800.637245            2.018168             0.105832           18268.589160           1.457474             0.645261             0.000000             0.000000             0.000000           39380.636413           0.193775             0.094471      
        0.50               5.016308              41636             9008.477850            1.972808             0.103967           17236.891976           1.430652             0.618718             0.000000             0.000000             0.000000           39204.492991           0.193039             0.091228      
        0.60               5.016308              41750             10065.338380           1.925420             0.103268           16431.664906           1.408196             0.591502             0.000000             0.000000             0.000000           38952.859532           0.192053             0.091139      
        0.70               5.016308              41619             11172.525602           1.891336             0.102561           15123.170916           1.403542             0.549991             0.000000             0.000000             0.000000           39154.166300           0.195203             0.096941      
        0.80               5.016308              41274             11902.262635           1.868048             0.104729           14720.557381           1.355383             0.566285             0.000000             0.000000             0.000000           38827.042802           0.201251             0.093167      
        0.90               5.016308              41070             11650.629175           1.844450             0.100315           15953.561333           1.301778             0.598945           1182.677260            0.218995             0.113850           36662.995050           0.204130             0.097030      
        1.00               5.016308              40934             13386.900046           1.826039             0.096419           12279.712824           1.368517             0.530721             0.000000             0.000000             0.000000           39783.249948           0.219942             0.115252      
        1.10               5.016308              40476             12732.653051           1.816982             0.092977           14166.963770           1.290891             0.579690            528.430265            0.215733             0.135224           38021.815732           0.222583             0.109856      
        1.20               5.016308              40250             12355.202862           1.813163             0.085769           15701.927873           1.219341             0.615867           3170.581590            0.246012             0.109203           34222.150493           0.224182             0.112469      
        1.30               5.016308              39998             12808.143089           1.804711             0.079468           14192.127116           1.262461             0.586961             0.000000             0.000000             0.000000           38449.592613           0.233240             0.111154      
        1.40               5.016308              39869             12581.672975           1.801350             0.078566           14393.433884           1.265438             0.585086             0.000000             0.000000             0.000000           38474.755959           0.237091             0.117525      
        1.50               5.016308              39817             12405.529554           1.801374             0.079294           14594.740652           1.270663             0.583774            528.430265            0.251689             0.138933           37921.162348           0.236675             0.113848      
        1.60               5.016308              39917             12858.469781           1.797492             0.084471           13714.023543           1.283212             0.565965             0.000000             0.000000             0.000000           38877.369494           0.238931             0.118498      
        1.70               5.016308              39670             11826.772597           1.801760             0.081551           14896.700803           1.291763             0.572174             0.000000             0.000000             0.000000           38726.389418           0.243968             0.122897      
        1.80               5.016308              39371             11524.812445           1.805496             0.084167           15727.091219           1.259228             0.589188            780.063724            0.283310             0.122276           37417.895429           0.244990             0.121137      
        1.90               5.016308              39175             11197.688948           1.812606             0.090224           15173.497608           1.302402             0.569664            503.266919            0.262286             0.133825           38575.409343           0.254281             0.130162      
        2.00               5.016308              38785             11021.545526           1.818983             0.091406           15550.947798           1.272077             0.595655           1031.697184            0.252981             0.114695           37845.672310           0.261827             0.130000      
        2.10               5.016308              38624             10920.892143           1.827506             0.086998           16708.461711           1.200948             0.629949             0.000000             0.000000             0.000000           37820.508964           0.263772             0.123678      
        2.20               5.016308              38462             11021.545526           1.830687             0.087411           15399.967722           1.259288             0.601568             0.000000             0.000000             0.000000           39028.349570           0.267242             0.132737      
        2.30               5.016308              38393             10719.585375           1.844474             0.089388           15072.844225           1.299755             0.584685             0.000000             0.000000             0.000000           39657.433219           0.268222             0.133998      
        2.40               5.016308              38422             10518.278607           1.853345             0.085232           15349.641030           1.301073             0.591784             0.000000             0.000000             0.000000           39581.943181           0.266157             0.129207      
        2.50               5.016308              38610             10669.258683           1.854674             0.088773           15148.334262           1.289185             0.603276             0.000000             0.000000             0.000000           39632.269873           0.269553             0.136059      
        2.60               5.016308              38385             10644.095337           1.849946             0.087500           15550.947798           1.271177             0.605577             0.000000             0.000000             0.000000           39254.819683           0.268528             0.133327      
        2.70               5.016308              38370             10669.258683           1.844271             0.083957           15148.334262           1.298163             0.593971             0.000000             0.000000             0.000000           39632.269873           0.268922             0.131165      
        2.80               5.016308              38459             10920.892143           1.842523             0.088585           14343.107192           1.326561             0.572540             0.000000             0.000000             0.000000           40185.863484           0.270020             0.139480      
        2.90               5.016308              38608             10568.605299           1.847358             0.091467           15425.131068           1.296910             0.584348             0.000000             0.000000             0.000000           39456.126451           0.265383             0.136925      
        3.00               5.016308              38521             10769.912067           1.851733             0.093181           15626.437835           1.265932             0.607293             0.000000             0.000000             0.000000           39053.512916           0.263101             0.137418      
        3.10               5.016308              38597             11021.545526           1.853914             0.097446           14317.943846           1.321698             0.581425             0.000000             0.000000             0.000000           40110.373446           0.265343             0.142630      
