        tauB               sizeBin             clust_size           bulk_area            bulk_ndens         bulk_ndens_std          int_area            int_ndens          int_ndens_std           bub_area            bub_ndens          bub_ndens_std           gas_area            gas_ndens          gas_ndens_std    
        0.00               5.016308              43110             9335.601348            1.685698             0.040338           20633.943680           1.354855             0.524632             0.000000             0.000000             0.000000           35480.317791           0.177761             0.067480      
        0.10               5.016308              43255             6945.083482            2.199398             0.114578           17413.035398           1.625564             0.773461             0.000000             0.000000             0.000000           41091.743938           0.156211             0.086993      
        0.20               5.016308              43752             6869.593445            2.238852             0.086420           18042.119047           1.601253             0.769888             0.000000             0.000000             0.000000           40538.150327           0.141348             0.080337      
        0.30               5.016308              44159             7247.043634            2.188617             0.102488           18016.955701           1.599771             0.708398             0.000000             0.000000             0.000000           40185.863484           0.132285             0.079657      
        0.40               5.016308              44383             7674.820515            2.129301             0.115768           18142.772431           1.574511             0.676028             0.000000             0.000000             0.000000           39632.269873           0.128481             0.074314      
        0.50               5.016308              44551             8782.007737            2.064790             0.117796           17916.302317           1.505724             0.681392             0.000000             0.000000             0.000000           38751.552764           0.126188             0.072480      
        0.60               5.016308              44536             10165.991764           2.011019             0.115128           17060.748555           1.450171             0.662715             0.000000             0.000000             0.000000           38223.122499           0.125971             0.071755      
        0.70               5.016308              44549             11575.139137           1.962741             0.115288           16104.541409           1.396128             0.652579             0.000000             0.000000             0.000000           37770.182272           0.127005             0.074509      
        0.80               5.016308              44565             13462.390084           1.922764             0.104233           14015.983695           1.367225             0.628043             0.000000             0.000000             0.000000           37971.489040           0.130414             0.078068      
        0.90               5.016308              44360             14242.453808           1.893705             0.105387           13512.716776           1.326306             0.626892             0.000000             0.000000             0.000000           37694.692234           0.135483             0.078252      
        1.00               5.016308              44197             13487.553430           1.872171             0.099507           17060.748555           1.168647             0.711103           2793.131401            0.132110             0.078610           32108.429433           0.138344             0.078071      
        1.10               5.016308              43989             14468.923922           1.850725             0.102335           13940.493657           1.279080             0.640624             0.000000             0.000000             0.000000           37040.445240           0.145544             0.083620      
        1.20               5.016308              43604             14368.270538           1.842463             0.094283           15525.784452           1.169732             0.687623             0.000000             0.000000             0.000000           35555.807829           0.150918             0.081275      
        1.30               5.016308              43379             14544.413960           1.833212             0.091815           15500.621106           1.147438             0.686436            654.246995            0.191059             0.082495           34750.580758           0.156141             0.082190      
        1.40               5.016308              43013             14720.557381           1.823165             0.090936           13437.226738           1.260007             0.637000            729.737033            0.161702             0.108423           36562.341667           0.167194             0.089263      
        1.50               5.016308              42814             14519.250614           1.816829             0.084309           16783.951749           1.060537             0.712064             0.000000             0.000000             0.000000           34146.660455           0.170471             0.088325      
        1.60               5.016308              42683             14821.210765           1.805521             0.085692           14317.943846           1.176496             0.684202           1006.533838            0.193734             0.101001           35304.174369           0.175617             0.087436      
        1.70               5.016308              42564             14871.537457           1.800150             0.082929           13663.696851           1.217386             0.658160             0.000000             0.000000             0.000000           36914.628510           0.178655             0.092865      
        1.80               5.016308              42451             14519.250614           1.801953             0.085648           14192.127116           1.211517             0.663248            578.756957            0.196974             0.114508           36159.728131           0.180560             0.088785      
        1.90               5.016308              42366             14393.433884           1.805754             0.079391           14695.394035           1.182343             0.681994             0.000000             0.000000             0.000000           36361.034899           0.182448             0.091099      
        2.00               5.016308              42311             14317.943846           1.810665             0.075322           14796.047419           1.173354             0.688070             0.000000             0.000000             0.000000           36335.871553           0.184776             0.091975      
        2.10               5.016308              42207             13890.166965           1.816465             0.083553           15525.784452           1.164257             0.691600             0.000000             0.000000             0.000000           36033.911402           0.185742             0.095909      
        2.20               5.016308              42031             14066.310387           1.825141             0.079941           13638.533505           1.255780             0.646606             0.000000             0.000000             0.000000           37745.018926           0.190754             0.093616      
        2.30               5.016308              41824             14116.637078           1.827064             0.077864           13688.860197           1.232389             0.670175             0.000000             0.000000             0.000000           37644.365542           0.194930             0.093440      
        2.40               5.016308              41968             14242.453808           1.830373             0.076202           14141.800424           1.190725             0.690736             0.000000             0.000000             0.000000           37065.608586           0.191336             0.092917      
        2.50               5.016308              42179             14368.270538           1.831675             0.086244           13814.676927           1.210814             0.676700             0.000000             0.000000             0.000000           37266.915353           0.186627             0.092716      
        2.60               5.016308              42315             14192.127116           1.828972             0.085173           13990.820349           1.233237             0.666586             0.000000             0.000000             0.000000           37266.915353           0.182172             0.090802      
        2.70               5.016308              42508             14141.800424           1.830743             0.082456           14242.453808           1.223314             0.684576             0.000000             0.000000             0.000000           37065.608586           0.180410             0.090529      
        2.80               5.016308              42798             14317.943846           1.828056             0.086247           15601.274490           1.132407             0.710960             0.000000             0.000000             0.000000           35530.644483           0.173343             0.086658      
        2.90               5.016308              42902             14997.354187           1.822788             0.089138           13034.613203           1.245070             0.658664             0.000000             0.000000             0.000000           37417.895429           0.171950             0.087296      
        3.00               5.016308              42693             14343.107192           1.826592             0.084912           13789.513581           1.258130             0.641956             0.000000             0.000000             0.000000           37317.242045           0.172896             0.088974      
        3.10               5.016308              42644             14217.290462           1.827141             0.088321           13663.696851           1.274033             0.635626             0.000000             0.000000             0.000000           37568.875505           0.176077             0.091658      
        3.20               5.016308              42599             13839.840273           1.832608             0.094466           14569.577306           1.240118             0.659924             0.000000             0.000000             0.000000           37040.445240           0.177347             0.090643      
        3.30               5.016308              42536             13764.350235           1.837428             0.090306           14770.884073           1.228972             0.661663             0.000000             0.000000             0.000000           36914.628510           0.177599             0.090556      
        3.40               5.016308              42358             13261.083316           1.845626             0.087588           15274.150992           1.239545             0.659668             0.000000             0.000000             0.000000           36914.628510           0.178574             0.089944      
        3.50               5.016308              42154             13361.736700           1.851780             0.087865           14393.433884           1.264118             0.668974            981.370492            0.193607             0.092295           36713.321742           0.187180             0.093268      
        3.60               5.016308              42213             13890.166965           1.852893             0.084087           13512.716776           1.270211             0.654295             0.000000             0.000000             0.000000           38046.979078           0.186585             0.092944      
        3.70               5.016308              42208             13764.350235           1.856462             0.086733           13714.023543           1.271983             0.652086             0.000000             0.000000             0.000000           37971.489040           0.184428             0.090104      
        3.80               5.016308              42110             13462.390084           1.857100             0.082564           13990.820349           1.284771             0.652759             0.000000             0.000000             0.000000           37996.652386           0.184858             0.091362      
        3.90               5.016308              42193             13764.350235           1.859732             0.083354           13487.553430           1.286964             0.639525             0.000000             0.000000             0.000000           38197.959153           0.184408             0.090335      
        4.00               5.016308              42139             13412.063392           1.862577             0.085251           13890.166965           1.291561             0.641258             0.000000             0.000000             0.000000           38147.632462           0.185569             0.092444      
        4.10               5.016308              42151             13890.166965           1.855917             0.083854           13688.860197           1.254378             0.653258             0.000000             0.000000             0.000000           37870.835656           0.186159             0.090536      
        4.20               5.016308              42115             13563.043468           1.858285             0.085005           13412.063392           1.312177             0.632490             0.000000             0.000000             0.000000           38474.755959           0.187058             0.095537      
        4.30               5.016308              42059             13537.880122           1.864103             0.083959           14494.087268           1.226707             0.686021             0.000000             0.000000             0.000000           37417.895429           0.186649             0.096929      
        4.40               5.016308              42262             13588.206813           1.861467             0.081557           14443.760576           1.234512             0.672861             0.000000             0.000000             0.000000           37417.895429           0.183736             0.090661      
        4.50               5.016308              42329             14066.310387           1.855426             0.077971           13638.533505           1.247641             0.657619             0.000000             0.000000             0.000000           37745.018926           0.182408             0.090731      
        4.60               5.016308              42180             13688.860197           1.852382             0.083839           13613.370159           1.292479             0.649735             0.000000             0.000000             0.000000           38147.632462           0.184756             0.090737      
        4.70               5.016308              42150             13865.003619           1.854309             0.085886           13336.573354           1.289912             0.648953             0.000000             0.000000             0.000000           38248.285845           0.185289             0.092100      
        4.80               5.016308              42207             13940.493657           1.858973             0.086285           13537.880122           1.261128             0.663571             0.000000             0.000000             0.000000           37971.489040           0.184665             0.089611      
        4.90               5.016308              42305             13940.493657           1.854812             0.082194           13839.840273           1.249798             0.670967             0.000000             0.000000             0.000000           37669.528888           0.181738             0.090002      
        5.00               5.016308              42374             14846.374111           1.851024             0.085733           12078.406056           1.286759             0.635667             0.000000             0.000000             0.000000           38525.082651           0.181103             0.087827      
        5.10               5.016308              42589             14569.577306           1.843979             0.082297           13160.429932           1.248667             0.658314             0.000000             0.000000             0.000000           37719.855580           0.177652             0.089361      
        5.20               5.016308              42586             13865.003619           1.838802             0.082293           14544.413960           1.236901             0.667340             0.000000             0.000000             0.000000           37040.445240           0.175889             0.089631      
        5.30               5.016308              42631             14192.127116           1.838414             0.086380           13588.206813           1.273604             0.648787             0.000000             0.000000             0.000000           37669.528888           0.175288             0.087132      
        5.40               5.016308              42531             14041.147041           1.839451             0.087160           13512.716776           1.292560             0.644103             0.000000             0.000000             0.000000           37895.999002           0.176958             0.087645      
        5.50               5.016308              42511             13865.003619           1.843562             0.090049           13865.003619           1.280779             0.652630             0.000000             0.000000             0.000000           37719.855580           0.177122             0.091023      
        5.60               5.016308              42447             14217.290462           1.843460             0.083261           13386.900046           1.270720             0.656629             0.000000             0.000000             0.000000           37845.672310           0.179149             0.090628      
        5.70               5.016308              42551             14116.637078           1.839744             0.079878           14242.453808           1.222472             0.686197             0.000000             0.000000             0.000000           37090.771932           0.178427             0.090879      
        5.80               5.016308              42567             13965.657003           1.833283             0.076960           14015.983695           1.264628             0.652956             0.000000             0.000000             0.000000           37468.222121           0.178071             0.088543      
        5.90               5.016308              42521             13764.350235           1.833141             0.076765           14116.637078           1.277571             0.647073             0.000000             0.000000             0.000000           37568.875505           0.179218             0.090852      
        6.00               5.016308              42306             13714.023543           1.833379             0.078697           13990.820349           1.282913             0.641522             0.000000             0.000000             0.000000           37745.018926           0.183018             0.095390      
        6.10               5.016308              42104             13462.390084           1.833701             0.081338           14745.720727           1.247277             0.664056             0.000000             0.000000             0.000000           37241.752007           0.185867             0.095917      
        6.20               5.016308              42025             13235.919970           1.842033             0.075964           14544.413960           1.272860             0.661577             0.000000             0.000000             0.000000           37669.528888           0.188641             0.094557      
        6.30               5.016308              42066             13437.226738           1.846214             0.081329           15148.334262           1.207261             0.687369             0.000000             0.000000             0.000000           36864.301818           0.187281             0.088795      
        6.40               5.016308              42186             13890.166965           1.844182             0.076754           13890.166965           1.254701             0.655740             0.000000             0.000000             0.000000           37669.528888           0.184659             0.092270      
        6.50               5.016308              42251             13839.840273           1.842362             0.080677           13663.696851           1.280693             0.643794             0.000000             0.000000             0.000000           37946.325694           0.184550             0.091589      
        6.60               5.016308              42157             13537.880122           1.846670             0.084874           13839.840273           1.296619             0.639112             0.000000             0.000000             0.000000           38072.142424           0.185306             0.092956      
        6.70               5.016308              42241             13185.593278           1.854827             0.088338           15223.824300           1.230506             0.678563             0.000000             0.000000             0.000000           37040.445240           0.183853             0.090195      
        6.80               5.016308              42163             13789.513581           1.860254             0.086932           13613.370159           1.269561             0.658129             0.000000             0.000000             0.000000           38046.979078           0.185691             0.091930      
        6.90               5.016308              42355             13814.676927           1.856142             0.091867           13965.657003           1.251499             0.667006             0.000000             0.000000             0.000000           37669.528888           0.182641             0.089439      
        7.00               5.016308              42367             13688.860197           1.852747             0.087843           13890.166965           1.281842             0.646459             0.000000             0.000000             0.000000           37870.835656           0.180429             0.088096      
        7.10               5.016308              42281             13437.226738           1.854475             0.083385           14317.943846           1.271132             0.657402             0.000000             0.000000             0.000000           37694.692234           0.182546             0.090119      
        7.20               5.016308              42217             13084.939894           1.856485             0.085053           14796.047419           1.270542             0.650706             0.000000             0.000000             0.000000           37568.875505           0.183902             0.089868      
        7.30               5.016308              42058             13437.226738           1.861843             0.086911           13865.003619           1.285899             0.644937             0.000000             0.000000             0.000000           38147.632462           0.187508             0.093393      
        7.40               5.016308              42083             13487.553430           1.864682             0.080048           13663.696851           1.291598             0.642982             0.000000             0.000000             0.000000           38298.612537           0.188049             0.088562      
        7.50               5.016308              42035             13638.533505           1.861637             0.069064           13588.206813           1.278462             0.650128             0.000000             0.000000             0.000000           38223.122499           0.189362             0.095473      
        7.60               5.016308              41986             13462.390084           1.859105             0.073688           14066.310387           1.267070             0.659894             0.000000             0.000000             0.000000           37921.162348           0.188523             0.090429      
        7.70               5.016308              42170             13336.573354           1.866371             0.071930           14267.617154           1.267275             0.665900             0.000000             0.000000             0.000000           37845.672310           0.185702             0.091212      
        7.80               5.016308              42236             12984.286511           1.870261             0.073893           14519.250614           1.289460             0.661174             0.000000             0.000000             0.000000           37946.325694           0.184313             0.091637      
        7.90               5.016308              42322             12833.306435           1.874342             0.078622           15148.334262           1.263703             0.674697             0.000000             0.000000             0.000000           37468.222121           0.181567             0.091845      
        8.00               5.016308              42458             12984.286511           1.877577             0.075364           14645.067343           1.286303             0.667495             0.000000             0.000000             0.000000           37820.508964           0.179347             0.089254      
        8.10               5.016308              42561             13361.736700           1.875056             0.074323           13890.166965           1.309775             0.641606             0.000000             0.000000             0.000000           38197.959153           0.176790             0.092665      
        8.20               5.016308              42514             13311.410008           1.871853             0.072125           14594.740652           1.265456             0.658983             0.000000             0.000000             0.000000           37543.712159           0.176168             0.091736      
        8.30               5.016308              42561             13563.043468           1.868017             0.071217           14015.983695           1.277613             0.662366             0.000000             0.000000             0.000000           37870.835656           0.178422             0.092479      
        8.40               5.016308              42424             13336.573354           1.871695             0.079347           15098.007571           1.223340             0.685111             0.000000             0.000000             0.000000           37015.281894           0.177440             0.091499      
        8.50               5.016308              42318             13437.226738           1.871592             0.080261           13890.166965           1.293145             0.655880             0.000000             0.000000             0.000000           38122.469116           0.180707             0.088181      
        8.60               5.016308              42368             13412.063392           1.869213             0.077715           14368.270538           1.263896             0.666280             0.000000             0.000000             0.000000           37669.528888           0.179721             0.092939      
        8.70               5.016308              42454             13386.900046           1.863314             0.078602           14745.720727           1.245785             0.666313             0.000000             0.000000             0.000000           37317.242045           0.179167             0.091027      
        8.80               5.016308              42363             13714.023543           1.861598             0.077781           13915.330311           1.264289             0.659402             0.000000             0.000000             0.000000           37820.508964           0.181833             0.092422      
        8.90               5.016308              42339             13739.186889           1.860882             0.078168           13915.330311           1.265726             0.662911             0.000000             0.000000             0.000000           37795.345618           0.180445             0.090973      
        9.00               5.016308              42497             13839.840273           1.858403             0.083726           14393.433884           1.229727             0.681636             0.000000             0.000000             0.000000           37216.588661           0.176803             0.087560      
        9.10               5.016308              42499             13764.350235           1.854283             0.080898           13638.533505           1.298747             0.650819             0.000000             0.000000             0.000000           38046.979078           0.177780             0.084900      
        9.20               5.016308              42618             13739.186889           1.854258             0.076865           14418.597230           1.248388             0.669912             0.000000             0.000000             0.000000           37292.078699           0.174943             0.088045      
        9.30               5.016308              42507             13714.023543           1.852921             0.073251           13739.186889           1.296292             0.652714             0.000000             0.000000             0.000000           37996.652386           0.178410             0.088705      
        9.40               5.016308              42464             13915.330311           1.850908             0.074340           13890.166965           1.263052             0.663924             0.000000             0.000000             0.000000           37644.365542           0.177981             0.089827      
        9.50               5.016308              42546             14242.453808           1.850103             0.076398           13714.023543           1.240628             0.668367             0.000000             0.000000             0.000000           37493.385467           0.176991             0.085601      
