        tauB               sizeBin             clust_size           bulk_area            bulk_ndens         bulk_ndens_std          int_area            int_ndens          int_ndens_std           bub_area            bub_ndens          bub_ndens_std           gas_area            gas_ndens          gas_ndens_std    
        0.00               5.016308              44552             9511.744769            1.740900             0.092658           20407.473566           1.392921             0.550373             0.000000             0.000000             0.000000           35530.644483           0.141146             0.063024      
        0.10               5.016308              44821             6945.083482            2.355623             0.128842           17060.748555           1.684158             0.835049             0.000000             0.000000             0.000000           41444.030781           0.118401             0.073117      
        0.20               5.016308              45249             7070.900212            2.328275             0.119200           17161.401938           1.700910             0.776317             0.000000             0.000000             0.000000           41217.560668           0.105465             0.067978      
        0.30               5.016308              45585             7549.003785            2.258841             0.075622           17538.852128           1.652731             0.740115             0.000000             0.000000             0.000000           40362.006905           0.098137             0.065185      
        0.40               5.016308              45829             8329.067510            2.193523             0.067050           17488.525436           1.602651             0.713404             0.000000             0.000000             0.000000           39632.269873           0.093409             0.063193      
        0.50               5.016308              45790             8706.517699            2.133689             0.096209           17538.852128           1.579237             0.681392             0.000000             0.000000             0.000000           39204.492991           0.095015             0.064443      
        0.60               5.016308              45719             10795.075413           2.071500             0.115778           16104.541409           1.481073             0.689658             0.000000             0.000000             0.000000           38550.245997           0.098209             0.066685      
        0.70               5.016308              45502             11499.649100           2.024844             0.117174           15500.621106           1.465619             0.664750             0.000000             0.000000             0.000000           38449.592613           0.103954             0.066771      
        0.80               5.016308              45256             13084.939894           1.985947             0.119572           14217.290462           1.394077             0.666850             0.000000             0.000000             0.000000           38147.632462           0.109941             0.068448      
        0.90               5.016308              44900             13512.716776           1.952605             0.116594           14015.983695           1.363015             0.668221             0.000000             0.000000             0.000000           37921.162348           0.118957             0.074245      
        1.00               5.016308              44727             14267.617154           1.924148             0.115771           13512.716776           1.320312             0.668884             0.000000             0.000000             0.000000           37669.528888           0.124929             0.073639      
        1.10               5.016308              44342             14443.760576           1.902967             0.111548           13261.083316           1.319726             0.653984             0.000000             0.000000             0.000000           37745.018926           0.132812             0.078061      
        1.20               5.016308              43932             14368.270538           1.895705             0.103585           12984.286511           1.332688             0.650145             0.000000             0.000000             0.000000           38097.305770           0.143265             0.081450      
        1.30               5.016308              43725             14670.230689           1.889405             0.100797           12908.796473           1.291910             0.666172             0.000000             0.000000             0.000000           37870.835656           0.148003             0.079906      
        1.40               5.016308              43646             14519.250614           1.880469             0.093490           13412.063392           1.271318             0.683829             0.000000             0.000000             0.000000           37518.548813           0.150486             0.080172      
        1.50               5.016308              43397             14519.250614           1.881846             0.091366           12556.509629           1.324731             0.654475             0.000000             0.000000             0.000000           38374.102575           0.157476             0.081899      
        1.60               5.016308              43142             14494.087268           1.876075             0.086438           13084.939894           1.275206             0.667290             0.000000             0.000000             0.000000           37870.835656           0.161655             0.083468      
        1.70               5.016308              42949             13865.003619           1.874071             0.084400           13764.350235           1.289345             0.670795             0.000000             0.000000             0.000000           37820.508964           0.165757             0.086161      
        1.80               5.016308              42808             14015.983695           1.872576             0.081887           13663.696851           1.269056             0.681758             0.000000             0.000000             0.000000           37770.182272           0.169816             0.087074      
        1.90               5.016308              42785             14393.433884           1.872034             0.085996           12883.633127           1.284110             0.670885             0.000000             0.000000             0.000000           38172.795807           0.170566             0.086755      
        2.00               5.016308              42740             13537.880122           1.875921             0.089184           14242.453808           1.277589             0.683428             0.000000             0.000000             0.000000           37669.528888           0.170111             0.083558      
        2.10               5.016308              42828             13915.330311           1.874264             0.086820           13437.226738           1.298780             0.675345             0.000000             0.000000             0.000000           38097.305770           0.169750             0.088588      
        2.20               5.016308              42860             14041.147041           1.879903             0.086050           13286.246662           1.295324             0.670206             0.000000             0.000000             0.000000           38122.469116           0.167723             0.084739      
        2.30               5.016308              42919             13613.370159           1.886307             0.087298           14418.597230           1.254976             0.697566             0.000000             0.000000             0.000000           37417.895429           0.166391             0.085083      
        2.40               5.016308              42959             13512.716776           1.894956             0.082391           13890.166965           1.304016             0.674534             0.000000             0.000000             0.000000           38046.979078           0.165085             0.084470      
        2.50               5.016308              42849             13261.083316           1.896678             0.082744           13915.330311           1.327672             0.658370             0.000000             0.000000             0.000000           38273.449191           0.166512             0.086644      
        2.60               5.016308              42652             13135.266586           1.896117             0.087089           13739.186889           1.345058             0.652688             0.000000             0.000000             0.000000           38575.409343           0.171456             0.087114      
        2.70               5.016308              42541             13361.736700           1.890024             0.082183           13940.493657           1.299165             0.677571             0.000000             0.000000             0.000000           38147.632462           0.173930             0.086858      
        2.80               5.016308              42654             13361.736700           1.891072             0.086760           13915.330311           1.306401             0.682551             0.000000             0.000000             0.000000           38172.795807           0.171667             0.087439      
        2.90               5.016308              42859             13613.370159           1.895563             0.086648           13613.370159           1.306436             0.680714             0.000000             0.000000             0.000000           38223.122499           0.167700             0.082966      
        3.00               5.016308              43097             14015.983695           1.890485             0.085867           13613.370159           1.273821             0.687375             0.000000             0.000000             0.000000           37820.508964           0.162927             0.086793      
        3.10               5.016308              43213             14166.963770           1.888760             0.088090           13235.919970           1.293752             0.674278             0.000000             0.000000             0.000000           38046.979078           0.160801             0.084985      
        3.20               5.016308              43172             13915.330311           1.888062             0.088139           13462.390084           1.304597             0.676274             0.000000             0.000000             0.000000           38072.142424           0.161903             0.084692      
        3.30               5.016308              43166             14141.800424           1.888656             0.093997           13311.410008           1.288143             0.676684             0.000000             0.000000             0.000000           37996.652386           0.161698             0.082419      
        3.40               5.016308              43232             13739.186889           1.889923             0.093040           14217.290462           1.269159             0.689981             0.000000             0.000000             0.000000           37493.385467           0.159762             0.082230      
        3.50               5.016308              43010             13890.166965           1.893210             0.092014           12808.143089           1.354373             0.651668             0.000000             0.000000             0.000000           38751.552764           0.164019             0.085911      
        3.60               5.016308              43030             13714.023543           1.895651             0.090274           14015.983695           1.276828             0.689719             0.000000             0.000000             0.000000           37719.855580           0.161904             0.081747      
        3.70               5.016308              43023             13613.370159           1.898134             0.091910           13537.880122           1.320739             0.673576             0.000000             0.000000             0.000000           38298.612537           0.163975             0.088943      
        3.80               5.016308              43069             13588.206813           1.902238             0.092164           14116.637078           1.275941             0.696421             0.000000             0.000000             0.000000           37745.018926           0.162670             0.087579      
        3.90               5.016308              43115             13563.043468           1.903997             0.091313           14091.473732           1.282123             0.699919             0.000000             0.000000             0.000000           37795.345618           0.161634             0.085338      
        4.00               5.016308              43250             14267.617154           1.902490             0.088104           12606.836321           1.324678             0.658077             0.000000             0.000000             0.000000           38575.409343           0.159584             0.084504      
        4.10               5.016308              43238             13890.166965           1.892850             0.081798           14418.597230           1.238193             0.708928             0.000000             0.000000             0.000000           37141.098623           0.157642             0.084323      
        4.20               5.016308              43474             13965.657003           1.892142             0.083696           13990.820349           1.269118             0.702896             0.000000             0.000000             0.000000           37493.385467           0.155201             0.081063      
        4.30               5.016308              43542             13940.493657           1.887164             0.087413           13361.736700           1.333434             0.676282             0.000000             0.000000             0.000000           38147.632462           0.154007             0.083003      
        4.40               5.016308              43703             14116.637078           1.883097             0.091205           13990.820349           1.273978             0.699579             0.000000             0.000000             0.000000           37342.405391           0.149776             0.080291      
        4.50               5.016308              43670             14015.983695           1.877999             0.088307           14217.290462           1.275841             0.692995             0.000000             0.000000             0.000000           37216.588661           0.148831             0.079675      
        4.60               5.016308              43597             14217.290462           1.872016             0.087349           13638.533505           1.298747             0.669389             0.000000             0.000000             0.000000           37594.038851           0.150875             0.078894      
