      tauB          sizeBin        clust_size       Na_bulk         Nb_bulk        NBin_bulk         Na_gas          Nb_gas         NBin_gas         Na_int          Nb_int         NBin_int         Na_bub          Nb_bub         NBin_bub   
      0.00          5.016308         36505           17708             0              453              0             12362            1501            7265           12665            647              0               0               0       
      0.10          5.016308         36569           18103             0              441              0             12692            1557            6870           12335            603              0               0               0       
      0.20          5.016308         36898           18871             0              447              0             12246            1540            6102           12781            614              0               0               0       
      0.30          5.016308         37190           19799             0              466              0             11862            1527            5174           13165            608              0               0               0       
      0.40          5.016308         37490           20002             0              475              0             11186            1456            4971           13841            670              0               0               0       
      0.50          5.016308         37758           20825             0              500              0             10810            1430            4148           14217            671              0               0               0       
      0.60          5.016308         37986           21464             51             523              0             10008            1331            3509           14867            736              0              101              11      
      0.70          5.016308         38162           22054             89             547              0              9749            1319            2435           14810            673             484             379              62      
      0.80          5.016308         38219           15565            185             391              0              9325            1262            9408           15221            917              0              296              31      
      0.90          5.016308         38303           16039            548             416              0              9356            1283            3857           14371            675             5077            752             227      
      1.00          5.016308         38426           11848            563             312              0              9114            1238           13125           14954            997              0              396              54      
      1.10          5.016308         38565            9364            232             240             112             9702            1320           15497           15093            1041             0               0               0       
      1.20          5.016308         38670            4071             51             102              77             9569            1300           20825           15407            1199             0               0               0       
      1.30          5.016308         38767            3446            181              89             152             9732            1306           21375           15114            1206             0               0               0       
      1.40          5.016308         38674            5516            884             163             264            10434            1357           19193           13709            1081             0               0               0       
      1.50          5.016308         38527            2640             83              66             368            10676            1321           21965           13972            1180             0              296              34      
      1.60          5.016308         38175            1773            201              48             401             9858            1243           22799           14968            1310             0               0               0       
      1.70          5.016308         38163            3129            170              80             672            11151            1346           21172           13706            1175             0               0               0       
      1.80          5.016308         37785            2039             0               49             736            10096            1236           22198           14931            1316             0               0               0       
      1.90          5.016308         36327            1910             0               46             1530           11046            1284           21507           13766            1245             26             215              26      
      2.00          5.016308         35924            2384             0               57             2268           11855            1355           20290           12982            1164             31             190              25      
      2.10          5.016308         26503            2056             0               49             2201           11519            1305           20716           13508            1247             0               0               0       
      2.20          5.016308         24505            2296             0               56             2736           11455            1302           19666           12857            1207            275             715              36      
      2.30          5.016308         20530            1928             0               47             3024           11458            1293           19707           12735            1218            314             834              43      
      2.40          5.016308         11795            1233             0               30             3609           12236            1351           19351           10805            1115            780             1986            105      
      2.50          5.016308         11780            988              0               24             3753           11685            1310           20018           12901            1242            214             441              25      
      2.60          5.016308          8200            1001             0               24             3900           11476            1321           19517           12243            1179            555             1308             77      
      2.70          5.016308          8169            889             105              24             4171           11181            1302           19647           13150            1238            266             591              37      
      2.80          5.016308          7823            933              0               22             4566           11153            1331           16990            7890            900             2484            5984            348      
      2.90          5.016308          7601            1223            142              33             4915           11267            1329           14050            3727            656             4785            9891            583      
      3.00          5.016308          7475            1207            209              34             5106           11306            1361           16845            9633            976             1815            3879            230      
      3.10          5.016308          7431            1271            448              42             5201           10955            1344           16720            9911            1009            1781            3713            206      
      3.20          5.016308          7341            1287            127              34             4894           10247            1270           17021           10896            1080            1771            3757            217      
      3.30          5.016308          7301            1209            313              37             4952           10001            1247           16693           10584            1073            2119            4129            244      
      3.40          5.016308          9305            1010             0               24             5478           10615            1339           12885            4094            631             5600           10318            607      
      3.50          5.016308          8568            1020            215              30             6124           11051            1426            3668            6394            361            14161            7367            784      
      3.60          5.016308          8656            1181             33              30             6329           11120            1429           12133            4404            605             5330            9470            537      
      3.70          5.016308          8767            1614            335              48             7112           11810            1532            3411            5737            315            12836            7145            706      
      3.80          5.016308          8902            834              3               20             6319           10358            1349           11854            4566            612             5966           10100            620      
      3.90          5.016308          9247            1678            790              60             7370           11523            1553            3539            5573            314            12386            7141            674      
      4.00          5.016308          9381            503              0               12             6416           10034            1393            6904            3538            382            11150           11455            814      
      4.10          5.016308          9573            1024            834              45             7157           10508            1490            3808            5835            337            12984            7850            729      
      4.20          5.016308          9793            628              4               15             6116            9220            1284           16115           12080            1067            2114            3723            235      
      4.30          5.016308          9986            615             134              18             5732            8715            1254           16030           12031            1076            2596            4147            253      
      4.40          5.016308         10106            973             964              47             5838            8760            1306            4571            6623            408            13591            8680            840      
      4.50          5.016308         10384            1187            1604             68             6664            9283            1424            4283            6068            374            12839            8072            735      
