      tauB          sizeBin        clust_size       Na_bulk         Nb_bulk        NBin_bulk         Na_gas          Nb_gas         NBin_gas         Na_int          Nb_int         NBin_int         Na_bub          Nb_bub         NBin_bub   
      0.00          5.016308         44198           18632             0              426              0              5317            1416            6341           19710            759              0               0               0       
      0.10          5.016308         44355           18217             0              343              0              5322            1590            6756           19705            668              0               0               0       
      0.20          5.016308         44648           18317             0              338              0              4894            1575            6656           20133            688              0               0               0       
      0.30          5.016308         44980           18835             0              355              0              4502            1543            6138           20525            703              0               0               0       
      0.40          5.016308         45146           19982             0              388              0              4339            1529            4991           20688            684              0               0               0       
      0.50          5.016308         45117           20814             2              414              0              4368            1524            4159           20657            663              0               0               0       
      0.60          5.016308         45072           22783            326             471              0              4396            1497            2190           20305            633              0               0               0       
      0.70          5.016308         44987           24164            1372            533              0              4397            1463            809            19258            605              0               0               0       
      0.80          5.016308         44860           24668            2499            580              0              4630            1471            305            17898            550              0               0               0       
      0.90          5.016308         44647           24717            3240            610              0              4756            1439            256            17031            552              0               0               0       
      1.00          5.016308         44262           20509            2779            515              0              4806            1373            2835           17442            675             1629             0               38      
      1.10          5.016308         44060           14199            2475            368              0              5139            1404           10774           17413            829              0               0               0       
      1.20          5.016308         43807            6781            1654            182              3              5452            1405           18189           17921            1014             0               0               0       
      1.30          5.016308         43107            4863            1200            129              74             5409            1353           20036           18418            1119             0               0               0       
      1.40          5.016308         42441            5361            2628            171             434             5227            1290           19178           17172            1140             0               0               0       
      1.50          5.016308         41911            1350            1357             59             695             4907            1178           22928           18763            1364             0               0               0       
      1.60          5.016308         19011            1583            1735             73             1559            5540            1274           21831           17752            1254             0               0               0       
      1.70          5.016308         18477            2490            2224            103             2450            5844            1275           20033           16959            1223             0               0               0       
      1.80          5.016308         20121            1437            1022             53             2957            5560            1190           20544           18364            1341             35              81              17      
      1.90          5.016308         18270            1005            503              32             3635            5438            1147           19912           18403            1373            421             683              49      
      2.00          5.016308         17913            506             520              22             4634            5795            1222           19546           18218            1324            287             494              33      
      2.10          5.016308         12853            275             447              15             5189            6462            1326           19509           18118            1260             0               0               0       
      2.20          5.016308         13010            280             341              13             4710            5801            1227           16193           13090            1032            3790            5795            329      
      2.30          5.016308         18393            285             487              16             5168            5980            1322           11181            8644            647             8339            9916            616      
      2.40          5.016308         18757            786             835              34             4836            5772            1351           15187           12824            876             4164            5596            340      
      2.50          5.016308         18887            871             1040             41             4722            5570            1345           19380           18417            1215             0               0               0       
      2.60          5.016308         18793            996             1648             54             4808            5843            1385           16482           14191            952             2687            3345            210      
      2.70          5.016308         11089            1163            1992             65             4856            6041            1408           14975           12404            840             3979            4590            288      
      2.80          5.016308         10961            998             1714             55             4886            5966            1384           11460            9323            650             7629            8024            512      
      2.90          5.016308         10690            1437            2392             78             5228            6170            1424            5883            4707            314            12425           11758            785      
      3.00          5.016308         11041            1905            2456             89             4996            5842            1372           15697           14177            976             2375            2552            164      
      3.10          5.016308         11635            2205            2835            103             5245            6087            1417           16487           15049            1011            1036            1056             70      
      3.20          5.016308         12224            2086            2391             92             5055            6174            1409           11038            9437            634             6794            7025            466      
      3.30          5.016308         12659            2818            3326            125             5314            6641            1476            5889            4884            321            10952           10176            679      
      3.40          5.016308         13083            2659            2986            115             5185            6512            1448            6078            5142            346            11051           10387            692      
      3.50          5.016308         13438            2769            3043            117             5194            6529            1431            6222            5232            356            10788           10223            697      
      3.60          5.016308         14007            3417            3481            139             5154            6480            1412            6278            5374            370            10124            9692            680      
      3.70          5.016308         14685            3950            4119            162             5003            6574            1482            6312            5264            358             9708            9070            599      
      3.80          5.016308         20167            4255            4359            173             4568            6243            1485            8726            8058            506             7424            6367            437      
      3.90          5.016308         20780            4679            4788            191             3981            5868            1466            8830            8043            513             7483            6328            431      
      4.00          5.016308         21139            5083            5129            207             3466            5321            1382            8979            8224            541             7445            6353            471      
      4.10          5.016308         21612            5538            5566            226             3167            4968            1364            9685            8978            619             6583            5515            392      
      4.20          5.016308         22157            6265            6096            253             3180            4902            1372            8702            8071            551             6826            5958            425      
      4.30          5.016308         22584            7323            7087            296             3120            4847            1409           14530           13093            896              0               0               0       
      4.40          5.016308         22897            7589            7299            306             2914            4573            1377            8255            7487            480             6215            5668            438      
      4.50          5.016308         23093            7947            7488            319             2861            4758            1442           14165           12781            840              0               0               0       
      4.60          5.016308         23211            7816            7392            315             2810            4654            1452           14347           12981            834              0               0               0       
      4.70          5.016308         23441            7838            7310            315             2494            4334            1404           14641           13383            882              0               0               0       
      4.80          5.016308         23551            8391            7855            337             2420            4324            1451           14162           12848            813              0               0               0       
      4.90          5.016308         23539            8413            7794            336             2482            4261            1448            8308            7613            475             5770            5359            342      
      5.00          5.016308         23605            8391            7783            337             2491            4204            1451           14091           13040            813              0               0               0       
      5.10          5.016308         23559            8667            7983            348             2460            4122            1403           13846           12922            850              0               0               0       
      5.20          5.016308         23629            8597            7931            346             2510            4156            1421            8112            7574            491             5754            5366            343      
      5.30          5.016308         23433            8219            7659            331             2724            4321            1455            8094            7515            469             5936            5532            346      
      5.40          5.016308         23001            8348            7803            336             2998            4595            1475            7938            7268            439             5689            5361            351      
      5.50          5.016308         22813            8183            7749            330             3190            4826            1493            7788            7068            450             5812            5384            328      
      5.60          5.016308         22914            8507            8058            343             3143            4752            1480            7768            7110            459             5555            5107            319      
      5.70          5.016308         23098            8276            7825            333             3003            4606            1466            7890            7309            467             5804            5287            335      
