      tauB          sizeBin        clust_size       Na_bulk         Nb_bulk        NBin_bulk         Na_gas          Nb_gas         NBin_gas         Na_int          Nb_int         NBin_int         Na_bub          Nb_bub         NBin_bub   
      0.00          5.016308         43208           18384             0              431              0              6233            1420            6589           18794            750              0               0               0       
      0.10          5.016308         43433           17960             0              343              0              6250            1597            7013           18777            661              0               0               0       
      0.20          5.016308         43801           18339             0              340              0              5728            1591            6634           19299            670              0               0               0       
      0.30          5.016308         44159           18852             0              356              0              5281            1568            6121           19746            677              0               0               0       
      0.40          5.016308         44430           20341             0              395              0              4961            1532            4632           20066            674              0               0               0       
      0.50          5.016308         44598           20969             4              417              0              4798            1506            4004           20225            678              0               0               0       
      0.60          5.016308         44659           23371            737             492              0              4788            1508            1602           19502            601              0               0               0       
      0.70          5.016308         44667           24280            1835            546              0              4814            1492            693            18378            563              0               0               0       
      0.80          5.016308         44667           24084            1753            550              0              4643            1445            889            18631            606              0               0               0       
      0.90          5.016308         44505           24326            2211            574              0              4826            1457            647            17990            570              0               0               0       
      1.00          5.016308         44193           24046            1945            569              0              4903            1403            927            18031            596              0              148              33      
      1.10          5.016308         44007           24713            2524            602              0              5302            1430            260            17201            569              0               0               0       
      1.20          5.016308         43810           24380            2701            603              0              5298            1402            235            16894            557             358             134              39      
      1.30          5.016308         43564           23331            2347            576              0              5401            1368            1642           17109            612              0              170              45      
      1.40          5.016308         43245           22649            2546            570              0              6097            1460            2324           16384            571              0               0               0       
      1.50          5.016308         42932           18953            2540            485              5              6227            1416            5026           16148            653             989             112              47      
      1.60          5.016308         42518           19453            3697            524              50             6721            1463            3170           14609            554             2300             0               60      
      1.70          5.016308         42061           17119            3202            462             205             6834            1439            7649           14991            700              0               0               0       
      1.80          5.016308         42033           13469            3535            386             201             6335            1347           11281           15026            837              22             131              31      
      1.90          5.016308         41884            7087            1538            194             263             6274            1317           17623           17215            1090             0               0               0       
      2.00          5.016308         41650            4826            946             127             451             6556            1365           19696           17525            1109             0               0               0       
      2.10          5.016308         41274            4337            1520            129             638             6506            1337           19998           17001            1135             0               0               0       
      2.20          5.016308         40858            3007            1449             99             939             6615            1345           21027           16963            1157             0               0               0       
      2.30          5.016308         39892            3007            1296             94             1361            6811            1354           20605           16920            1153             0               0               0       
      2.40          5.016308         39606            3333            1273             99             1915            7101            1406           19725           16653            1096             0               0               0       
      2.50          5.016308         33654            4009            1745            125             2217            6924            1383           18747           16358            1093             0               0               0       
      2.60          5.016308         33736            1075            1197             49             2329            6585            1308           21569           17245            1244             0               0               0       
      2.70          5.016308         33741            3522            1693            112             2690            6889            1403           18761           16445            1086             0               0               0       
      2.80          5.016308         25974            2352            1528             83             2644            6369            1314           19977           17130            1204             0               0               0       
      2.90          5.016308         25941            1856            1620             73             2925            6245            1348           20192           17162            1180             0               0               0       
      3.00          5.016308         17900            2312            1986             91             2915            6057            1324           17807           13455            1005            1939            3529            181      
      3.10          5.016308         17711            2235            2144             92             3175            5888            1340           14263            9810            748             5300            7185            421      
      3.20          5.016308         17916            3369            2926            133             3402            5857            1395           12948            9266            683             5254            6978            390      
      3.30          5.016308         18172            3199            3115            134             3496            5578            1340           15071           12810            906             3207            3524            221      
      3.40          5.016308         18397            3859            3736            162             3733            5546            1389           12469            9222            683             4912            6523            367      
      3.50          5.016308         18604            3714            3283            149             3595            5296            1339           14404           12831            877             3260            3617            236      
      3.60          5.016308         18703            4286            3321            162             3457            5036            1305           17230           16670            1134             0               0               0       
      3.70          5.016308         18772            4354            3552            168             3537            4942            1330            8666            6689            487             8416            9844            616      
      3.80          5.016308         18833            4759            3741            181             3532            4833            1366           13205           12952            831             3477            3501            223      
      3.90          5.016308         18952            6256            4882            239             3691            4960            1418            7667            6161            427             7359            9024            517      
      4.00          5.016308         18979            5065            3993            193             3378            4497            1333           11954           10645            724             4576            5892            351      
      4.10          5.016308         16090            5594            4293            211             3506            4664            1386            8045            6702            459             7828            9368            545      
      4.20          5.016308         16330            5645            4259            212             3375            4428            1349            9387            9053            590             6566            7287            450      
      4.30          5.016308         16671            5454            4111            205             3177            4333            1315           16342           16583            1081             0               0               0       
      4.40          5.016308         16925            6207            4867            238             3317            4444            1355            8889            8584            570             6560            7132            438      
      4.50          5.016308         17116            5604            4627            219             3257            4290            1331            9050            8667            587             7062            7443            464      
      4.60          5.016308         19563            6479            5434            255             3411            4429            1392            8486            8176            528             6597            6988            426      
      4.70          5.016308         19473            6609            5584            260             3590            4511            1424            8329            8084            506             6445            6848            411      
      4.80          5.016308         17736            6272            5238            246             3393            4289            1348            8442            8230            544             6866            7270            463      
      4.90          5.016308         17950            6598            5633            263             3566            4307            1358            8099            7877            513             6710            7210            467      
      5.00          5.016308         18082            6940            5783            274             3639            4311            1348            7866            7845            527             6528            7088            452      
      5.10          5.016308         18248            6848            5736            270             3748            4394            1335           10154           10080            681             4223            4817            315      
      5.20          5.016308         18384            7045            5910            277             4012            4747            1387            5882            5727            368             8034            8643            569      
