      tauB          sizeBin        clust_size       Na_bulk         Nb_bulk        NBin_bulk         Na_gas          Nb_gas         NBin_gas         Na_int          Nb_int         NBin_int         Na_bub          Nb_bub         NBin_bub   
      0.00          5.016308         36478           17728             0              454              0             12345            1498            7245           12682            649              0               0               0       
      0.10          5.016308         36729           18203             0              423              0             12688            1602            6770           12339            576              0               0               0       
      0.20          5.016308         37224           18745             0              414              0             11956            1574            6228           13071            613              0               0               0       
      0.30          5.016308         37648           19034             0              415              0             11241            1538            5939           13786            648              0               0               0       
      0.40          5.016308         38091           19915             0              438              0             10537            1483            5058           14490            680              0               0               0       
      0.50          5.016308         38469           22007             31             490              0             10363            1504            2966           14633            607              0               0               0       
      0.60          5.016308         38925           22163             38             502              0              9420            1420            2810           15462            669              0              107              10      
      0.70          5.016308         39252           23301            123             537              0              9482            1453            1672           15422            611              0               0               0       
      0.80          5.016308         39625           23792            354             561              0              8542            1345            1181           15620            613              0              511              82      
      0.90          5.016308         39889           24142            594             581              0              8610            1371            831            15823            649              0               0               0       
      1.00          5.016308         40024           23820            452             575              0              8556            1384            1153           15769            601              0              250              41      
      1.10          5.016308         40193           23512            482             572              0              8100            1327            1461           16181            662              0              264              40      
      1.20          5.016308         40246           24089            544             590              0              8147            1349            884            16167            635              0              169              27      
      1.30          5.016308         40376           24539            1239            621              0              8668            1430            434            15120            550              0               0               0       
      1.40          5.016308         40409           23452            544             580              0              7923            1312            1521           16352            676              0              208              33      
      1.50          5.016308         40403           24186            873             607              0              8329            1393            787            15825            601              0               0               0       
      1.60          5.016308         40453           23855            680             597              0              7996            1344            1118           16198            633              0              153              27      
      1.70          5.016308         40518           24482            1158            627              0              8199            1374            491            15551            579              0              119              21      
      1.80          5.016308         40464           24419            1257            630              0              8319            1383            554            15451            588              0               0               0       
      1.90          5.016308         40467           24130            1193            624              0              8207            1372            843            15627            605              0               0               0       
      2.00          5.016308         40447           24072            1015            620              0              8369            1390            901            15643            591              0               0               0       
      2.10          5.016308         40519           23986            1152            622              0              8341            1380            987            15534            599              0               0               0       
      2.20          5.016308         40427           24462            1628            647              0              8551            1402            511            14848            552              0               0               0       
