      tauB          sizeBin        clust_size       Na_bulk         Nb_bulk        NBin_bulk         Na_gas          Nb_gas         NBin_gas         Na_int          Nb_int         NBin_int         Na_bub          Nb_bub         NBin_bub   
      0.00          5.016308         39979           17468             0              430              0              9184            1448            7505           15843            723              0               0               0       
      0.10          5.016308         40113           18519             0              410              0              9408            1552            6454           15619            639              0               0               0       
      0.20          5.016308         40433           19076             0              404              0              8861            1533            5897           16166            664              0               0               0       
      0.30          5.016308         40738           19235             0              406              0              8380            1502            5738           16647            693              0               0               0       
      0.40          5.016308         41018           20502             0              439              0              8075            1497            4471           16952            665              0               0               0       
      0.50          5.016308         41294           22088             71             483              0              7923            1497            2885           17033            621              0               0               0       
      0.60          5.016308         41569           22629            187             507              0              7436            1439            2344           17404            655              0               0               0       
      0.70          5.016308         41752           23170            387             533              0              7196            1420            1803           17444            648              0               0               0       
      0.80          5.016308         41902           23526            1067            567              0              7040            1404            1447           16920            630              0               0               0       
      0.90          5.016308         41976           24222            1419            600              0              7146            1419            751            16462            582              0               0               0       
      1.00          5.016308         41969           24575            2064            633              0              7213            1419            398            15750            549              0               0               0       
      1.10          5.016308         41897           21994            1483            562              0              7100            1389            2979           16444            650              0               0               0       
      1.20          5.016308         41781           18277            1632            479              0              6611            1272            5655           16637            796             1041            147              54      
      1.30          5.016308         41726           15546            1712            415              0              7071            1344            8225           16244            811             1202             0               31      
      1.40          5.016308         41662           12160            1805            335              0              7351            1374           12813           15762            877              0              109              15      
      1.50          5.016308         41573            9019            1068            241              6              7312            1346           15948           16647            1014             0               0               0       
      1.60          5.016308         41500            7218            1033            196              13             7331            1323           17742           16663            1082             0               0               0       
      1.70          5.016308         41406            5549            608             146              26             6813            1227           19398           17502            1208             0              104              20      
      1.80          5.016308         41241            3413            503              92             100             6965            1246           21460           17559            1263             0               0               0       
      1.90          5.016308         40909            4445            422             113             243             7249            1244           20285           17356            1244             0               0               0       
      2.00          5.016308         40451            2697            148              65             439             6828            1171           21769           17722            1320             68             329              45      
      2.10          5.016308         40308            3586            420              93             601             6454            1126           20745           17924            1352             41             229              30      
      2.20          5.016308         38900            3302            176              80             874             6254            1095           20780           18483            1409             17             114              17      
      2.30          5.016308         39277            3357            154              81             1128            6566            1112           20473           18203            1393             15             104              15      
      2.40          5.016308         38308            3616            181              88             1497            6878            1159           19860           17968            1354             0               0               0       
      2.50          5.016308         37861            3283            156              80             1929            6557            1153           19502           17909            1343            259             405              25      
      2.60          5.016308         37634            2091            154              52             2239            6872            1185           20614           17837            1338             29             164              26      
      2.70          5.016308         27959            2153            108              52             2651            7316            1220           19955           17306            1311            214             297              18      
      2.80          5.016308         23744            2420            345              64             3374            8299            1327           18034           14363            1103            1145            2020            107      
      2.90          5.016308         21952            2020             90              49             2642            6605            1082           19051           16164            1343            1260            2168            127      
      3.00          5.016308         21801            2369            163              59             3046            7021            1140           18268           15584            1264            1290            2259            138      
      3.10          5.016308         21728            2813            415              75             3932            7942            1339           17007           14530            1068            1221            2140            119      
      3.20          5.016308         18368            2313             75              55             3901            7294            1263           16901           13735            1069            1858            3923            214      
      3.30          5.016308         12621            1517            180              39             4149            7141            1260           19307           17706            1302             0               0               0       
      3.40          5.016308         12166            2070            172              51             4361            7499            1311           15334           11523            925             3208            5833            314      
      3.50          5.016308         12169            2357            495              66             4619            7780            1384           10635            4759            493             7362           11993            658      
      3.60          5.016308         12070            2358            394              63             4240            7213            1306           12441            8656            714             5934            8764            518      
      3.70          5.016308         11974            1764             87              42             3823            6427            1214           19386           18513            1345             0               0               0       
      3.80          5.016308         17001            1873            152              46             3873            6328            1233           19227           18547            1322             0               0               0       
      3.90          5.016308         11912            2192            112              53             4011            6411            1257           12413            9032            736             6357            9472            555      
      4.00          5.016308         11901            2005            101              49             3776            6010            1197           12675            9254            768             6517            9662            587      
      4.10          5.016308         11741            1603            195              42             3522            5461            1104           13146            9566            815             6702            9805            640      
      4.20          5.016308         11729            2329            303              61             3910            5878            1199           12161            9240            734             6573            9606            607      
      4.30          5.016308         11583            2493            885              79             4092            6022            1223           12057            9003            746             6331            9117            553      
      4.40          5.016308         11525            2783            929              86             4014            5904            1177           18176           18194            1338             0               0               0       
      4.50          5.016308         11596            2836            624              81             3783            5596            1160           18354           18807            1360             0               0               0       
      4.60          5.016308         11451            2492            405              68             3668            5443            1147           18813           19179            1386             0               0               0       
      4.70          5.016308         15144            2615            525              73             3794            5640            1206           18564           18862            1322             0               0               0       
      4.80          5.016308         15209            2843            820              85             3681            5434            1185            6711            9547            580            11738            9226            751      
      4.90          5.016308         15472            2970            1052             94             3668            5513            1211            6704            9258            577            11631            9204            719      
      5.00          5.016308         15626            2863            1143             94             3798            5654            1252            6637            9051            536            11675            9179            719      
      5.10          5.016308         11414            3867            2364            146             4071            6115            1321           10738            8430            635             6297            8118            499      
      5.20          5.016308         11368            3698            2411            143             3936            5867            1297           10954            8604            669             6385            8145            492      
      5.30          5.016308         11432            5341            3959            219             4124            6156            1362            9645            7818            589             5863            7094            431      
      5.40          5.016308         11408            4697            3660            195             3889            5936            1323           10297            8015            628             6090            7416            455      
      5.50          5.016308         11457            4282            3571            184             3762            5851            1323           10419            7802            623             6510            7803            471      
      5.60          5.016308         11425            2845            2418            123             3512            5455            1243           11826            8506            703             6790            8648            532      
      5.70          5.016308         11483            2500            2343            113             3395            5251            1206           12231            8613            734             6847            8820            548      
      5.80          5.016308         11372            2756            3287            141             3789            5601            1306           11834            8052            666             6594            8087            488      
      5.90          5.016308         11241            3310            3996            170             4154            5829            1365           11071            7433            591             6438            7769            475      
      6.00          5.016308         16275            3958            4069            188             3913            5417            1301            6345            7522            472            10757            8019            640      
      6.10          5.016308         16453            3012            3761            158             3779            5225            1271            6664            8007            506            11518            8034            666      
      6.20          5.016308         16523            2629            4313            162             3898            5244            1290            6527            7695            480            11919            7775            669      
      6.30          5.016308         16683            2085            4019            142             3660            4875            1231            6708            7828            507            12520            8305            721      
      6.40          5.016308         22414            2770            4642            173             3736            5050            1261           12028            8060            691             6439            7275            476      
      6.50          5.016308         22171            2907            4621            176             3891            5165            1300           11756            7908            651             6419            7333            474      
      6.60          5.016308         22228            3072            4698            181             4014            5185            1313           11450            7743            635             6437            7401            472      
      6.70          5.016308         16725            2804            4521            170             3910            5050            1300            6648            7599            474            11611            7857            657      
      6.80          5.016308         16715            3115            4760            183             3962            5116            1311            6485            7422            460            11411            7729            647      
      6.90          5.016308         12037            3074            5052            188             3907            5135            1315            4278            4470            303            13714           10370            795      
      7.00          5.016308         12064            3915            5923            228             4198            5531            1400            3922            4024            256            12938            9549            717      
      7.10          5.016308         16832            2627            4483            164             3893            5067            1303            6833            7609            476            11620            7868            658      
      7.20          5.016308         12161            2926            4993            183             3878            4975            1289           11444            7727            656             6725            7332            473      
      7.30          5.016308         12306            3006            4969            184             3902            5020            1283           11233            7763            661             6832            7275            473      
      7.40          5.016308         17134            3690            5640            216             4093            5193            1338            6647            6847            451            10543            7347            596      
      7.50          5.016308         17209            2918            5070            184             3690            4780            1258            7066            7405            504            11299            7772            655      
