      tauB          sizeBin        clust_size       Na_bulk         Nb_bulk        NBin_bulk         Na_gas          Nb_gas         NBin_gas         Na_int          Nb_int         NBin_int         Na_bub          Nb_bub         NBin_bub   
      0.00          5.016308         33368           17037             0              448              0             14975            1533            7936           10052            620              0               0               0       
      0.10          5.016308         33573           18093             0              456              0             15623            1609            6880            9404            536              0               0               0       
      0.20          5.016308         33963           18581             0              457              0             14872            1561            6392           10155            583              0               0               0       
      0.30          5.016308         34348           19042             0              465              0             14120            1501            5931           10907            635              0               0               0       
      0.40          5.016308         34679           19986             0              490              0             13647            1490            4987           11380            621              0               0               0       
      0.50          5.016308         35018           20676             0              510              0             13427            1492            4297           11600            599              0               0               0       
      0.60          5.016308         35205           21294             0              530              0             13196            1475            3679           11831            596              0               0               0       
      0.70          5.016308         35413           21403             1              538              0             12944            1459            3570           11980            593              0              102              11      
      0.80          5.016308         35624           21350             3              542              95            12167            1384            3528           12502            637              0              355              38      
      0.90          5.016308         35909           22011             29             565             130            12362            1409            2832           12636            627              0               0               0       
      1.00          5.016308         36046           21651            177             564             466            12139            1406            2856           12711            631              0               0               0       
      1.10          5.016308         36211           21141            206             556             230            11753            1363            3602           12838            656              0              230              26      
      1.20          5.016308         36279           15815            159             416             545            10731            1262            8613           13885            897              0              252              26      
      1.30          5.016308         36387           12274             12             318             738            10790            1271           11961           13944            981              0              281              31      
      1.40          5.016308         36435           10694             55             280             793            10972            1278           13486           13396            979              0              604              64      
      1.50          5.016308         36426            8752             58             229             1175           11126            1298           13832           13373            989             1214            470              85      
      1.60          5.016308         36545            6754             61             175             595            11231            1293           17624           13012            1048             0              723              85      
      1.70          5.016308         36534            7033             48             182             1391           12502            1392           16549           12317            1009             0              160              18      
      1.80          5.016308         36634            5467            116             143             914            12084            1351           18592           12566            1076             0              261              31      
      1.90          5.016308         36475            5563            109             145             1215           13674            1458           18195           11244            998              0               0               0       
      2.00          5.016308         36275            4276             69             111             1014           13164            1405           19683           11794            1085             0               0               0       
      2.10          5.016308         36197            6220            159             165             1372           13691            1430           17377           11059            994              4              118              12      
      2.20          5.016308         36031            4710             94             123             893            11122            1263           19354           13484            1177             16             327              38      
      2.30          5.016308         35707            6023            233             163             1329           12192            1336           17586           12257            1073             35             345              29      
      2.40          5.016308         32742            5105            152             136             1280           12646            1347           18588           12229            1118             0               0               0       
      2.50          5.016308         32612            3426             0               88             1596           12253            1324           19905           12344            1139             46             430              50      
      2.60          5.016308         32494            2697             0               69             1334           11311            1232           20906           13170            1240             36             546              60      
      2.70          5.016308         32509            3183            125              84             1547           11472            1269           20243           13430            1248             0               0               0       
      2.80          5.016308         32395            2299             0               58             1487           11259            1234           21187           13768            1309             0               0               0       
      2.90          5.016308         32651            3296             0               84             2520           12861            1393           19045           11702            1102            112             464              22      
      3.00          5.016308         26855            2610             0               66             1753           10930            1264           20610           14097            1271             0               0               0       
      3.10          5.016308         26795            2723             0               69             2100           10936            1262           20150           14091            1270             0               0               0       
      3.20          5.016308         26791            2667             0               67             2604           11730            1325           19045           11914            1130            657             1383             79      
      3.30          5.016308         26983            3065             0               77             2341           11032            1285           18966           12544            1159            601             1451             80      
      3.40          5.016308         27007            3102             11              79             2540           11065            1297           18207           11476            1077            1124            2475            148      
      3.50          5.016308         26969            2618             0               66             2437           10453            1244           19442           13608            1227            476             966              64      
      3.60          5.016308         29459            2409             0               61             2022            8764            1066           20465           15793            1423             77             470              51      
      3.70          5.016308         23573            3084             0               78             2814           10200            1250           18015           12643            1137            1060            2184            136      
      3.80          5.016308         20858            3301             8               85             3318           10714            1306           18354           14305            1210             0               0               0       
      3.90          5.016308         20775            2944             0               74             3050           10300            1220           18531           13669            1242            448             1058             65      
      4.00          5.016308         23194            3003             8               76             3345           10306            1251           17497           12023            1115            1128            2690            159      
      4.10          5.016308         21572            2657             1               67             3639           10568            1272           16565            9737            979             2112            4721            283      
      4.20          5.016308         21532            3300             4               84             3486           10052            1242           17785           13974            1206            402             997              69      
      4.30          5.016308         22867            2598             0               66             3517            9956            1246           18442           14146            1227            416             925              62      
      4.40          5.016308         21386            2624             3               66             3134            9021            1136           17409           12119            1129            1806            3884            270      
      4.50          5.016308         21405            4034             19             104             4417           10966            1349           12429            6122            669             4093            7920            479      
      4.60          5.016308         21405            3464             24              89             3982           10389            1293           15892           11269            1017            1635            3345            202      
      4.70          5.016308         21134            3351             25              86             4531           10007            1315           15948           12643            1060            1143            2352            140      
