      tauB          sizeBin        clust_size       Na_bulk         Nb_bulk        NBin_bulk         Na_gas          Nb_gas         NBin_gas         Na_int          Nb_int         NBin_int         Na_bub          Nb_bub         NBin_bub   
      0.00          5.016308         44899           12826             0              282              0              4636            1414           11293           20391            885             854              0               20      
      0.10          5.016308         45162           17560             0              302              0              4612            1641            7413           20415            658              0               0               0       
      0.20          5.016308         45556           17481             0              303              0              4043            1619            7492           20984            679              0               0               0       
      0.30          5.016308         45818           19214             0              343              0              3743            1602            5759           21284            656              0               0               0       
      0.40          5.016308         45902           20492             0              377              0              3700            1583            4481           21327            641              0               0               0       
      0.50          5.016308         45890           21255             0              402              0              3743            1559            3718           21284            640              0               0               0       
      0.60          5.016308         45674           22423            313             442              0              3770            1520            2550           20944            639              0               0               0       
      0.70          5.016308         45412           23274            635             475              0              4033            1509            1699           20359            617              0               0               0       
      0.80          5.016308         45145           24548            2090            540              0              4162            1450            425            18671            574              0              104              37      
      0.90          5.016308         44799           24864            2828            571              0              4390            1448            109            17627            526              0              182              56      
      1.00          5.016308         44598           24913            3387            590              0              4947            1521             60            16693            490              0               0               0       
      1.10          5.016308         44202           24502            2159            560              0              5069            1487            471            17799            554              0               0               0       
      1.20          5.016308         43809           24304            1915            551              0              5550            1511            669            17562            539              0               0               0       
      1.30          5.016308         43468           24184            2201            555              0              5891            1510            789            16935            536              0               0               0       
      1.40          5.016308         43329           23685            1839            538              10             5762            1458            1278           17426            605              0               0               0       
      1.50          5.016308         43107           23593            1849            537              78             6182            1517            1302           16996            547              0               0               0       
      1.60          5.016308         43173           23456            2223            544              77             6000            1492            1440           16804            565              0               0               0       
      1.70          5.016308         43251           22967            2801            546              77             5959            1496            1528           16267            548             401              0               11      
      1.80          5.016308         43266           21038            2586            501              90             5897            1490            1493           16544            555             2352             0               55      
      1.90          5.016308         43071           19058            2692            461             121             6083            1507            1807           16245            538             3987             7               95      
      2.00          5.016308         42824           17801            2306            423             177             6258            1505            2209           16457            553             4786             6              120      
      2.10          5.016308         42549           15939            1987            373             219             6179            1469            2854           16845            604             5961             16             155      
      2.20          5.016308         42403           16219            2321            386             366             6492            1508            8388           16214            707              0               0               0       
      2.30          5.016308         42343           14925            1686            346             472             6341            1501            9576           17000            754              0               0               0       
      2.40          5.016308         42416           15003            2431            365             489             6231            1473            9481           16365            763              0               0               0       
      2.50          5.016308         42270           13768            2044            331             550             6360            1472           10655           16623            798              0               0               0       
      2.60          5.016308         41485           12675            1336            291             845             6365            1431           11421           17248            863              32              78              16      
      2.70          5.016308         40607           12988            2004            309             1246            6985            1478           10739           16038            814              0               0               0       
      2.80          5.016308         40200           11903            1262            269             1673            6837            1476           11397           16928            856              0               0               0       
      2.90          5.016308         39974           12732            1734            294             2016            6908            1522           10225           16385            785              0               0               0       
      3.00          5.016308         35921           13582            2450            327             2267            6502            1498            9124           16075            776              0               0               0       
      3.10          5.016308         36164           13831            2791            337             2464            6541            1522            8678           15695            742              0               0               0       
      3.20          5.016308         36369           13448            2872            329             2440            6493            1520            9085           15662            752              0               0               0       
      3.30          5.016308         36287           13533            3126            335             2582            6252            1470            8858           15649            796              0               0               0       
      3.40          5.016308         36546           13768            2648            327             2753            6371            1533            8452           16008            741              0               0               0       
      3.50          5.016308         37235           13811            2995            334             2691            6137            1544            8471           15895            723              0               0               0       
      3.60          5.016308         37939           14315            4048            364             2565            6059            1565            8093           14920            672              0               0               0       
      3.70          5.016308         38732           14997            4468            387             2309            5514            1514            7667           15045            700              0               0               0       
      3.80          5.016308         39493           15495            4982            409             2204            5123            1496            7274           14922            696              0               0               0       
      3.90          5.016308         40051           15518            5271            416             2118            4999            1500            7337           14757            685              0               0               0       
      4.00          5.016308         40566           15641            5745            430             1970            4818            1477            7362           14464            694              0               0               0       
      4.10          5.016308         41100           15889            6208            446             1981            4880            1496            7103           13939            659              0               0               0       
      4.20          5.016308         41460           16013            6877            463             1987            4753            1482            6973           13397            656              0               0               0       
      4.30          5.016308         41785           16201            7041            472             1957            4577            1447            6815           13409            682              0               0               0       
      4.40          5.016308         42182           16545            7227            483             2086            4985            1552            6342           12815            566              0               0               0       
      4.50          5.016308         42306           16359            7127            478             2124            4896            1558            6490           13004            565              0               0               0       
      4.60          5.016308         42297           16679            7301            488             2091            4902            1548            6203           12824            565              0               0               0       
      4.70          5.016308         42667           17011            7795            508             1886            4674            1522            6076           12558            571              0               0               0       
      4.80          5.016308         43058           16910            7568            504             1789            4349            1494            6274           13110            603              0               0               0       
      4.90          5.016308         43227           16930            7722            509             1718            4315            1506            6325           12990            586              0               0               0       
      5.00          5.016308         43321           17031            8147            520             1732            4287            1523            6210           12593            558              0               0               0       
      5.10          5.016308         43415           16979            8117            518             1659            4271            1515            6335           12639            568              0               0               0       
      5.20          5.016308         43374           16865            8038            511             1719            4276            1527            6389           12713            563              0               0               0       
      5.30          5.016308         43275           16915            7942            512             1648            4138            1479            6410           12947            610              0               0               0       
      5.40          5.016308         43286           16727            7781            507             1702            4151            1480            6544           13095            614              0               0               0       
      5.50          5.016308         43324           16794            7797            509             1713            4114            1472            6466           13116            620              0               0               0       
      5.60          5.016308         43157           16845            7829            511             1759            4263            1501            6369           12935            589              0               0               0       
      5.70          5.016308         42788           16538            6864            483             1890            4437            1505            6545           13726            613              0               0               0       
      5.80          5.016308         42740           16860            7177            494             1893            4608            1526            6220           13242            581              0               0               0       
      5.90          5.016308         42902           17030            7430            502             1858            4533            1531            6085           13064            568              0               0               0       
      6.00          5.016308         43024           16994            7277            498             1745            4469            1515            6234           13281            588              0               0               0       
      6.10          5.016308         43148           17255            8032            520             1690            4342            1509            6028           12653            572              0               0               0       
      6.20          5.016308         43372           17107            7778            513             1634            4247            1510            6232           13002            578              0               0               0       
