      tauB          sizeBin        clust_size       Na_bulk         Nb_bulk        NBin_bulk         Na_gas          Nb_gas         NBin_gas         Na_int          Nb_int         NBin_int         Na_bub          Nb_bub         NBin_bub   
      0.00          5.016308         43749           18475             0              426              0              5732            1418            6498           19295            757              0               0               0       
      0.10          5.016308         43850           18296             0              365              0              5831            1552            6677           19196            684              0               0               0       
      0.20          5.016308         44147           18321             0              355              0              5390            1541            6652           19637            705              0               0               0       
      0.30          5.016308         44372           18726             0              368              0              5067            1527            6247           19960            706              0               0               0       
      0.40          5.016308         44474           19548             0              394              0              4941            1512            5425           20086            695              0               0               0       
      0.50          5.016308         44573           20349             21             420              0              4846            1491            4624           20160            690              0               0               0       
      0.60          5.016308         44566           23177            435             499              0              4944            1489            1796           19648            613              0               0               0       
      0.70          5.016308         44490           24062            1343            551              0              4857            1448            911            18827            602              0               0               0       
      0.80          5.016308         44441           21416            2333            526              0              4912            1429            3048           17782            634             509              0               12      
      0.90          5.016308         44274           15278            3450            413              0              5092            1427            7829           16481            713             1866             4               48      
      1.00          5.016308         44142            5770            1160            152              0              4943            1365           19203           18924            1084             0               0               0       
      1.10          5.016308         43665            3919            571              97              28             4778            1276           21026           19678            1228             0               0               0       
      1.20          5.016308         43243            5267            3663            196             393             5609            1361           19313           15755            1044             0               0               0       
      1.30          5.016308         42501            4284            4434            190             695             5332            1309           19994           15261            1102             0               0               0       
      1.40          5.016308         41727            3694            4105            170             1355            5073            1262           19924           15849            1169             0               0               0       
      1.50          5.016308         31017            1789            723              53             1857            4318            1077           21327           19986            1471             0               0               0       
      1.60          5.016308         20552            1558            628              47             2741            4940            1110           20674           19459            1444             0               0               0       
      1.70          5.016308         10153            1639            298              41             3387            5859            1174           19409           17775            1297            538             1095             89      
      1.80          5.016308          7788            1349            284              34             4811            7014            1350           16046           16913            1095            2767            816             122      
      1.90          5.016308         14041            1372            321              35             5920            7650            1476           16096           16640            1026            1585            416              64      
      2.00          5.016308         11724            636             289              19             5681            7431            1388           17481           17189            1152            1175            118              42      
      2.10          5.016308         12259            702             500              25             5606            7357            1395           17803           16946            1127            862             224              54      
      2.20          5.016308         13117            478             601              22             5667            7228            1385           18828           17198            1194             0               0               0       
      2.30          5.016308         14210            1381            1333             57             5602            7520            1470           11803           10241            698             6187            5933            376      
      2.40          5.016308         14629            850             1050             39             5322            6883            1397           12123           10597            724             6678            6497            441      
