      tauB          sizeBin        clust_size       Na_bulk         Nb_bulk        NBin_bulk         Na_gas          Nb_gas         NBin_gas         Na_int          Nb_int         NBin_int         Na_bub          Nb_bub         NBin_bub   
      0.00          5.016308         38517           17277             0              433              0             10506            1462            7696           14521            706              0               0               0       
      0.10          5.016308         38657           18375             0              415              0             10770            1565            6598           14257            621              0               0               0       
      0.20          5.016308         38991           18674             0              402              0             10113            1534            6299           14914            665              0               0               0       
      0.30          5.016308         39387           19371             0              414              0              9740            1534            5602           15287            653              0               0               0       
      0.40          5.016308         39631           21374             0              463              0              9413            1525            3599           15614            613              0               0               0       
      0.50          5.016308         40027           20769             22             457              0              8634            1430            4204           16371            714              0               0               0       
      0.60          5.016308         40329           22177            127             500              0              8678            1470            2796           16222            631              0               0               0       
      0.70          5.016308         40585           23400            301             540              0              8155            1406            1573           16571            655              0               0               0       
      0.80          5.016308         40676           24142            625             573              0              8042            1401            831            16360            627              0               0               0       
      0.90          5.016308         40837           23974            614             576              0              7471            1320            999            16562            638              0              380              67      
      1.00          5.016308         40956           24451            1161            608              0              7783            1381            522            15926            588              0              157              24      
      1.10          5.016308         40986           24377            1383            617              0              7650            1358            596            15634            568              0              360              58      
      1.20          5.016308         40998           24141            1121            609              0              7921            1399            832            15985            593              0               0               0       
      1.30          5.016308         40987           24448            1484            630              0              7822            1379            525            15721            592              0               0               0       
      1.40          5.016308         40989           24259            1393            627              0              8010            1398            714            15624            576              0               0               0       
      1.50          5.016308         40901           24027            1315            622              0              7872            1365            946            15840            614              0               0               0       
      1.60          5.016308         40749           23612            1353            616              0              7482            1293            1361           15841            636              0              351              56      
      1.70          5.016308         40779           22458            1791            602              0              7685            1313            1727           15264            614             788             287              72      
      1.80          5.016308         40798           20432            1731            549              2              7862            1343            2160           15316            628             2379            118              81      
      1.90          5.016308         40959           19750            2805            562              4              7771            1338            4518           14290            654             701             161              47      
      2.00          5.016308         40860           16651            1660            456              5              7890            1344            6701           15477            758             1616             0               43      
      2.10          5.016308         40855           14021            1503            384              5              7870            1343           10947           15654            874              0               0               0       
      2.20          5.016308         40971           10692            450             274              5              7744            1324           14276           16833            1003             0               0               0       
      2.30          5.016308         40917            8483            381             218              10             7270            1235           16480           17269            1126             0              107              22      
      2.40          5.016308         40936            7971            201             201              27             7637            1284           16975           17052            1092             0              137              24      
      2.50          5.016308         40734            2928             0               70              45             7203            1202           22000           17824            1329             0               0               0       
      2.60          5.016308         40466            3878             88              95             117             7885            1276           20978           16925            1209             0              129              21      
      2.70          5.016308         40249            3082             64              75             175             7625            1232           21716           17338            1294             0               0               0       
      2.80          5.016308         39806            3954             37              95             327             7725            1222           20667           17143            1268             25             122              16      
      2.90          5.016308         39440            5992            110             146             651             8399            1285           18279           16289            1145             51             229              25      
      3.00          5.016308         39109            7265            690             192             1005            8928            1339           16671           15280            1051             32             129              19      
      3.10          5.016308         39278            7215            1308            208             1067            8693            1312           16691           15026            1081             0               0               0       
      3.20          5.016308         38809            4018            232             101             1097            8434            1272           19858           16361            1228             0               0               0       
      3.30          5.016308         38731            5239            552             137             1647            9154            1365           18087           15321            1099             0               0               0       
      3.40          5.016308         38280            5118            500             133             1697            8761            1310           18158           15766            1158             0               0               0       
      3.50          5.016308         38106            4285            219             106             1844            8489            1271           18844           16319            1224             0               0               0       
      3.60          5.016308         37401            4305            322             109             1789            8513            1274           18879           16192            1218             0               0               0       
      3.70          5.016308         37343            4841            318             122             2211            8700            1323           17921           16009            1156             0               0               0       
      3.80          5.016308         37385            4307            212             107             2305            8386            1297           18361           16429            1197             0               0               0       
      3.90          5.016308         31914            4706            326             119             2492            8665            1331           17775           16036            1151             0               0               0       
      4.00          5.016308         24309            4089             60              98             2157            7622            1196           18727           17345            1307             0               0               0       
      4.10          5.016308         37273            4506            196             111             2409            7851            1250           18058           16980            1240             0               0               0       
      4.20          5.016308         24524            5837            1068            164             2788            8163            1326           16348           15796            1111             0               0               0       
      4.30          5.016308         24890            6003            834             162             2699            7901            1290           13888           13002            954             2383            3290            195      
      4.40          5.016308         24996            5430            544             142             2447            7266            1212           17096           17217            1247             0               0               0       
      4.50          5.016308         24975            5391            521             141             2563            7166            1189           17019           17340            1271             0               0               0       
