        tauB               sizeBin             clust_size          press_align          press_alignA     press_alignB
        0.00               5.016308              44203             13306.972089         -130.506205          13437.478294    
        0.10               5.016308              44444             11736.646846         -380.843069          12117.489915    
        0.20               5.016308              44943             8963.034259          -343.387728          9306.421987     
        0.30               5.016308              45283             6852.451452          -319.685944          7172.137396     
        0.40               5.016308              45315             4980.782372          -503.947409          5484.729781     
        0.50               5.016308              45419             4438.793422           11.845912           4426.947510     
        0.60               5.016308              45310             3476.621057          -166.727155          3643.348212     
        0.70               5.016308              45197             3035.870558           -45.434858          3081.305416     
        0.80               5.016308              45060             2401.315007          -226.757825          2628.072832     
        0.90               5.016308              44834             2258.243996          -153.733953          2411.977949     
        1.00               5.016308              44392             1956.743373          -283.567442          2240.310815     
        1.10               5.016308              44100             2140.270736          -185.348244          2325.618980     
        1.20               5.016308              43934             1956.784134          -268.692622          2225.476757     
        1.30               5.016308              43758             1873.473312          -345.997073          2219.470385     
        1.40               5.016308              43552             1759.954237          -447.597207          2207.551444     
        1.50               5.016308              43341             2025.485755          -184.408153          2209.893908     
        1.60               5.016308              43414             2359.746725           -46.836599          2406.583324     
        1.70               5.016308              43586             2365.367971           -48.709766          2414.077736     
        1.80               5.016308              43612             2527.096882           170.949482          2356.147400     
        1.90               5.016308              43437             2668.267738           294.398006          2373.869732     
        2.00               5.016308              43236             2409.700695           -6.800141           2416.500836     
        2.10               5.016308              43174             2577.386635            5.384622           2572.002013     
        2.20               5.016308              42989             2244.285801          -213.214637          2457.500438     
        2.30               5.016308              42966             2125.089030          -348.871981          2473.961011     
        2.40               5.016308              42788             2198.552819          -306.123691          2504.676510     
        2.50               5.016308              42673             2202.285069          -411.526168          2613.811237     
        2.60               5.016308              42642             2619.743779           -76.017535          2695.761315     
        2.70               5.016308              42675             2477.005755           -91.574417          2568.580172     
        2.80               5.016308              42585             2414.526994           -95.897159          2510.424153     
        2.90               5.016308              42591             2468.002496          -110.353358          2578.355854     
        3.00               5.016308              42484             2344.121300          -315.235530          2659.356830     
        3.10               5.016308              42622             2690.692930          -122.284256          2812.977186     
        3.20               5.016308              42751             2451.443430          -184.886274          2636.329704     
        3.30               5.016308              42940             2317.924159          -256.427184          2574.351343     
        3.40               5.016308              43003             2101.767172          -388.809899          2490.577071     
        3.50               5.016308              43000             2087.407861          -301.009800          2388.417661     
        3.60               5.016308              43099             2130.103929          -205.022745          2335.126674     
        3.70               5.016308              43167             1996.416057          -332.249976          2328.666034     
        3.80               5.016308              43160             2035.379742          -313.604120          2348.983862     
        3.90               5.016308              43337             2454.947278           73.595070           2381.352209     
        4.00               5.016308              43263             2675.925026           314.547058          2361.377968     
        4.10               5.016308              43282             2202.615595           -77.689840          2280.305435     
        4.20               5.016308              43243             2086.603561          -124.258991          2210.862552     
        4.30               5.016308              43289             2095.056689           -46.890252          2141.946941     
        4.40               5.016308              43274             1950.064382          -144.961852          2095.026235     
        4.50               5.016308              43046             2249.537149           159.101376          2090.435773     
        4.60               5.016308              42964             2481.845710           271.361529          2210.484181     
        4.70               5.016308              42665             2438.415139           129.471870          2308.943269     
        4.80               5.016308              42477             2648.461254           291.087821          2357.373433     
        4.90               5.016308              42284             2893.551902           464.471409          2429.080494     
        5.00               5.016308              42213             3309.562647           879.093547          2430.469100     
        5.10               5.016308              42288             2890.560739           468.132807          2422.427931     
        5.20               5.016308              42544             2868.571529           438.922868          2429.648661     
        5.30               5.016308              42697             2882.307488           442.100814          2440.206673     
        5.40               5.016308              42876             2802.228222           255.708524          2546.519698     
        5.50               5.016308              43069             3066.095880           575.182906          2490.912974     
        5.60               5.016308              43153             3197.556845           740.463380          2457.093465     
        5.70               5.016308              43196             3013.902387           693.240814          2320.661573     
        5.80               5.016308              43316             3057.148489           716.004408          2341.144081     
        5.90               5.016308              43454             2600.100180           252.571245          2347.528935     
        6.00               5.016308              43438             2790.484848           463.076603          2327.408245     
        6.10               5.016308              43509             2411.238553           166.256741          2244.981812     
        6.20               5.016308              43412             2538.950477           279.605251          2259.345225     
        6.30               5.016308              43269             2346.758923           162.717262          2184.041661     
        6.40               5.016308              43136             2522.305742           317.708536          2204.597206     
        6.50               5.016308              43145             2731.707710           460.605062          2271.102648     
        6.60               5.016308              42952             2707.189193           502.397331          2204.791862     
        6.70               5.016308              42989             2668.578566           498.088530          2170.490036     
        6.80               5.016308              43002             2884.551025           617.421592          2267.129433     
        6.90               5.016308              43044             2868.895947           585.466562          2283.429385     
        7.00               5.016308              43143             2502.894379           363.869921          2139.024458     
        7.10               5.016308              43289             2522.855204           311.566071          2211.289133     
        7.20               5.016308              43390             2646.656302           373.923839          2272.732463     
        7.30               5.016308              43408             2493.611127           212.551312          2281.059815     
        7.40               5.016308              43435             2425.572021           188.265086          2237.306935     
        7.50               5.016308              43159             2781.313387           574.249554          2207.063833     
