        tauB               sizeBin             clust_size          press_align          press_alignA     press_alignB
        0.00               5.016308              28111              592.633638           -15.480799           608.114437     
        0.10               5.016308              28591              512.257413           -90.425125           602.682538     
        0.20               5.016308              29113              498.113551           -83.431339           581.544890     
        0.30               5.016308              29579              482.135295           -81.520922           563.656217     
        0.40               5.016308              29935              426.815619          -113.700277           540.515895     
        0.50               5.016308              30390              542.743217            5.693574            537.049642     
        0.60               5.016308              30685              489.433549           -38.454242           527.887791     
        0.70               5.016308              31013              493.996771           -15.334015           509.330786     
        0.80               5.016308              31258              453.157327           -49.943459           503.100785     
        0.90               5.016308              31402              486.538603           -45.413466           531.952069     
        1.00               5.016308              31660              430.247934           -81.975621           512.223555     
        1.10               5.016308              31881              425.680648           -72.238332           497.918981     
        1.20               5.016308              31917              363.116731          -123.948883           487.065613     
        1.30               5.016308              32032              387.977101          -101.225406           489.202508     
        1.40               5.016308              32186              309.949321          -166.621627           476.570948     
        1.50               5.016308              32285              394.712428           -76.626626           471.339054     
        1.60               5.016308              32391              466.726732           -7.971065            474.697796     
        1.70               5.016308              32434              448.925571           -20.801269           469.726840     
        1.80               5.016308              32632              445.755280           -9.791537            455.546817     
        1.90               5.016308              32749              468.593751           24.551480            444.042271     
        2.00               5.016308              32772              407.536479           -39.644457           447.180936     
        2.10               5.016308              32741              449.842289           -17.689799           467.532088     
        2.20               5.016308              32910              408.774213           -49.432990           458.207202     
        2.30               5.016308              33009              348.304721          -112.408060           460.712782     
        2.40               5.016308              33148              371.168076           -72.534042           443.702118     
        2.50               5.016308              33142              375.770355           -73.325470           449.095824     
        2.60               5.016308              33316              384.367508           -65.980235           450.347743     
        2.70               5.016308              33271              386.152963           -71.668555           457.821518     
        2.80               5.016308              33521              400.677924           -53.782439           454.460363     
        2.90               5.016308              33624              462.948618           10.196019            452.752599     
        3.00               5.016308              33746              419.994840           -32.647844           452.642684     
        3.10               5.016308              33757              419.366508           -38.917225           458.283733     
        3.20               5.016308              33846              475.580851           12.247216            463.333636     
        3.30               5.016308              33963              397.520544           -40.068367           437.588911     
        3.40               5.016308              34102              371.928051           -63.114604           435.042655     
        3.50               5.016308              34134              404.462718           -23.900781           428.363499     
        3.60               5.016308              34219              429.854244            8.104727            421.749517     
        3.70               5.016308              34338              294.341817          -105.733262           400.075079     
        3.80               5.016308              34238              365.973591           -49.836715           415.810305     
        3.90               5.016308              34273              436.618898           23.344287            413.274612     
        4.00               5.016308              34313              401.497799           -6.964820            408.462619     
