        tauB               sizeBin             clust_size      press_align
        0.00               5.016308              36494             5729.900822     
        0.10               5.016308              36898             5334.955108     
        0.20               5.016308              37707             4607.434682     
        0.30               5.016308              38516             4035.172876     
        0.40               5.016308              39314             3438.404374     
        0.50               5.016308              40077             2970.555634     
        0.60               5.016308              40724             2584.399822     
        0.70               5.016308              41231             2361.144293     
        0.80               5.016308              41619             2066.404778     
        0.90               5.016308              42056             1992.053524     
        1.00               5.016308              42495             1824.742863     
        1.10               5.016308              42871             1739.503061     
        1.20               5.016308              43317             1607.608603     
        1.30               5.016308              43414             1565.137283     
        1.40               5.016308              43515             1448.782395     
        1.50               5.016308              43508             1392.407311     
        1.60               5.016308              43552             1450.583675     
        1.70               5.016308              43314             1438.495117     
        1.80               5.016308              43233             1413.032564     
        1.90               5.016308              43063             1465.626618     
        2.00               5.016308              43146             1438.907180     
        2.10               5.016308              42993             1455.173025     
        2.20               5.016308              42993             1415.585531     
        2.30               5.016308              42716             1375.422559     
        2.40               5.016308              42651             1392.930796     
        2.50               5.016308              42566             1501.698960     
        2.60               5.016308              42556             1562.932022     
        2.70               5.016308              42659             1499.586902     
        2.80               5.016308              42579             1538.440966     
        2.90               5.016308              42541             1517.659145     
        3.00               5.016308              42436             1527.718186     
        3.10               5.016308              42410             1507.652616     
        3.20               5.016308              42585             1495.364084     
        3.30               5.016308              42488             1408.886064     
        3.40               5.016308              42572             1380.719180     
        3.50               5.016308              42473             1316.532533     
        3.60               5.016308              42390             1334.328764     
        3.70               5.016308              42358             1379.302307     
        3.80               5.016308              42362             1435.936247     
        3.90               5.016308              42361             1522.304339     
        4.00               5.016308              42413             1540.776470     
        4.10               5.016308              42344             1460.047528     
        4.20               5.016308              42543             1541.072349     
        4.30               5.016308              42529             1582.015160     
        4.40               5.016308              42578             1432.398161     
        4.50               5.016308              42501             1535.902168     
        4.60               5.016308              42575             1484.707923     
        4.70               5.016308              42655             1454.394866     
        4.80               5.016308              42610             1497.045952     
        4.90               5.016308              42625             1509.363241     
        5.00               5.016308              42580             1555.577044     
        5.10               5.016308              42733             1494.961955     
        5.20               5.016308              42695             1467.028490     
        5.30               5.016308              42680             1467.039316     
        5.40               5.016308              42522             1464.837959     
        5.50               5.016308              42509             1433.947211     
        5.60               5.016308              42398             1492.770692     
        5.70               5.016308              42207             1534.215812     
        5.80               5.016308              42270             1514.758182     
        5.90               5.016308              42253             1437.916834     
        6.00               5.016308              42250             1459.029511     
        6.10               5.016308              42220             1423.740700     
        6.20               5.016308              42369             1496.994383     
        6.30               5.016308              42374             1546.552588     
        6.40               5.016308              42317             1514.411558     
        6.50               5.016308              42249             1543.500085     
        6.60               5.016308              42316             1514.225270     
        6.70               5.016308              42387             1552.103494     
        6.80               5.016308              42420             1577.768207     
        6.90               5.016308              42518             1523.168627     
        7.00               5.016308              42492             1455.704225     
        7.10               5.016308              42425             1492.364567     
        7.20               5.016308              42428             1470.476798     
        7.30               5.016308              42508             1521.401173     
        7.40               5.016308              42523             1545.846950     
        7.50               5.016308              42342             1455.594997     
        7.60               5.016308              42185             1402.970387     
        7.70               5.016308              42126             1406.759225     
        7.80               5.016308              42082             1398.531861     
        7.90               5.016308              42010             1441.324415     
        8.00               5.016308              42028             1387.414649     
        8.10               5.016308              41950             1441.200630     
        8.20               5.016308              41976             1568.174092     
        8.30               5.016308              42111             1539.624309     
        8.40               5.016308              42235             1486.816244     
        8.50               5.016308              42373             1506.967734     
        8.60               5.016308              42483             1613.319437     
        8.70               5.016308              42474             1615.073784     
        8.80               5.016308              42623             1567.366607     
        8.90               5.016308              42718             1565.262479     
        9.00               5.016308              42710             1479.144890     
        9.10               5.016308              42732             1513.584930     
        9.20               5.016308              42793             1417.480890     
        9.30               5.016308              42805             1425.356663     
        9.40               5.016308              42812             1419.520667     
        9.50               5.016308              42767             1363.294466     
        9.60               5.016308              42652             1348.551587     
        9.70               5.016308              42582             1382.878588     
        9.80               5.016308              42414             1395.667511     
        9.90               5.016308              42486             1412.075669     
       10.00               5.016308              42373             1399.294088     
       10.10               5.016308              42459             1453.573475     
       10.20               5.016308              42524             1511.322535     
       10.30               5.016308              42456             1510.794084     
       10.40               5.016308              42408             1508.466143     
       10.50               5.016308              42463             1508.377880     
       10.60               5.016308              42608             1527.088629     
       10.70               5.016308              42603             1532.283316     
       10.80               5.016308              42570             1463.613756     
       10.90               5.016308              42581             1424.956200     
       11.00               5.016308              42746             1382.194773     
       11.10               5.016308              42776             1458.740166     
       11.20               5.016308              42788             1527.333765     
       11.30               5.016308              42719             1484.865946     
       11.40               5.016308              42681             1427.173082     
       11.50               5.016308              42725             1427.533924     
       11.60               5.016308              42709             1417.070375     
       11.70               5.016308              42685             1395.732317     
       11.80               5.016308              42695             1435.599380     
       11.90               5.016308              42606             1440.777150     
       12.00               5.016308              42668             1438.900555     
       12.10               5.016308              42667             1445.305456     
       12.20               5.016308              42615             1457.909864     
       12.30               5.016308              42532             1397.404288     
       12.40               5.016308              42643             1412.676267     
       12.50               5.016308              42737             1364.102435     
       12.60               5.016308              42616             1363.206269     
       12.70               5.016308              42545             1363.214843     
       12.80               5.016308              42454             1363.464583     
       12.90               5.016308              42466             1399.183614     
       13.00               5.016308              42461             1465.002171     
       13.10               5.016308              42482             1478.361701     
       13.20               5.016308              42512             1491.947742     
       13.30               5.016308              42621             1530.406428     
       13.40               5.016308              42550             1476.084383     
       13.50               5.016308              42653             1522.417426     
       13.60               5.016308              42756             1513.810738     
       13.70               5.016308              42703             1573.065509     
       13.80               5.016308              42618             1482.825180     
       13.90               5.016308              42485             1417.482721     
       14.00               5.016308              42455             1427.172033     
       14.10               5.016308              42593             1397.885229     
       14.20               5.016308              42628             1424.302042     
       14.30               5.016308              42517             1441.507496     
       14.40               5.016308              42616             1412.371471     
       14.50               5.016308              42440             1403.295210     
       14.60               5.016308              42293             1414.761745     
       14.70               5.016308              42085             1377.707603     
       14.80               5.016308              41969             1391.169922     
       14.90               5.016308              41862             1439.413593     
       15.00               5.016308              41858             1503.099992     
       15.10               5.016308              42003             1461.942644     
       15.20               5.016308              41998             1498.357528     
       15.30               5.016308              42155             1540.583708     
