        tauB               sizeBin             clust_size      press_align
        0.00               5.016308              28099             1188.974331     
        0.10               5.016308              28929             1507.112458     
        0.20               5.016308              29941             1623.229615     
        0.30               5.016308              30913             1748.191576     
        0.40               5.016308              31789             1850.318205     
        0.50               5.016308              32509             1882.831454     
        0.60               5.016308              33296             1877.732673     
        0.70               5.016308              34144             1821.463887     
        0.80               5.016308              35027             1753.718285     
        0.90               5.016308              35638             1755.614934     
        1.00               5.016308              36326             1679.391063     
        1.10               5.016308              36988             1675.630887     
        1.20               5.016308              37689             1605.659931     
        1.30               5.016308              38309             1583.649646     
        1.40               5.016308              38758             1570.543384     
        1.50               5.016308              39053             1486.641530     
        1.60               5.016308              39602             1464.855089     
        1.70               5.016308              40039             1381.077503     
        1.80               5.016308              40235             1338.949083     
        1.90               5.016308              40661             1293.871954     
        2.00               5.016308              41016             1351.463900     
        2.10               5.016308              41246             1330.352808     
        2.20               5.016308              41429             1273.388991     
        2.30               5.016308              41603             1266.940579     
        2.40               5.016308              41779             1212.450184     
        2.50               5.016308              41833             1177.487376     
        2.60               5.016308              41985             1130.251540     
        2.70               5.016308              42005             1072.963203     
        2.80               5.016308              41975             1042.407937     
        2.90               5.016308              41982             1036.954861     
        3.00               5.016308              41974             1060.071103     
        3.10               5.016308              41988             1051.281474     
        3.20               5.016308              41877              997.341601     
        3.30               5.016308              41818              999.300044     
        3.40               5.016308              41600             1037.434701     
        3.50               5.016308              41449             1034.226165     
        3.60               5.016308              41370             1091.848904     
        3.70               5.016308              41413             1079.917344     
        3.80               5.016308              41468             1074.490573     
        3.90               5.016308              41425             1060.660689     
        4.00               5.016308              41365             1048.599360     
        4.10               5.016308              41338             1033.033708     
        4.20               5.016308              41315             1088.536242     
        4.30               5.016308              41373             1115.848534     
        4.40               5.016308              41433             1100.102879     
        4.50               5.016308              41407             1042.873061     
        4.60               5.016308              41458             1072.476596     
        4.70               5.016308              41532             1113.854939     
        4.80               5.016308              41446             1144.698481     
        4.90               5.016308              41510             1185.096096     
        5.00               5.016308              41639             1126.800785     
        5.10               5.016308              41653             1114.318068     
