        tauB               sizeBin             clust_size          press_align          press_alignA     press_alignB
        0.00               5.016308              33335             4169.535552            0.000000           4169.535552     
        0.10               5.016308              34014             4132.044208            0.000000           4132.044208     
        0.20               5.016308              34976             3811.845408            0.000000           3811.845408     
        0.30               5.016308              35944             3532.907842            0.000000           3532.907842     
        0.40               5.016308              36935             3185.956067            0.000000           3185.956067     
        0.50               5.016308              37954             2860.296856            0.000000           2860.296856     
        0.60               5.016308              38785             2605.355243            0.000000           2605.355243     
        0.70               5.016308              39558             2420.697221            0.000000           2420.697221     
        0.80               5.016308              40297             2198.892598            0.000000           2198.892598     
        0.90               5.016308              40859             2076.942540            0.000000           2076.942540     
        1.00               5.016308              41374             1979.673413            0.000000           1979.673413     
        1.10               5.016308              41759             1912.787160            0.000000           1912.787160     
        1.20               5.016308              42200             1771.592726            0.000000           1771.592726     
        1.30               5.016308              42539             1728.278639            0.000000           1728.278639     
        1.40               5.016308              42788             1628.626717            0.000000           1628.626717     
        1.50               5.016308              43019             1552.631827            0.000000           1552.631827     
        1.60               5.016308              43238             1558.420865            0.000000           1558.420865     
        1.70               5.016308              43264             1513.559263            0.000000           1513.559263     
        1.80               5.016308              43294             1493.198915            0.000000           1493.198915     
        1.90               5.016308              43211             1416.976243            0.000000           1416.976243     
        2.00               5.016308              43074             1428.695326            0.000000           1428.695326     
        2.10               5.016308              42973             1463.399895            0.000000           1463.399895     
        2.20               5.016308              42899             1414.040928            0.000000           1414.040928     
        2.30               5.016308              42762             1361.736091            0.000000           1361.736091     
        2.40               5.016308              42608             1350.639135            0.000000           1350.639135     
        2.50               5.016308              42335             1419.528626            0.000000           1419.528626     
        2.60               5.016308              42272             1461.487669            0.000000           1461.487669     
        2.70               5.016308              42058             1433.900205            0.000000           1433.900205     
        2.80               5.016308              42172             1439.444751            0.000000           1439.444751     
        2.90               5.016308              42238             1476.733993            0.000000           1476.733993     
        3.00               5.016308              42272             1562.559365            0.000000           1562.559365     
        3.10               5.016308              42296             1555.504558            0.000000           1555.504558     
        3.20               5.016308              42416             1533.090722            0.000000           1533.090722     
        3.30               5.016308              42406             1461.449563            0.000000           1461.449563     
        3.40               5.016308              42374             1506.687890            0.000000           1506.687890     
        3.50               5.016308              42382             1445.139788            0.000000           1445.139788     
        3.60               5.016308              42363             1469.575078            0.000000           1469.575078     
        3.70               5.016308              42245             1407.668426            0.000000           1407.668426     
        3.80               5.016308              42214             1469.383983            0.000000           1469.383983     
        3.90               5.016308              42135             1502.883730            0.000000           1502.883730     
        4.00               5.016308              42181             1489.266057            0.000000           1489.266057     
        4.10               5.016308              42136             1439.565802            0.000000           1439.565802     
        4.20               5.016308              42004             1464.850782            0.000000           1464.850782     
        4.30               5.016308              42067             1551.607950            0.000000           1551.607950     
        4.40               5.016308              41984             1550.552974            0.000000           1550.552974     
        4.50               5.016308              42064             1533.400952            0.000000           1533.400952     
        4.60               5.016308              42112             1509.606903            0.000000           1509.606903     
