        tauB               sizeBin             clust_size          press_align          press_alignA     press_alignB
        0.00               5.016308              44189             17184.495106          -76.050474          17260.545579    
        0.10               5.016308              44558             15884.075112         -301.207361          16185.282473    
        0.20               5.016308              45250             12052.470430         -265.512503          12317.982933    
        0.30               5.016308              45676             9254.598964          -291.669047          9546.268012     
        0.40               5.016308              45848             6998.209796          -414.012033          7412.221828     
        0.50               5.016308              45771             5905.628543           -20.461885          5926.090428     
        0.60               5.016308              45738             4607.426227          -139.894908          4747.321135     
        0.70               5.016308              45407             4088.286254           -14.126988          4102.413242     
        0.80               5.016308              45199             3496.289656           -48.753233          3545.042889     
        0.90               5.016308              44932             3346.899861           -48.667099          3395.566961     
        1.00               5.016308              44545             2972.780133          -205.138837          3177.918971     
        1.10               5.016308              44195             3096.239600          -158.710051          3254.949651     
        1.20               5.016308              44227             2966.981241          -155.405587          3122.386828     
        1.30               5.016308              44171             2934.228714          -200.470022          3134.698737     
        1.40               5.016308              43962             2936.144569          -219.887023          3156.031592     
        1.50               5.016308              43733             3145.052800           -66.846926          3211.899726     
        1.60               5.016308              43504             3347.780241           -35.269614          3383.049855     
        1.70               5.016308              43598             3502.530016           12.683925           3489.846091     
        1.80               5.016308              43700             3716.244346           212.758074          3503.486272     
        1.90               5.016308              43655             3795.221805           333.324619          3461.897186     
        2.00               5.016308              43556             3584.485341           99.320974           3485.164366     
        2.10               5.016308              43318             3694.290540           54.989958           3639.300581     
        2.20               5.016308              43225             3642.543646           41.838214           3600.705432     
        2.30               5.016308              43100             3449.008400          -129.973468          3578.981867     
        2.40               5.016308              43355             3699.351763           -18.670652          3718.022415     
        2.50               5.016308              43781             3663.198632           -70.931632          3734.130264     
        2.60               5.016308              43993             3750.405461           35.972223           3714.433239     
        2.70               5.016308              44163             3530.137574           -79.142786          3609.280360     
        2.80               5.016308              44389             3352.737195           -51.783299          3404.520495     
        2.90               5.016308              44460             3358.905060           84.729793           3274.175267     
        3.00               5.016308              44556             2919.398714          -142.520466          3061.919180     
        3.10               5.016308              44387             2900.549006          -172.423588          3072.972593     
        3.20               5.016308              44128             2926.862554           -95.431201          3022.293755     
        3.30               5.016308              43939             2912.338477          -181.540315          3093.878791     
        3.40               5.016308              43730             2996.396329          -190.186497          3186.582826     
        3.50               5.016308              43718             3020.373755          -268.661363          3289.035118     
        3.60               5.016308              43555             3191.730115          -171.271194          3363.001309     
        3.70               5.016308              43422             3163.368000          -174.067027          3337.435027     
        3.80               5.016308              43589             3502.550069           87.574663           3414.975406     
        3.90               5.016308              43935             3630.693988           246.499944          3384.194043     
        4.00               5.016308              43900             3481.382467           188.840068          3292.542399     
        4.10               5.016308              43948             3243.585903          -145.641006          3389.226909     
        4.20               5.016308              43978             3147.246165          -221.046411          3368.292576     
        4.30               5.016308              43948             3056.042496          -242.467736          3298.510232     
        4.40               5.016308              43895             2785.873080          -493.753892          3279.626972     
        4.50               5.016308              43931             3205.031008          -107.349180          3312.380187     
        4.60               5.016308              43975             3287.386153           -30.981218          3318.367371     
        4.70               5.016308              43914             3209.279654          -157.996109          3367.275763     
        4.80               5.016308              43683             3175.333273           -95.736535          3271.069808     
        4.90               5.016308              43906             3505.231390           28.006706           3477.224684     
        5.00               5.016308              43928             3706.667407           464.775038          3241.892368     
        5.10               5.016308              44126             3745.751040           376.233347          3369.517693     
        5.20               5.016308              44172             3699.372972           316.327289          3383.045683     
        5.30               5.016308              44319             3614.756828           328.239984          3286.516844     
        5.40               5.016308              44317             3318.119466           128.239332          3189.880134     
        5.50               5.016308              44043             3522.068321           311.265485          3210.802837     
        5.60               5.016308              44030             3617.451582           341.002337          3276.449245     
        5.70               5.016308              44022             3558.201180           345.724698          3212.476482     
        5.80               5.016308              44094             3620.898859           299.619629          3321.279230     
        5.90               5.016308              44151             3238.283198           15.816494           3222.466704     
        6.00               5.016308              44024             3221.136060           52.749569           3168.386491     
        6.10               5.016308              44051             3368.410722           50.343410           3318.067312     
        6.20               5.016308              44170             3168.313943           -80.951421          3249.265364     
        6.30               5.016308              44149             3008.185992          -174.612574          3182.798566     
        6.40               5.016308              44072             3308.254104           100.316901          3207.937203     
        6.50               5.016308              43940             3395.311206           116.225246          3279.085959     
        6.60               5.016308              43857             3512.816484           158.193066          3354.623418     
        6.70               5.016308              43778             3546.044002           218.698732          3327.345271     
        6.80               5.016308              43761             3631.611709           174.616907          3456.994803     
        6.90               5.016308              43740             3454.950824           78.818587           3376.132237     
        7.00               5.016308              43754             3034.920282          -301.676603          3336.596884     
        7.10               5.016308              43863             3241.627331           -76.172527          3317.799857     
        7.20               5.016308              43884             3163.069171           -92.556154          3255.625325     
        7.30               5.016308              43807             3321.059436            1.582016           3319.477420     
        7.40               5.016308              43836             3202.611326          -124.231765          3326.843091     
        7.50               5.016308              43677             3305.213184           -77.530199          3382.743383     
        7.60               5.016308              43837             3361.880435            1.236844           3360.643591     
        7.70               5.016308              44021             3270.905805           -1.322566           3272.228372     
        7.80               5.016308              44137             3466.918676           91.159577           3375.759099     
        7.90               5.016308              44119             3463.935996           62.375205           3401.560791     
        8.00               5.016308              44050             3173.012483          -202.313064          3375.325547     
        8.10               5.016308              44111             3182.961673          -124.066854          3307.028526     
        8.20               5.016308              43968             3086.107519          -141.426228          3227.533747     
        8.30               5.016308              43768             3018.003225          -108.662406          3126.665631     
        8.40               5.016308              43659             2984.256749          -176.619877          3160.876626     
        8.50               5.016308              43563             3109.458117           -87.361698          3196.819816     
        8.60               5.016308              43580             3289.349921           -55.059654          3344.409574     
        8.70               5.016308              43759             3179.893788          -201.894365          3381.788153     
        8.80               5.016308              43876             3036.248452          -439.738271          3475.986723     
        8.90               5.016308              44031             3048.215220          -307.216077          3355.431297     
        9.00               5.016308              43942             3112.404444          -135.140675          3247.545119     
        9.10               5.016308              43996             3410.906465           88.364189           3322.542276     
        9.20               5.016308              43856             3485.365381           139.650949          3345.714431     
        9.30               5.016308              43732             3454.578071           77.698462           3376.879609     
        9.40               5.016308              43795             3320.169181           -0.108120           3320.277301     
        9.50               5.016308              43780             3468.042609           273.559914          3194.482696     
        9.60               5.016308              43785             3663.576651           368.108631          3295.468020     
        9.70               5.016308              43798             3767.947119           266.455084          3501.492035     
        9.80               5.016308              43751             3618.034508           183.605603          3434.428905     
        9.90               5.016308              43796             3737.911168           235.893307          3502.017861     
       10.00               5.016308              43890             3589.169462           56.465757           3532.703706     
       10.10               5.016308              44011             3546.894690           33.133807           3513.760883     
       10.20               5.016308              43895             3504.464206           106.093170          3398.371036     
       10.30               5.016308              43812             3535.668587           52.915004           3482.753583     
       10.40               5.016308              43735             3519.616074           71.394201           3448.221873     
