        tauB               sizeBin             clust_size          interface_id            bub_id               r_min                r_max                align               num_dens              press        
        0.00               5.016308              44552                  1                    1                 0.000000             3.214286             0.211769             3.557168            263.654221     
        0.00               5.016308              44552                  1                    1                 3.214286             6.428571             0.489649             3.179723            544.931804     
        0.00               5.016308              44552                  1                    1                 6.428571             9.642857             0.805053             3.617370           1019.260872     
        0.00               5.016308              44552                  1                    1                 9.642857            12.857143             0.947023             5.061579           1677.701498     
        0.00               5.016308              44552                  1                    1                12.857143            16.071429             0.983228             2.098096            722.017523     
        0.00               5.016308              44552                  1                    1                16.071429            19.285714             0.984529             1.901977            655.392840     
        0.00               5.016308              44552                  1                    1                19.285714            22.500000             0.000000             0.000000             0.000000      
        0.00               5.016308              44552                  1                    1                22.500000            25.714286             0.991079             0.001752             0.607741      
        0.00               5.016308              44552                  1                    1                25.714286            28.928571             0.982836             0.098399            33.848415      
        0.00               5.016308              44552                  1                    1                28.928571            32.142857             0.816627             0.208168            59.498537      
        0.00               5.016308              44552                  1                    1                32.142857            35.357143             0.631070             0.198865            43.924250      
        0.00               5.016308              44552                  1                    1                35.357143            38.571429             0.329946             0.120889            13.960353      
        0.00               5.016308              44552                  1                    1                38.571429            41.785714             0.055512             0.040622             0.789263      
        0.00               5.016308              44552                  1                    1                41.785714            45.000000             0.186600             0.015170             0.990770      
        0.10               5.016308              44821                  1                    1                 0.000000             3.230769             0.146920             4.518390            232.344950     
        0.10               5.016308              44821                  1                    1                 3.230769             6.461538             0.384787             4.062984            547.184685     
        0.10               5.016308              44821                  1                    1                 6.461538             9.692308             0.635200             4.419132            982.460842     
        0.10               5.016308              44821                  1                    1                 9.692308            12.923077             0.715473             6.339151           1587.422758     
        0.10               5.016308              44821                  1                    1                12.923077            16.153846             0.725942             2.294695            583.035689     
        0.10               5.016308              44821                  1                    1                16.153846            19.384615             0.730345             1.331752            340.423475     
        0.10               5.016308              44821                  1                    1                19.384615            22.615385             0.000000             0.000000             0.000000      
        0.10               5.016308              44821                  1                    1                22.615385            25.846154             0.822963             0.030828             8.879498      
        0.10               5.016308              44821                  1                    1                25.846154            29.076923             0.728571             0.132874            33.882806      
        0.10               5.016308              44821                  1                    1                29.076923            32.307692             0.601033             0.148156            31.166377      
        0.10               5.016308              44821                  1                    1                32.307692            35.538462             0.545192             0.078288            14.938760      
        0.10               5.016308              44821                  1                    1                35.538462            38.769231             0.464685             0.026757             4.351819      
        0.10               5.016308              44821                  1                    1                38.769231            42.000000             0.614859             0.010001             2.152203      
        0.20               5.016308              45249                  1                    1                 0.000000             3.285714             0.148152             5.147773            266.929390     
        0.20               5.016308              45249                  1                    1                 3.285714             6.571429             0.333655             3.291339            384.359931     
        0.20               5.016308              45249                  1                    1                 6.571429             9.857143             0.480393             4.533424            762.238555     
        0.20               5.016308              45249                  1                    1                 9.857143            13.142857             0.523619             6.038438           1106.643459     
        0.20               5.016308              45249                  1                    1                13.142857            16.428571             0.527630             2.111002            389.839578     
        0.20               5.016308              45249                  1                    1                16.428571            19.714286             0.522444             1.234013            225.646124     
        0.20               5.016308              45249                  1                    1                19.714286            23.000000             0.616736             0.011693             2.524129      
        0.20               5.016308              45249                  1                    1                23.000000            26.285714             0.655322             0.090048            20.653583      
        0.20               5.016308              45249                  1                    1                26.285714            29.571429             0.578409             0.166548            33.716504      
        0.20               5.016308              45249                  1                    1                29.571429            32.857143             0.476746             0.188912            31.522157      
        0.20               5.016308              45249                  1                    1                32.857143            36.142857             0.266796             0.112996            10.551406      
        0.20               5.016308              45249                  1                    1                36.142857            39.428571             0.214298             0.042766             3.207662      
        0.20               5.016308              45249                  1                    1                39.428571            42.714286             0.075329             0.013741             0.362280      
        0.20               5.016308              45249                  1                    1                42.714286            46.000000             0.305065             0.002947             0.314671      
        0.30               5.016308              45585                  1                    1                 0.000000             3.230769             0.124122             4.558042            198.013439     
        0.30               5.016308              45585                  1                    1                 3.230769             6.461538             0.263176             3.716569            342.339074     
        0.30               5.016308              45585                  1                    1                 6.461538             9.692308             0.381624             4.439436            592.968546     
        0.30               5.016308              45585                  1                    1                 9.692308            12.923077             0.401300             5.838906            820.103496     
        0.30               5.016308              45585                  1                    1                12.923077            16.153846             0.391259             2.161706            296.025232     
        0.30               5.016308              45585                  1                    1                16.153846            19.384615             0.394361             1.235897            170.586346     
        0.30               5.016308              45585                  1                    1                19.384615            22.615385             0.691644             0.011709             2.834390      
        0.30               5.016308              45585                  1                    1                22.615385            25.846154             0.650671             0.074717            17.015600      
        0.30               5.016308              45585                  1                    1                25.846154            29.076923             0.534827             0.135537            25.371168      
        0.30               5.016308              45585                  1                    1                29.076923            32.307692             0.485696             0.255224            43.386480      
        0.30               5.016308              45585                  1                    1                32.307692            35.538462             0.261222             0.132979            12.158006      
        0.30               5.016308              45585                  1                    1                35.538462            38.769231             0.078279             0.065389             1.791501      
        0.30               5.016308              45585                  1                    1                38.769231            42.000000             0.185584             0.016925             1.099337      
        0.40               5.016308              45829                  1                    1                 0.000000             3.285714             0.148656             4.930688            256.541669     
        0.40               5.016308              45829                  1                    1                 3.285714             6.571429             0.286375             2.809234            281.573135     
        0.40               5.016308              45829                  1                    1                 6.571429             9.857143             0.316045             4.391047            485.719088     
        0.40               5.016308              45829                  1                    1                 9.857143            13.142857             0.298026             5.481491            571.769634     
        0.40               5.016308              45829                  1                    1                13.142857            16.428571             0.299848             1.683180            176.644572     
        0.40               5.016308              45829                  1                    1                16.428571            19.714286             0.305427             0.684969            73.222933      
        0.40               5.016308              45829                  1                    1                19.714286            23.000000             0.607721             0.046622             9.916598      
        0.40               5.016308              45829                  1                    1                23.000000            26.285714             0.516385             0.106991            19.337071      
        0.40               5.016308              45829                  1                    1                26.285714            29.571429             0.455410             0.214446            34.181205      
        0.40               5.016308              45829                  1                    1                29.571429            32.857143             0.319571             0.187200            20.938240      
        0.40               5.016308              45829                  1                    1                32.857143            36.142857             0.192900             0.091959             6.208624      
        0.40               5.016308              45829                  1                    1                36.142857            39.428571             0.064048             0.036275             0.813179      
        0.40               5.016308              45829                  1                    1                39.428571            42.714286             0.103114             0.006810             0.245776      
        0.40               5.016308              45829                  1                    1                42.714286            46.000000            -0.090080             0.003291            -0.103774      
        0.50               5.016308              45790                  1                    1                 0.000000             3.214286             0.134132             4.335957            203.557337     
        0.50               5.016308              45790                  1                    1                 3.214286             6.428571             0.226921             3.424259            271.962126     
        0.50               5.016308              45790                  1                    1                 6.428571             9.642857             0.258611             4.158442            376.396254     
        0.50               5.016308              45790                  1                    1                 9.642857            12.857143             0.234129             5.449147            446.531018     
        0.50               5.016308              45790                  1                    1                12.857143            16.071429             0.219785             1.534977            118.077902     
        0.50               5.016308              45790                  1                    1                16.071429            19.285714             0.197664             0.573999            39.710563      
        0.50               5.016308              45790                  1                    1                19.285714            22.500000             0.539853             0.051788             9.785220      
        0.50               5.016308              45790                  1                    1                22.500000            25.714286             0.575085             0.171598            34.539101      
        0.50               5.016308              45790                  1                    1                25.714286            28.928571             0.479478             0.257111            43.147619      
        0.50               5.016308              45790                  1                    1                28.928571            32.142857             0.270807             0.188391            17.856138      
        0.50               5.016308              45790                  1                    1                32.142857            35.357143             0.171168             0.128829             7.717962      
        0.50               5.016308              45790                  1                    1                35.357143            38.571429             0.047342             0.042304             0.700970      
        0.50               5.016308              45790                  1                    1                38.571429            41.785714            -0.082369             0.009852            -0.284035      
