        tauB               sizeBin             clust_size          interface_id            bub_id               r_min                r_max                align               num_dens              press        
        0.00               5.016308              40320                  1                    1                 0.000000             3.235294             0.183482             3.640970            152.152608     
        0.00               5.016308              40320                  1                    1                 3.235294             6.470588             0.565919             2.470187            295.570507     
        0.00               5.016308              40320                  1                    1                 6.470588             9.705882             0.649379             3.794502            475.295768     
        0.00               5.016308              40320                  1                    1                 9.705882            12.941176             0.835794             4.795906            797.431599     
        0.00               5.016308              40320                  1                    1                12.941176            16.176471             0.962542             1.765988            338.645000     
        0.00               5.016308              40320                  1                    1                16.176471            19.411765             0.912972             2.911170            530.669995     
        0.00               5.016308              40320                  1                    1                19.411765            22.647059             0.968174             0.625134            112.001910     
        0.00               5.016308              40320                  1                    1                22.647059            25.882353             0.950267             0.069729            13.428040      
        0.00               5.016308              40320                  1                    1                25.882353            29.117647             0.903109             0.071675            10.891508      
        0.00               5.016308              40320                  1                    1                29.117647            32.352941             0.814974             0.151466            22.443670      
        0.00               5.016308              40320                  1                    1                32.352941            35.588235             0.616376             0.193291            23.454785      
        0.00               5.016308              40320                  1                    1                35.588235            38.823529             0.537952             0.192768            23.425838      
        0.00               5.016308              40320                  1                    1                38.823529            42.058824             0.280909             0.124298             7.629592      
        0.00               5.016308              40320                  1                    1                42.058824            45.294118             0.000350             0.058872            -0.365353      
        0.00               5.016308              40320                  1                    1                45.294118            48.529412             0.344195             0.041319             2.982759      
        0.00               5.016308              40320                  1                    1                48.529412            51.764706             0.037190             0.018410             0.268614      
        0.00               5.016308              40320                  1                    1                51.764706            55.000000             0.101405             0.013393             0.248040      
        0.10               5.016308              40461                  1                    1                 0.000000             3.214286             0.185609             4.138788            159.311389     
        0.10               5.016308              40461                  1                    1                 3.214286             6.428571             0.401214             3.470515            285.196695     
        0.10               5.016308              40461                  1                    1                 6.428571             9.642857             0.634526             4.135259            513.900675     
        0.10               5.016308              40461                  1                    1                 9.642857            12.857143             0.712115             5.628304            803.838659     
        0.10               5.016308              40461                  1                    1                12.857143            16.071429             0.725808             2.213961            325.122471     
        0.10               5.016308              40461                  1                    1                16.071429            19.285714             0.743411             1.453896            209.563025     
        0.10               5.016308              40461                  1                    1                19.285714            22.500000             0.000000             0.000000             0.000000      
        0.10               5.016308              40461                  1                    1                22.500000            25.714286             0.817063             0.011571             1.418090      
        0.10               5.016308              40461                  1                    1                25.714286            28.928571             0.720921             0.088725            12.605059      
        0.10               5.016308              40461                  1                    1                28.928571            32.142857             0.622422             0.149085            18.441410      
        0.10               5.016308              40461                  1                    1                32.142857            35.357143             0.626948             0.143374            19.261947      
        0.10               5.016308              40461                  1                    1                35.357143            38.571429             0.530716             0.061919             7.068195      
        0.10               5.016308              40461                  1                    1                38.571429            41.785714             0.566046             0.028008             2.928986      
