        tauB               sizeBin             clust_size          interface_id            bub_id               r_min                r_max                align               num_dens              press        
        0.00               5.016308              43110                  1                    1                 0.000000             3.285714             0.209700             3.895140            251.636469     
        0.00               5.016308              43110                  1                    1                 3.285714             6.571429             0.581374             2.420761            400.141314     
        0.00               5.016308              43110                  1                    1                 6.571429             9.857143             0.770999             3.617548            747.204392     
        0.00               5.016308              43110                  1                    1                 9.857143            13.142857             0.951391             4.812022           1246.445692     
        0.00               5.016308              43110                  1                    1                13.142857            16.428571             0.983928             1.824086            494.921283     
        0.00               5.016308              43110                  1                    1                16.428571            19.714286             0.983656             2.279231            600.751486     
        0.00               5.016308              43110                  1                    1                19.714286            23.000000             0.000000             0.000000             0.000000      
        0.00               5.016308              43110                  1                    1                23.000000            26.285714             0.990705             0.006873             1.361741      
        0.00               5.016308              43110                  1                    1                26.285714            29.571429             0.974063             0.085883            19.357922      
        0.00               5.016308              43110                  1                    1                29.571429            32.857143             0.729105             0.207233            40.980722      
        0.00               5.016308              43110                  1                    1                32.857143            36.142857             0.501313             0.177301            29.690401      
        0.00               5.016308              43110                  1                    1                36.142857            39.428571             0.142509             0.129718             6.920302      
        0.00               5.016308              43110                  1                    1                39.428571            42.714286            -0.007241             0.051482            -0.087983      
        0.00               5.016308              43110                  1                    1                42.714286            46.000000             0.090784             0.018449             0.316325      
        0.10               5.016308              43255                  1                    1                 0.000000             3.214286             0.172618             4.393658            214.034917     
        0.10               5.016308              43255                  1                    1                 3.214286             6.428571             0.406755             3.841023            441.935068     
        0.10               5.016308              43255                  1                    1                 6.428571             9.642857             0.612565             4.355283            715.266673     
        0.10               5.016308              43255                  1                    1                 9.642857            12.857143             0.703578             5.988364           1153.760234     
        0.10               5.016308              43255                  1                    1                12.857143            16.071429             0.720817             2.499893            508.976941     
        0.10               5.016308              43255                  1                    1                16.071429            19.285714             0.722660             1.427998            281.302047     
        0.10               5.016308              43255                  1                    1                19.285714            22.500000             0.000000             0.000000             0.000000      
        0.10               5.016308              43255                  1                    1                22.500000            25.714286             0.800977             0.033651             6.206911      
        0.10               5.016308              43255                  1                    1                25.714286            28.928571             0.689292             0.097413            17.160012      
        0.10               5.016308              43255                  1                    1                28.928571            32.142857             0.646267             0.142423            25.809171      
        0.10               5.016308              43255                  1                    1                32.142857            35.357143             0.607743             0.132415            25.638266      
        0.10               5.016308              43255                  1                    1                35.357143            38.571429             0.464003             0.056877             7.680751      
        0.10               5.016308              43255                  1                    1                38.571429            41.785714             0.408568             0.020242             2.062491      
        0.10               5.016308              43255                  1                    1                41.785714            45.000000             0.163847             0.002572             0.104421      
        0.20               5.016308              43752                  1                    1                 0.000000             3.200000             0.141267             4.312231            172.473784     
        0.20               5.016308              43752                  1                    1                 3.200000             6.400000             0.290596             3.888698            320.333469     
        0.20               5.016308              43752                  1                    1                 6.400000             9.600000             0.472837             4.302065            562.393276     
        0.20               5.016308              43752                  1                    1                 9.600000            12.800000             0.514417             5.908715            833.106847     
        0.20               5.016308              43752                  1                    1                12.800000            16.000000             0.521684             2.549745            382.210766     
        0.20               5.016308              43752                  1                    1                16.000000            19.200000             0.527281             1.739888            241.734654     
        0.20               5.016308              43752                  1                    1                19.200000            22.400000             0.000000             0.000000             0.000000      
        0.20               5.016308              43752                  1                    1                22.400000            25.600000             0.523891             0.032517             4.276231      
        0.20               5.016308              43752                  1                    1                25.600000            28.800000             0.633772             0.075069            11.880944      
        0.20               5.016308              43752                  1                    1                28.800000            32.000000             0.352599             0.123496            13.630795      
        0.20               5.016308              43752                  1                    1                32.000000            35.200000             0.460802             0.163608            22.948580      
        0.20               5.016308              43752                  1                    1                35.200000            38.400000             0.225814             0.108724             7.054564      
        0.20               5.016308              43752                  1                    1                38.400000            41.600000             0.237667             0.040129             2.068928      
        0.20               5.016308              43752                  1                    1                41.600000            44.800000             0.258473             0.010559             0.673000      
        0.20               5.016308              43752                  1                    1                44.800000            48.000000             0.892832             0.001943             0.477454      
        0.30               5.016308              44159                  1                    1                 0.000000             3.214286             0.142824             4.358588            178.703660     
        0.30               5.016308              44159                  1                    1                 3.214286             6.428571             0.270269             3.668837            290.770883     
        0.30               5.016308              44159                  1                    1                 6.428571             9.642857             0.386353             4.306467            461.460660     
        0.30               5.016308              44159                  1                    1                 9.642857            12.857143             0.403076             5.912968            655.471654     
        0.30               5.016308              44159                  1                    1                12.857143            16.071429             0.395421             2.215500            244.752612     
        0.30               5.016308              44159                  1                    1                16.071429            19.285714             0.402091             1.621651            172.938553     
        0.30               5.016308              44159                  1                    1                19.285714            22.500000             0.000000             0.000000             0.000000      
        0.30               5.016308              44159                  1                    1                22.500000            25.714286             0.592781             0.049040             7.480375      
        0.30               5.016308              44159                  1                    1                25.714286            28.928571             0.496900             0.099343            13.287435      
        0.30               5.016308              44159                  1                    1                28.928571            32.142857             0.451114             0.177324            24.154903      
        0.30               5.016308              44159                  1                    1                32.142857            35.357143             0.392904             0.209804            24.570318      
        0.30               5.016308              44159                  1                    1                35.357143            38.571429             0.230924             0.129269             7.749586      
        0.30               5.016308              44159                  1                    1                38.571429            41.785714             0.194101             0.041185             2.090079      
        0.30               5.016308              44159                  1                    1                41.785714            45.000000             0.463885             0.010433             1.096184      
