        tauB               sizeBin             clust_size          interface_id            bub_id               r_min                r_max                align               num_dens              press        
        0.00               5.016308              41477                  1                    1                 0.000000             3.285714             0.177370             3.709031            158.056105     
        0.00               5.016308              41477                  1                    1                 3.285714             6.571429             0.544621             2.597098            326.131723     
        0.00               5.016308              41477                  1                    1                 6.571429             9.857143             0.761261             3.428896            580.242981     
        0.00               5.016308              41477                  1                    1                 9.857143            13.142857             0.942680             4.752048           1003.596454     
        0.00               5.016308              41477                  1                    1                13.142857            16.428571             0.973372             1.780122            389.604567     
        0.00               5.016308              41477                  1                    1                16.428571            19.714286             0.979151             2.348850            512.150607     
        0.00               5.016308              41477                  1                    1                19.714286            23.000000             0.000000             0.000000             0.000000      
        0.00               5.016308              41477                  1                    1                23.000000            26.285714             0.976893             0.003473             0.678546      
        0.00               5.016308              41477                  1                    1                26.285714            29.571429             0.938258             0.066229            12.777818      
        0.00               5.016308              41477                  1                    1                29.571429            32.857143             0.799423             0.241699            43.212016      
        0.00               5.016308              41477                  1                    1                32.857143            36.142857             0.581842             0.232543            31.982253      
        0.00               5.016308              41477                  1                    1                36.142857            39.428571             0.346966             0.165645            14.076454      
        0.00               5.016308              41477                  1                    1                39.428571            42.714286            -0.046962             0.066073            -0.676067      
        0.00               5.016308              41477                  1                    1                42.714286            46.000000             0.128936             0.030803             0.744594      
        0.10               5.016308              41573                  1                    1                 0.000000             3.214286             0.154109             4.133282            147.037115     
        0.10               5.016308              41573                  1                    1                 3.214286             6.428571             0.373081             3.671153            310.631673     
        0.10               5.016308              41573                  1                    1                 6.428571             9.642857             0.609428             4.062086            552.183673     
        0.10               5.016308              41573                  1                    1                 9.642857            12.857143             0.704491             5.711366            903.288298     
        0.10               5.016308              41573                  1                    1                12.857143            16.071429             0.727603             2.390616            393.276973     
        0.10               5.016308              41573                  1                    1                16.071429            19.285714             0.727328             1.889776            307.325694     
        0.10               5.016308              41573                  1                    1                19.285714            22.500000             0.766501             0.000672             0.103043      
        0.10               5.016308              41573                  1                    1                22.500000            25.714286             0.770557             0.019920             3.069847      
        0.10               5.016308              41573                  1                    1                25.714286            28.928571             0.687598             0.057854             8.973750      
        0.10               5.016308              41573                  1                    1                28.928571            32.142857             0.669317             0.116342            17.743156      
        0.10               5.016308              41573                  1                    1                32.142857            35.357143             0.591910             0.141332            19.475568      
        0.10               5.016308              41573                  1                    1                35.357143            38.571429             0.472388             0.069387             7.454952      
        0.10               5.016308              41573                  1                    1                38.571429            41.785714             0.439806             0.034231             3.290140      
        0.10               5.016308              41573                  1                    1                41.785714            45.000000             0.614988             0.006608             0.915690      
        0.20               5.016308              42075                  1                    1                 0.000000             3.133333             0.137838             4.226227            131.250631     
        0.20               5.016308              42075                  1                    1                 3.133333             6.266667             0.308084             3.771160            263.329780     
        0.20               5.016308              42075                  1                    1                 6.266667             9.400000             0.477718             4.344586            465.679053     
        0.20               5.016308              42075                  1                    1                 9.400000            12.533333             0.520427             4.413965            518.292641     
        0.20               5.016308              42075                  1                    1                12.533333            15.666667             0.534246             3.564864            426.677308     
        0.20               5.016308              42075                  1                    1                15.666667            18.800000             0.534733             1.777144            213.273330     
        0.20               5.016308              42075                  1                    1                18.800000            21.933333             0.469993             0.032419             3.809141      
        0.20               5.016308              42075                  1                    1                21.933333            25.066667             0.670541             0.023089             3.242327      
        0.20               5.016308              42075                  1                    1                25.066667            28.200000             0.588122             0.103036            13.565485      
        0.20               5.016308              42075                  1                    1                28.200000            31.333333             0.479548             0.142590            15.247400      
        0.20               5.016308              42075                  1                    1                31.333333            34.466667             0.367824             0.138842            12.005530      
        0.20               5.016308              42075                  1                    1                34.466667            37.600000             0.268610             0.097176             6.024219      
        0.20               5.016308              42075                  1                    1                37.600000            40.733333             0.350373             0.048744             3.713114      
        0.20               5.016308              42075                  1                    1                40.733333            43.866667             0.303719             0.017778             1.271544      
        0.20               5.016308              42075                  1                    1                43.866667            47.000000             0.214438             0.004043             0.190349      
        0.30               5.016308              42481                  1                    1                 0.000000             3.200000             0.106876             3.953089            94.340425      
        0.30               5.016308              42481                  1                    1                 3.200000             6.400000             0.240911             3.665014            200.469715     
        0.30               5.016308              42481                  1                    1                 6.400000             9.600000             0.380447             4.102429            352.683312     
        0.30               5.016308              42481                  1                    1                 9.600000            12.800000             0.397307             5.676778            505.472174     
        0.30               5.016308              42481                  1                    1                12.800000            16.000000             0.371321             2.232950            186.730254     
        0.30               5.016308              42481                  1                    1                16.000000            19.200000             0.397854             2.332167            209.485025     
        0.30               5.016308              42481                  1                    1                19.200000            22.400000             0.000000             0.000000             0.000000      
        0.30               5.016308              42481                  1                    1                22.400000            25.600000             0.706195             0.011466             1.665340      
        0.30               5.016308              42481                  1                    1                25.600000            28.800000             0.602908             0.073792             9.845009      
        0.30               5.016308              42481                  1                    1                28.800000            32.000000             0.424814             0.153831            14.751893      
        0.30               5.016308              42481                  1                    1                32.000000            35.200000             0.273193             0.137111             8.339428      
        0.30               5.016308              42481                  1                    1                35.200000            38.400000             0.231980             0.102731             5.406136      
        0.30               5.016308              42481                  1                    1                38.400000            41.600000             0.219768             0.069292             3.340429      
        0.30               5.016308              42481                  1                    1                41.600000            44.800000             0.255732             0.034182             1.983553      
        0.30               5.016308              42481                  1                    1                44.800000            48.000000             0.480404             0.005827             0.659587      
        0.40               5.016308              42858                  1                    1                 0.000000             3.200000             0.112533             4.075816            101.675410     
        0.40               5.016308              42858                  1                    1                 3.200000             6.400000             0.255854             3.331797            195.568828     
        0.40               5.016308              42858                  1                    1                 6.400000             9.600000             0.307979             3.921017            272.134942     
        0.40               5.016308              42858                  1                    1                 9.600000            12.800000             0.312285             5.310930            374.313718     
        0.40               5.016308              42858                  1                    1                12.800000            16.000000             0.281312             2.160956            137.379876     
        0.40               5.016308              42858                  1                    1                16.000000            19.200000             0.291284             1.497874            96.082325      
        0.40               5.016308              42858                  1                    1                19.200000            22.400000             0.408999             0.029309             2.397507      
        0.40               5.016308              42858                  1                    1                22.400000            25.600000             0.620097             0.014029             2.004774      
        0.40               5.016308              42858                  1                    1                25.600000            28.800000             0.496645             0.097692            10.928852      
        0.40               5.016308              42858                  1                    1                28.800000            32.000000             0.309189             0.182640            13.233007      
        0.40               5.016308              42858                  1                    1                32.000000            35.200000             0.213281             0.164913             7.967367      
