        tauB               sizeBin             clust_size          interface_id            bub_id               r_min                r_max                align               num_dens              press        
        0.00               5.016308              40356                  1                    1                 0.000000             3.125000             0.164107             3.539125            116.158962     
        0.00               5.016308              40356                  1                    1                 3.125000             6.250000             0.537836             2.858237            307.452617     
        0.00               5.016308              40356                  1                    1                 6.250000             9.375000             0.678341             3.666936            497.486781     
        0.00               5.016308              40356                  1                    1                 9.375000            12.500000             0.897112             3.717673            667.033827     
        0.00               5.016308              40356                  1                    1                12.500000            15.625000             0.902615             3.143332            567.443659     
        0.00               5.016308              40356                  1                    1                15.625000            18.750000             0.976330             2.559997            499.880222     
        0.00               5.016308              40356                  1                    1                18.750000            21.875000             0.969644             0.357118            69.255461      
        0.00               5.016308              40356                  1                    1                21.875000            25.000000             0.964579             0.218419            42.136470      
        0.00               5.016308              40356                  1                    1                25.000000            28.125000             0.971523             0.060793            11.812432      
        0.00               5.016308              40356                  1                    1                28.125000            31.250000             0.861148             0.130150            22.415729      
        0.00               5.016308              40356                  1                    1                31.250000            34.375000             0.608168             0.188506            22.928606      
        0.00               5.016308              40356                  1                    1                34.375000            37.500000             0.518877             0.259942            26.975578      
        0.00               5.016308              40356                  1                    1                37.500000            40.625000             0.204100             0.159946             6.528995      
        0.00               5.016308              40356                  1                    1                40.625000            43.750000             0.141833             0.096976             2.750879      
        0.00               5.016308              40356                  1                    1                43.750000            46.875000            -0.025848             0.040801            -0.210929      
        0.00               5.016308              40356                  1                    1                46.875000            50.000000            -0.101453             0.013523            -0.274390      
        0.10               5.016308              40425                  1                    1                 0.000000             3.214286             0.178426             4.120938            147.056441     
        0.10               5.016308              40425                  1                    1                 3.214286             6.428571             0.376049             3.266608            245.680709     
        0.10               5.016308              40425                  1                    1                 6.428571             9.642857             0.633175             4.071592            515.605988     
        0.10               5.016308              40425                  1                    1                 9.642857            12.857143             0.705232             5.717634            806.451390     
        0.10               5.016308              40425                  1                    1                12.857143            16.071429             0.711563             2.086251            296.899854     
