        tauB               sizeBin             clust_size          interface_id            bub_id               r_min                r_max                align               num_dens              press        
        0.00               5.016308              42306                  1                    1                 0.000000             3.125000             0.178933             3.530133            191.870251     
        0.00               5.016308              42306                  1                    1                 3.125000             6.250000             0.536526             2.910381            419.016351     
        0.00               5.016308              42306                  1                    1                 6.250000             9.375000             0.675436             3.774135            617.032647     
        0.00               5.016308              42306                  1                    1                 9.375000            12.500000             0.868663             3.772931            814.828901     
        0.00               5.016308              42306                  1                    1                12.500000            15.625000             0.904984             3.130681            708.260229     
        0.00               5.016308              42306                  1                    1                15.625000            18.750000             0.965587             2.611445            620.796911     
        0.00               5.016308              42306                  1                    1                18.750000            21.875000             0.982569             0.569588            120.719500     
        0.00               5.016308              42306                  1                    1                21.875000            25.000000             0.981867             0.210289            38.341215      
        0.00               5.016308              42306                  1                    1                25.000000            28.125000             0.994849             0.035973             6.325821      
        0.00               5.016308              42306                  1                    1                28.125000            31.250000             0.855040             0.150421            28.001529      
        0.00               5.016308              42306                  1                    1                31.250000            34.375000             0.587603             0.152594            27.768657      
        0.00               5.016308              42306                  1                    1                34.375000            37.500000             0.529922             0.180576            28.552946      
        0.00               5.016308              42306                  1                    1                37.500000            40.625000             0.142463             0.106270             3.089857      
        0.00               5.016308              42306                  1                    1                40.625000            43.750000             0.171652             0.084230             3.401787      
        0.00               5.016308              42306                  1                    1                43.750000            46.875000            -0.031426             0.030521            -0.450752      
        0.00               5.016308              42306                  1                    1                46.875000            50.000000             0.362862             0.005736             0.742420      
        0.10               5.016308              42487                  1                    1                 0.000000             3.214286             0.159172             4.178784            176.284987     
        0.10               5.016308              42487                  1                    1                 3.214286             6.428571             0.425646             3.721591            417.270727     
        0.10               5.016308              42487                  1                    1                 6.428571             9.642857             0.623536             4.225186            639.154494     
        0.10               5.016308              42487                  1                    1                 9.642857            12.857143             0.712734             5.872198           1053.101793     
        0.10               5.016308              42487                  1                    1                12.857143            16.071429             0.729342             2.263673            412.440174     
        0.10               5.016308              42487                  1                    1                16.071429            19.285714             0.731609             1.402362            244.454095     
        0.10               5.016308              42487                  1                    1                19.285714            22.500000             0.000000             0.000000             0.000000      
        0.10               5.016308              42487                  1                    1                22.500000            25.714286             0.748039             0.020491             3.042910      
        0.10               5.016308              42487                  1                    1                25.714286            28.928571             0.713252             0.121515            21.149268      
        0.10               5.016308              42487                  1                    1                28.928571            32.142857             0.610061             0.171461            26.498188      
        0.10               5.016308              42487                  1                    1                32.142857            35.357143             0.494970             0.106520            14.921648      
        0.10               5.016308              42487                  1                    1                35.357143            38.571429             0.518352             0.055110             6.510483      
        0.10               5.016308              42487                  1                    1                38.571429            41.785714             0.566696             0.014207             1.785286      
        0.10               5.016308              42487                  1                    1                41.785714            45.000000             0.121548             0.002540             0.142576      
        0.20               5.016308              42917                  1                    1                 0.000000             3.214286             0.140645             4.431281            174.555179     
        0.20               5.016308              42917                  1                    1                 3.214286             6.428571             0.307718             3.592637            298.410405     
        0.20               5.016308              42917                  1                    1                 6.428571             9.642857             0.463239             4.181170            488.527066     
        0.20               5.016308              42917                  1                    1                 9.642857            12.857143             0.522843             5.887562            761.383362     
        0.20               5.016308              42917                  1                    1                12.857143            16.071429             0.520344             2.352769            317.467306     
        0.20               5.016308              42917                  1                    1                16.071429            19.285714             0.532606             1.613070            183.687283     
        0.20               5.016308              42917                  1                    1                19.285714            22.500000             0.000000             0.000000             0.000000      
        0.20               5.016308              42917                  1                    1                22.500000            25.714286             0.686718             0.012743             1.791079      
        0.20               5.016308              42917                  1                    1                25.714286            28.928571             0.599970             0.086628            13.286922      
        0.20               5.016308              42917                  1                    1                28.928571            32.142857             0.488087             0.162096            23.012914      
        0.20               5.016308              42917                  1                    1                32.142857            35.357143             0.394484             0.168116            19.647128      
        0.20               5.016308              42917                  1                    1                35.357143            38.571429             0.239867             0.102803             6.958315      
        0.20               5.016308              42917                  1                    1                38.571429            41.785714             0.181915             0.028156             0.827133      
        0.20               5.016308              42917                  1                    1                41.785714            45.000000             0.083152             0.005031            -0.079193      
        0.30               5.016308              43311                  1                    1                 0.000000             3.125000             0.112474             4.115133            121.333250     
        0.30               5.016308              43311                  1                    1                 3.125000             6.250000             0.280757             3.777544            295.063245     
        0.30               5.016308              43311                  1                    1                 6.250000             9.375000             0.359051             4.384607            405.009672     
        0.30               5.016308              43311                  1                    1                 9.375000            12.500000             0.376641             4.175378            406.570466     
        0.30               5.016308              43311                  1                    1                12.500000            15.625000             0.392130             3.902749            376.262744     
        0.30               5.016308              43311                  1                    1                15.625000            18.750000             0.378086             1.509810            129.500167     
        0.30               5.016308              43311                  1                    1                18.750000            21.875000             0.000000             0.000000             0.000000      
        0.30               5.016308              43311                  1                    1                21.875000            25.000000             0.576118             0.006393             0.980285      
        0.30               5.016308              43311                  1                    1                25.000000            28.125000             0.487417             0.110194            15.162988      
        0.30               5.016308              43311                  1                    1                28.125000            31.250000             0.455584             0.173826            19.490761      
        0.30               5.016308              43311                  1                    1                31.250000            34.375000             0.250209             0.154607            10.161961      
        0.30               5.016308              43311                  1                    1                34.375000            37.500000             0.300530             0.136294            10.616472      
        0.30               5.016308              43311                  1                    1                37.500000            40.625000             0.241425             0.055469             3.656744      
        0.30               5.016308              43311                  1                    1                40.625000            43.750000             0.317155             0.017674             1.114659      
        0.30               5.016308              43311                  1                    1                43.750000            46.875000             0.257389             0.007318             0.449913      
        0.30               5.016308              43311                  1                    1                46.875000            50.000000            -0.311321             0.001416             0.028157      
        0.40               5.016308              43615                  1                    1                 0.000000             3.214286             0.133400             3.977145            131.595730     
        0.40               5.016308              43615                  1                    1                 3.214286             6.428571             0.272188             3.749531            285.737902     
        0.40               5.016308              43615                  1                    1                 6.428571             9.642857             0.323905             3.868987            331.429407     
        0.40               5.016308              43615                  1                    1                 9.642857            12.857143             0.301415             5.412274            417.247220     
        0.40               5.016308              43615                  1                    1                12.857143            16.071429             0.289151             1.837552            125.554082     
        0.40               5.016308              43615                  1                    1                16.071429            19.285714             0.288764             0.842314            53.424612      
        0.40               5.016308              43615                  1                    1                19.285714            22.500000             0.090872             0.006268             0.261153      
        0.40               5.016308              43615                  1                    1                22.500000            25.714286             0.620540             0.066659            10.264650      
        0.40               5.016308              43615                  1                    1                25.714286            28.928571             0.416952             0.145820            16.116185      
        0.40               5.016308              43615                  1                    1                28.928571            32.142857             0.321757             0.221074            19.520006      
        0.40               5.016308              43615                  1                    1                32.142857            35.357143             0.274395             0.139760             8.737702      
        0.40               5.016308              43615                  1                    1                35.357143            38.571429             0.103406             0.065314             1.423010      
        0.40               5.016308              43615                  1                    1                38.571429            41.785714             0.022296             0.019858             0.047871      
        0.40               5.016308              43615                  1                    1                41.785714            45.000000             0.324162             0.002879             0.131090      
        0.50               5.016308              43663                  1                    1                 0.000000             3.250000             0.140482             4.080523            147.482643     
        0.50               5.016308              43663                  1                    1                 3.250000             6.500000             0.241931             3.435065            226.229196     
        0.50               5.016308              43663                  1                    1                 6.500000             9.750000             0.274850             3.595920            263.655652     
        0.50               5.016308              43663                  1                    1                 9.750000            13.000000             0.244205             5.016332            307.781887     
        0.50               5.016308              43663                  1                    1                13.000000            16.250000             0.201548             1.769458            84.083613      
        0.50               5.016308              43663                  1                    1                16.250000            19.500000             0.241356             0.822834            45.440734      
        0.50               5.016308              43663                  1                    1                19.500000            22.750000            -0.988551             0.000607            -0.089944      
        0.50               5.016308              43663                  1                    1                22.750000            26.000000             0.447894             0.108890            12.743895      
        0.50               5.016308              43663                  1                    1                26.000000            29.250000             0.332072             0.208843            18.578555      
        0.50               5.016308              43663                  1                    1                29.250000            32.500000             0.259553             0.185471            12.006617      
        0.50               5.016308              43663                  1                    1                32.500000            35.750000             0.071032             0.107619             1.016362      
        0.50               5.016308              43663                  1                    1                35.750000            39.000000             0.013712             0.067766             0.539881      
        0.50               5.016308              43663                  1                    1                39.000000            42.250000            -0.076887             0.024262            -0.431795      
        0.50               5.016308              43663                  1                    1                42.250000            45.500000            -0.113111             0.005635            -0.174134      
        0.50               5.016308              43663                  1                    1                45.500000            48.750000             0.627520             0.002274             0.382839      
        0.50               5.016308              43663                  1                    1                48.750000            52.000000            -0.120234             0.002647            -0.127748      
        0.60               5.016308              43729                  1                    1                 0.000000             3.153846             0.154996             3.734951            150.264394     
        0.60               5.016308              43729                  1                    1                 3.153846             6.307692             0.202801             3.449327            181.422725     
        0.60               5.016308              43729                  1                    1                 6.307692             9.461538             0.251673             3.718766            246.222572     
        0.60               5.016308              43729                  1                    1                 9.461538            12.615385             0.181871             3.601649            167.353636     
        0.60               5.016308              43729                  1                    1                12.615385            15.769231             0.207519             1.160094            67.151163      
        0.60               5.016308              43729                  1                    1                15.769231            18.923077             0.364229             0.100599             9.997250      
        0.60               5.016308              43729                  1                    1                18.923077            22.076923             0.406291             0.120506            12.943978      
        0.60               5.016308              43729                  1                    1                22.076923            25.230769             0.361251             0.160032            13.630469      
        0.60               5.016308              43729                  1                    1                25.230769            28.384615             0.240284             0.222693            12.704344      
        0.60               5.016308              43729                  1                    1                28.384615            31.538462             0.255203             0.159755            10.485341      
        0.60               5.016308              43729                  1                    1                31.538462            34.692308             0.121237             0.054495             1.363200      
        0.60               5.016308              43729                  1                    1                34.692308            37.846154             0.107708             0.012960             0.499450      
        0.60               5.016308              43729                  1                    1                37.846154            41.000000             0.492889             0.003870             0.415042      
        0.70               5.016308              43727                  3                    3                 0.000000             3.333333             0.158360             4.415875            182.860477     
        0.70               5.016308              43727                  3                    3                 3.333333             6.666667             0.180644             2.176591            104.256509     
        0.70               5.016308              43727                  3                    3                 6.666667            10.000000             0.195550             3.814042            195.810007     
        0.70               5.016308              43727                  3                    3                10.000000            13.333333             0.171264             2.592324            113.324053     
        0.70               5.016308              43727                  3                    3                13.333333            16.666667             0.204791             0.236398            11.337966      
        0.70               5.016308              43727                  3                    3                16.666667            20.000000             0.495371             0.158716            20.228445      
        0.70               5.016308              43727                  3                    3                20.000000            23.333333             0.396102             0.264540            27.676381      
        0.70               5.016308              43727                  3                    3                23.333333            26.666667             0.313755             0.208884            15.081713      
        0.70               5.016308              43727                  3                    3                26.666667            30.000000             0.124155             0.118733             3.231675      
        0.70               5.016308              43727                  3                    3                30.000000            33.333333             0.081874             0.040447             0.684550      
        0.70               5.016308              43727                  3                    3                33.333333            36.666667             0.013071             0.017485             0.020931      
        0.70               5.016308              43727                  3                    3                36.666667            40.000000             0.133353             0.003118             0.138394      
        0.80               5.016308              43698                  3                    3                 0.000000             3.307692             0.126736             4.145623            135.869570     
        0.80               5.016308              43698                  3                    3                 3.307692             6.615385             0.178102             2.208283            104.506779     
        0.80               5.016308              43698                  3                    3                 6.615385             9.923077             0.229259             3.243498            206.009669     
        0.80               5.016308              43698                  3                    3                 9.923077            13.230769             0.204512             1.626635            90.064834      
        0.80               5.016308              43698                  3                    3                13.230769            16.538462             0.409682             0.249764            26.868637      
        0.80               5.016308              43698                  3                    3                16.538462            19.846154             0.349694             0.243923            23.393812      
        0.80               5.016308              43698                  3                    3                19.846154            23.153846             0.097598             0.145645             2.492423      
        0.80               5.016308              43698                  3                    3                23.153846            26.461538             0.173426             0.096918             4.374156      
        0.80               5.016308              43698                  3                    3                26.461538            29.769231             0.050901             0.054364             0.019378      
        0.80               5.016308              43698                  3                    3                29.769231            33.076923             0.096678             0.021940             0.474982      
        0.80               5.016308              43698                  3                    3                33.076923            36.384615            -0.043097             0.011946            -0.252004      
        0.80               5.016308              43698                  3                    3                36.384615            39.692308            -0.259938             0.003430            -0.135948      
        0.80               5.016308              43698                  3                    3                39.692308            43.000000            -0.196607             0.001247            -0.036787      
        0.90               5.016308              43494                  1                    1                 0.000000             3.272727             0.126882             3.870368            125.410605     
        0.90               5.016308              43494                  1                    1                 3.272727             6.545455             0.184377             2.618327            133.229615     
        0.90               5.016308              43494                  1                    1                 6.545455             9.818182             0.215916             2.699646            164.477254     
        0.90               5.016308              43494                  1                    1                 9.818182            13.090909             0.272841             0.819627            63.364779      
        0.90               5.016308              43494                  1                    1                13.090909            16.363636             0.433516             0.300166            32.266420      
        0.90               5.016308              43494                  1                    1                16.363636            19.636364             0.229131             0.236790            12.929265      
        0.90               5.016308              43494                  1                    1                19.636364            22.909091             0.172060             0.148559             5.526021      
        0.90               5.016308              43494                  1                    1                22.909091            26.181818             0.109487             0.065134             1.566515      
        0.90               5.016308              43494                  1                    1                26.181818            29.454545             0.074643             0.039607             0.274628      
        0.90               5.016308              43494                  1                    1                29.454545            32.727273             0.042083             0.009011            -0.254314      
        0.90               5.016308              43494                  1                    1                32.727273            36.000000            -0.246164             0.000872            -0.087694      
        1.00               5.016308              43206                  2                    2                 0.000000             3.444444             0.106820             4.310774            122.063037     
        1.00               5.016308              43206                  2                    2                 3.444444             6.888889             0.206390             1.712715            100.123996     
        1.00               5.016308              43206                  2                    2                 6.888889            10.333333             0.221162             3.382708            216.474048     
        1.00               5.016308              43206                  2                    2                10.333333            13.777778             0.316788             0.374614            34.085165      
        1.00               5.016308              43206                  2                    2                13.777778            17.222222             0.325661             0.194970            14.797233      
        1.00               5.016308              43206                  2                    2                17.222222            20.666667             0.213762             0.240422            12.938128      
        1.00               5.016308              43206                  2                    2                20.666667            24.111111             0.137047             0.158081             3.055349      
        1.00               5.016308              43206                  2                    2                24.111111            27.555556             0.099234             0.074321             1.509280      
        1.00               5.016308              43206                  2                    2                27.555556            31.000000            -0.176874             0.026354            -1.718881      
        1.10               5.016308              42945                  5                    5                 0.000000             3.222222            -0.013469             3.298496            -9.060647      
        1.10               5.016308              42945                  5                    5                 3.222222             6.444444            -0.045208             2.270236            -30.043727     
        1.10               5.016308              42945                  5                    5                 6.444444             9.666667            -0.070261             2.124707            -39.966231     
        1.10               5.016308              42945                  5                    5                 9.666667            12.888889             0.003349             2.725361             0.089494      
