        tauB               sizeBin             clust_size      press_align
        0.00               5.016308              33698             5151.582441     
        0.10               5.016308              33667             4401.603229     
        0.20               5.016308              34044             3505.925501     
        0.30               5.016308              34514             2874.623655     
        0.40               5.016308              34967             2245.311450     
        0.50               5.016308              35334             1831.152473     
        0.60               5.016308              35721             1518.513382     
        0.70               5.016308              36071             1309.778512     
        0.80               5.016308              36345             1126.711416     
        0.90               5.016308              36507              945.123737     
        1.00               5.016308              36638              820.809457     
        1.10               5.016308              36779              757.556912     
        1.20               5.016308              37010              624.990835     
        1.30               5.016308              37230              627.957422     
        1.40               5.016308              37351              739.724395     
        1.50               5.016308              37279              650.934025     
        1.60               5.016308              37381              727.535192     
        1.70               5.016308              37462              699.324116     
        1.80               5.016308              37712              681.931174     
        1.90               5.016308              37838              558.595667     
        2.00               5.016308              37915              573.713180     
        2.10               5.016308              37946              679.565983     
        2.20               5.016308              37824              605.298849     
        2.30               5.016308              37770              688.446916     
        2.40               5.016308              37737              729.030979     
        2.50               5.016308              37833              657.826402     
        2.60               5.016308              37777              710.475011     
        2.70               5.016308              37761              653.023181     
        2.80               5.016308              37673              699.722398     
        2.90               5.016308              37517              666.871123     
        3.00               5.016308              37546              647.440660     
        3.10               5.016308              37475              585.460177     
        3.20               5.016308              37385              644.306077     
        3.30               5.016308              37451              641.205285     
        3.40               5.016308              37507              667.833674     
        3.50               5.016308              37527              611.007524     
        3.60               5.016308              37466              604.413575     
        3.70               5.016308              37470              575.299718     
        3.80               5.016308              37175              561.195705     
        3.90               5.016308              37238              609.203515     
        4.00               5.016308              37207              473.433976     
        4.10               5.016308              37253              560.964031     
        4.20               5.016308              37313              467.010699     
        4.30               5.016308              37440              528.252906     
        4.40               5.016308              37480              551.317336     
        4.50               5.016308              37621              674.510813     
        4.60               5.016308              37669              637.829562     
        4.70               5.016308              37681              726.318691     
        4.80               5.016308              37599              741.307128     
        4.90               5.016308              37701              737.119392     
        5.00               5.016308              37695              732.794714     
        5.10               5.016308              37751              658.652781     
