        tauB               sizeBin             clust_size      press_align
        0.00               5.016308              16910             2979.794047     
        0.10               5.016308              16792             2567.306102     
        0.20               5.016308              16980             1973.956552     
        0.30               5.016308              17342             1554.815053     
        0.40               5.016308              17644             1182.285843     
        0.50               5.016308              17995              939.780220     
        0.60               5.016308              18310              724.173067     
        0.70               5.016308              18544              586.806337     
        0.80               5.016308              18871              546.108482     
        0.90               5.016308              19206              439.053182     
        1.00               5.016308              19411              415.136093     
        1.10               5.016308              19627              400.675931     
        1.20               5.016308              19573              392.567964     
        1.30               5.016308              19871              344.051512     
        1.40               5.016308              19962              302.480049     
        1.50               5.016308              19995              331.153068     
        1.60               5.016308              19995              341.540978     
        1.70               5.016308              20302              341.278275     
        1.80               5.016308              20395              315.711419     
        1.90               5.016308              20293              297.910277     
        2.00               5.016308              20239              359.359844     
        2.10               5.016308              20299              391.906183     
        2.20               5.016308              20707              370.200765     
        2.30               5.016308              20687              408.238498     
        2.40               5.016308              20823              388.822389     
        2.50               5.016308              20714              331.784658     
        2.60               5.016308              20706              329.789887     
        2.70               5.016308              20649              307.027461     
        2.80               5.016308              20651              335.854533     
        2.90               5.016308              20598              337.324840     
        3.00               5.016308              20511              409.845049     
        3.10               5.016308              20571              344.174475     
        3.20               5.016308              20761              323.803223     
        3.30               5.016308              20902              298.413473     
        3.40               5.016308              20936              294.863356     
        3.50               5.016308              20738              264.059048     
        3.60               5.016308              20624              264.823424     
        3.70               5.016308              20948              297.868045     
        3.80               5.016308              20844              317.960943     
        3.90               5.016308              21053              326.838794     
        4.00               5.016308              21333              382.754732     
        4.10               5.016308              21186              332.029041     
        4.20               5.016308              21239              330.055671     
        4.30               5.016308              21264              311.952306     
        4.40               5.016308              21211              351.255011     
        4.50               5.016308              21264              363.212367     
        4.60               5.016308              21107              354.897405     
        4.70               5.016308              20880              334.626955     
        4.80               5.016308              21398              362.227725     
        4.90               5.016308              20913              360.352394     
        5.00               5.016308              21002              375.267664     
        5.10               5.016308              21285              350.686633     
        5.20               5.016308              21164              298.795183     
