        tauB               sizeBin             clust_size      press_align
        0.00               5.016308              42318             10681.828885    
        0.10               5.016308              42521             9506.048861     
        0.20               5.016308              43027             7380.263510     
        0.30               5.016308              43460             5783.610305     
        0.40               5.016308              43807             4566.083949     
        0.50               5.016308              44035             3459.715224     
        0.60               5.016308              44095             2866.239879     
        0.70               5.016308              44137             2023.327361     
        0.80               5.016308              44050             1869.913045     
        0.90               5.016308              44049             1746.335314     
        1.00               5.016308              43971             1586.369241     
        1.10               5.016308              43798             1420.509754     
        1.20               5.016308              43653             1353.366612     
        1.30               5.016308              43651             1238.590096     
        1.40               5.016308              43483             1074.682304     
        1.50               5.016308              43215             1072.982705     
        1.60               5.016308              43040             1073.117173     
        1.70               5.016308              42737             1231.541592     
        1.80               5.016308              42527             1100.997789     
        1.90               5.016308              42349             1204.831594     
        2.00               5.016308              42326             1257.844975     
        2.10               5.016308              42342             1011.912055     
        2.20               5.016308              42376             1256.548427     
        2.30               5.016308              42364             1292.129490     
        2.40               5.016308              42339             1183.838098     
        2.50               5.016308              42151             1050.163392     
        2.60               5.016308              42098             1266.462140     
        2.70               5.016308              42072             1193.307911     
        2.80               5.016308              41938             1214.263394     
        2.90               5.016308              41914             1244.239799     
        3.00               5.016308              41707             1251.215380     
        3.10               5.016308              41585             1495.229677     
        3.20               5.016308              41670             1456.971019     
        3.30               5.016308              41884             1793.301871     
        3.40               5.016308              41959             1789.803803     
        3.50               5.016308              42010             1740.527256     
        3.60               5.016308              42068             1536.112843     
        3.70               5.016308              42099             1467.091688     
        3.80               5.016308              42292             1743.617073     
        3.90               5.016308              42385             1698.039131     
        4.00               5.016308              42491             1563.931668     
        4.10               5.016308              42437             1464.692424     
        4.20               5.016308              42384             1394.197175     
        4.30               5.016308              42258             1400.633449     
        4.40               5.016308              42161             1582.354363     
        4.50               5.016308              41964             1522.736207     
        4.60               5.016308              41845             1572.559701     
        4.70               5.016308              41698             1320.767177     
        4.80               5.016308              41535             1329.637269     
