        tauB               sizeBin             clust_size           bulk_area            bulk_ndens         bulk_ndens_std          int_area            int_ndens          int_ndens_std           bub_area            bub_ndens          bub_ndens_std           gas_area            gas_ndens          gas_ndens_std    
        0.00               5.025009              86162             39668.873972           1.661781             0.038628           18155.264409           1.161757             0.592478             0.000000             0.000000             0.000000           73075.570513           0.177720             0.065229      
        0.10               5.025009              85859             35249.998768           1.689872             0.105923           22548.888897           1.111851             0.623818           2171.561529            1.456556             0.115287           70929.259699           0.171974             0.084712      
        0.20               5.025009              83771             22422.635320           1.752693             0.104893           31361.388589           1.222777             0.594766           6211.676001            1.515855             0.250943           70904.008984           0.182444             0.099631      
        0.30               5.025009              82279             10428.545481           1.813484             0.102787           50274.174461           1.346775             0.562974           3661.353740            0.183539             0.095412           66535.635211           0.190995             0.104953      
        0.40               5.025009              80623             6565.186017            1.868797             0.095999           54819.303242           1.347409             0.580082           5706.661692            0.188201             0.091716           63808.557942           0.200490             0.115490      
        0.50               5.025009              79760             10251.790473           1.882208             0.090820           44112.999891           1.436107             0.513312           1439.290781            0.207741             0.094792           75095.627749           0.227097             0.141641      
        0.60               5.025009              79100             8054.978229            1.903916             0.087246           44466.509908           1.489908             0.487611           3459.348017            0.214491             0.094331           74918.872740           0.235868             0.146939      
        0.70               5.025009              77597             8585.243253            1.915030             0.078325           45956.302119           1.416019             0.566573           3888.610179            0.202900             0.085432           72469.553342           0.244172             0.154341      
        0.80               5.025009              77447             10024.534034           1.927072             0.077672           40830.406883           1.482302             0.500173           2323.065821            0.186822             0.086672           77721.702155           0.253790             0.160663      
        0.90               5.025009              77618             8054.978229            1.942774             0.075356           44163.501322           1.462565             0.523780           3030.085854            0.201644             0.097141           75651.143488           0.253109             0.157456      
        1.00               5.025009              77034             8711.496830            1.942376             0.075781           41310.170476           1.504448             0.479256           2828.080130            0.201197             0.089676           78049.961456           0.260871             0.168761      
        1.10               5.025009              77255             8711.496830            1.947886             0.076047           42219.196233           1.474021             0.500190           4267.370911            0.197780             0.098854           75701.644919           0.263601             0.175731      
        1.20               5.025009              76070             9418.516863            1.947122             0.080931           43784.740590           1.401561             0.562794           1060.530049            0.224416             0.098408           76635.921391           0.261705             0.173297      
        1.30               5.025009              75906             11160.816229           1.952635             0.080489           37926.574606           1.473690             0.500885           2020.057236            0.206430             0.102259           79792.260822           0.274438             0.181078      
        1.40               5.025009              75110             14317.155660           1.947174             0.083076           25073.960442           1.463750             0.486269           7979.226082            1.451519             0.560315           83529.366709           0.285385             0.188510      
        1.50               5.025009              74828             14519.161384           1.947427             0.077264           32421.918638           1.473849             0.483411             0.000000             0.000000             0.000000           83958.628872           0.285140             0.186666      
