        tauB               sizeBin             clust_size           bulk_area            bulk_ndens         bulk_ndens_std          int_area            int_ndens          int_ndens_std           bub_area            bub_ndens          bub_ndens_std           gas_area            gas_ndens          gas_ndens_std    
        0.00               5.025009              89265             40047.634704           1.718678             0.084415           18079.512262           1.169501             0.644229             0.000000             0.000000             0.000000           72772.561927           0.137785             0.062567      
        0.10               5.025009              89902             38330.586053           1.746882             0.094856           19039.039449           1.154890             0.715447           1085.780764            1.545432             0.101952           72444.302626           0.129410             0.073998      
        0.20               5.025009              89455             34012.713711           1.775072             0.107263           20579.333092           1.233130             0.654422           3156.339431            1.500472             0.245472           73151.322659           0.130032             0.077890      
        0.30               5.025009              88030             20831.840246           1.814386             0.091859           38684.096070           1.275046             0.659839           1994.806521            1.654797             0.313969           69388.966057           0.138033             0.081136      
        0.40               5.025009              86689             16185.708604           1.844343             0.085290           43658.487013           1.354628             0.628745           2196.812244            0.153404             0.083807           68858.701032           0.154955             0.090126      
        0.50               5.025009              85475             21690.364572           1.846673             0.101749           27750.536280           1.400586             0.572177           5454.154537            1.459988             0.540400           76004.653505           0.172555             0.099313      
        0.60               5.025009              84727             19720.808767           1.863159             0.087887           28230.299873           1.411073             0.576734           6236.926716            1.538418             0.463355           76711.673537           0.180246             0.098929      
        0.70               5.025009              84068             25275.966166           1.867743             0.095195           22624.641043           1.437415             0.529861           3838.108748            1.371248             0.545960           79160.992936           0.189576             0.100948      
        0.80               5.025009              83527             16917.979352           1.896444             0.073970           27826.288426           1.455638             0.559084           8357.986814            1.485406             0.566582           77797.454302           0.192757             0.101114      
        0.90               5.025009              82943             15983.702880           1.915451             0.068918           28735.314182           1.409346             0.597238           8004.476798            1.667067             0.380190           78176.215033           0.198807             0.098073      
        1.00               5.025009              82202             15832.198587           1.927654             0.066720           30326.109256           1.467086             0.563680           5908.667415            1.495261             0.582035           78832.733635           0.204928             0.102398      
        1.10               5.025009              81791             18584.526571           1.922890             0.073771           25376.969027           1.446193             0.567510           7625.716066            1.429505             0.628329           79312.497229           0.210093             0.102512      
        1.20               5.025009              81296             17599.748669           1.929118             0.064364           26008.236914           1.433084             0.574579           7777.220359            1.506579             0.581035           79514.502952           0.214539             0.104324      
        1.30               5.025009              80756             18736.030864           1.930772             0.068314           24770.951857           1.414762             0.586643           7751.969643            1.456275             0.615694           79640.756530           0.219624             0.104489      
        1.40               5.025009              80088             18710.780149           1.934874             0.062012           24493.193987           1.405003             0.616692           6943.946749            1.608739             0.488050           80751.788009           0.225543             0.107455      
        1.50               5.025009              79954             22069.125303           1.934105             0.073701           21816.618149           1.383899             0.626015           5681.410976            1.514061             0.529145           81332.554465           0.227732             0.105636      
        1.60               5.025009              79712             22321.632458           1.935029             0.072270           21867.119580           1.386465             0.621324           5125.895236            1.526172             0.579929           81585.061619           0.228792             0.103146      
        1.70               5.025009              79738             22069.125303           1.944345             0.067379           21917.621011           1.387377             0.624585           5151.145952            1.525680             0.589970           81761.816627           0.230217             0.106339      
        1.80               5.025009              79621             23432.663938           1.946684             0.063948           20251.073791           1.389852             0.609836           4570.379496            1.537728             0.568421           82645.591668           0.232438             0.106824      
        1.90               5.025009              79597             22776.145336           1.947301             0.059699           21766.116718           1.372408             0.637100           4545.128781            1.509088             0.589825           81812.318058           0.231224             0.107652      
        2.00               5.025009              79722             22750.894621           1.946121             0.062654           21816.618149           1.377528             0.633938           4444.125919            1.527409             0.554385           81888.070205           0.230595             0.101811      
        2.10               5.025009              79139             22548.888897           1.946083             0.060521           21917.621011           1.377157             0.630274           4469.376635            1.497972             0.600500           81963.822351           0.234726             0.105596      
        2.20               5.025009              78965             22877.148198           1.943162             0.059251           21942.871726           1.363039             0.642939           4141.117334            1.520363             0.577894           81938.571636           0.236043             0.107715      
        2.30               5.025009              79145             23104.404637           1.942790             0.062144           21942.871726           1.365364             0.632712           3964.362326            1.472620             0.602812           81888.070205           0.235871             0.105858      
        2.40               5.025009              78680             23028.652490           1.945750             0.061540           21690.364572           1.372545             0.635270           3787.607318            1.513620             0.587225           82393.084514           0.238952             0.108226      
        2.50               5.025009              78731             23836.675385           1.948174             0.065837           20554.082376           1.383472             0.633540           3408.846586            1.531896             0.573913           83100.104546           0.239518             0.104650      
        2.60               5.025009              78630             24568.946133           1.945871             0.061538           20453.079515           1.354221             0.651617           2954.333708            1.553650             0.526751           82923.349538           0.240029             0.104560      
        2.70               5.025009              78767             24695.199710           1.944103             0.064049           20276.324506           1.349258             0.650408           2979.584423            1.625059             0.500806           82948.600254           0.238581             0.103318      
        2.80               5.025009              78949             25250.715450           1.943470             0.064305           19847.062344           1.356725             0.640113           2676.575838            1.628200             0.463071           83125.355262           0.236282             0.103708      
        2.90               5.025009              79126             25275.966166           1.942755             0.066198           20427.828799           1.346839             0.651362           2373.567252            1.649837             0.441246           82822.346676           0.235033             0.102603      
        3.00               5.025009              78985             25225.464735           1.942125             0.063277           20730.837385           1.340419             0.665405           2196.812244            1.699736             0.351060           82746.594530           0.235502             0.102373      
        3.10               5.025009              79277             26008.236914           1.940885             0.060565           20554.082376           1.321246             0.662197           1792.800797            1.728022             0.367937           82544.588806           0.233401             0.102931      
        3.20               5.025009              79059             26235.493353           1.940882             0.064697           19493.552327           1.371325             0.631485           1540.293642            1.750316             0.297902           83630.369571           0.234986             0.102197      
        3.30               5.025009              79019             27043.516247           1.940835             0.068775           20251.073791           1.319288             0.662252            707.020033            1.752426             0.251948           82898.098823           0.235916             0.102860      
        3.40               5.025009              78877             27346.524832           1.938126             0.072962           19872.313059           1.367128             0.627997             0.000000             0.000000             0.000000           83680.871002           0.236984             0.105253      
