        tauB               sizeBin             clust_size           bulk_area            bulk_ndens         bulk_ndens_std          int_area            int_ndens          int_ndens_std           bub_area            bub_ndens          bub_ndens_std           gas_area            gas_ndens          gas_ndens_std    
        0.00               5.025009              82704             37825.571744           1.612190             0.085714           20402.578084           1.127358             0.573688             0.000000             0.000000             0.000000           72671.559065           0.220403             0.071790      
        0.10               5.025009              82798             36411.531679           1.623469             0.096675           22473.136751           1.032344             0.612935           2196.812244            1.227688             0.513030           69818.228219           0.214700             0.091358      
        0.20               5.025009              81979             25528.473320           1.673543             0.097689           30023.100670           1.212167             0.523773           5656.160261            0.976281             0.633374           69691.974642           0.220427             0.105633      
        0.30               5.025009              80714             15832.198587           1.712144             0.093888           43633.236298           1.303364             0.493015           2045.307951            0.205348             0.090845           69388.966057           0.224863             0.107330      
        0.40               5.025009              79708             8307.485383            1.751192             0.089551           51031.695925           1.342969             0.496442           8736.747546            0.221249             0.094783           62823.780040           0.238524             0.126347      
        0.50               5.025009              78802             10327.542619           1.773220             0.090573           47218.837892           1.325721             0.511815           7549.963920            0.280664             0.287043           65803.364463           0.257874             0.152134      
        0.60               5.025009              77122             9065.006847            1.790512             0.086531           45577.541387           1.380131             0.486328           7044.949611            0.285595             0.311459           69212.211049           0.272409             0.160108      
        0.70               5.025009              75722             7549.963920            1.817227             0.084838           54869.804673           1.225811             0.609582           6539.935302            0.234406             0.103157           61940.004999           0.282322             0.166009      
        0.80               5.025009              75426             8332.736099            1.832171             0.087313           45022.025647           1.386499             0.500345           7095.451041            0.239449             0.105982           70449.496106           0.292564             0.172482      
        0.90               5.025009              75007             8458.989676            1.845019             0.081626           44289.754899           1.387273             0.499688           5782.413838            0.256467             0.123393           72368.550480           0.296648             0.170221      
        1.00               5.025009              74308             9342.764717            1.850630             0.086496           41663.680493           1.408949             0.485187           6363.180293            0.259147             0.133195           73530.083391           0.304080             0.171205      
        1.10               5.025009              73916             11489.075530           1.841227             0.083974           38128.580330           1.400209             0.493288           1439.290781            0.265408             0.126973           79842.762253           0.314067             0.179801      
        1.20               5.025009              73004             12347.599855           1.841249             0.080933           36133.773809           1.419669             0.461382           1237.285057            0.340261             0.147296           81181.050172           0.314679             0.184751      
        1.30               5.025009              72999             13180.873465           1.843960             0.080570           34063.215142           1.444080             0.440098           1060.530049            0.300793             0.137748           82595.090237           0.317041             0.181167      
        1.40               5.025009              72387             13862.642782           1.851379             0.076961           33128.938671           1.427876             0.474297           1111.031480            0.260119             0.095674           82797.095961           0.322982             0.188032      
        1.50               5.025009              72022             13812.141351           1.861478             0.070470           33633.952980           1.420202             0.472163            353.510016            0.288535             0.100889           83100.104546           0.317930             0.181791      
        1.60               5.025009              72867             15327.184278           1.865444             0.065698           29770.593516           1.453851             0.442514           1818.051512            0.265669             0.099979           83983.879587           0.329146             0.197247      
        1.70               5.025009              72134             16640.221482           1.859711             0.075228           28205.049158           1.432793             0.455329             0.000000             0.000000             0.000000           86054.438254           0.332836             0.199585      
        1.80               5.025009              70168             15857.449303           1.869847             0.064889           30326.109256           1.399289             0.492595           3737.105887            0.296754             0.193165           80979.044448           0.331012             0.192903      
        1.90               5.025009              70764             16135.207173           1.877571             0.064302           28886.818475           1.417429             0.483532            378.760732            0.390748             0.237118           85498.922514           0.334647             0.193193      
        2.00               5.025009              71018             16513.967904           1.880348             0.062507           27422.276979           1.439924             0.467683            252.507155            0.530678             0.261018           86710.956856           0.338227             0.195739      
        2.10               5.025009              70534             16867.477921           1.881550             0.063750           26311.245499           1.458160             0.449146           2196.812244            0.301801             0.143262           85524.173229           0.341821             0.196798      
        2.20               5.025009              70763             16766.475059           1.884177             0.058322           26993.014816           1.432111             0.469361           4923.889513            0.266659             0.120860           82216.329505           0.345905             0.203065      
        2.30               5.025009              69299             17776.503677           1.884229             0.061933           25351.718312           1.424953             0.486896           1767.550082            0.252327             0.101559           86003.936823           0.348054             0.205990      
        2.40               5.025009              69886             17397.742945           1.892659             0.054480           25301.216881           1.439101             0.477518           2600.823691            0.276451             0.135173           85599.925376           0.349790             0.204683      
        2.50               5.025009              69060             18458.272994           1.893352             0.054791           23937.678247           1.424031             0.476351           2398.817968            0.246788             0.100263           86104.939685           0.352732             0.206868      
        2.60               5.025009              68734             18685.529433           1.894835             0.051604           23988.179678           1.406193             0.486168           2070.558667            0.227958             0.091854           86155.441116           0.352735             0.206621      
        2.70               5.025009              68955             18534.025140           1.892465             0.050751           23659.920377           1.418052             0.480537           1792.800797            0.254351             0.123040           86912.962579           0.355735             0.209599      
        2.80               5.025009              68566             19266.295888           1.891593             0.051684           21564.110994           1.433725             0.479148             0.000000             0.000000             0.000000           90069.302010           0.362377             0.214741      
        2.90               5.025009              68229             19619.805905           1.894718             0.051908           21235.851694           1.421229             0.480569            353.510016            0.407343             0.146223           89690.541279           0.362368             0.211888      
        3.00               5.025009              68693             19140.042311           1.899526             0.053281           22346.883173           1.409056             0.485059             0.000000             0.000000             0.000000           89412.783409           0.359624             0.206403      
        3.10               5.025009              68662             18862.284441           1.906079             0.050826           21917.621011           1.423968             0.489484           1717.048651            0.221892             0.090140           88402.754791           0.367138             0.211906      
        3.20               5.025009              67922             18609.777287           1.907008             0.049161           22220.629596           1.421247             0.494012           2701.826553            0.233916             0.104504           87367.475457           0.369680             0.214907      
        3.30               5.025009              68417             18786.532295           1.903332             0.050049           23028.652490           1.395826             0.493782           3383.595870            0.261852             0.116512           85700.928238           0.364208             0.208568      
        3.40               5.025009              68583             19190.543742           1.899894             0.051224           21336.854555           1.416282             0.483587           2525.071545            0.247914             0.113629           87847.239051           0.372180             0.215660      
        3.50               5.025009              67326             19013.788734           1.895729             0.053105           21538.860279           1.426770             0.480831           1489.792212            0.253055             0.107908           88857.267669           0.369660             0.212010      
        3.60               5.025009              67655             19367.298750           1.890868             0.057474           20932.843108           1.427518             0.482018             0.000000             0.000000             0.000000           90599.567035           0.369726             0.211659      
        3.70               5.025009              67290             19342.048035           1.889148             0.056736           22397.384604           1.385117             0.495870           2701.826553            0.344582             0.150945           86458.449701           0.364406             0.209026      
        3.80               5.025009              68017             18685.529433           1.889537             0.052038           24215.436117           1.353269             0.506202            909.025756            0.816258             0.779486           87089.717587           0.358033             0.204095      
        3.90               5.025009              67655             19443.050897           1.888387             0.054171           22296.381742           1.393051             0.479272            707.020033            0.257418             0.096718           88453.256222           0.362248             0.204690      
        4.00               5.025009              68232             19165.293027           1.883926             0.053361           22801.396051           1.395616             0.478071           3055.336569            0.234344             0.107114           85877.683246           0.365124             0.205313      
        4.10               5.025009              68064             19417.800181           1.881315             0.055572           21336.854555           1.423078             0.474981            606.017171            0.267319             0.097845           89539.036986           0.367918             0.210826      
        4.20               5.025009              67635             19569.304474           1.882744             0.049739           20074.318783           1.444283             0.473475            681.769317            0.460566             0.215880           90574.316319           0.373715             0.215356      
        4.30               5.025009              66789             19468.301612           1.887119             0.048893           21134.848832           1.406540             0.485603            479.763594            0.304317             0.129163           89816.794856           0.371734             0.209491      
        4.40               5.025009              67056             19847.062344           1.886929             0.046372           19443.050897           1.439897             0.462411             0.000000             0.000000             0.000000           91609.595653           0.377188             0.212198      
        4.50               5.025009              66566             18912.785872           1.886872             0.047677           21059.096685           1.423898             0.476527           2474.570114            0.301467             0.187267           88453.256222           0.379658             0.212894      
        4.60               5.025009              66805             19316.797319           1.887942             0.047804           19316.797319           1.451017             0.462440             0.000000             0.000000             0.000000           92266.114255           0.384778             0.216897      
        4.70               5.025009              65990             18811.783010           1.887115             0.046639           21008.595254           1.412993             0.486007           1742.299366            0.301326             0.218918           89337.031262           0.383827             0.215036      
        4.80               5.025009              66174             18761.281579           1.883560             0.045644           21210.600978           1.399677             0.506448           1161.532911            0.308213             0.149535           89766.293425           0.385624             0.216861      
        4.90               5.025009              66152             19064.290165           1.883731             0.045338           21134.848832           1.392014             0.497545            681.769317            0.249351             0.102716           90018.800580           0.383231             0.212570      
        5.00               5.025009              66296             19039.039449           1.882868             0.045632           20629.834523           1.405828             0.494419           1717.048651            0.221892             0.092663           89513.786271           0.388421             0.215344      
        5.10               5.025009              66382             19089.540880           1.884802             0.045696           20326.825937           1.420143             0.486091             0.000000             0.000000             0.000000           91483.342076           0.384256             0.209135      
        5.20               5.025009              65644             18811.783010           1.888285             0.044767           21538.860279           1.392321             0.497850            984.777903            0.322915             0.165011           89564.287701           0.381525             0.204805      
        5.30               5.025009              66271             19266.295888           1.887026             0.046322           20225.823076           1.400289             0.496903            707.020033            0.237617             0.099852           90700.569897           0.387583             0.211531      
        5.40               5.025009              65648             18988.538018           1.887454             0.047479           21235.851694           1.390573             0.495036           2626.074407            0.237236             0.103110           88049.244774           0.386227             0.205656      
        5.50               5.025009              65642             18761.281579           1.888730             0.046954           21109.598116           1.399269             0.491499             0.000000             0.000000             0.000000           91028.829198           0.384790             0.207783      
        5.60               5.025009              65591             18811.783010           1.887753             0.045870           20554.082376           1.408187             0.484029            833.273610            0.244818             0.102928           90700.569897           0.389634             0.214259      
        5.70               5.025009              65328             19039.039449           1.886912             0.048620           18938.036588           1.441702             0.468294           1717.048651            0.263825             0.116774           91205.584206           0.398210             0.221050      
        5.80               5.025009              65175             18988.538018           1.886348             0.048653           20200.572360           1.403970             0.489788             0.000000             0.000000             0.000000           91710.598515           0.390576             0.214688      
        5.90               5.025009              66051             18559.275856           1.889459             0.045007           19948.065206           1.427156             0.467216             0.000000             0.000000             0.000000           92392.367832           0.394665             0.216118      
        6.00               5.025009              64765             17953.258685           1.893584             0.045717           20958.093824           1.406903             0.497908             0.000000             0.000000             0.000000           91988.356385           0.396985             0.223404      
        6.10               5.025009              64908             17726.002246           1.892925             0.044724           21715.615287           1.394526             0.496832           2979.584423            0.338973             0.203740           88478.506937           0.397306             0.218080      
        6.20               5.025009              64782             18609.777287           1.893360             0.048207           19215.794458           1.423829             0.481144             0.000000             0.000000             0.000000           93074.137149           0.401884             0.222348      
        6.30               5.025009              64335             18029.010831           1.891562             0.046891           20478.330230           1.407195             0.500001           1641.296504            0.243710             0.105635           90751.071328           0.404183             0.222865      
        6.40               5.025009              64167             18609.777287           1.892554             0.046475           19064.290165           1.420719             0.486567             0.000000             0.000000             0.000000           93225.641442           0.404342             0.220295      
        6.50               5.025009              65023             18710.780149           1.891744             0.046192           19594.555189           1.398552             0.483112           1035.279333            0.247276             0.139889           91559.094222           0.403499             0.216791      
        6.60               5.025009              64006             17978.509400           1.890034             0.047402           21235.851694           1.383698             0.494835            707.020033            0.256004             0.101235           90978.327767           0.400700             0.214566      
        6.70               5.025009              64776             18332.019417           1.887463             0.045563           19670.307336           1.405875             0.473262            454.512878            0.235417             0.091908           92442.869263           0.407149             0.218993      
        6.80               5.025009              64743             17170.486506           1.886435             0.042735           22523.638181           1.368118             0.497282           5428.903822            0.308718             0.156395           85776.680384           0.409412             0.219787      
        6.90               5.025009              64145             17650.250100           1.886772             0.046425           20200.572360           1.406099             0.483734           1262.535773            0.363554             0.180041           91786.350661           0.412207             0.222637      
