        tauB               sizeBin             clust_size           bulk_area            bulk_ndens         bulk_ndens_std          int_area            int_ndens          int_ndens_std           bub_area            bub_ndens          bub_ndens_std           gas_area            gas_ndens          gas_ndens_std    
        0.00               5.016308              41936             10568.605299           1.663796             0.051104           18897.672809           1.322808             0.515203             0.000000             0.000000             0.000000           35983.584710           0.206150             0.070417      
        0.10               5.016308              42146             9008.477850            2.040522             0.129628           16003.888025           1.508446             0.758646             0.000000             0.000000             0.000000           40437.496943           0.184903             0.094684      
        0.20               5.016308              42621             8656.191007            2.123451             0.100464           16431.664906           1.506664             0.748828             0.000000             0.000000             0.000000           40362.006905           0.170011             0.090737      
        0.30               5.016308              42994             9058.804542            2.084160             0.115689           16834.278441           1.472650             0.724791             0.000000             0.000000             0.000000           39556.779835           0.159998             0.085860      
        0.40               5.016308              43377             9461.418078            2.032148             0.125571           16934.931825           1.465373             0.683317             0.000000             0.000000             0.000000           39053.512916           0.152534             0.080019      
        0.50               5.016308              43635             10920.892143           1.981981             0.122503           16054.214717           1.412090             0.663013             0.000000             0.000000             0.000000           38474.755959           0.147759             0.080690      
        0.60               5.016308              43893             11902.262635           1.938035             0.119660           16079.378063           1.336184             0.675782             0.000000             0.000000             0.000000           37468.222121           0.145403             0.077636      
        0.70               5.016308              43995             13286.246662           1.896397             0.120748           15173.497608           1.285004             0.663710             0.000000             0.000000             0.000000           36990.118548           0.143444             0.080420      
        0.80               5.016308              44025             13865.003619           1.864334             0.115767           14594.740652           1.287930             0.643681             0.000000             0.000000             0.000000           36990.118548           0.144741             0.079344      
        0.90               5.016308              43980             14368.270538           1.836686             0.107973           14745.720727           1.244293             0.648701             0.000000             0.000000             0.000000           36335.871553           0.144816             0.080050      
        1.00               5.016308              43870             14745.720727           1.814153             0.107316           14443.760576           1.238943             0.636095             0.000000             0.000000             0.000000           36260.381515           0.147654             0.081249      
        1.10               5.016308              43759             15399.967722           1.794549             0.097541           13487.553430           1.246334             0.622352             0.000000             0.000000             0.000000           36562.341667           0.151905             0.082659      
        1.20               5.016308              43683             15274.150992           1.780655             0.088531           14267.617154           1.209592             0.633800             0.000000             0.000000             0.000000           35908.094672           0.154394             0.081821      
        1.30               5.016308              43390             14871.537457           1.771707             0.080213           15525.784452           1.162711             0.655024             0.000000             0.000000             0.000000           35052.540910           0.159760             0.086656      
        1.40               5.016308              43127             15274.150992           1.766841             0.085242           13814.676927           1.222830             0.620808            931.043800            0.139628             0.073115           35429.991099           0.169066             0.089196      
        1.50               5.016308              43024             15475.457760           1.758914             0.081560           14947.027495           1.123501             0.661948             0.000000             0.000000             0.000000           35027.377564           0.170923             0.084911      
        1.60               5.016308              42816             14921.864149           1.760705             0.073813           14494.087268           1.201110             0.636216             0.000000             0.000000             0.000000           36033.911402           0.175335             0.089412      
        1.70               5.016308              42770             14619.903997           1.765675             0.073185           14645.067343           1.216451             0.624209             0.000000             0.000000             0.000000           36184.891477           0.176068             0.087846      
        1.80               5.016308              42613             15022.517533           1.767014             0.070755           13512.716776           1.243865             0.602567             0.000000             0.000000             0.000000           36914.628510           0.180064             0.090461      
        1.90               5.016308              42413             14418.597230           1.769936             0.076051           14393.433884           1.235216             0.614580             0.000000             0.000000             0.000000           36637.831704           0.182898             0.092936      
