      tauB          sizeBin        clust_size       Na_bulk         Nb_bulk        NBin_bulk         Na_gas          Nb_gas         NBin_gas         Na_int          Nb_int         NBin_int         Na_bub          Nb_bub         NBin_bub   
      0.00          5.016308         40334            6443            6342            314             4389            4452            1440           14168           14206            847              0               0               0       
      0.10          5.016308         40534            7485            6763            287             4654            4361            1608           12861           13876            706              0               0               0       
      0.20          5.016308         40940            7245            6825            268             4570            3885            1607           13185           14290            726              0               0               0       
      0.30          5.016308         41352            7421            7385            285             4478            3502            1592           13101           14113            724              0               0               0       
      0.40          5.016308         41576            7906            7837            310             4396            3235            1565           12698           13928            726              0               0               0       
      0.50          5.016308         41636            8854            8918            358             4394            3174            1558           11752           12908            685              0               0               0       
      0.60          5.016308         41750            9820            9560            400             4324            3157            1548           10856           12283            653              0               0               0       
      0.70          5.016308         41619           10630           10501            444             4377            3266            1556            9993           11233            601              0               0               0       
      0.80          5.016308         41274           10958           11276            473             4391            3423            1543            9651           10301            585              0               0               0       
      0.90          5.016308         41070           11407           10082            463             4131            3353            1457            9307           11461            634             155             104              47      
      1.00          5.016308         40934           13100           11345            532             4841            3909            1581            7059            9746            488              0               0               0       
      1.10          5.016308         40476           12370           10765            506             4597            3866            1511            7975           10313            563              58              56              21      
      1.20          5.016308         40250           12027           10375            491             4110            3562            1360            8506           10640            624             357             423             126      
      1.30          5.016308         39998           12751           10364            509             4706            4262            1528            7543           10374            564              0               0               0       
      1.40          5.016308         39869           12495           10169            500             4716            4406            1529            7789           10425            572              0               0               0       
      1.50          5.016308         39817           12871            9476            493             4614            4361            1507            7447           11098            580              68              65              21      
      1.60          5.016308         39917           13664            9449            511             4813            4476            1545            6523           11075            545              0               0               0       
      1.70          5.016308         39670           12682            8627            470             4858            4590            1539            7460           11783            592              0               0               0       
      1.80          5.016308         39371           12586            8222            458             4640            4527            1487            7662           12142            625             112             109              31      
      1.90          5.016308         39175           12539            7758            445             4873            4936            1533            7515           12247            603              73              59              20      
      2.00          5.016308         38785           12627            7421            438             4816            5093            1504            7476           12306            618              81             180              41      
      2.10          5.016308         38624           12688            7270            434             4872            5104            1503            7440           12626            664              0               0               0       
      2.20          5.016308         38462           12983            7194            438             5005            5425            1551            7012           12381            612              0               0               0       
      2.30          5.016308         38393           13203            6569            426             5066            5571            1576            6731           12860            599              0               0               0       
