      tauB          sizeBin        clust_size       Na_bulk         Nb_bulk        NBin_bulk         Na_gas          Nb_gas         NBin_gas         Na_int          Nb_int         NBin_int         Na_bub          Nb_bub         NBin_bub   
      0.00          5.016308         38875            6575            6572            329             5066            5166            1460           13359           13262            812              0               0               0       
      0.10          5.016308         38932            6827            6558            275             5325            5328            1632           12848           13114            694              0               0               0       
      0.20          5.016308         39343            6675            6464            253             4994            4903            1607           13331           13633            741              0               0               0       
      0.30          5.016308         39795            6888            6808            267             4793            4576            1589           13319           13616            745              0               0               0       
      0.40          5.016308         40194            7124            7119            284             4554            4299            1540           13322           13582            777              0               0               0       
      0.50          5.016308         40521            7752            7316            309             4223            3974            1464           13025           13710            828              0               0               0       
      0.60          5.016308         40865            8900            7879            352             3997            3761            1430           12041           13312            797              62              48              22      
      0.70          5.016308         41218           11583           11135            490             3868            3561            1411            9549           10304            700              0               0               0       
      0.80          5.016308         41408           12162           11024            510             3820            3561            1418            9018           10415            673              0               0               0       
      0.90          5.016308         41632           12819           12158            558             3749            3521            1411            8432            9321            632              0               0               0       
      1.00          5.016308         41649           12982           12374            575             3772            3625            1443            8246            9001            583              0               0               0       
      1.10          5.016308         41667           13499           12652            601             3714            3609            1429            7733            8692            552              54              47              19      
      1.20          5.016308         41648           13305           12626            601             3701            3670            1431            7994            8704            569              0               0               0       
      1.30          5.016308         41621           13518           12523            608             3734            3784            1435            7748            8693            558              0               0               0       
      1.40          5.016308         41595           13618           12713            619             3548            3703            1384            7834            8584            598              0               0               0       
      1.50          5.016308         41582           13861           13038            637             3660            3910            1438            7479            8052            526              0               0               0       
      1.60          5.016308         41538           14097           12648            637             3597            3858            1406            7306            8494            558              0               0               0       
      1.70          5.016308         41567           14239           12541            641             3530            3743            1364            7118            8594            556             113             122              40      
      1.80          5.016308         41554           14181           12109            631             3393            3697            1335            7355            9125            614              71              69              21      
      1.90          5.016308         41412           14279           11833            627             3497            3901            1383            7224            9266            591              0               0               0       
      2.00          5.016308         41367           14360           11768            628             3409            3880            1361            7231            9352            612              0               0               0       
      2.10          5.016308         41347           14451           11607            627             3554            4156            1415            6995            9237            559              0               0               0       
      2.20          5.016308         41143           14213           10837            603             3472            4115            1376            7243            9960            594              72              88              28      
      2.30          5.016308         41199           14374           10843            608             3331            3979            1320            7097            9936            597             198             242              76      
      2.40          5.016308         41028           13861           10813            595             3345            4061            1329            7649            9972            622             145             154              55      
      2.50          5.016308         40933           14014           10285            587             3630            4412            1413            7356           10303            601              0               0               0       
      2.60          5.016308         40927           13939           10300            585             3472            4208            1338            7533           10411            651              56              81              27      
      2.70          5.016308         40890           13845           10069            577             3333            4092            1301            7642           10640            661             180             199              62      
      2.80          5.016308         40768           14231            9817            580             3673            4602            1421            7096           10581            600              0               0               0       
      2.90          5.016308         40568           13649            9950            568             3580            4541            1392            7722           10436            618              49              73              23      
      3.00          5.016308         40583           13886           10020            574             3699            4746            1437            7415           10234            590              0               0               0       
      3.10          5.016308         40443           13960            9634            564             3734            4860            1437            7306           10506            600              0               0               0       
      3.20          5.016308         40242           14127           10059            577             3860            5152            1476            7013            9789            548              0               0               0       
      3.30          5.016308         40052           13799            9807            562             3688            4995            1414            7513           10198            625              0               0               0       
      3.40          5.016308         40083           14267            9745            570             3806            5080            1449            6927           10175            582              0               0               0       
      3.50          5.016308         40075           14247            9904            572             3789            5119            1443            6964            9977            586              0               0               0       
      3.60          5.016308         39919           14510            9930            579             3832            5153            1443            6658            9917            579              0               0               0       
      3.70          5.016308         40035           14450            9833            577             3793            5104            1441            6757           10063            583              0               0               0       
      3.80          5.016308         40135           14492            9860            580             3711            4982            1415            6797           10158            606              0               0               0       
      3.90          5.016308         40167           14436            9988            582             3725            5002            1424            6839           10010            595              0               0               0       
      4.00          5.016308         40168           14274            9661            570             3589            4792            1380            7137           10547            651              0               0               0       
      4.10          5.016308         40187           14284            9613            569             3666            4905            1414            7050           10482            618              0               0               0       
      4.20          5.016308         40288           14349            9802            575             3612            4886            1414            7039           10312            612              0               0               0       
      4.30          5.016308         40296           14545            9834            581             3602            4906            1414            6853           10260            606              0               0               0       
      4.40          5.016308         40448           14902           10508            607             3612            4945            1432            6486            9547            562              0               0               0       
      4.50          5.016308         40479           14988           10098            599             3587            4877            1426            6425           10025            576              0               0               0       
      4.60          5.016308         40403           14592            9777            581             3680            4967            1447            6728           10256            573              0               0               0       
      4.70          5.016308         40284           14257            9916            575             3653            4975            1436            7090           10109            590              0               0               0       
      4.80          5.016308         40162           14631            9895            583             3682            5065            1440            6687           10040            578              0               0               0       
      4.90          5.016308         40165           14261            9695            570             3657            4985            1415            7082           10320            616              0               0               0       
      5.00          5.016308         40209           14732           10086            592             3690            5036            1430            6578            9878            579              0               0               0       
      5.10          5.016308         40343           14397           10362            592             3290            4445            1289            7236           10061            690              77             132              30      
      5.20          5.016308         40388           14610           10406            599             3608            4839            1416            6782            9755            586              0               0               0       
      5.30          5.016308         40380           14124           10130            581             3543            4728            1388            7333           10142            632              0               0               0       
      5.40          5.016308         40480           14699           10321            598             3601            4828            1425            6700            9851            578              0               0               0       
      5.50          5.016308         40594           14732           10473            602             3611            4792            1430            6657            9735            569              0               0               0       
      5.60          5.016308         40613           14086            9704            568             3341            4372            1334            7573           10924            699              0               0               0       
      5.70          5.016308         40562           14544            9970            586             3635            4785            1437            6821           10245            578              0               0               0       
      5.80          5.016308         40511           14611            8822            558             3585            4766            1423            6804           10464            595              0              948              25      
      5.90          5.016308         40424           14693            8900            562             3686            5010            1455            6621           10389            565              0              701              19      
      6.00          5.016308         40521           14629            8462            550             3596            4865            1436            6775           10524            585              0              1149             30      
      6.10          5.016308         40534           15013            9173            577             3623            4890            1442            6364           10172            561              0              765              21      
      6.20          5.016308         40481           14611            8259            546             3451            4652            1379            6747           10558            632             191             1531             44      
      6.30          5.016308         40509           15167            9580            593             3544            4849            1419            6289           10162            577              0              409              12      
      6.40          5.016308         40612           14599            8558            555             3577            4818            1424            6742           10367            587              82             1257             35      
      6.50          5.016308         40620           14340            7981            534             3473            4785            1399            7036           10382            616             151             1852             52      
