      tauB          sizeBin        clust_size       Na_bulk         Nb_bulk        NBin_bulk         Na_gas          Nb_gas         NBin_gas         Na_int          Nb_int         NBin_int         Na_bub          Nb_bub         NBin_bub   
      0.00          5.016308         41477            7210            7299            352             3878            3959            1429           13912           13742            820              0               0               0       
      0.10          5.016308         41573            7315            7100            275             3979            4011            1614           13706           13889            712              0               0               0       
      0.20          5.016308         42075            7560            7508            276             3724            3683            1616           13716           13809            709              0               0               0       
      0.30          5.016308         42481            7542            7360            280             3492            3368            1581           13966           14272            740              0               0               0       
      0.40          5.016308         42858            8089            7956            310             3259            3117            1542           13652           13927            749              0               0               0       
      0.50          5.016308         43102            8883            8815            351             3146            2992            1533           12971           13193            717              0               0               0       
      0.60          5.016308         43371           10738           10678            436             2992            2865            1500           11270           11457            665              0               0               0       
      0.70          5.016308         43608           11525           11514            480             2880            2782            1478           10595           10704            643              0               0               0       
      0.80          5.016308         43689           12490           12538            531             2798            2771            1466            9712            9691            604              0               0               0       
      0.90          5.016308         43690           12761           12978            556             2728            2730            1438            9511            9292            607              0               0               0       
      1.00          5.016308         43711           13510           12920            580             2733            2738            1426            8757            9342            595              0               0               0       
      1.10          5.016308         43429           13778           13062            596             2788            2879            1435            8434            9059            570              0               0               0       
      1.20          5.016308         43335           14083           12567            596             2796            3001            1413            8075            9371            567              46              61              25      
      1.30          5.016308         43175           14468           12835            615             2833            3084            1415            7636            8983            536              63              98              35      
      1.40          5.016308         42972           14241           13201            622             2978            3239            1431            7781            8560            548              0               0               0       
      1.50          5.016308         42873           14415           13577            639             3046            3305            1440            7539            8118            522              0               0               0       
      1.60          5.016308         42685           14260           13085            629             3110            3435            1440            7630            8480            532              0               0               0       
      1.70          5.016308         42478           13858           12879            616             3196            3631            1456            7946            8490            529              0               0               0       
      1.80          5.016308         42279           13770           12127            597             2974            3470            1362            8146            9298            601             110             105              41      
      1.90          5.016308         42132           13543           12026            590             3067            3708            1391            8351            9202            597              39              64              23      
      2.00          5.016308         41770           13741           12219            598             3295            4120            1469            7964            8661            534              0               0               0       
      2.10          5.016308         41553           13760           11626            583             3274            4188            1436            7966            9186            582              0               0               0       
      2.20          5.016308         41453           13750           11313            574             3254            4066            1415            7996            9621            612              0               0               0       
      2.30          5.016308         41515           14151           11364            584             3308            4179            1432            7541            9457            585              0               0               0       
      2.40          5.016308         41584           14220           11305            585             3366            4212            1445            7414            9483            571              0               0               0       
      2.50          5.016308         41571           13980           11225            578             3238            3937            1385            7740            9768            618              42              70              20      
      2.60          5.016308         41763           14138           11559            590             3262            4016            1422            7600            9425            589              0               0               0       
      2.70          5.016308         41784           14265           11319            587             3271            4088            1447            7464            9593            567              0               0               0       
      2.80          5.016308         41786           14510           11367            594             3228            4082            1439            7262            9551            568              0               0               0       
      2.90          5.016308         41751           14704           11325            598             3293            4162            1465            7003            9513            538              0               0               0       
      3.00          5.016308         41742           14707           11164            593             3283            4186            1469            7010            9650            539              0               0               0       
      3.10          5.016308         41745           14305           10611            570             3266            4187            1460            7429           10202            571              0               0               0       
      3.20          5.016308         41595           14141           10706            567             3297            4289            1473            7562           10005            561              0               0               0       
      3.30          5.016308         41535           14185           10824            570             3362            4397            1476            7453            9779            555              0               0               0       
      3.40          5.016308         41379           13913           10334            551             3346            4324            1461            7741           10342            589              0               0               0       
      3.50          5.016308         41376           14113           10534            561             3181            4154            1401            7642           10202            608              64             110              31      
      3.60          5.016308         41429           14086           10590            562             3321            4315            1454            7593           10095            585              0               0               0       
      3.70          5.016308         41365           14496           10960            580             3364            4426            1475            7140            9614            546              0               0               0       
      3.80          5.016308         41488           14457           10923            579             3213            4324            1437            7330            9753            585              0               0               0       
      3.90          5.016308         41456           14539           11179            588             3299            4405            1463            7162            9416            550              0               0               0       
      4.00          5.016308         41483           14552           11343            592             3274            4288            1440            7174            9369            569              0               0               0       
      4.10          5.016308         41593           14474           11285            590             3097            4067            1391            7369            9573            596              60              75              24      
      4.20          5.016308         41581           14379           10874            579             3280            4276            1461            7341            9850            561              0               0               0       
      4.30          5.016308         41478           14189           10765            572             3290            4300            1459            7521            9935            570              0               0               0       
      4.40          5.016308         41578           14486           11095            586             3215            4244            1442            7299            9661            573              0               0               0       
      4.50          5.016308         41690           14334           10803            576             3134            4086            1409            7532           10111            616              0               0               0       
      4.60          5.016308         41631           14311           10594            569             3221            4132            1444            7468           10274            588              0               0               0       
      4.70          5.016308         41584           14401           10496            567             3303            4221            1468            7296           10283            566              0               0               0       
      4.80          5.016308         41589           14366           11026            577             3316            4294            1470            7318            9680            554              0               0               0       
      4.90          5.016308         41617           14095           10587            561             3185            4120            1416            7720           10293            624              0               0               0       
      5.00          5.016308         41787           14283           10668            567             3139            3983            1408            7578           10349            626              0               0               0       
