      tauB          sizeBin        clust_size       Na_bulk         Nb_bulk        NBin_bulk         Na_gas          Nb_gas         NBin_gas         Na_int          Nb_int         NBin_int         Na_bub          Nb_bub         NBin_bub   
      0.00          5.016308         33702            4995            5045            264             7448            7461            1547           12557           12494            790              0               0               0       
      0.10          5.016308         33792            5330            5027            234             7899            7695            1685           11771           12278            682              0               0               0       
      0.20          5.016308         34151            5437            5136            222             7750            7277            1673           11813           12587            706              0               0               0       
      0.30          5.016308         34482            5640            5206            226             7600            6964            1662           11760           12830            713              0               0               0       
      0.40          5.016308         34891            6033            5472            244             7354            6593            1620           11613           12935            737              0               0               0       
      0.50          5.016308         35224            6809            5705            270             7237            6353            1611           10954           12942            720              0               0               0       
      0.60          5.016308         35533            7542            6292            304             7012            6012            1563           10446           12696            734              0               0               0       
      0.70          5.016308         35664            8694            7027            352             6891            5872            1553            9342           12048            684              73              53              12      
      0.80          5.016308         35814            8829            7634            374             6448            5434            1449            9463           11702            720             260             230              58      
      0.90          5.016308         35939            9797            8005            410             6857            5756            1543            8346           11239            648              0               0               0       
      1.00          5.016308         35943           10611            8973            456             6547            5501            1481            7761           10450            649              81              76              15      
      1.10          5.016308         35963           11245            9903            498             6936            5934            1562            6819            9163            541              0               0               0       
      1.20          5.016308         35831           11127            9750            495             6517            5615            1484            7153            9466            583             203             169              39      
      1.30          5.016308         35976           12235           10528            544             6876            6003            1560            5889            8469            497              0               0               0       
      1.40          5.016308         35982           11566            9830            514             6365            5522            1448            6872            9444            590             197             204              49      
      1.50          5.016308         35920           11860            9759            521             6522            5665            1475            6501            9429            572             117             147              33      
      1.60          5.016308         35786           11213            9037            489             5801            5140            1327            7302           10169            634             684             654             151      
      1.70          5.016308         35508           12080            9466            522             6868            6205            1542            6052            9329            537              0               0               0       
      1.80          5.016308         35528           11695            9099            504             6658            6083            1501            6647            9818            596              0               0               0       
      1.90          5.016308         35481           12427            9533            533             7000            6470            1575            5573            8997            493              0               0               0       
      2.00          5.016308         35280           11790            8411            490             6772            6482            1537            6438           10107            574              0               0               0       
      2.10          5.016308         35238           12043            8365            495             6761            6478            1542            6196           10157            564              0               0               0       
      2.20          5.016308         35227           11783            8093            481             6727            6501            1536            6490           10406            584              0               0               0       
      2.30          5.016308         34978           12243            8389            498             6970            6777            1579            5787            9834            524              0               0               0       
      2.40          5.016308         35013           12153            7567            475             6526            6366            1486            6170           10933            605             151             134              35      
      2.50          5.016308         35097           12256            7686            481             6497            6369            1482            6247           10945            638              0               0               0       
      2.60          5.016308         35056           12514            7545            484             6728            6818            1541            5675           10514            555              83             123              21      
      2.70          5.016308         35073           12081            7106            464             6573            6495            1506            6346           11399            631              0               0               0       
      2.80          5.016308         34907           12365            7390            478             6696            6735            1522            5884           10828            591              55              47              10      
      2.90          5.016308         34814           12697            7242            482             6600            6757            1504            5493           10781            567             210             220              48      
      3.00          5.016308         34542           12609            7137            477             6693            7024            1540            5698           10839            584              0               0               0       
      3.10          5.016308         34495           12202            6408            449             6601            6821            1493            6165           11690            647              32              81              12      
      3.20          5.016308         34596           12119            6407            447             6589            7089            1530            6292           11504            624              0               0               0       
      3.30          5.016308         34600           11770            6460            440             6383            6823            1483            6739           11606            654             108             111              24      
      3.40          5.016308         34647           12624            6786            470             6606            7082            1539            5663           11023            569             107             109              23      
      3.50          5.016308         34761           11948            5905            431             6560            7128            1523            6428           11918            637              64              49              10      
      3.60          5.016308         34490           12657            6487            462             6706            7303            1556            5637           11210            583              0               0               0       
      3.70          5.016308         34550           12272            5711            433             6719            7371            1562            6009           11918            606              0               0               0       
      3.80          5.016308         34402           11675            5211            406             6269            7062            1477            6798           12431            658             258             296              60      
      3.90          5.016308         34137           12220            5639            429             6637            7576            1554            5974           11622            584             169             163              34      
      4.00          5.016308         34042           12384            5591            431             6752            7621            1572            5864           11788            598              0               0               0       
      4.10          5.016308         33957           12190            4958            410             6506            7472            1519            6170           12372            634             134             198              38      
