      tauB          sizeBin        clust_size       Na_bulk         Nb_bulk        NBin_bulk         Na_gas          Nb_gas         NBin_gas         Na_int          Nb_int         NBin_int         Na_bub          Nb_bub         NBin_bub   
      0.00          5.016308         33698            4948            5053            263             7444            7522            1551           12608           12425            787              0               0               0       
      0.10          5.016308         33667            5316            5037            233             7864            7850            1683           11820           12113            685              0               0               0       
      0.20          5.016308         34044            5262            5104            214             7550            7438            1661           12188           12458            726              0               0               0       
      0.30          5.016308         34514            5515            5193            221             7244            7046            1623           12241           12761            757              0               0               0       
      0.40          5.016308         34967            5763            5484            236             6865            6624            1554           12372           12892            811              0               0               0       
      0.50          5.016308         35334            6699            5787            268             6738            6484            1563           11563           12729            770              0               0               0       
      0.60          5.016308         35721            7282            6218            296             6306            6035            1470           11412           12747            835              0               0               0       
      0.70          5.016308         36071            9078            8393            393             6267            6006            1497            9597           10549            696              58              52              15      
      0.80          5.016308         36345            9830            9136            434             6109            5841            1465            9061           10023            702              0               0               0       
      0.90          5.016308         36507           10175            9352            455             5963            5713            1453            8862            9935            693              0               0               0       
      1.00          5.016308         36638           10908           10131            498             5961            5762            1462            8082            9051            631              49              56              10      
      1.10          5.016308         36779           11171           10532            520             5849            5729            1445            7980            8739            636              0               0               0       
      1.20          5.016308         37010           11683           10997            550             5787            5655            1450            7530            8348            601              0               0               0       
      1.30          5.016308         37230           12000           11162            568             5726            5495            1434            7274            8343            599              0               0               0       
      1.40          5.016308         37351           11875           11138            568             5657            5468            1426            7468            8394            607              0               0               0       
      1.50          5.016308         37279           12226           11259            584             5731            5518            1445            7043            8223            572              0               0               0       
      1.60          5.016308         37381           12018           10797            570             5225            5042            1323            7757            9161            708              0               0               0       
      1.70          5.016308         37462           12369           10993            587             5279            5090            1351            7165            8723            613             187             194              50      
      1.80          5.016308         37712           12083           10804            577             5205            5043            1342            7632            9058            659              80              95              23      
      1.90          5.016308         37838           12357           11106            593             5353            5207            1400            7290            8687            608              0               0               0       
      2.00          5.016308         37915           11954           10501            568             5153            5020            1358            7798            9401            654              95              78              21      
      2.10          5.016308         37946           12122           10373            569             5086            4979            1346            7551            9429            625             241             219              61      
      2.20          5.016308         37824           12343           10464            577             5305            5289            1404            7271            9171            600              81              76              20      
      2.30          5.016308         37770           12250           10043            563             5315            5368            1414            7435            9589            624              0               0               0       
      2.40          5.016308         37737           12281            9342            546             5134            5247            1367            7387           10206            639             198             205              49      
      2.50          5.016308         37833           12806            9810            572             5345            5489            1419            6849            9701            610              0               0               0       
      2.60          5.016308         37777           12496            9297            552             5102            5206            1349            7346           10031            675              56             466              25      
      2.70          5.016308         37761           12882            9190            561             4814            4940            1278            7178           10759            731             126             111              31      
      2.80          5.016308         37673           12561            9253            555             4376            4723            1182            7712           10688            771             351             336              93      
      2.90          5.016308         37517           12821            9548            571             4890            5210            1316            7180           10122            685             109             120              29      
      3.00          5.016308         37546           12369            9365            555             4894            5256            1316            7617           10268            702             120             111              28      
      3.10          5.016308         37475           12141            9208            545             4587            4864            1223            8117           10750            790             155             178              43      
      3.20          5.016308         37385           11947            8855            532             4930            5366            1328            7987           10633            706             136             146              35      
      3.30          5.016308         37451           12433            9566            563             5079            5545            1368            7291            9633            618             197             256              52      
      3.40          5.016308         37507           12713            8338            538             5276            5853            1425            7011           10809            638              0               0               0       
      3.50          5.016308         37527           12264            6977            490             4780            5347            1297            7758           12447            766             198             229              48      
      3.60          5.016308         37466           12605            8172            529             5104            5649            1374            7168           11029            662             123             150              36      
      3.70          5.016308         37470           12746            7969            528             5185            5931            1391            6941           10922            645             128             178              37      
      3.80          5.016308         37175           12860            8790            552             5213            6100            1412            6927           10110            637              0               0               0       
      3.90          5.016308         37238           12403            7919            519             4778            5551            1309            7819           11530            773              0               0               0       
      4.00          5.016308         37207           12490            6869            492             5085            5845            1394            7425           12286            715              0               0               0       
      4.10          5.016308         37253           12614            6426            484             4967            5691            1357            7335           12749            727              84             134              33      
      4.20          5.016308         37313           12920            8577            547             5251            6005            1425            6829           10418            629              0               0               0       
      4.30          5.016308         37440           13116            7585            525             5080            6088            1406            6804           11327            670              0               0               0       
      4.40          5.016308         37480           12963            7364            517             5042            5870            1400            6995           11766            684              0               0               0       
      4.50          5.016308         37621           13049            6473            495             4963            5698            1373            6915           12727            710              73             102              23      
      4.60          5.016308         37669           13090            7314            517             4745            5441            1317            7036           12055            728             129             190              39      
      4.70          5.016308         37681           12799            6046            478             4442            5129            1255            7568           13630            824             191             195              44      
      4.80          5.016308         37599           13936            7985            556             5039            5978            1429            6025           11037            616              0               0               0       
      4.90          5.016308         37701           13823            7249            534             4932            5882            1403            6245           11869            664              0               0               0       
      5.00          5.016308         37695           13424            7382            526             4866            5779            1397            6710           11839            678              0               0               0       
      5.10          5.016308         37751           13624            7484            533             4944            5884            1411            6432           11632            657              0               0               0       
      5.20          5.016308         37836           13582            7414            531             4952            5973            1426            6466           11613            644              0               0               0       
      5.30          5.016308         37788           13489            7290            526             4883            5947            1416            6628           11763            659              0               0               0       
      5.40          5.016308         37853           13364            7275            522             4702            5656            1342            6845           11943            708              89             126              29      
      5.50          5.016308         37723           13740            7169            529             4874            5877            1400            6331           11874            655              55              80              17      
      5.60          5.016308         37697           12871            6773            497             4473            5472            1294            7420           12472            746             236             283              64      
      5.70          5.016308         37710           13443            6687            510             4687            5706            1349            6805           12513            726              65              94              16      
      5.80          5.016308         37672           13811            7013            528             4961            6077            1426            6228           11910            647              0               0               0       
      5.90          5.016308         37685           13402            6723            511             4895            5997            1397            6703           12280            693              0               0               0       
      6.00          5.016308         37638           13036            6630            499             4856            5994            1388            7108           12376            714              0               0               0       
      6.10          5.016308         37403           13402            6727            511             4811            6067            1395            6787           12206            695              0               0               0       
      6.20          5.016308         37522           13512            6516            508             4590            5762            1342            6796           12582            722             102             140              29      
      6.30          5.016308         37556           13711            6927            523             4816            5959            1389            6427           12040            673              46              74              16      
