      tauB          sizeBin        clust_size       Na_bulk         Nb_bulk        NBin_bulk         Na_gas          Nb_gas         NBin_gas         Na_int          Nb_int         NBin_int         Na_bub          Nb_bub         NBin_bub   
      0.00          5.016308         28427            3300            3683            190             9927            9989            1670           11773           11328            741              0               0               0       
      0.10          5.016308         28309            3806            3732            177            10431           10486            1784           10763           10782            640              0               0               0       
      0.20          5.016308         28653            3745            3672            160            10195           10230            1784           11060           11098            657              0               0               0       
      0.30          5.016308         29098            3791            3981            166             9665            9748            1706           11544           11271            729              0               0               0       
      0.40          5.016308         29507            4238            4455            188             9260            9315            1648           11502           11230            765              0               0               0       
      0.50          5.016308         29970            4222            4683            197             9125            9195            1652           11653           11122            752              0               0               0       
      0.60          5.016308         30336            4938            4988            224             9052            9108            1661           11010           10904            716              0               0               0       
      0.70          5.016308         30678            6823            7110            323             8669            8682            1594            9508            9208            684              0               0               0       
      0.80          5.016308         31018            6682            7560            337             8262            8278            1529            9996            9108            725              60              54              10      
      0.90          5.016308         31310            8097            8432            399             8426            8505            1581            8477            8063            621              0               0               0       
      1.00          5.016308         31554            8287            8051            399             7798            7869            1467            8915            9080            735              0               0               0       
      1.10          5.016308         31847            9448            9496            470             8071            8182            1545            7481            7322            586              0               0               0       
      1.20          5.016308         32071            8958            9758            470             7935            7990            1531            7663            7252            589             444              0               11      
      1.30          5.016308         32299            9662            9756            491             7732            7796            1493            7535            7354            601              71              94              16      
      1.40          5.016308         32548            9813            9819            501             7223            7338            1404            7964            7843            696              0               0               0       
      1.50          5.016308         32806            9855            9982            510             7469            7592            1472            7676            7426            619              0               0               0       
      1.60          5.016308         33073           10077            9472            505             6993            7171            1398            7827            8257            679             103             100              19      
      1.70          5.016308         33303           10275            9998            527             6883            7027            1385            7842            7975            689              0               0               0       
      1.80          5.016308         33524           10569           10214            542             7395            7551            1506            7036            7235            553              0               0               0       
      1.90          5.016308         33650           10536           10462            550             7344            7477            1504            7120            7061            547              0               0               0       
      2.00          5.016308         33817           10337           10581            550             7385            7541            1523            7278            6878            528              0               0               0       
      2.10          5.016308         33831            9950           10568            540             7191            7354            1488            7859            7078            573              0               0               0       
      2.20          5.016308         33920            9621           10488            530             6989            7127            1445            8335            7329            615              55              56              11      
      2.30          5.016308         33993            9844           10265            532             6484            6595            1341            8332            7807            667             340             333              61      
      2.40          5.016308         34051            9697           10386            532             6579            6622            1361            8443            7687            648             281             305              60      
      2.50          5.016308         34096            9474           10359            526             6123            6197            1270            9011            8076            727             392             368              78      
      2.60          5.016308         34176            9822           10262            533             6487            6522            1355            8372            7881            652             319             335              61      
      2.70          5.016308         34158           10129           10523            549             7017            7013            1452            7854            7464            600              0               0               0       
      2.80          5.016308         34274           10245           10762            559             7330            7343            1516            7425            6895            526              0               0               0       
      2.90          5.016308         34293            9908           10537            545             6580            6594            1367            8200            7561            628             312             308              61      
      3.00          5.016308         34389           10000           10799            555             7054            7092            1477            7876            7057            558              70              52              11      
      3.10          5.016308         34327            9744           10612            544             6615            6599            1369            8301            7481            616             340             308              72      
      3.20          5.016308         34403            8044            9692            475             5952            5961            1238           10504            8844            828             500             503              60      
      3.30          5.016308         34343            8232            9729            480             6496            6483            1360            9926            8473            690             346             315              71      
      3.40          5.016308         34453            8245           10402            498             6406            6315            1331           10031            7928            700             318             355              72      
      3.50          5.016308         34420            8314           10334            498             6093            5966            1279           10122            8210            732             471             490              92      
      3.60          5.016308         34588            9257           10276            522             6480            6339            1353            9197            8326            712              66              59              14      
      3.70          5.016308         34593            9848           10451            542             6516            6417            1373            8398            7896            638             238             236              48      
      3.80          5.016308         34611            9965           10711            553             6599            6530            1396            8436            7759            652              0               0               0       
      3.90          5.016308         34654            9369           10521            531             6398            6312            1355            8950            7853            654             283             314              61      
      4.00          5.016308         34668           10050           10984            562             6891            6817            1461            7992            7136            566              67              63              12      
      4.10          5.016308         34654            9804           10586            545             6017            6017            1272            8897            8068            717             282             329              67      
      4.20          5.016308         34692            9946           10378            543             6400            6340            1360            8519            8128            670             135             154              28      
      4.30          5.016308         34597            9857           10335            540             6542            6486            1378            8417            8005            643             184             174              40      
      4.40          5.016308         34728            9544           10644            542             6269            6216            1329            8677            7611            624             510             529             106      
      4.50          5.016308         34841           10373           10974            574             6629            6617            1410            7939            7345            604              59              64              13      
      4.60          5.016308         34849            9934            9517            522             6196            6150            1335            8482            8370            668             388             963              76      
      4.70          5.016308         34973            9467            8924            493             5645            5810            1225            9426            9121            782             462             1145            101      
      4.80          5.016308         34876            9701            9459            513             5985            6058            1298            8697            8518            673             617             965             117      
      4.90          5.016308         34854            9915            9995            533             6398            6425            1372            8428            8297            634             259             283              62      
      5.00          5.016308         34868           10290            9859            540             6152            6301            1341            8227            8540            654             331             300              66      
      5.10          5.016308         35032           10692           10675            573             6800            6820            1439            7364            7354            556             144             151              33      
      5.20          5.016308         35125           10127            9767            532             6465            6263            1333            8159            8762            682             249             208              54      
      5.30          5.016308         35070           10038            8896            506             5711            5743            1232            8939           10027            793             312             334              70      
      5.40          5.016308         35073            9887            9360            514             5427            5455            1184            9098            9609            779             588             576             124      
      5.50          5.016308         35231            9598            9652            515             5457            5486            1202            9326            9260            750             619             602             134      
      5.60          5.016308         35229            9137            9675            503             5564            5590            1220            9943            9385            802             356             350              76      
      5.70          5.016308         35230            9480            9901            518             5818            5757            1268            9309            8954            731             393             388              84      
      5.80          5.016308         35360            9928           10142            537             5901            5947            1290            9090            8828            758              81              83              16      
      5.90          5.016308         35289            9515            9656            513             6241            6312            1382            8759            8916            674             485             116              32      
      6.00          5.016308         35023            9018            9649            498             6158            6181            1349            9600            8928            703             224             242              51      
      6.10          5.016308         34959            9565            9223            502             6113            6107            1335            9140            9132            720             182             538              44      
      6.20          5.016308         35031            9864            9960            529             6089            6132            1327            8935            8791            721             112             117              24      
      6.30          5.016308         34951           10045            9958            533             6310            6349            1377            8512            8536            658             133             157              33      
      6.40          5.016308         35050           10091            9844            531             6209            6212            1358            8379            8613            646             321             331              66      
      6.50          5.016308         34968           10415            9436            529             6019            6147            1321            8358            9250            709             208             167              42      
      6.60          5.016308         35130           10618           10203            555             6375            6464            1402            7859            8186            613             148             147              31      
      6.70          5.016308         35181           10297            9963            541             5809            5914            1286            8662            8923            726             232             200              48      
      6.80          5.016308         35295           10708           10351            563             6410            6539            1421            7882            8110            617              0               0               0       
      6.90          5.016308         35340           10321            9499            530             6106            6222            1357            8521            9215            702              52              64              12      
      7.00          5.016308         35350           10637           10312            561             6300            6455            1400            8063            8233            640              0               0               0       
      7.10          5.016308         35362           10327            9880            540             6180            6317            1377            8493            8803            684              0               0               0       
      7.20          5.016308         35374           10705            9976            553             5921            6013            1317            8175            8798            684             199             213              47      
      7.30          5.016308         35381           10776           10026            557             5916            6045            1325            8205            8810            696             103             119              23      
      7.40          5.016308         35360           10084            9909            536             5439            5447            1208            8642            9215            761             835             429              96      
      7.50          5.016308         35516           10721           10611            572             6032            6103            1337            7892            7944            619             355             342              73      
      7.60          5.016308         35425           10494           10411            562             5715            5822            1277            8156            8138            626             635             629             136      
      7.70          5.016308         35479           10419           10224            555             5954            6054            1336            8421            8482            665             206             240              45      
      7.80          5.016308         35449            9990           10515            551             5581            5766            1261            9094            8410            719             335             309              70      
      7.90          5.016308         35479           10111           10472            553             6209            6355            1398            8510            8017            617             170             156              33      
      8.00          5.016308         35397           10369           10486            559             5876            6013            1325            8406            8150            644             349             351              73      
      8.10          5.016308         35337           10787           10230            563             6301            6468            1412            7756            8140            594             156             162              32      
      8.20          5.016308         35343           11026           10550            577             6361            6534            1425            7559            7856            587              54              60              12      
      8.30          5.016308         35399           10829           10303            565             5896            6073            1330            7982            8337            640             293             287              66      
      8.40          5.016308         35473           10777           10668            574             6041            6216            1364            8132            8063            650              50              53              13      
      8.50          5.016308         35572           10526           10749            571             6069            6231            1377            8304            7928            632             101              92              21      
      8.60          5.016308         35652           10663           10972            581             6288            6435            1429            8049            7593            591              0               0               0       
      8.70          5.016308         35750           10793           10930            584             5625            5772            1284            8329            8059            674             253             239              59      
      8.80          5.016308         35828           10769           10561            575             5816            5883            1330            8345            8493            681              70              63              15      
      8.90          5.016308         35839           10663           10735            577             5719            5812            1307            8618            8453            717              0               0               0       
      9.00          5.016308         35982           10918           10937            591             5669            5782            1303            8215            8060            664             198             221              43      
      9.10          5.016308         36063           10132           10912            570             5816            6011            1345            8978            8015            669              74              62              17      
      9.20          5.016308         36091            9879           10323            546             5349            5441            1235            9648            9093            793             124             143              27      
      9.30          5.016308         36184           10260           10324            557             5727            5854            1323            8839            8600            673             174             222              48      
      9.40          5.016308         36156           10203           10658            565             5796            5885            1331            9001            8457            705              0               0               0       
      9.50          5.016308         36146           10338           10446            562             5869            6028            1347            8793            8526            692              0               0               0       
      9.60          5.016308         36083           10076            9336            527             5289            5397            1209            9492            9691            820             143             576              45      
      9.70          5.016308         36069           10159           10646            565             5445            5602            1253            8854            7785            652             542             967             131      
      9.80          5.016308         36041           10522            9660            549             5542            5716            1286            8638            7928            662             298             1696            104      
      9.90          5.016308         35982           10098            9763            542             4970            5115            1154            9185            9363            747             747             759             158      
     10.00          5.016308         35943           10398           11001            586             5717            5860            1313            8570            7851            634             315             288              68      
     10.10          5.016308         35945            9809           10544            558             5793            5879            1329            9218            8421            675             180             156              39      
     10.20          5.016308         36019            9653           10455            551             6021            6064            1369            9326            8481            681              0               0               0       
     10.30          5.016308         35985           10507           10922            587             6135            6158            1394            8358            7920            620              0               0               0       
     10.40          5.016308         36156           10490           10913            586             5856            5918            1330            8581            8114            671              73              55              14      
     10.50          5.016308         36029            9783           10972            568             5523            5479            1245            9525            8361            747             169             188              41      
     10.60          5.016308         36059           10040           10811            570             5786            5807            1309            9174            8382            722              0               0               0       
     10.70          5.016308         35932           10344           11043            584             6054            6077            1373            8602            7880            644              0               0               0       
     10.80          5.016308         35962           10375           10653            573             6118            6168            1395            8507            8179            633              0               0               0       
     10.90          5.016308         36064           10580           10604            577             5838            5918            1340            8582            8478            684              0               0               0       
     11.00          5.016308         36042           10827           11071            596             6076            6071            1385            8097            7858            620              0               0               0       
     11.10          5.016308         36163           11210           11273            613             5950            5963            1356            7764            7683            616              76              81              16      
     11.20          5.016308         36181           11197           11643            624             5856            5880            1337            7895            7426            627              52              51              13      
     11.30          5.016308         36314           10308            9885            551             5128            5157            1176            8853            8456            758             711             1502            116      
     11.40          5.016308         36311           10448            9863            555             5684            6038            1327            8868            8344            698              0              755              21      
     11.50          5.016308         36322           11080           11402            617             6135            6237            1418            7785            7361            566              0               0               0       
     11.60          5.016308         36212           10451            9896            557             5766            5890            1338            8594            9018            666             189             196              40      
     11.70          5.016308         36181            9096            8412            477             5090            5243            1192           10331           10872            825             483             473             107      
     11.80          5.016308         36150            9990            8903            516             5610            5771            1301            8919           10184            743             481             142              41      
     11.90          5.016308         36183           10683           10230            572             5722            5901            1337            8323            8625            639             272             244              53      
     12.00          5.016308         36195            9866            8718            505             5746            5932            1340            9388           10350            756              0               0               0       
     12.10          5.016308         36273           10145            9363            531             5172            5588            1230            8741            9091            717             942             958             123      
