      tauB          sizeBin        clust_size       Na_bulk         Nb_bulk        NBin_bulk         Na_gas          Nb_gas         NBin_gas         Na_int          Nb_int         NBin_int         Na_bub          Nb_bub         NBin_bub   
      0.00          5.016308         41510            7254            7154            349             3806            3978            1427           13940           13868            825              0               0               0       
      0.10          5.016308         41668            7421            7208            284             4068            3826            1605           13511           13966            712              0               0               0       
      0.20          5.016308         42238            7568            7262            275             3909            3312            1596           13523           14426            730              0               0               0       
      0.30          5.016308         42560            7708            7622            290             3751            2975            1576           13541           14403            735              0               0               0       
      0.40          5.016308         42787            8616            8157            325             3706            2843            1573           12678           14000            703              0               0               0       
      0.50          5.016308         42828            9055            8672            352             3612            2795            1536           12333           13533            713              0               0               0       
      0.60          5.016308         42825            9706            9622            393             3563            2832            1526           11731           12546            682              0               0               0       
      0.70          5.016308         42852           11128           10732            454             3559            2832            1511           10313           11436            636              0               0               0       
      0.80          5.016308         42665           12202           11765            506             3598            2958            1516            9200           10277            579              0               0               0       
      0.90          5.016308         42599           12412           11784            518             3519            3030            1484            9069           10186            599              0               0               0       
      1.00          5.016308         42434           13390           11917            548             3488            3119            1476            8122            9964            577              0               0               0       
      1.10          5.016308         42196           13992           11726            560             3562            3332            1499            7446            9942            542              0               0               0       
      1.20          5.016308         42004           14205           11423            561             3654            3600            1509            7141            9977            531              0               0               0       
      1.30          5.016308         41737           14113           11044            552             3660            3781            1505            7227           10175            544              0               0               0       
      1.40          5.016308         41599           14152           11225            559             3669            3883            1496            7179            9892            546              0               0               0       
      1.50          5.016308         41364           14033           10850            550             3621            4004            1479            7290           10071            550              56              75              22      
      1.60          5.016308         41026           13980           10271            537             3549            4068            1433            7471           10661            631              0               0               0       
      1.70          5.016308         40868           14169            9846            531             3700            4296            1488            7131           10858            582              0               0               0       
      1.80          5.016308         40685           15017            9677            545             3875            4633            1535            6108           10690            521              0               0               0       
      1.90          5.016308         40435           14504            9119            519             3917            4814            1528            6579           11067            554              0               0               0       
      2.00          5.016308         39969           14201            7556            474             3777            4900            1479            7022           12544            648              0               0               0       
      2.10          5.016308         39719           14846            7841            492             4041            5454            1564            6113           11705            545              0               0               0       
      2.20          5.016308         39490           14929            7475            483             3993            5538            1542            6078           11987            576              0               0               0       
      2.30          5.016308         39514           15544            7947            507             3988            5628            1565            5468           11425            529              0               0               0       
      2.40          5.016308         39698           14999            7253            480             3908            5357            1533            6093           12390            588              0               0               0       
      2.50          5.016308         39626           14975            7123            475             3874            5313            1525            6151           12564            601              0               0               0       
      2.60          5.016308         39720           15138            7211            480             3950            5427            1560            5912           12362            561              0               0               0       
      2.70          5.016308         39810           14820            7228            473             3894            5316            1535            6286           12456            593              0               0               0       
      2.80          5.016308         39920           15106            7572            486             3830            5205            1540            6064           12223            575              0               0               0       
      2.90          5.016308         39974           15253            7284            483             3808            5151            1523            5939           12565            595              0               0               0       
      3.00          5.016308         39986           15494            7483            493             3833            5118            1526            5673           12399            582              0               0               0       
      3.10          5.016308         40049           15960            7545            503             3871            5152            1558            5169           12303            540              0               0               0       
      3.20          5.016308         40152           15642            7032            486             3791            5057            1536            5567           12911            579              0               0               0       
      3.30          5.016308         40181           15937            7154            497             3805            5019            1537            5258           12827            567              0               0               0       
      3.40          5.016308         40009           16102            7163            501             3851            5213            1555            5047           12624            545              0               0               0       
      3.50          5.016308         40073           15670            6563            478             3823            5215            1550            5507           13222            573              0               0               0       
      3.60          5.016308         39910           15917            6727            486             3814            5345            1551            5269           12928            564              0               0               0       
      3.70          5.016308         39990           15927            6676            486             3722            5040            1512            5351           13284            603              0               0               0       
      3.80          5.016308         40050           16249            6489            488             3711            4940            1512            5040           13571            601              0               0               0       
      3.90          5.016308         40164           16202            6238            481             3586            4925            1496            5212           13837            624              0               0               0       
      4.00          5.016308         40159           16254            6284            482             3636            4983            1506            5110           13733            613              0               0               0       
