      tauB          sizeBin        clust_size       Na_bulk         Nb_bulk        NBin_bulk         Na_gas          Nb_gas         NBin_gas         Na_int          Nb_int         NBin_int         Na_bub          Nb_bub         NBin_bub   
      0.00          5.016308         16910            183             461              18            16245           16201            2029            8572            8338            554              0               0               0       
      0.10          5.016308         16792            1045            962              47            16173           16219            2078            7782            7819            476              0               0               0       
      0.20          5.016308         16980            1261            1049             51            16112           16072            2083            7627            7879            467              0               0               0       
      0.30          5.016308         17342            1299            1186             55            15692           15625            2033            8009            8189            513              0               0               0       
      0.40          5.016308         17644            1402            1375             63            15538           15396            2019            8060            8229            519              0               0               0       
      0.50          5.016308         17995            1606            1402             70            15244           15060            1978            8150            8538            553              0               0               0       
      0.60          5.016308         18310            1385            1696             73            14834           14600            1924            8688            8588            592              93             116              12      
      0.70          5.016308         18544            3001            2072            124            14721           14509            1919            7183            8328            547              95              91              11      
      0.80          5.016308         18871            3474            2388            146            14123           13915            1845            7292            8589            599             111             108              11      
      0.90          5.016308         19206            3610            2978            166            13993           13766            1828            7144            8003            574             253             253              33      
      1.00          5.016308         19411            3869            3808            196            13689           13441            1795            7140            7419            574             302             332              36      
      1.10          5.016308         19627            4514            4166            225            14510           14242            1904            5976            6592            472              0               0               0       
      1.20          5.016308         19573            4341            3931            216            13345           13128            1752            6532            7137            526             782             804             107      
      1.30          5.016308         19871            4719            4216            236            12787           12404            1677            6320            7166            541             1174            1214            147      
      1.40          5.016308         19962            4974            4278            247            12061           11828            1577            6750            7738            623             1215            1156            154      
      1.50          5.016308         19995            4466            3578            216            11806           11586            1559            7189            8355            636             1539            1481            190      
      1.60          5.016308         19995            5356            4226            259            13894           13636            1835            5490            6909            479             260             229              28      
      1.70          5.016308         20302            5363            3907            252            12251           11980            1611            6188            7905            582             1198            1208            156      
      1.80          5.016308         20395            4338            3713            219            12814           12519            1693            6971            7890            579             877             878             110      
      1.90          5.016308         20293            5212            3704            244            13323           13006            1752            5942            7745            534             523             545              71      
      2.00          5.016308         20239            4651            2238            189            12512           12132            1643            7326           10086            699             511             544              70      
      2.10          5.016308         20299            4118            2529            183            11696           11369            1545            7380            9286            636             1806            1816            237      
      2.20          5.016308         20707            4000            1232            143            10722           10339            1404            9805           12967            994             473             462              60      
      2.30          5.016308         20687            4943            3253            225            11727           11328            1556            6646            8711            605             1684            1708            215      
      2.40          5.016308         20823            4907            3281            225            12749           12446            1690            6645            8644            601             699             629              85      
      2.50          5.016308         20714            5128            3102            226            11974           11652            1576            7006            9382            682             892             864             117      
      2.60          5.016308         20706            4459            3279            213            11843           11594            1578            7777            9244            702             921             883             108      
      2.70          5.016308         20649            4784            3256            221            12937           12884            1736            6529            8161            555             750             699              89      
      2.80          5.016308         20651            3508            1676            143            10720           10675            1444            9360           11313            840             1412            1336            174      
      2.90          5.016308         20598            5379            3228            237            12790           12767            1720            6194            8413            566             637             592              78      
      3.00          5.016308         20511            5666            2795            233            13423           13402            1792            5689            8578            548             222             225              28      
      3.10          5.016308         20571            4990            2531            207            12079           11841            1617            6581            9221            605             1350            1407            172      
      3.20          5.016308         20761            4985            2961            219            11723           11509            1572            6814            8954            622             1478            1576            188      
      3.30          5.016308         20902            5140            2720            217            11507           11485            1554            6932            9300            652             1421            1495            178      
      3.40          5.016308         20936            4115            2518            183            10503           10485            1413            9597           11267            909             785             730              96      
      3.50          5.016308         20738            2787            1418            115             9408            9473            1258           11015           12282            991             1790            1827            237      
      3.60          5.016308         20624            4413            2159            183            10411           10635            1392            9492           11496            938             684             710              88      
      3.70          5.016308         20948            4099            1589            157            11186           11714            1519            7628            9693            664             2087            2004            261      
      3.80          5.016308         20844            4832            1173            165            10037           10175            1363            7799           11343            783             2332            2309            290      
      3.90          5.016308         21053            3973            1635            156            10231           10299            1389            9441           11761            893             1355            1305            163      
      4.00          5.016308         21333            4240            731             136            11854           12595            1613            8140           10864            750             766             810             102      
      4.10          5.016308         21186            4194            850             139            11136           11279            1502            7994           11216            754             1676            1655            206      
      4.20          5.016308         21239            4442            1888            175            12024           12775            1648            6801            8639            569             1733            1698            209      
      4.30          5.016308         21264            3599            370             108            11769           11755            1601            8128           11260            708             1504            1615            184      
      4.40          5.016308         21211            4091            610             128            10459           10698            1420            8417           11598            790             2033            2094            263      
      4.50          5.016308         21264            2872            567              93             9676           10096            1313           11277           13138            1042            1175            1199            153      
      4.60          5.016308         21107            4073            595             127             9973           10550            1374            9041           11894            868             1913            1961            232      
      4.70          5.016308         20880            4982            590             152            12268           12914            1663            6374           10051            610             1376            1445            176      
      4.80          5.016308         21398            4947            655             153            11745           12780            1599            7031           10244            679             1277            1321            170      
      4.90          5.016308         20913            5297            844             168            12224           13440            1677            6142            9388            588             1337            1328            168      
      5.00          5.016308         21002            5571            941             178            11132           12073            1544            5922            9507            582             2375            2479            297      
      5.10          5.016308         21285            5024            944             164            12557           13626            1727            6116            8828            544             1303            1602            166      
