        tauB               sizeBin             clust_size          interface_id       press_align_bub1     press_align_bub2     press_align_bub3     press_align_bub4     press_align_bub5  
        0.00               5.016308              41129                  1               10196.634914           0.000000             0.000000             0.000000             0.000000      
        0.10               5.016308              41204                  1               2493.225192            0.000000             0.000000             0.000000             0.000000      
        0.20               5.016308              41382                  1               1827.874285           32.097603             0.000000             0.000000             0.000000      
        0.30               5.016308              41585                  1               1264.950426            0.000000             0.000000             0.000000             0.000000      
        0.40               5.016308              41631                  1               -1641.477960           0.000000             0.000000             0.000000             0.000000      
        0.50               5.016308              41833                  2                946.055654            0.000000             0.000000             0.000000             0.000000      
        0.60               5.016308              41804                  1                870.599303            0.000000             0.000000             0.000000             0.000000      
        0.70               5.016308              41683                  1                57.255222             0.000000             0.000000             0.000000             0.000000      
        0.80               5.016308              41442                  1                211.563544            0.000000             0.000000             0.000000             0.000000      
        0.90               5.016308              41984                  1               2405.190310            0.000000             0.000000             0.000000             0.000000      
        1.00               5.016308              41854                  1               1457.175485            0.000000             0.000000             0.000000             0.000000      
        1.10               5.016308              41908                  1               -4297.658991           0.000000             0.000000             0.000000             0.000000      
        1.20               5.016308              41524                  1               -3513.532675           0.000000             0.000000             0.000000             0.000000      
        1.30               5.016308              40941                  1               -1052.226518           0.000000             0.000000             0.000000             0.000000      
        1.40               5.016308              41020                  1               2483.051372            0.000000             0.000000             0.000000             0.000000      
        1.50               5.016308              31369                  1               3996.070997            0.000000             0.000000             0.000000             0.000000      
        1.60               5.016308              36078                  1               -549.005151           973.602167            0.000000             0.000000             0.000000      
        1.70               5.016308              34339                  1               2370.446906           68.368066             0.000000             0.000000             0.000000      
        1.80               5.016308              33861                  2               2616.661674           671.542865            0.000000             0.000000             0.000000      
        1.90               5.016308              34838                  2               4304.198904            0.000000             0.000000             0.000000             0.000000      
        2.00               5.016308              35575                  1               2427.471651          5247.830473            0.000000             0.000000             0.000000      
        2.10               5.016308              35777                  1               2758.308606          1775.352646            0.000000             0.000000             0.000000      
        2.20               5.016308              36459                  1               3088.957792          3491.432364            0.000000             0.000000             0.000000      
        2.30               5.016308              36966                  2               2969.995918          3960.245247            0.000000             0.000000             0.000000      
        2.40               5.016308              37630                  1               7762.536621          3089.982629            0.000000             0.000000             0.000000      
        2.50               5.016308              38202                  1               3182.818536          3282.597035           22.091843             0.000000             0.000000      
        2.60               5.016308              38523                  3               3332.043220          1977.526249            0.000000             0.000000             0.000000      
