    Timestep        gasArea         gasSigXX        gasSigXY        gasSigYX        gasSigYY        gasTrace        bulkArea       bulkSigXX       bulkSigXY       bulkSigYX       bulkSigYY       bulkTrace         Length          NDense    
     0.000         38188.512        6295.315        -217.812        -217.812        5343.025        5601.358       24928.083      47511443.495      5400.869        5400.869      47508877.223    47515561.228       513.9           43238     
     0.100         44071.875       168847.145       3585.675        3585.675       175470.385      175744.440      19185.707     282386782.610    -770568.285     -770568.285    283996418.006   282421032.022       484.6           43550     
     0.200         43648.913       133461.774       1267.400        1267.400       137968.817      136982.696      19545.161     278831057.596    -925805.397     -925805.397    281446572.368   279213009.585       511.7           44147     
     0.300         42764.884       119727.695       240.448         240.448        111724.685      115966.639      20313.606     234820892.528    -775434.247     -775434.247    239866388.263   236568206.148       552.2           44658     
     0.400         42079.000       110904.549       -647.954        -647.954       105902.222      107755.431      20965.196     199210084.173    -1162446.152    -1162446.152   203863534.763   200374363.316       563.5           44944     
     0.500         41484.567       112584.805       2648.307        2648.307       101638.088      109759.754      21516.443     170443196.519    -1112901.621    -1112901.621   174397662.770   171307528.023       550.0           45089     
     0.600         40963.803       97533.375        2887.644        2887.644       107411.403      105360.033      22015.615     148438789.251     -16500.470      -16500.470    151327695.321   149866741.816       568.0           45178     
     0.700         40554.812       102258.573       2053.205        2053.205       104364.877      105364.930      22317.912     131709548.646    -128941.273     -128941.273    135421441.751   133436553.925       599.6           45084     
     0.800         40244.894       99782.346        1485.142        1485.142       108331.977      105542.303      22596.076     118169287.664    1166869.753     1166869.753    123195616.621   121849321.895       609.7           45027     
     0.900         39976.891       103593.644       3510.366        3510.366       99223.951       104919.164      22875.510     109142744.105    2190028.417     2190028.417    112744065.800   113133433.369       592.8           44897     
     1.000         39968.000       128449.266       1898.627        1898.627       125160.165      128703.342      22838.676     102854197.056    1815062.191     1815062.191    106358680.935   106421501.186       608.6           44532     
     1.100         40108.988       142335.573      -1919.932       -1919.932       142401.957      140448.832      22799.301     100167140.820    1258513.928     1258513.928    101871352.192   102277760.435       584.9           44240     
     1.200         40124.230       153276.189      -4783.331       -4783.331       139182.762      141446.145      22748.495      98100758.124     728472.838      728472.838     98587100.140    99072401.970       584.9           44070     
     1.300         39945.138       150025.509      -3344.757       -3344.757       152041.802      147688.899      22800.571      95737656.695      7939.767        7939.767      96014940.291    95884238.260       643.5           44035     
     1.400         40088.665       155508.978       -328.742        -328.742       164718.070      159784.782      22744.684      95135002.263    -366401.080     -366401.080     95052027.180    94727113.642       604.1           43815     
     1.500         40011.186       164232.339      -4918.234       -4918.234       159935.634      157165.753      22688.797      95824961.914    -347755.978     -347755.978     93741871.203    94435660.580       621.0           43801     
     1.600         40260.136       170558.234      -2712.701       -2712.701       172423.418      168778.125      22629.100      97680942.475    -182223.341     -182223.341     95602621.202    96459558.498       580.4           43665     
     1.700         40251.245       180929.061      -1301.642       -1301.642       180124.834      179225.306      22518.597      97415069.111    -332632.089     -332632.089     96841483.709    96795644.321       616.5           43678     
     1.800         40298.241       169583.932      -1824.496       -1824.496       177724.323      171829.631      22530.028      98185934.130     214887.904      214887.904     98330200.894    98472955.416       609.7           43663     
     1.900         40451.930       171719.302       177.911         177.911        181705.710      176890.417      22436.036      97625410.803     -80344.946      -80344.946     99262127.933    98363424.422       580.4           43498     
     2.000         40392.232       170115.268      -4291.407       -4291.407       174021.470      167776.962      22406.823      98773287.743    -281866.086     -281866.086    100372080.602    99290818.086       623.2           43504     
     2.100         40519.248       185298.326       4424.985        4424.985       186829.962      190489.129      22319.182      98768475.737    -422874.479     -422874.479     99924496.608    98923611.694       597.3           43411     
     2.200         40392.232       201415.354      -3975.711       -3975.711       189982.498      191723.215      22396.662      97766334.418    -165417.534     -165417.534     99870853.964    98653176.657       623.2           43507     
     2.300         40413.825       185750.827      -1502.333       -1502.333       183983.066      183364.613      22394.121      97211660.219    -135535.131     -135535.131     98983035.112    97961812.535       604.1           43449     
     2.400         40416.365       195365.128       -924.430        -924.430       192026.142      192771.205      22432.226      96064049.024     207757.812      207757.812     99535862.595    98007713.621       591.7           43449     
     2.500         40476.063       195737.535       -924.210        -924.210       197328.777      195608.946      22378.879      95042805.244     90928.306       90928.306      97883660.192    96554161.024       600.7           43288     
     2.600         40457.010       193864.405      -4264.890       -4264.890       202618.069      193976.347      22335.694      94216667.714    -799325.512     -799325.512     95150199.626    93884108.158       612.0           43157     
     2.700         40573.865       210044.849      -1159.964       -1159.964       227019.050      217371.986      22155.332      92631477.532    -908470.480     -908470.480     94740397.452    92777467.013       630.0           42841     
     2.800         40709.771       220446.347      -6532.335       -6532.335       224690.193      216035.935      22133.739      94391137.931    -120026.213     -120026.213     95170363.609    94660724.558       592.8           42893     
     2.900         40563.704       193136.221       3003.033        3003.033       192385.430      195763.858      22216.299      95120100.215    -462987.695     -462987.695     94534307.298    94364216.062       613.1           43067     
     3.000         40528.139       197013.662       -310.252        -310.252       193839.855      195116.506      22282.348      95723487.192    -125570.269     -125570.269     94858978.551    95165662.602       616.5           43170     
     3.100         40535.760       211378.042      -2638.279       -2638.279       208124.685      207113.084      22359.827      95422723.686    -254972.842     -254972.842     96140119.003    95526448.502       580.4           43240     
     3.200         40504.006       183266.849       1549.923        1549.923       194702.235      190534.465      22422.065      97294500.916    -1575528.700    -1575528.700    97826539.276    95984991.396       561.3           43396     
     3.300         40256.326       180840.038       4253.512        4253.512       176096.265      182721.664      22589.725      96824500.089    -840889.037     -840889.037     96400998.284    95771860.150       591.7           43636     
     3.400         40342.696       176498.413       5495.519        5495.519       175104.311      181296.881      22552.891      95587889.948    -762627.763     -762627.763     95057643.841    94560139.131       584.9           43447     
     3.500         40305.862       178048.188       2157.714        2157.714       187421.046      184892.331      22544.000      96502554.642    -1280963.676    -1280963.676    94816828.122    94378727.706       605.2           43587     
     3.600         40243.624       179241.288       2147.236        2147.236       176316.110      179925.935      22630.370      93459068.420    -742731.449     -742731.449     93128885.611    92551245.566       601.8           43558     
     3.700         40204.249       176455.723       1105.306        1105.306       180959.240      179812.787      22607.508      94254628.559    -938529.315     -938529.315     92278413.895    92327991.912       614.2           43518     
     3.800         40162.334       172585.459       6915.145        6915.145       172788.145      179601.947      22620.209      94621083.849    -1255170.052    -1255170.052    92883693.398    92497218.572       613.1           43550     
     3.900         40291.890       188157.771       1955.875        1955.875       184484.495      188277.008      22513.516      93751199.920    -478404.052     -478404.052     92287992.180    92541191.998       613.1           43384     
     4.000         40399.853       201776.419      -4006.028       -4006.028       210088.904      201926.634      22470.331      93561870.987    -355760.166     -355760.166     93732695.647    93291523.151       591.7           43309     
     4.100         40290.620       197798.801       5727.912        5727.912       191517.215      200385.921      22531.298      92598076.886    -253286.974     -253286.974     93449011.046    92770256.992       599.6           43372     
