    Timestep        gasArea         gasSigXX        gasSigXY        gasSigYX        gasSigYY        gasTrace        bulkArea       bulkSigXX       bulkSigXY       bulkSigYX       bulkSigYY       bulkTrace         Length          NDense    
     0.000         39362.136       21172.492        594.930         594.930        21303.824       21833.088       23710.003      26402289.265      2665.982        2665.982      26392647.602    26400134.416       537.6           38535     
     0.100         45175.640       540321.495      -3044.421       -3044.421       539565.289      536898.971      18093.373     177807808.971    -293617.943     -293617.943    174473697.769   175847135.427       495.9           39072     
     0.200         45020.681       423178.943      -7105.670       -7105.670       428503.629      418735.616      18156.881     211950070.592    -269353.006     -269353.006    211292650.458   211352007.519       517.3           40117     
     0.300         44173.487       331748.570       6214.266        6214.266       332725.030      338451.066      19019.317     194039689.027    -675026.742     -675026.742    196993881.400   194841758.471       513.9           41225     
     0.400         43232.301       251021.361       415.671         415.671        229455.041      240653.872      19792.842     175326573.420    -295937.100     -295937.100    178089886.222   176412292.721       555.6           42180     
     0.500         42554.038       226320.065       -107.601        -107.601       204204.497      215154.680      20448.242     157293455.400    -639849.099     -639849.099    158944294.593   157479025.897       571.4           42780     
     0.600         41906.258       195707.648       875.228         875.228        193479.606      195468.856      21084.590     142465092.847    -1526494.091    -1526494.091   143316895.760   141364500.212       569.1           43316     
     0.700         41436.301       172817.229      -1317.566       -1317.566       170365.172      170273.635      21529.145     131482815.726    -1692221.213    -1692221.213   133245056.158   130671714.729       561.3           43708     
     0.800         40991.746       154640.163       5392.080        5392.080       156547.643      160985.983      22018.155     121971424.736    -292615.717     -292615.717    122870988.706   122128591.003       551.1           44063     
     0.900         40699.610       148250.297       1407.222        1407.222       141461.080      146262.911      22262.025     114981979.452    -854946.523     -854946.523    115473633.651   114372860.029       566.9           44189     
     1.000         40365.559       131683.057       1049.975        1049.975       131352.666      132567.837      22509.705     110295544.155    -517335.148     -517335.148    108945921.811   109103397.835       586.0           44315     
     1.100         40239.814       134913.143       415.861         415.861        148371.025      142057.945      22701.499     104601400.815    -1088425.886    -1088425.886   103490363.366   102957456.204       562.4           44220     
     1.200         40224.572       154100.075       4845.053        4845.053       150771.893      157281.036      22648.152     101035219.137    -1867289.328    -1867289.328    99206946.324    98253793.402       595.1           43976     
     1.300         40163.604       170859.239       3059.490        3059.490       159144.343      168061.281      22631.640      99609635.440    -1306966.906    -1306966.906    98240871.341    97618286.485       615.3           43923     
     1.400         40389.692       173285.757       4623.742        4623.742       179036.559      180784.900      22399.202      99680691.319    -593139.486     -593139.486     98446767.997    98470590.172       605.2           43525     
     1.500         40684.368       194120.100      -1189.979       -1189.979       195753.699      193746.921      22235.352      99272012.901    -919658.599     -919658.599     98171218.197    97801956.950       574.8           43224     
     1.600         40652.614       200087.315      -2622.083       -2622.083       195011.111      194927.130      22218.840      98914825.978     -34472.477      -34472.477     98413511.705    98629696.364       590.6           43226     
     1.700         40660.235       175786.759       3384.044        3384.044       189493.976      186024.412      22195.977     100830878.885     40003.859       40003.859      99465646.997   100188266.800       600.7           43386     
     1.800         40492.575       182989.572      -4926.897       -4926.897       176778.490      174957.134      22359.827     100738085.935    -174506.680     -174506.680     99803616.276   100096344.426       586.0           43581     
     1.900         40523.059       181186.947       5269.498        5269.498       183879.139      187802.541      22347.126     100600586.776    -434613.554     -434613.554    100776463.148   100253911.408       579.3           43575     
     2.000         40525.599       173946.008       6569.365        6569.365       176407.440      181746.089      22338.234     100618986.442    -397508.977     -397508.977    100454712.264   100139340.376       607.5           43642     
     2.100         40417.636       168273.281       3695.730        3695.730       174861.979      175263.360      22429.686     100031795.931     314874.337      314874.337     99728069.259   100194806.932       597.3           43731     
     2.200         40392.232       177036.127       3400.728        3400.728       164025.500      173931.542      22497.004      99243386.849     535971.292      535971.292     99154672.519    99735000.976       583.8           43736     
     2.300         40272.838       155315.650      -2120.447       -2120.447       150734.599      150904.678      22544.000      97267854.538     641097.005      641097.005     98798006.246    98674027.396       616.5           43848     
     2.400         40140.742       157152.721      -4351.359       -4351.359       165379.540      156914.771      22683.717      96181566.329     233017.810      233017.810     96859884.015    96753742.982       595.1           43885     
     2.500         40161.064       165395.768       -444.207        -444.207       169383.435      166945.394      22615.128      95834099.880    -138710.487     -138710.487     96842970.833    96199824.869       614.2           43837     
     2.600         40272.838       166379.618       5896.482        5896.482       171461.352      174816.968      22599.887      96131394.190     257534.081      257534.081     96907342.059    96776902.206       586.0           43710     
     2.700         40166.145       167071.881       4768.248        4768.248       161528.029      169068.203      22640.532      96104430.032     477936.794      477936.794     96957132.704    97008718.162       596.2           43766     
     2.800         40451.930       181851.686       1303.909        1303.909       186285.079      185372.291      22382.690      98210169.433     622727.430      622727.430     97970579.190    98713101.742       600.7           43521     
     2.900         40307.132       168199.238       -817.030        -817.030       168496.692      167530.935      22519.867      96963990.226     195868.828      195868.828     97607897.263    97481812.573       596.2           43655     
     3.000         40277.918       174867.272       560.161         560.161        187921.334      181954.464      22512.246      94918325.137    -463785.150     -463785.150     96408965.495    95199860.166       609.7           43595     
     3.100         40244.894       188767.357       2972.284        2972.284       182731.585      188721.755      22532.568      94395264.139    -1286408.543    -1286408.543    95238727.776    93530587.414       627.7           43557     
     3.200         40282.999       177045.156       2419.695        2419.695       180238.485      181061.516      22488.113      94936818.280    -2317753.050    -2317753.050    95488771.799    92895041.989       616.5           43502     
     3.300         40427.797       193812.463      -2617.075       -2617.075       201757.814      195168.063      22397.932      94947276.806    -2520998.174    -2520998.174    95062944.164    92484112.311       597.3           43293     
     3.400         40445.579       202732.518       3391.188        3391.188       188277.363      198896.128      22325.533      94304927.882    -1622371.506    -1622371.506    93426820.834    92243502.852       624.4           43215     
     3.500         40351.587       196242.913      -2018.383       -2018.383       194235.889      193221.018      22405.553      94666449.200    -1059179.070    -1059179.070    92354056.042    92451073.551       626.6           43263     
     3.600         40440.498       196605.028       -371.784        -371.784       197289.674      196575.567      22282.348      95940501.510    -939638.194     -939638.194     93603216.011    93832220.567       644.7           43199     
     3.700         40553.542       192680.541      -3813.612       -3813.612       199110.099      192081.708      22293.779      97477248.728    -704534.993     -704534.993     95269530.234    95668854.487       596.2           43302     
     3.800         40422.716       195386.221      -3644.372       -3644.372       187713.215      187905.347      22396.662      97698032.540    -315116.217     -315116.217     94548750.416    95808275.261       597.3           43402     
     3.900         40271.568       171087.980      -1179.632       -1179.632       186218.473      177473.594      22467.790      97308251.396     109853.986      109853.986     93973690.085    95750824.726       626.6           43488     
     4.000         40384.612       186002.789       1452.390        1452.390       182271.846      185589.707      22420.795      96411875.105     108889.797      108889.797     94919003.587    95774329.143       608.6           43364     
     4.100         40423.986       185342.384       4335.607        4335.607       190460.186      192236.892      22368.718      96051799.380     165712.438      165712.438     94760148.225    95571686.240       616.5           43297     
     4.200         40435.418       191708.017       3780.157        3780.157       189451.041      194359.686      22348.396      98248188.400    -295734.795     -295734.795     97040576.297    97348647.554       622.1           43372     
     4.300         40517.978       173787.857       -26.675         -26.675        183482.660      178608.583      22293.779     100142746.696     -43729.692      -43729.692     98262253.801    99158770.556       609.7           43369     
     4.400         40446.849       184754.402       -338.591        -338.591       193281.369      188679.294      22286.158     100536353.681     539107.507      539107.507     96947251.704    99280910.200       622.1           43374     
     4.500         40500.196       203956.694        97.569          97.569        199644.344      201898.088      22265.836      99419372.331     -49320.202      -49320.202     95909689.780    97615210.853       631.1           43299     
     4.600         40498.926       189434.889       2862.416        2862.416       187757.099      191458.410      22326.803      99680039.152     391895.919      391895.919     97228922.214    98846376.602       596.2           43357     
     4.700         40469.712       197232.706       1810.432        1810.432       200058.670      200456.120      22222.650      99440703.606     341802.515      341802.515     96921486.979    98522897.807       646.9           43278     
     4.800         40510.357       195694.512       1567.783        1567.783       198536.708      198683.393      22197.247      99715505.291     430901.330      430901.330     97516330.756    99046819.354       637.9           43235     
     4.900         40702.151       211542.593      -3871.128       -3871.128       209298.797      206549.568      22154.062     100233783.176     790770.137      790770.137     98027912.269    99921617.859       597.3           43113     
     5.000         40766.929       200413.423       2850.587        2850.587       198576.631      202345.614      22061.340     100978569.270     791466.212      791466.212     99319384.050   100940442.872       606.3           43102     
     5.100         40714.852       202789.787       1388.432        1388.432       200573.164      203069.907      22152.792     101282016.752     997415.506      997415.506     99666430.525   101471639.145       588.3           43224     
     5.200         40642.453       199309.905       1326.670        1326.670       198515.926      200239.586      22215.029     101524657.310     692878.623      692878.623     99627935.461   101269175.008       597.3           43267     
     5.300         40627.211       187454.981      -3107.995       -3107.995       185782.179      183510.584      22182.005     101395206.085     117778.987      117778.987     99374371.899   100502567.979       610.8           43303     
     5.400         40534.490       199454.187       564.232         564.232        207464.129      204023.390      22253.134      99805123.373     258876.345      258876.345     97521352.085    98922114.074       605.2           43274     
     5.500         40516.708       208492.384       4381.940        4381.940       204951.766      211104.015      22194.707      99387070.534     676241.288      676241.288     97502709.186    99121131.148       623.2           43209     
     5.600         40606.889       199028.602       8791.300        8791.300       196992.297      206801.749      22182.005     100298319.277     799680.357      799680.357     99453239.786   100675459.888       609.7           43239     
