    Timestep        gasArea         gasSigXX        gasSigXY        gasSigYX        gasSigYY        gasTrace        bulkArea       bulkSigXX       bulkSigXY       bulkSigYX       bulkSigYY       bulkTrace         Length          NDense    
     0.000         38869.315       15397.093        -52.470         -52.470        15530.273       15411.213       24235.848      30831214.479      7362.421        7362.421      30818264.913    30832102.118       526.3           39989     
     0.100         43473.631       316369.367      -6799.927       -6799.927       328251.886      315510.700      19762.358     129509582.887    -309320.364     -309320.364    129672683.432   129281812.796       491.4           40305     
     0.200         43622.239       265302.926       4835.647        4835.647       277277.206      276125.713      19532.460     157979534.726    -322374.513     -322374.513    157987350.202   157661067.951       515.0           40932     
     0.300         42916.033       235486.794      -5908.203       -5908.203       232349.246      228009.817      20168.808     144849892.802    -427133.270     -427133.270    146663332.228   145329479.245       538.7           41597     
     0.400         42180.612       206817.685       4270.474        4270.474       200577.943      207968.289      20848.341     128021720.166    -368721.449     -368721.449    130111621.703   128697949.485       561.3           42136     
     0.500         41517.591       176666.531      -6383.774       -6383.774       176977.710      170438.347      21505.012     113846676.968    -266137.202     -266137.202    115192103.680   114253253.122       538.7           42612     
     0.600         40951.101       165035.520       2143.848        2143.848       150428.927      159876.072      21995.292     102042421.693    -463181.023     -463181.023    102859892.957   101987976.302       575.9           42922     
     0.700         40448.119       168183.516       3618.695        3618.695       168488.801      171954.853      22420.795      91883165.058    -585799.051     -585799.051     92870370.636    91790968.796       590.6           43094     
     0.800         40034.048       140600.022       2483.924        2483.924       137613.815      141590.842      22864.079      84013779.763     -44416.027      -44416.027     85461029.012    84692988.361       575.9           43330     
     0.900         39622.518       142922.045       801.455         801.455        145033.627      144779.291      23270.529      78501146.395     209213.380      209213.380     79512637.913    79216105.534       599.6           43519     
     1.000         39376.108       141419.660       1070.581        1070.581       138328.073      140944.447      23453.431      73975288.703     565782.758      565782.758     75396669.210    75251761.714       589.4           43493     
     1.100         39214.798       135888.384      -1293.246       -1293.246       141272.630      137287.260      23548.693      70934467.250     346315.553      346315.553     72284638.227    71955868.292       623.2           43484     
     1.200         39128.427       147380.197      -3572.687       -3572.687       155963.153      148098.989      23612.201      68235940.388     249079.998      249079.998     69134412.083    68934256.234       626.6           43365     
     1.300         39056.028       162311.115       173.038         173.038        162467.656      162562.424      23643.955      66248822.267     200560.410      200560.410     66656519.142    66653231.115       634.5           43226     
