    Timestep        gasArea         gasSigXX        gasSigXY        gasSigYX        gasSigYY        gasTrace        bulkArea       bulkSigXX       bulkSigXY       bulkSigYX       bulkSigYY       bulkTrace         Length          NDense    
     0.000         38136.435        4016.167        -173.799        -173.799        4645.686        4157.128       24976.349      55477961.832     12727.799       12727.799      55465244.281    55484330.856       537.6           44189     
     0.100         44833.968       138786.873       3445.610        3445.610       131716.042      138697.068      18494.742     423146067.144    -503663.235     -503663.235    424727061.143   423432900.908       483.5           44558     
     0.200         43982.964       103330.539       1737.820        1737.820       104992.061      105899.119      19237.784     371646987.459    -1097314.500    -1097314.500   375534283.923   372493321.191       510.5           45250     
     0.300         43149.741       94734.594       -1764.047       -1764.047       94481.681       92844.090       19956.692     310251078.724    -591589.619     -591589.619    317681130.714   313374515.100       536.5           45676     
     0.400         42526.095       98014.445       -1788.895       -1788.895       92702.309       93569.482       20590.500     259992091.131    -320175.868     -320175.868    265030857.108   262191298.251       529.7           45848     
     0.500         42019.302       84571.055       -1366.623       -1366.623       89520.202       85679.006       21061.728     220847850.633     61027.303       61027.303     223346867.957   222158386.598       525.2           45771     
     0.600         41545.534       93735.498        1535.463        1535.463       94485.679       95646.052       21465.637     192411207.227     123428.756      123428.756    193241762.113   192949913.426       554.5           45738     
     0.700         41405.817       100643.848      -2286.634       -2286.634       98756.762       97413.671       21645.999     169320301.733    1381337.370     1381337.370    171013840.439   171548408.456       537.6           45407     
     0.800         41097.169       117506.730       483.215         483.215        123426.787      120949.973      21832.712     153199043.895    2681992.810     2681992.810    154576885.686   156569957.600       572.5           45199     
     0.900         40968.883       132160.573        98.890          98.890        124564.909      128461.631      21940.676     142865844.569    2005052.360     2005052.360    144570507.995   145723228.642       568.0           44932     
     1.000         41079.387       144442.011      -2777.687       -2777.687       149069.888      143978.263      21841.603     138475614.879    1369574.425     1369574.425    138820799.922   140017781.825       590.6           44545     
     1.100         41225.455       171463.945      -4104.961       -4104.961       168023.449      165638.736      21713.318     133862067.778     190594.453      190594.453    134700224.629   134471740.656       580.4           44195     
     1.200         41065.415       183132.404       -995.058        -995.058       181193.180      181167.734      21846.684     129263468.767    -616201.551     -616201.551    130214984.436   129123025.050       590.6           44227     
     1.300         41014.609       182976.973      -7798.406       -7798.406       190163.466      178771.813      21864.466     127343366.746    -1276789.458    -1276789.458   127759234.258   126274511.044       597.3           44171     
     1.400         41084.468       197141.129       4607.306        4607.306       194395.952      200375.846      21767.934     127777278.089    -1240246.222    -1240246.222   125980447.764   125638616.705       598.4           43962     
     1.500         41222.915       210350.454      -1179.541       -1179.541       215191.174      211591.273      21634.568     128185460.349    -950665.807     -950665.807    128108534.463   127196331.599       587.2           43733     
     1.600         41573.478       227994.555      -2193.519       -2193.519       227549.133      225578.325      21356.404     132221657.960    -526925.617     -526925.617    132645561.925   131906684.325       572.5           43504     
     1.700         41562.046       203808.899       9177.382        9177.382       210854.417      216509.039      21348.783     135363114.542     176546.558      176546.558    136366283.177   136041245.418       569.1           43598     
     1.800         41459.164       213764.874      12540.259       12540.259       207993.741      223419.567      21438.964     134521820.202     170772.119      170772.119    136031862.177   135447613.308       588.3           43700     
     1.900         41422.329       205918.696       1566.716        1566.716       202345.244      205698.686      21416.101     132397337.068    -710197.501     -710197.501    135184587.418   133080764.741       601.8           43655     
     2.000         41498.538       206815.834      -4483.501       -4483.501       212850.614      205349.723      21360.214     134978832.227    -1023142.118    -1023142.118   135818231.585   134375389.788       609.7           43556     
     2.100         41756.380       231067.878       770.908         770.908        248660.805      240635.249      21196.364     136639722.396     194102.992      194102.992    137232494.171   137130211.276       573.6           43318     
     2.200         41790.674       239604.028       8250.341        8250.341       233179.745      244642.228      21159.530     137559773.767    -599101.674     -599101.674    137396729.124   136879149.771       571.4           43225     
     2.300         41977.387       235495.552      -7439.676       -7439.676       244320.476      232468.338      21008.381     137677935.976     -88639.618      -88639.618    137471833.040   137486244.890       559.0           43100     
     2.400         41781.783       232324.335       -735.982        -735.982       221460.510      226156.440      21163.340     135697808.929    -206652.093     -206652.093    138550319.361   136917412.052       572.5           43355     
     2.500         41572.207       207845.645       5532.103        5532.103       207613.054      213261.453      21383.077     137991940.905    -129399.727     -129399.727    140004377.175   138868759.314       566.9           43781     
     2.600         41459.164       195433.705       2783.334        2783.334       186737.686      193869.030      21499.931     137481183.370     -89957.969      -89957.969    140120086.962   138710677.197       569.1           43993     
     2.700         41348.660       180142.392      -4044.532       -4044.532       176336.451      174194.889      21574.871     138611661.875     743174.366      743174.366    139776330.190   139937170.398       583.8           44163     
     2.800         41134.004       183593.202      -6252.628       -6252.628       159278.508      165183.227      21792.067     135208012.400     811170.869      811170.869    134747184.411   135788769.275       577.0           44389     
     2.900         41076.847       156598.519      -3391.597       -3391.597       165522.013      157668.669      21874.627     135000900.540    -364385.202     -364385.202    132584465.479   133428297.807       564.6           44460     
     3.000         40926.968       153743.405      -2097.822       -2097.822       158604.594      154076.178      22043.558     131124518.032     422431.919      422431.919    131022535.322   131495958.596       561.3           44556     
     3.100         40816.465       171337.854       930.040         930.040        162194.296      167696.115      22056.260     126808090.274    -610352.357     -610352.357    126754607.646   126170996.602       595.1           44387     
     3.200         40952.371       198225.296       1475.823        1475.823       180305.656      190741.299      21903.841     124961786.870    -924567.307     -924567.307    127133450.713   125123051.484       596.2           44128     
     3.300         41056.524       192022.123       1658.047        1658.047       196880.394      196109.305      21788.257     126096956.395    -1118120.638    -1118120.638   127226145.091   125543430.105       595.1           43939     
     3.400         41245.777       208058.158      -5902.008       -5902.008       197185.554      196719.848      21663.782     125025145.116    -1198638.710    -1198638.710   128760190.248   125694028.972       574.8           43730     
     3.500         41200.052       209081.065      -7620.805       -7620.805       210255.994      202047.725      21666.322     127019252.722    -1194016.893    -1194016.893   128922123.690   126776671.313       603.0           43718     
     3.600         41285.152       222281.828      -1515.950       -1515.950       226138.070      222693.999      21534.226     126554406.695    -1446907.168    -1446907.168   130030229.864   126845411.112       607.5           43555     
     3.700         41539.183       224089.612      -1485.174       -1485.174       220223.280      220671.272      21386.888     129514517.496    -2260964.498    -2260964.498   133311766.624   129152177.563       582.7           43422     
     3.800         41558.236       216823.556      -3917.952       -3917.952       214155.134      211571.393      21411.021     129398427.300    -2714787.203    -2714787.203   134855389.311   129412121.103       574.8           43589     
