    Timestep        gasArea         gasSigXX        gasSigXY        gasSigYX        gasSigYY        gasTrace        bulkArea       bulkSigXX       bulkSigXY       bulkSigYX       bulkSigYY       bulkTrace         Length          NDense    
     0.000         40232.193       28274.315        -200.138        -200.138       29158.589       28516.313       22899.643      21807260.615      2498.047        2498.047      21809279.404    21810768.056       503.8           36504     
     0.100         42795.368       421816.117        84.671          84.671        424126.470      423055.965      20368.222      53478876.277    -425329.170     -425329.170     52943060.011    52785638.974       515.0           36713     
     0.200         42879.198       383283.271       559.160         559.160        379763.842      382082.717      20162.457      62203330.192    -629168.398     -629168.398     61480378.879    61212686.138       564.6           37226     
     0.300         42581.982       340365.694      -2870.422       -2870.422       337516.323      336070.586      20380.924      63436404.023    -708841.702     -708841.702     62762915.739    62390818.179       574.8           37716     
     0.400         42127.266       325112.657       5773.574        5773.574       331729.334      334194.569      20803.886      60174594.524    -634144.976     -634144.976     60282190.803    59594247.688       598.4           38168     
     0.500         41586.179       313573.262       6894.919        6894.919       308643.872      318003.486      21314.489      55743981.665    -579002.802     -579002.802     55834510.812    55210243.437       598.4           38489     
     0.600         41102.250       292934.930      -1643.466       -1643.466       293846.215      291747.107      21781.906      51139331.360    -315799.934     -315799.934     51391665.364    50949698.428       614.2           38871     
     0.700         40481.143       260593.362      -5484.224       -5484.224       270815.223      260220.068      22292.509      47317375.576    -162952.166     -162952.166     47457050.072    47224260.658       627.7           39229     
     0.800         40069.613       266811.605      -3766.636       -3766.636       261453.066      260365.699      22726.902      44042071.713     162192.407      162192.407     44646767.928    44506612.227       615.3           39501     
     0.900         39687.296       240435.366      -3614.213       -3614.213       233850.169      233528.555      23006.337      42056326.661     408546.506      408546.506     42168538.482    42520979.077       652.5           39752     
     1.000         39402.781       233219.109      -3444.830       -3444.830       234522.658      230426.054      23384.843      40377097.961     200273.267      200273.267     40484396.652    40631020.573       625.5           39993     
     1.100         38998.871       228875.566       2237.289        2237.289       224942.503      229146.323      23679.519      38987203.201     -52198.959      -52198.959     38873171.362    38877988.323       652.5           40229     
     1.200         38758.812       218821.943      -2658.551       -2658.551       217058.914      215281.878      23931.010      37553209.298    -413364.373     -413364.373     37328887.558    37027684.055       631.1           40339     
     1.300         38680.062       219531.477       149.221         149.221        222206.342      221018.130      23974.195      36332067.201    -274104.985     -274104.985     36400114.716    36091985.973       652.5           40287     
     1.400         38464.136       216490.921       6901.802        6901.802       219007.842      224651.184      24197.743      35735889.028     -57016.273      -57016.273     35466225.910    35544041.196       646.9           40481     
