      tauB          sizeBin        clust_size       Na_bulk         Nb_bulk        NBin_bulk         Na_gas          Nb_gas         NBin_gas         Na_int          Nb_int         NBin_int         Na_bub          Nb_bub         NBin_bub   
      0.00          5.025009         71441           26473           26509            1390           13167           13041            3006           10360           10450            788              0               0               0       
      0.10          5.025009         72006           27248           27226            1426           12812           12531            2945            9870           10177            800              70              66              13      
      0.20          5.025009         72406           26094           26076            1361           12337           11625            2833           11481           12222            973              88              77              17      
      0.30          5.025009         72428           23141           23062            1200           12663           11530            2887           13059           14205            1023            1137            1203             74      
      0.40          5.025009         72022           18135           18265            929            12739           11375            2755           15603           16989            1151            3523            3371            349      
      0.50          5.025009         71899           10822           10917            543            10377            9166            2237           28065           29284            2236            736             633             168      
      0.60          5.025009         71238           12133           12056            599            12469           10883            2714           23582           25285            1626            1816            1776            245      
      0.70          5.025009         70970           10551           10599            517            12520           10632            2711           25617           27577            1672            1312            1192            284      
      0.80          5.025009         70696           10233           10209            502            13438           11114            2816           25425           27837            1658            904             840             208      
      0.90          5.025009         70239           10141           10123            496            10802            8914            2276           26035           28127            1807            3022            2836            605      
      1.00          5.025009         69867           10254           10058            493            12854           10428            2585           25474           28315            1783            1418            1199            323      
      1.10          5.025009         69928           12068           12198            586            14436           11690            2919           22550           25261            1444            946             851             235      
      1.20          5.025009         69895           13086           13092            634            15697           12503            3121           19919           23119            1293            1298            1286            136      
      1.30          5.025009         69862           11599           11466            557            15337           12036            3023           21963           25451            1397            1101            1047            207      
      1.40          5.025009         69551           12374           11979            590            14865           11688            2964           21971           25686            1457            790             647             173      
      1.50          5.025009         69577           10210           10308            488            13713           10691            2760           24726           27782            1624            1351            1219            312      
      1.60          5.025009         68891            9987            9921            474            14469           11166            2873           24260           27797            1566            1284            1116            271      
      1.70          5.025009         68827           11210           11216            535            14976           11524            2934           22789           26403            1491            1025            857             224      
      1.80          5.025009         68627           13215           13450            638            14886           11293            2841           19105           22995            1295            2794            2262            410      
      1.90          5.025009         68664           12094           12315            581            15153           11485            2870           19144           22909            1327            3609            3291            406      
      2.00          5.025009         68055           13214           13544            639            13767           10288            2555           19409           22937            1480            3610            3231            510      
      2.10          5.025009         68546           15052           15162            724            17516           12916            3177           15821           20417            1082            1611            1505            201      
      2.20          5.025009         68083           13215           13291            631            14205           10605            2672           19456           23416            1426            3124            2688            455      
      2.30          5.025009         67474           14878           15167            716            17101           12541            3087           14154           18896            1011            3867            3396            370      
      2.40          5.025009         67805           12045           12338            581            15468           11272            2825           21168           25193            1494            1319            1197            284      
      2.50          5.025009         67097           16379           16429            786            17109           12454            3065           14165           19001            1024            2347            2116            309      
      2.60          5.025009         66992           16921           17048            813            17157           12589            3058           11845           16524            940             4077            3839            373      
      2.70          5.025009         66605           18515           18556            892            18482           13404            3175           11720           17106            870             1283            934             247      
      2.80          5.025009         66433           18941           18899            911            18653           13414            3204           10500           15790            813             1906            1897            256      
      2.90          5.025009         66039           17253           17343            823            19066           13707            3281           10864           16128            840             2817            2822            240      
      3.00          5.025009         65698           15114           15307            719            17680           12606            3012           11798           17088            890             5408            4999            563      
      3.10          5.025009         65451           15280           15471            723            19382           13766            3258           11388           17036            861             3950            3727            342      
      3.20          5.025009         65014           14500           14553            681            18809           13309            3143           12208           17835            920             4483            4303            440      
      3.30          5.025009         64984           15997           16085            750            20517           14643            3392           10604           16502            828             2882            2770            214      
      3.40          5.025009         64453           17267           17413            812            20685           14816            3402            9929           15814            793             2119            1957            177      
