      tauB          sizeBin        clust_size       Na_bulk         Nb_bulk        NBin_bulk         Na_gas          Nb_gas         NBin_gas         Na_int          Nb_int         NBin_int         Na_bub          Nb_bub         NBin_bub   
      0.00          5.025009         86162           33118           32803            1571            6326            6661            2894           10556           10536            719              0               0               0       
      0.10          5.025009         85859           29948           29620            1396            6182            6016            2809           12273           12798            893             1597            1566             86      
      0.20          5.025009         83771           19623           19677            888             6645            6291            2808           18914           19434            1242            4818            4598            246      
      0.30          5.025009         82279            9417            9495            413             6492            6216            2635           33785           33923            1991            306             366             145      
      0.40          5.025009         80623            6137            6132            260             6515            6278            2527           36826           37038            2171            522             552             226      
      0.50          5.025009         79760            9597            9699            406             9212            7842            2974           31068           32283            1747            123             176              57      
      0.60          5.025009         79100            7648            7688            319             9725            7946            2967           32267           33984            1761            360             382             137      
      0.70          5.025009         77597            8193            8248            340             9728            7967            2870           31707           33368            1820            372             417             154      
      0.80          5.025009         77447            9620            9698            397            11159            8566            3078           29008           31515            1617            213             221              92      
      0.90          5.025009         77618            7784            7865            319            10836            8312            2996           31087           33505            1749            293             318             120      
      1.00          5.025009         77034            8409            8512            345            11787            8574            3091           29550           32599            1636            254             315             112      
      1.10          5.025009         77255            8387            8582            345            11687            8268            2998           29558           32674            1672            368             476             169      
      1.20          5.025009         76070            8988            9351            373            11621            8435            3035           29290           32077            1734            101             137              42      
      1.30          5.025009         75906           10793           11000            442            12916            8982            3160           26105           29787            1502            186             231              80      
      1.40          5.025009         75110           13501           14377            567            14322            9516            3308           16095           20607            993             6082            5500            316      
      1.50          5.025009         74828           13824           14451            575            14472            9468            3325           21704           26081            1284             0               0               0       
      1.60          5.025009         75221           13781           14385            572            14911            9417            3344           15156           20254            970             6152            5944            298      
      1.70          5.025009         75134           13340           13887            552            14159            8989            3230           16231           21347            1061            6270            5777            341      
      1.80          5.025009         75493           12711           13284            528            14208            8823            3210           16635           21987            1074            6446            5906            372      
      1.90          5.025009         75577           12211           12554            503            13937            8694            3186           23758           28624            1444             94             128              51      
      2.00          5.025009         74522           13295           13662            551            14508            8904            3208           16427           22036            1094            5770            5398            331      
      2.10          5.025009         73777           12730           13453            533            14445            8718            3095           16216           21852            1104            6609            5977            452      
      2.20          5.025009         73925           13983           15199            593            16081            9552            3360           14222           20410            958             5714            4839            273      
      2.30          5.025009         73093           13801           15276            589            15392            9258            3280           14998           20589            1017            5809            4877            298      
      2.40          5.025009         73156           13924           15296            591            15552            9310            3316           15061           20882            1028            5463            4512            249      
      2.50          5.025009         73043           14586           16116            623            16458            9513            3380           13991           20463            963             4965            3908            218      
      2.60          5.025009         72663           15235           16606            649            16664            9551            3355           13912           20623            966             4189            3220            214      
      2.70          5.025009         72348           17532           18832            745            17490            9923            3436           12635           19375            899             2343            1870            104      
      2.80          5.025009         71773           19076           20396            810            17448            9832            3432           12524           18969            895             952             803              47      
      2.90          5.025009         71858           18514           19687            783            17469            9664            3404           12624           19362            913             1393            1287             84      
      3.00          5.025009         71398           18910           19998            794            18128            9885            3461           12222           19313            891             740             804              38      
      3.10          5.025009         70065           17164           17821            711            17112            9488            3302           13887           20846            1003            1837            1845            168      
      3.20          5.025009         69065           18195           18966            756            18450           10157            3432           12647           20214            931             708             663              65      
      3.30          5.025009         69724           18619           19398            773            18366           10130            3449           12813           20386            949             202              86              13      
      3.40          5.025009         69663           18860           19825            783            19049           10278            3496           12091           19897            905              0               0               0       
      3.50          5.025009         69304           17594           18337            724            19121           10339            3472           12673           20632            941             612             692              47      
      3.60          5.025009         68640           18580           19784            771            19282           10477            3500           12138           19739            913              0               0               0       
      3.70          5.025009         68353           18300           19437            756            19469           10567            3494           12165           19956            920              66              40              14      
      3.80          5.025009         68090           18492           19934            769            20224           10839            3551           11284           19227            864              0               0               0       
      3.90          5.025009         67137           18503           19966            770            20165           10824            3538           11332           19210            876              0               0               0       
      4.00          5.025009         67429           18396           19943            768            21079           11237            3602           10525           18820            814              0               0               0       
      4.10          5.025009         66829           18119           19715            756            20784           10972            3536           10910           19163            842             187             150              50      
      4.20          5.025009         66376           17917           19288            744            20748           11038            3562           11150           19602            864             185              72              14      
      4.30          5.025009         67334           18084           19608            754            20880           11058            3579           11036           19334            851              0               0               0       
      4.40          5.025009         67041           17795           19090            737            21065           10967            3563           11091           19879            861              49              64              23      
      4.50          5.025009         66168           18100           19826            758            21628           11172            3619           10272           19002            807              0               0               0       
      4.60          5.025009         67088           18016           19723            755            20838           10659            3518           11036           19498            864             110             120              47      
      4.70          5.025009         66895           18179           20054            766            20948           10710            3553           10873           19236            865              0               0               0       
      4.80          5.025009         66702           18128           20013            765            21363           10755            3575           10306           19145            816             203              87              28      
      4.90          5.025009         66792           18157           20162            768            21369           10786            3584           10474           19052            832              0               0               0       
      5.00          5.025009         65837           17955           19790            758            21321           10568            3533           10472           19459            836             252             183              57      
      5.10          5.025009         66105           18133           20023            766            21553           10671            3576           10236           19256            829              78              50              13      
      5.20          5.025009         65973           18044           20189            768            21465           10483            3530           10303           19189            831             188             139              55      
      5.30          5.025009         66566           18235           20618            782            21646           10571            3587           10119           18811            815              0               0               0       
      5.40          5.025009         66836           17924           20201            769            21952           10587            3570           10041           19116            812              83              96              33      
      5.50          5.025009         66264           17589           19819            753            21707           10649            3570           10704           19532            861              0               0               0       
      5.60          5.025009         64705           17306           19438            740            21547           10757            3552           10798           19664            870             349             141              22      
      5.70          5.025009         64718           17390           19420            739            22023           10967            3570           10308           19500            847             279             113              28      
      5.80          5.025009         64886           17352           19695            745            22716           11134            3623            9932           19171            816              0               0               0       
      5.90          5.025009         64595           17720           20409            769            23268           11391            3659            9012           18200            756              0               0               0       
      6.00          5.025009         64583           16807           19051            725            22626           11098            3573           10413           19730            848             154             121              38      
      6.10          5.025009         63879           16773           19202            727            22811           11168            3554           10220           19437            841             196             193              62      
      6.20          5.025009         64509           16591           18919            716            22833           11248            3584           10464           19733            851             112             100              33      
      6.30          5.025009         63881           16429           18666            706            22481           11153            3560           10759           20001            877             331             180              41      
